region_gea,material,year,value
NAM,concrete,2035,0.12661133585109485
NAM,concrete,2040,0.12662408519861482
NAM,concrete,2045,0.12662738998613643
NAM,concrete,2050,0.12663179647255687
NAM,concrete,2055,0.12663728035444916
NAM,concrete,2060,0.12664131721080488
WEU,concrete,2020,0.12291136141788557
WEU,concrete,2025,0.12291503730209108
WEU,concrete,2030,0.12291847222132353
WEU,concrete,2035,0.12292228359480252
WEU,concrete,2040,0.12293421979234184
WEU,concrete,2045,0.12293737892105647
WEU,concrete,2050,0.12294156724551654
WEU,concrete,2055,0.1229467625472934
WEU,concrete,2060,0.12295061780247107
PAO,concrete,2020,0.12291136141788557
PAO,concrete,2025,0.12291503730209108
PAO,concrete,2030,0.12291847222132353
PAO,concrete,2035,0.12292228359480252
PAO,concrete,2040,0.12293421979234184
PAO,concrete,2045,0.12293737892105647
PAO,concrete,2050,0.12294156724551654
PAO,concrete,2055,0.1229467625472934
PAO,concrete,2060,0.12295061780247107
EEU,concrete,2020,0.12291136141788557
EEU,concrete,2025,0.12291503730209108
EEU,concrete,2030,0.12291847222132353
EEU,concrete,2035,0.12292228359480252
EEU,concrete,2040,0.12293421979234184
EEU,concrete,2045,0.12293737892105647
EEU,concrete,2050,0.12294156724551654
EEU,concrete,2055,0.1229467625472934
EEU,concrete,2060,0.12295061780247107
FSU,concrete,2020,0.12291136141788557
FSU,concrete,2025,0.12291503730209108
FSU,concrete,2030,0.12291847222132353
FSU,concrete,2035,0.12292228359480252
FSU,concrete,2040,0.12293421979234184
FSU,concrete,2045,0.12293737892105647
FSU,concrete,2050,0.12294156724551654
FSU,concrete,2055,0.1229467625472934
FSU,concrete,2060,0.12295061780247107
CPA,concrete,2020,0.12291136141788557
CPA,concrete,2025,0.12291503730209108
CPA,concrete,2030,0.12291847222132353
CPA,concrete,2035,0.12292228359480252
CPA,concrete,2040,0.12293421979234184
CPA,concrete,2045,0.12293737892105647
CPA,concrete,2050,0.12294156724551654
CPA,concrete,2055,0.1229467625472934
CPA,concrete,2060,0.12295061780247107
SAS,concrete,2020,0.12291136141788557
SAS,concrete,2025,0.12291503730209108
SAS,concrete,2030,0.12291847222132353
SAS,concrete,2035,0.12292228359480252
SAS,concrete,2040,0.12293421979234184
SAS,concrete,2045,0.12293737892105647
SAS,concrete,2050,0.12294156724551654
SAS,concrete,2055,0.1229467625472934
SAS,concrete,2060,0.12295061780247107
PAS,concrete,2020,0.12291136141788557
PAS,concrete,2025,0.12291503730209108
PAS,concrete,2030,0.12291847222132353
PAS,concrete,2035,0.12292228359480252
PAS,concrete,2040,0.12293421979234184
PAS,concrete,2045,0.12293737892105647
PAS,concrete,2050,0.12294156724551654
PAS,concrete,2055,0.1229467625472934
PAS,concrete,2060,0.12295061780247107
MEA,concrete,2020,0.12291136141788557
MEA,concrete,2025,0.12291503730209108
MEA,concrete,2030,0.12291847222132353
MEA,concrete,2035,0.12292228359480252
MEA,concrete,2040,0.12293421979234184
MEA,concrete,2045,0.12293737892105647
MEA,concrete,2050,0.12294156724551654
MEA,concrete,2055,0.1229467625472934
MEA,concrete,2060,0.12295061780247107
LAC,concrete,2020,0.12291136141788557
LAC,concrete,2025,0.12291503730209108
LAC,concrete,2030,0.12291847222132353
LAC,concrete,2035,0.12292228359480252
LAC,concrete,2040,0.12293421979234184
LAC,concrete,2045,0.12293737892105647
LAC,concrete,2050,0.12294156724551654
LAC,concrete,2055,0.1229467625472934
LAC,concrete,2060,0.12295061780247107
AFR,concrete,2020,0.12291136141788557
AFR,concrete,2025,0.12291503730209108
AFR,concrete,2030,0.12291847222132353
AFR,concrete,2035,0.12292228359480252
AFR,concrete,2040,0.12293421979234184
AFR,concrete,2045,0.12293737892105647
AFR,concrete,2050,0.12294156724551654
AFR,concrete,2055,0.1229467625472934
AFR,concrete,2060,0.12295061780247107
NAM,wood,2020,0.18952081680281477
NAM,wood,2025,0.1895439647731205
NAM,wood,2030,0.1895671449899905
NAM,wood,2035,0.1895912677680176
NAM,wood,2040,0.1896276588601513
NAM,wood,2045,0.18965165971108355
NAM,wood,2050,0.1896775924048668
NAM,wood,2055,0.1897054405335144
NAM,wood,2060,0.18973178156183046
WEU,wood,2020,0.18952081680281477
WEU,wood,2025,0.1895439647731205
WEU,wood,2030,0.1895671449899905
WEU,wood,2035,0.1895912677680176
WEU,wood,2040,0.1896276588601513
WEU,wood,2045,0.18965165971108355
WEU,wood,2050,0.1896775924048668
WEU,wood,2055,0.1897054405335144
WEU,wood,2060,0.18973178156183046
PAO,wood,2020,0.18952081680281477
PAO,wood,2025,0.1895439647731205
PAO,wood,2030,0.1895671449899905
PAO,wood,2035,0.1895912677680176
PAO,wood,2040,0.1896276588601513
PAO,wood,2045,0.18965165971108355
PAO,wood,2050,0.1896775924048668
PAO,wood,2055,0.1897054405335144
PAO,wood,2060,0.18973178156183046
EEU,wood,2020,0.18952081680281477
EEU,wood,2025,0.1895439647731205
EEU,wood,2030,0.1895671449899905
EEU,wood,2035,0.1895912677680176
EEU,wood,2040,0.1896276588601513
EEU,wood,2045,0.18965165971108355
EEU,wood,2050,0.1896775924048668
EEU,wood,2055,0.1897054405335144
EEU,wood,2060,0.18973178156183046
FSU,wood,2020,0.18952081680281477
FSU,wood,2025,0.1895439647731205
FSU,wood,2030,0.1895671449899905
FSU,wood,2035,0.1895912677680176
FSU,wood,2040,0.1896276588601513
FSU,wood,2045,0.18965165971108355
FSU,wood,2050,0.1896775924048668
FSU,wood,2055,0.1897054405335144
FSU,wood,2060,0.18973178156183046
CPA,wood,2020,0.18952081680281477
CPA,wood,2025,0.1895439647731205
CPA,wood,2030,0.1895671449899905
CPA,wood,2035,0.1895912677680176
CPA,wood,2040,0.1896276588601513
CPA,wood,2045,0.18965165971108355
CPA,wood,2050,0.1896775924048668
CPA,wood,2055,0.1897054405335144
CPA,wood,2060,0.18973178156183046
SAS,wood,2020,0.18952081680281477
SAS,wood,2025,0.1895439647731205
SAS,wood,2030,0.1895671449899905
SAS,wood,2035,0.1895912677680176
SAS,wood,2040,0.1896276588601513
SAS,wood,2045,0.18965165971108355
SAS,wood,2050,0.1896775924048668
SAS,wood,2055,0.1897054405335144
SAS,wood,2060,0.18973178156183046
PAS,wood,2020,0.18952081680281477
PAS,wood,2025,0.1895439647731205
PAS,wood,2030,0.1895671449899905
PAS,wood,2035,0.1895912677680176
PAS,wood,2040,0.1896276588601513
PAS,wood,2045,0.18965165971108355
PAS,wood,2050,0.1896775924048668
PAS,wood,2055,0.1897054405335144
PAS,wood,2060,0.18973178156183046
MEA,wood,2020,0.18952081680281477
MEA,wood,2025,0.1895439647731205
MEA,wood,2030,0.1895671449899905
MEA,wood,2035,0.1895912677680176
MEA,wood,2040,0.1896276588601513
MEA,wood,2045,0.18965165971108355
MEA,wood,2050,0.1896775924048668
MEA,wood,2055,0.1897054405335144
MEA,wood,2060,0.18973178156183046
LAC,wood,2020,0.18952081680281477
LAC,wood,2025,0.1895439647731205
LAC,wood,2030,0.1895671449899905
LAC,wood,2035,0.1895912677680176
LAC,wood,2040,0.1896276588601513
LAC,wood,2045,0.18965165971108355
LAC,wood,2050,0.1896775924048668
LAC,wood,2055,0.1897054405335144
LAC,wood,2060,0.18973178156183046
AFR,wood,2020,0.18952081680281477
AFR,wood,2025,0.1895439647731205
AFR,wood,2030,0.1895671449899905
AFR,wood,2035,0.1895912677680176
AFR,wood,2040,0.1896276588601513
AFR,wood,2045,0.18965165971108355
AFR,wood,2050,0.1896775924048668
AFR,wood,2055,0.1897054405335144
AFR,wood,2060,0.18973178156183046
NAM,copper,2020,3.608315711888041
NAM,copper,2025,3.6255422015500818
NAM,copper,2030,3.63960922262299
NAM,copper,2035,3.650509359829779
NAM,copper,2040,4.098678318319574
NAM,copper,2045,4.317828652244071
NAM,copper,2050,4.279155425527111
NAM,copper,2055,4.3058805840266485
NAM,copper,2060,4.283803507842812
WEU,copper,2020,2.1486631322090393
WEU,copper,2025,2.159623956219277
WEU,copper,2030,2.165412533238333
WEU,copper,2035,2.172307833499174
WEU,copper,2040,2.1854287804060473
WEU,copper,2045,2.2181750684835118
WEU,copper,2050,2.2447148060677717
WEU,copper,2055,2.3291844465278957
WEU,copper,2060,2.3616197010097024
PAO,copper,2020,3.363237946908925
PAO,copper,2025,3.4723405995790295
PAO,copper,2030,3.4947664652982553
PAO,copper,2035,3.53252906179829
PAO,copper,2040,3.718652761683073
PAO,copper,2045,3.765125363395704
PAO,copper,2050,3.849153621268492
PAO,copper,2055,3.950777123069963
PAO,copper,2060,3.9706682872906147
EEU,copper,2020,2.1486631322090393
EEU,copper,2025,2.159623956219277
EEU,copper,2030,2.165412533238333
EEU,copper,2035,2.172307833499174
EEU,copper,2040,2.1854287804060473
EEU,copper,2045,2.2181750684835118
EEU,copper,2050,2.2447148060677717
EEU,copper,2055,2.3291844465278957
EEU,copper,2060,2.3616197010097024
FSU,copper,2020,2.920259312800529
FSU,copper,2025,2.9551279051784882
FSU,copper,2030,3.001314039203872
FSU,copper,2035,3.0772340670408975
FSU,copper,2040,3.115519205836576
FSU,copper,2045,3.306623482633126
FSU,copper,2050,3.5253636445924323
FSU,copper,2055,3.76969205679773
FSU,copper,2060,3.813621263673299
CPA,copper,2020,4.381989610237125
CPA,copper,2025,4.403546002334669
CPA,copper,2030,4.420014165332409
CPA,copper,2035,4.452588617165604
CPA,copper,2040,4.965398716923789
CPA,copper,2045,4.908995656974678
CPA,copper,2050,4.937256843942044
CPA,copper,2055,4.992354522502572
CPA,copper,2060,5.002993366464946
SAS,copper,2020,4.381989610237125
SAS,copper,2025,4.403546002334669
SAS,copper,2030,4.420014165332409
SAS,copper,2035,4.452588617165604
SAS,copper,2040,4.965398716923789
SAS,copper,2045,4.908995656974678
SAS,copper,2050,4.937256843942044
SAS,copper,2055,4.992354522502572
SAS,copper,2060,5.002993366464946
PAS,copper,2020,4.381989610237125
PAS,copper,2025,4.403546002334669
PAS,copper,2030,4.420014165332409
PAS,copper,2035,4.452588617165604
PAS,copper,2040,4.965398716923789
PAS,copper,2045,4.908995656974678
PAS,copper,2050,4.937256843942044
PAS,copper,2055,4.992354522502572
PAS,copper,2060,5.002993366464946
MEA,copper,2020,3.651124461518827
MEA,copper,2025,3.6793369537565788
MEA,copper,2030,3.7106641022681406
MEA,copper,2035,3.764911342103251
MEA,copper,2040,4.040458961380183
MEA,copper,2045,4.107809569803902
MEA,copper,2050,4.231310244267238
MEA,copper,2055,4.381023289650151
MEA,copper,2060,4.4083073150691225
LAC,copper,2020,3.19816595825554
LAC,copper,2025,3.2103318802017
LAC,copper,2030,3.2155013400931662
LAC,copper,2035,3.224466720590116
LAC,copper,2040,3.248133794690319
LAC,copper,2045,3.262084677579222
LAC,copper,2050,3.2701930221724913
LAC,copper,2055,3.345443821137817
LAC,copper,2060,3.3557870508587513
AFR,copper,2020,2.920259312800529
AFR,copper,2025,2.9551279051784882
AFR,copper,2030,3.001314039203872
AFR,copper,2035,3.0772340670408975
AFR,copper,2040,3.115519205836576
AFR,copper,2045,3.306623482633126
AFR,copper,2050,3.5253636445924323
AFR,copper,2055,3.76969205679773
AFR,copper,2060,3.813621263673299
NAM,aluminum,2020,9.631570343577458
NAM,aluminum,2025,9.631738781202035
NAM,aluminum,2030,9.63189908136703
NAM,aluminum,2035,9.632073070772542
NAM,aluminum,2040,9.632534794271201
NAM,aluminum,2045,9.632686406575784
NAM,aluminum,2050,9.632874744437675
NAM,aluminum,2055,9.633098998083945
NAM,aluminum,2060,9.633276138652546
WEU,aluminum,2020,6.216174376015158
WEU,aluminum,2025,6.216347047294352
WEU,aluminum,2030,6.216513160603568
WEU,aluminum,2035,6.2166916083331225
WEU,aluminum,2040,6.217119498963584
WEU,aluminum,2045,6.217279603935822
WEU,aluminum,2050,6.217472004752434
WEU,aluminum,2055,6.217696013408814
WEU,aluminum,2060,6.217879800836749
PAO,aluminum,2020,18.920917053629314
PAO,aluminum,2025,18.921084597362135
PAO,aluminum,2030,18.92124376514463
PAO,aluminum,2035,18.92141687355737
PAO,aluminum,2040,18.921884110510334
PAO,aluminum,2045,18.922034232988686
PAO,aluminum,2050,18.9222218520879
PAO,aluminum,2055,18.92244614154456
PAO,aluminum,2060,18.922622212651085
EEU,aluminum,2020,6.4704520606406914
EEU,aluminum,2025,6.470636294989051
EEU,aluminum,2030,6.470812998151991
EEU,aluminum,2035,6.4710034006424335
EEU,aluminum,2040,6.471473978965935
EEU,aluminum,2045,6.471643432614626
EEU,aluminum,2050,6.471849012597937
EEU,aluminum,2055,6.472089943021975
EEU,aluminum,2060,6.472285496011158
FSU,aluminum,2020,6.4704520606406914
FSU,aluminum,2025,6.470636294989051
FSU,aluminum,2030,6.470812998151991
FSU,aluminum,2035,6.4710034006424335
FSU,aluminum,2040,6.471473978965935
FSU,aluminum,2045,6.471643432614626
FSU,aluminum,2050,6.471849012597937
FSU,aluminum,2055,6.472089943021975
FSU,aluminum,2060,6.472285496011158
CPA,aluminum,2020,18.10205175955373
CPA,aluminum,2025,18.102226441871863
CPA,aluminum,2030,18.102393136274532
CPA,aluminum,2035,18.102573676410074
CPA,aluminum,2040,18.10304214211376
CPA,aluminum,2045,18.10320063454925
CPA,aluminum,2050,18.103396030055418
CPA,aluminum,2055,18.103627526852563
CPA,aluminum,2060,18.10381209087571
SAS,aluminum,2020,20.55241060840312
SAS,aluminum,2025,20.552588922207352
SAS,aluminum,2030,20.552758738742856
SAS,aluminum,2035,20.552943054337057
SAS,aluminum,2040,20.553430546585552
SAS,aluminum,2045,20.553591470778624
SAS,aluminum,2050,20.553791178968677
SAS,aluminum,2055,20.554028826593907
SAS,aluminum,2060,20.55421695754037
PAS,aluminum,2020,20.55241060840312
PAS,aluminum,2025,20.552588922207352
PAS,aluminum,2030,20.552758738742856
PAS,aluminum,2035,20.552943054337057
PAS,aluminum,2040,20.553430546585552
PAS,aluminum,2045,20.553591470778624
PAS,aluminum,2050,20.553791178968677
PAS,aluminum,2055,20.554028826593907
PAS,aluminum,2060,20.55421695754037
MEA,aluminum,2020,13.163596769258334
MEA,aluminum,2025,13.163777792358806
MEA,aluminum,2030,13.163948978697508
MEA,aluminum,2035,13.164135900506432
MEA,aluminum,2040,13.164659688750417
MEA,aluminum,2045,13.164819751599413
MEA,aluminum,2050,13.165022524814262
MEA,aluminum,2055,13.165267051040434
MEA,aluminum,2060,13.165456030384785
LAC,aluminum,2020,11.042353352142078
LAC,aluminum,2025,11.042534736083043
LAC,aluminum,2030,11.042707732357773
LAC,aluminum,2035,11.042895102832798
LAC,aluminum,2040,11.043382618347131
LAC,aluminum,2045,11.043546858844994
LAC,aluminum,2050,11.043749500334727
LAC,aluminum,2055,11.043989700369446
LAC,aluminum,2060,11.044180878704733
AFR,aluminum,2020,12.111394816794139
AFR,aluminum,2025,12.111584986905157
AFR,aluminum,2030,12.11176828370674
AFR,aluminum,2035,12.111964976944622
AFR,aluminum,2040,12.112429384589278
AFR,aluminum,2045,12.112606770364527
AFR,aluminum,2050,12.112818989617644
AFR,aluminum,2055,12.11306531645993
AFR,aluminum,2060,12.113268717044555
NAM,glass,2020,0.9410241559368387
NAM,glass,2025,0.9410620762634379
NAM,glass,2030,0.9410966921179874
NAM,glass,2035,0.9411357418273246
NAM,glass,2040,0.9412764927374293
NAM,glass,2045,0.9413067092811039
NAM,glass,2050,0.9413495017559645
NAM,glass,2055,0.9414045683955076
NAM,glass,2060,0.9414424273116918
WEU,glass,2020,0.9527242998243259
WEU,glass,2025,0.9527620185849199
WEU,glass,2030,0.9527965070968727
WEU,glass,2035,0.9528353521026467
WEU,glass,2040,0.9529739142596604
WEU,glass,2045,0.9530041189828721
WEU,glass,2050,0.9530466631172817
WEU,glass,2055,0.9531012510066301
WEU,glass,2060,0.953138978761083
PAO,glass,2020,0.9410241559368387
PAO,glass,2025,0.9410620762634379
PAO,glass,2030,0.9410966921179874
PAO,glass,2035,0.9411357418273246
PAO,glass,2040,0.9412764927374293
PAO,glass,2045,0.9413067092811039
PAO,glass,2050,0.9413495017559645
PAO,glass,2055,0.9414045683955076
PAO,glass,2060,0.9414424273116918
EEU,glass,2020,0.9527242998243259
EEU,glass,2025,0.9527620185849199
EEU,glass,2030,0.9527965070968727
EEU,glass,2035,0.9528353521026467
EEU,glass,2040,0.9529739142596604
EEU,glass,2045,0.9530041189828721
EEU,glass,2050,0.9530466631172817
EEU,glass,2055,0.9531012510066301
EEU,glass,2060,0.953138978761083
FSU,glass,2020,0.9468742278805824
FSU,glass,2025,0.9469120474241789
FSU,glass,2030,0.94694659960743
FSU,glass,2035,0.9469855469649857
FSU,glass,2040,0.9471252034985449
FSU,glass,2045,0.947155414131988
FSU,glass,2050,0.9471980824366231
FSU,glass,2055,0.9472529097010689
FSU,glass,2060,0.9472907030363874
CPA,glass,2020,0.9410241559368387
CPA,glass,2025,0.9410620762634379
CPA,glass,2030,0.9410966921179874
CPA,glass,2035,0.9411357418273246
CPA,glass,2040,0.9412764927374293
CPA,glass,2045,0.9413067092811039
CPA,glass,2050,0.9413495017559645
CPA,glass,2055,0.9414045683955076
CPA,glass,2060,0.9414424273116918
SAS,glass,2020,0.9410241559368387
SAS,glass,2025,0.9410620762634379
SAS,glass,2030,0.9410966921179874
SAS,glass,2035,0.9411357418273246
SAS,glass,2040,0.9412764927374293
SAS,glass,2045,0.9413067092811039
SAS,glass,2050,0.9413495017559645
SAS,glass,2055,0.9414045683955076
SAS,glass,2060,0.9414424273116918
PAS,glass,2020,0.9410241559368387
PAS,glass,2025,0.9410620762634379
PAS,glass,2030,0.9410966921179874
PAS,glass,2035,0.9411357418273246
PAS,glass,2040,0.9412764927374293
PAS,glass,2045,0.9413067092811039
PAS,glass,2050,0.9413495017559645
PAS,glass,2055,0.9414045683955076
PAS,glass,2060,0.9414424273116918
MEA,glass,2020,0.9410241559368387
MEA,glass,2025,0.9410620762634379
MEA,glass,2030,0.9410966921179874
MEA,glass,2035,0.9411357418273246
MEA,glass,2040,0.9412764927374293
MEA,glass,2045,0.9413067092811039
MEA,glass,2050,0.9413495017559645
MEA,glass,2055,0.9414045683955076
MEA,glass,2060,0.9414424273116918
LAC,glass,2020,0.9410241559368387
LAC,glass,2025,0.9410620762634379
LAC,glass,2030,0.9410966921179874
LAC,glass,2035,0.9411357418273246
LAC,glass,2040,0.9412764927374293
LAC,glass,2045,0.9413067092811039
LAC,glass,2050,0.9413495017559645
LAC,glass,2055,0.9414045683955076
LAC,glass,2060,0.9414424273116918
AFR,glass,2020,0.9410241559368387
AFR,glass,2025,0.9410620762634379
AFR,glass,2030,0.9410966921179874
AFR,glass,2035,0.9411357418273246
AFR,glass,2040,0.9412764927374293
AFR,glass,2045,0.9413067092811039
AFR,glass,2050,0.9413495017559645
AFR,glass,2055,0.9414045683955076
AFR,glass,2060,0.9414424273116918
