region_gea,year,fuel,value
PAO,2090,gas,56.1
PAO,2090,oil,73.3
PAO,2095,biomass_solid,109.6
PAO,2095,coal,94.6
PAO,2095,district_heat,-0.055022207
PAO,2095,electricity,0.005057393
PAO,2095,gas,56.1
PAO,2095,oil,73.3
PAO,2100,biomass_solid,109.6
PAO,2100,coal,94.6
PAO,2100,district_heat,-0.042451583
PAO,2100,electricity,0.010243293
PAO,2100,gas,56.1
PAO,2100,oil,73.3
PAS,2010,biomass_solid,109.6
PAS,2010,coal,94.6
PAS,2010,district_heat,0
PAS,2010,electricity,182.4298163
PAS,2010,gas,56.1
PAS,2010,oil,73.3
PAS,2015,biomass_solid,109.6
PAS,2015,coal,94.6
PAS,2015,district_heat,7.707610669
PAS,2015,electricity,165.9264556
PAS,2015,gas,56.1
PAS,2015,oil,73.3
PAS,2020,biomass_solid,109.6
PAS,2020,coal,94.6
PAS,2020,district_heat,11.11197822
PAS,2020,electricity,153.6388358
PAS,2020,gas,56.1
PAS,2020,oil,73.3
PAS,2025,biomass_solid,109.6
PAS,2025,coal,94.6
PAS,2025,district_heat,4.746852468
PAS,2025,electricity,97.01100632
PAS,2025,gas,56.1
PAS,2025,oil,73.3
PAS,2030,biomass_solid,109.6
PAS,2030,coal,94.6
PAS,2030,district_heat,2.853470543
PAS,2030,electricity,54.57692675
PAS,2030,gas,56.1
PAS,2030,oil,73.3
PAS,2035,biomass_solid,109.6
PAS,2035,coal,94.6
PAS,2035,district_heat,7.617544225
PAS,2035,electricity,28.32526544
PAS,2035,gas,56.1
PAS,2035,oil,73.3
PAS,2040,biomass_solid,109.6
PAS,2040,coal,94.6
PAS,2040,district_heat,10.32059145
PAS,2040,electricity,10.06395649
PAS,2040,gas,56.1
PAS,2040,oil,73.3
PAS,2045,biomass_solid,109.6
PAS,2045,coal,94.6
PAS,2045,district_heat,10.64123707
PAS,2045,electricity,2.808573199
PAS,2045,gas,56.1
PAS,2045,oil,73.3
PAS,2050,biomass_solid,109.6
PAS,2050,coal,94.6
PAS,2050,district_heat,10.9618827
PAS,2050,electricity,-2.702720663
PAS,2050,gas,56.1
PAS,2050,oil,73.3
PAS,2055,biomass_solid,109.6
PAS,2055,coal,94.6
PAS,2055,district_heat,5.480941118
PAS,2055,electricity,-1.485853395
PAS,2055,gas,56.1
PAS,2055,oil,73.3
PAS,2060,biomass_solid,109.6
PAS,2060,coal,94.6
PAS,2060,district_heat,0
PAS,2060,electricity,-0.521250429
PAS,2060,gas,56.1
PAS,2060,oil,73.3
PAS,2065,biomass_solid,109.6
PAS,2065,coal,94.6
PAS,2065,district_heat,0
PAS,2065,electricity,0.49995645
PAS,2065,gas,56.1
PAS,2065,oil,73.3
PAS,2070,biomass_solid,109.6
PAS,2070,coal,94.6
PAS,2070,district_heat,0
PAS,2070,electricity,1.363774406
PAS,2070,gas,56.1
PAS,2070,oil,73.3
PAS,2075,biomass_solid,109.6
PAS,2075,coal,94.6
PAS,2075,district_heat,0
PAS,2075,electricity,1.105879372
PAS,2075,gas,56.1
PAS,2075,oil,73.3
PAS,2080,biomass_solid,109.6
PAS,2080,coal,94.6
PAS,2080,district_heat,0
PAS,2080,electricity,0.870736753
PAS,2080,gas,56.1
PAS,2080,oil,73.3
PAS,2085,biomass_solid,109.6
PAS,2085,coal,94.6
PAS,2085,district_heat,0
PAS,2085,electricity,0.776023809
PAS,2085,gas,56.1
PAS,2085,oil,73.3
PAS,2090,biomass_solid,109.6
PAS,2090,coal,94.6
PAS,2090,district_heat,0
PAS,2090,electricity,0.686893022
PAS,2090,gas,56.1
PAS,2090,oil,73.3
PAS,2095,biomass_solid,109.6
PAS,2095,coal,94.6
PAS,2095,district_heat,0
PAS,2095,electricity,0.639680264
PAS,2095,gas,56.1
PAS,2095,oil,73.3
PAS,2100,biomass_solid,109.6
PAS,2100,coal,94.6
PAS,2100,district_heat,0
PAS,2100,electricity,0.594220526
PAS,2100,gas,56.1
PAS,2100,oil,73.3
SAS,2010,biomass_solid,109.6
SAS,2010,coal,94.6
SAS,2010,district_heat,0
SAS,2010,electricity,257.7567979
SAS,2010,gas,56.1
SAS,2010,oil,73.3
SAS,2015,biomass_solid,109.6
SAS,2015,coal,94.6
SAS,2015,district_heat,20.14688977
SAS,2015,electricity,228.1982541
SAS,2015,gas,56.1
SAS,2015,oil,73.3
SAS,2020,biomass_solid,109.6
SAS,2020,coal,94.6
SAS,2020,district_heat,20.14688977
SAS,2020,electricity,212.2718685
SAS,2020,gas,56.1
SAS,2020,oil,73.3
SAS,2025,biomass_solid,109.6
SAS,2025,coal,94.6
SAS,2025,district_heat,6.718510033
SAS,2025,electricity,117.681916
SAS,2025,gas,56.1
SAS,2025,oil,73.3
SAS,2030,biomass_solid,109.6
SAS,2030,coal,94.6
SAS,2030,district_heat,4.958847361
SAS,2030,electricity,55.8488938
SAS,2030,gas,56.1
SAS,2030,oil,73.3
SAS,2035,biomass_solid,109.6
SAS,2035,coal,94.6
SAS,2035,district_heat,6.478766883
SAS,2035,electricity,23.68977936
SAS,2035,gas,56.1
SAS,2035,oil,73.3
SAS,2040,biomass_solid,109.6
SAS,2040,coal,94.6
SAS,2040,district_heat,7.11261412
SAS,2040,electricity,4.601013858
SAS,2040,gas,56.1
SAS,2040,oil,73.3
SAS,2045,biomass_solid,109.6
SAS,2045,coal,94.6
SAS,2045,district_heat,6.323797396
SAS,2045,electricity,0.338051854
SAS,2045,gas,56.1
SAS,2045,oil,73.3
SAS,2050,biomass_solid,109.6
SAS,2050,coal,94.6
SAS,2050,district_heat,5.785645905
SAS,2050,electricity,-2.468306435
SAS,2050,gas,56.1
SAS,2050,oil,73.3
SAS,2055,biomass_solid,109.6
SAS,2055,coal,94.6
SAS,2055,district_heat,4.531058851
SAS,2055,electricity,-1.059168745
SAS,2055,gas,56.1
SAS,2055,oil,73.3
SAS,2060,biomass_solid,109.6
SAS,2060,coal,94.6
SAS,2060,district_heat,3.629833125
SAS,2060,electricity,4.79E-06
SAS,2060,gas,56.1
SAS,2060,oil,73.3
SAS,2065,biomass_solid,109.6
SAS,2065,coal,94.6
SAS,2065,district_heat,3.304943663
SAS,2065,electricity,2.11E-06
SAS,2065,gas,56.1
SAS,2065,oil,73.3
SAS,2070,biomass_solid,109.6
SAS,2070,coal,94.6
SAS,2070,district_heat,2.9944086
SAS,2070,electricity,0
SAS,2070,gas,56.1
SAS,2070,oil,73.3
SAS,2075,biomass_solid,109.6
SAS,2075,coal,94.6
SAS,2075,district_heat,2.847635888
SAS,2075,electricity,0
SAS,2075,gas,56.1
SAS,2075,oil,73.3
SAS,2080,biomass_solid,109.6
SAS,2080,coal,94.6
SAS,2080,district_heat,2.707292142
SAS,2080,electricity,0
SAS,2080,gas,56.1
SAS,2080,oil,73.3
SAS,2085,biomass_solid,109.6
SAS,2085,coal,94.6
SAS,2085,district_heat,2.597517663
SAS,2085,electricity,0
SAS,2085,gas,56.1
SAS,2085,oil,73.3
SAS,2090,biomass_solid,109.6
SAS,2090,coal,94.6
SAS,2090,district_heat,2.490428508
SAS,2090,electricity,0
SAS,2090,gas,56.1
SAS,2090,oil,73.3
SAS,2095,biomass_solid,109.6
SAS,2095,coal,94.6
SAS,2095,district_heat,2.456927657
SAS,2095,electricity,0
SAS,2095,gas,56.1
SAS,2095,oil,73.3
SAS,2100,biomass_solid,109.6
SAS,2100,coal,94.6
SAS,2100,district_heat,2.424246452
SAS,2100,electricity,0
SAS,2100,gas,56.1
SAS,2100,oil,73.3
WEU,2010,biomass_solid,109.6
WEU,2010,coal,94.6
WEU,2010,district_heat,20.20593091
WEU,2010,electricity,93.39307921
WEU,2010,gas,56.1
WEU,2010,oil,73.3
WEU,2015,biomass_solid,109.6
WEU,2015,coal,94.6
WEU,2015,district_heat,19.16762264
WEU,2015,electricity,70.58268091
WEU,2015,gas,56.1
WEU,2015,oil,73.3
WEU,2020,biomass_solid,109.6
WEU,2020,coal,94.6
WEU,2020,district_heat,18.01953666
WEU,2020,electricity,53.03087422
WEU,2020,gas,56.1
WEU,2020,oil,73.3
WEU,2025,biomass_solid,109.6
WEU,2025,coal,94.6
WEU,2025,district_heat,16.13849352
WEU,2025,electricity,40.01181113
WEU,2025,gas,56.1
WEU,2025,oil,73.3
WEU,2030,biomass_solid,109.6
WEU,2030,coal,94.6
WEU,2030,district_heat,14.05857278
WEU,2030,electricity,28.23769461
WEU,2030,gas,56.1
WEU,2030,oil,73.3
WEU,2035,biomass_solid,109.6
WEU,2035,coal,94.6
WEU,2035,district_heat,12.09296701
WEU,2035,electricity,13.32074538
WEU,2035,gas,56.1
WEU,2035,oil,73.3
WEU,2040,biomass_solid,109.6
WEU,2040,coal,94.6
WEU,2040,district_heat,9.919542966
WEU,2040,electricity,0.756983224
WEU,2040,gas,56.1
WEU,2040,oil,73.3
WEU,2045,biomass_solid,109.6
WEU,2045,coal,94.6
WEU,2045,district_heat,9.585329312
WEU,2045,electricity,-1.337196218
WEU,2045,gas,56.1
WEU,2045,oil,73.3
WEU,2050,biomass_solid,109.6
WEU,2050,coal,94.6
WEU,2050,district_heat,9.215780139
WEU,2050,electricity,-3.241693407
WEU,2050,gas,56.1
WEU,2050,oil,73.3
WEU,2055,biomass_solid,109.6
WEU,2055,coal,94.6
WEU,2055,district_heat,5.6901353
WEU,2055,electricity,-9.170654166
WEU,2055,gas,56.1
WEU,2055,oil,73.3
WEU,2060,biomass_solid,109.6
WEU,2060,coal,94.6
WEU,2060,district_heat,1.791733195
WEU,2060,electricity,-14.38234076
WEU,2060,gas,56.1
WEU,2060,oil,73.3
WEU,2065,biomass_solid,109.6
WEU,2065,coal,94.6
WEU,2065,district_heat,1.757243038
WEU,2065,electricity,-13.55288181
WEU,2065,gas,56.1
WEU,2065,oil,73.3
WEU,2070,biomass_solid,109.6
WEU,2070,coal,94.6
WEU,2070,district_heat,1.719106329
WEU,2070,electricity,-12.82901363
WEU,2070,gas,56.1
WEU,2070,oil,73.3
WEU,2075,biomass_solid,109.6
WEU,2075,coal,94.6
WEU,2075,district_heat,0.619543922
WEU,2075,electricity,-5.449064672
WEU,2075,gas,56.1
WEU,2075,oil,73.3
WEU,2080,biomass_solid,109.6
WEU,2080,coal,94.6
WEU,2080,district_heat,-0.280488951
WEU,2080,electricity,1.509767069
WEU,2080,gas,56.1
WEU,2080,oil,73.3
WEU,2085,biomass_solid,109.6
WEU,2085,coal,94.6
WEU,2085,district_heat,-0.142797707
WEU,2085,electricity,0.627736331
WEU,2085,gas,56.1
WEU,2085,oil,73.3
WEU,2090,biomass_solid,109.6
WEU,2090,coal,94.6
WEU,2090,district_heat,-0.030419716
WEU,2090,electricity,-0.209895942
WEU,2090,gas,56.1
WEU,2090,oil,73.3
WEU,2095,biomass_solid,109.6
WEU,2095,coal,94.6
WEU,2095,district_heat,-0.027141767
WEU,2095,electricity,-0.204983465
WEU,2095,gas,56.1
WEU,2095,oil,73.3
WEU,2100,biomass_solid,109.6
WEU,2100,coal,94.6
WEU,2100,district_heat,-0.024468245
WEU,2100,electricity,-0.200295676
WEU,2100,gas,56.1
WEU,2100,oil,73.3
