region_gea,year,fuel,value
AFR,2070,biomass_solid,109.6
AFR,2070,coal,94.6
AFR,2070,district_heat,32.49314274
AFR,2070,electricity,107.77723
AFR,2070,gas,56.1
AFR,2070,oil,73.3
AFR,2075,biomass_solid,109.6
AFR,2075,coal,94.6
AFR,2075,district_heat,28.72412235
AFR,2075,electricity,109.2994676
AFR,2075,gas,56.1
AFR,2075,oil,73.3
AFR,2080,biomass_solid,109.6
AFR,2080,coal,94.6
AFR,2080,district_heat,26.18417334
AFR,2080,electricity,110.3662641
AFR,2080,gas,56.1
AFR,2080,oil,73.3
AFR,2085,biomass_solid,109.6
AFR,2085,coal,94.6
AFR,2085,district_heat,25.0891655
AFR,2085,electricity,117.5579967
AFR,2085,gas,56.1
AFR,2085,oil,73.3
AFR,2090,biomass_solid,109.6
AFR,2090,coal,94.6
AFR,2090,district_heat,24.29220391
AFR,2090,electricity,122.8150716
AFR,2090,gas,56.1
AFR,2090,oil,73.3
AFR,2095,biomass_solid,109.6
AFR,2095,coal,94.6
AFR,2095,district_heat,19.54645203
AFR,2095,electricity,126.9814816
AFR,2095,gas,56.1
AFR,2095,oil,73.3
AFR,2100,biomass_solid,109.6
AFR,2100,coal,94.6
AFR,2100,district_heat,15.28970943
AFR,2100,electricity,129.9856858
AFR,2100,gas,56.1
AFR,2100,oil,73.3
CPA,2010,biomass_solid,109.6
CPA,2010,coal,94.6
CPA,2010,district_heat,131.9732675
CPA,2010,electricity,297.0902523
CPA,2010,gas,56.1
CPA,2010,oil,73.3
CPA,2015,biomass_solid,109.6
CPA,2015,coal,94.6
CPA,2015,district_heat,70.78822543
CPA,2015,electricity,220.6840148
CPA,2015,gas,56.1
CPA,2015,oil,73.3
CPA,2020,biomass_solid,109.6
CPA,2020,coal,94.6
CPA,2020,district_heat,39.49537537
CPA,2020,electricity,172.2356316
CPA,2020,gas,56.1
CPA,2020,oil,73.3
CPA,2025,biomass_solid,109.6
CPA,2025,coal,94.6
CPA,2025,district_heat,37.35064677
CPA,2025,electricity,161.9157385
CPA,2025,gas,56.1
CPA,2025,oil,73.3
CPA,2030,biomass_solid,109.6
CPA,2030,coal,94.6
CPA,2030,district_heat,35.1158494
CPA,2030,electricity,153.4768115
CPA,2030,gas,56.1
CPA,2030,oil,73.3
CPA,2035,biomass_solid,109.6
CPA,2035,coal,94.6
CPA,2035,district_heat,34.15669438
CPA,2035,electricity,132.064582
CPA,2035,gas,56.1
CPA,2035,oil,73.3
CPA,2040,biomass_solid,109.6
CPA,2040,coal,94.6
CPA,2040,district_heat,33.09351597
CPA,2040,electricity,112.7278924
CPA,2040,gas,56.1
CPA,2040,oil,73.3
CPA,2045,biomass_solid,109.6
CPA,2045,coal,94.6
CPA,2045,district_heat,34.09510744
CPA,2045,electricity,95.69962213
CPA,2045,gas,56.1
CPA,2045,oil,73.3
CPA,2050,biomass_solid,109.6
CPA,2050,coal,94.6
CPA,2050,district_heat,35.45333732
CPA,2050,electricity,80.28780831
CPA,2050,gas,56.1
CPA,2050,oil,73.3
CPA,2055,biomass_solid,109.6
CPA,2055,coal,94.6
CPA,2055,district_heat,34.49805078
CPA,2055,electricity,80.89979834
CPA,2055,gas,56.1
CPA,2055,oil,73.3
CPA,2060,biomass_solid,109.6
CPA,2060,coal,94.6
CPA,2060,district_heat,33.20261374
CPA,2060,electricity,81.41478892
CPA,2060,gas,56.1
CPA,2060,oil,73.3
CPA,2065,biomass_solid,109.6
CPA,2065,coal,94.6
CPA,2065,district_heat,33.04035929
CPA,2065,electricity,85.78644444
CPA,2065,gas,56.1
CPA,2065,oil,73.3
CPA,2070,biomass_solid,109.6
CPA,2070,coal,94.6
CPA,2070,district_heat,32.87810484
CPA,2070,electricity,90.02304299
CPA,2070,gas,56.1
CPA,2070,oil,73.3
CPA,2075,biomass_solid,109.6
CPA,2075,coal,94.6
CPA,2075,district_heat,32.69789469
CPA,2075,electricity,82.45194135
CPA,2075,gas,56.1
CPA,2075,oil,73.3
CPA,2080,biomass_solid,109.6
CPA,2080,coal,94.6
CPA,2080,district_heat,32.51768455
CPA,2080,electricity,74.71305223
CPA,2080,gas,56.1
CPA,2080,oil,73.3
CPA,2085,biomass_solid,109.6
CPA,2085,coal,94.6
CPA,2085,district_heat,32.44914983
CPA,2085,electricity,74.40989891
CPA,2085,gas,56.1
CPA,2085,oil,73.3
CPA,2090,biomass_solid,109.6
CPA,2090,coal,94.6
CPA,2090,district_heat,32.38061512
CPA,2090,electricity,74.10070594
CPA,2090,gas,56.1
CPA,2090,oil,73.3
CPA,2095,biomass_solid,109.6
CPA,2095,coal,94.6
CPA,2095,district_heat,32.36601733
CPA,2095,electricity,64.76987478
CPA,2095,gas,56.1
CPA,2095,oil,73.3
CPA,2100,biomass_solid,109.6
CPA,2100,coal,94.6
CPA,2100,district_heat,32.33325479
CPA,2100,electricity,55.35383915
CPA,2100,gas,56.1
CPA,2100,oil,73.3
EEU,2010,biomass_solid,109.6
EEU,2010,coal,94.6
EEU,2010,district_heat,35.00180117
EEU,2010,electricity,226.4461935
EEU,2010,gas,56.1
EEU,2010,oil,73.3
EEU,2015,biomass_solid,109.6
EEU,2015,coal,94.6
EEU,2015,district_heat,31.19941529
EEU,2015,electricity,181.4122369
EEU,2015,gas,56.1
EEU,2015,oil,73.3
EEU,2020,biomass_solid,109.6
EEU,2020,coal,94.6
EEU,2020,district_heat,28.34314943
EEU,2020,electricity,141.1015445
EEU,2020,gas,56.1
EEU,2020,oil,73.3
EEU,2025,biomass_solid,109.6
EEU,2025,coal,94.6
EEU,2025,district_heat,26.31844053
EEU,2025,electricity,125.0847193
EEU,2025,gas,56.1
EEU,2025,oil,73.3
EEU,2030,biomass_solid,109.6
EEU,2030,coal,94.6
EEU,2030,district_heat,22.57380804
EEU,2030,electricity,111.6398047
EEU,2030,gas,56.1
EEU,2030,oil,73.3
EEU,2035,biomass_solid,109.6
EEU,2035,coal,94.6
EEU,2035,district_heat,21.63427012
EEU,2035,electricity,89.78721689
EEU,2035,gas,56.1
EEU,2035,oil,73.3
EEU,2040,biomass_solid,109.6
EEU,2040,coal,94.6
EEU,2040,district_heat,19.66390309
EEU,2040,electricity,69.65967158
EEU,2040,gas,56.1
EEU,2040,oil,73.3
EEU,2045,biomass_solid,109.6
EEU,2045,coal,94.6
EEU,2045,district_heat,22.84683489
EEU,2045,electricity,72.40728688
EEU,2045,gas,56.1
EEU,2045,oil,73.3
EEU,2050,biomass_solid,109.6
EEU,2050,coal,94.6
EEU,2050,district_heat,27.75161118
EEU,2050,electricity,74.96528449
EEU,2050,gas,56.1
EEU,2050,oil,73.3
EEU,2055,biomass_solid,109.6
EEU,2055,coal,94.6
EEU,2055,district_heat,27.58861888
EEU,2055,electricity,79.11703636
EEU,2055,gas,56.1
EEU,2055,oil,73.3
EEU,2060,biomass_solid,109.6
EEU,2060,coal,94.6
EEU,2060,district_heat,27.31726801
EEU,2060,electricity,82.35512633
EEU,2060,gas,56.1
EEU,2060,oil,73.3
EEU,2065,biomass_solid,109.6
EEU,2065,coal,94.6
EEU,2065,district_heat,28.54338708
EEU,2065,electricity,80.85497617
EEU,2065,gas,56.1
EEU,2065,oil,73.3
EEU,2070,biomass_solid,109.6
EEU,2070,coal,94.6
EEU,2070,district_heat,29.78116316
EEU,2070,electricity,79.59237809
EEU,2070,gas,56.1
EEU,2070,oil,73.3
EEU,2075,biomass_solid,109.6
EEU,2075,coal,94.6
EEU,2075,district_heat,30.54873983
EEU,2075,electricity,71.58838301
EEU,2075,gas,56.1
EEU,2075,oil,73.3
EEU,2080,biomass_solid,109.6
EEU,2080,coal,94.6
EEU,2080,district_heat,31.31580233
EEU,2080,electricity,64.14072209
EEU,2080,gas,56.1
EEU,2080,oil,73.3
EEU,2085,biomass_solid,109.6
EEU,2085,coal,94.6
EEU,2085,district_heat,31.46116961
EEU,2085,electricity,59.13893512
EEU,2085,gas,56.1
EEU,2085,oil,73.3
EEU,2090,biomass_solid,109.6
EEU,2090,coal,94.6
EEU,2090,district_heat,31.6087213
EEU,2090,electricity,54.42743964
EEU,2090,gas,56.1
EEU,2090,oil,73.3
EEU,2095,biomass_solid,109.6
EEU,2095,coal,94.6
EEU,2095,district_heat,30.04619744
EEU,2095,electricity,48.55612581
EEU,2095,gas,56.1
EEU,2095,oil,73.3
EEU,2100,biomass_solid,109.6
EEU,2100,coal,94.6
EEU,2100,district_heat,28.45857104
EEU,2100,electricity,43.04559122
EEU,2100,gas,56.1
EEU,2100,oil,73.3
FSU,2010,biomass_solid,109.6
FSU,2010,coal,94.6
FSU,2010,district_heat,54.97544346
FSU,2010,electricity,226.7292706
FSU,2010,gas,56.1
FSU,2010,oil,73.3
FSU,2015,biomass_solid,109.6
FSU,2015,coal,94.6
FSU,2015,district_heat,47.47184174
FSU,2015,electricity,203.7415475
FSU,2015,gas,56.1
FSU,2015,oil,73.3
FSU,2020,biomass_solid,109.6
FSU,2020,coal,94.6
FSU,2020,district_heat,35.98489936
FSU,2020,electricity,185.1204335
FSU,2020,gas,56.1
FSU,2020,oil,73.3
FSU,2025,biomass_solid,109.6
FSU,2025,coal,94.6
FSU,2025,district_heat,35.28658415
FSU,2025,electricity,156.8836419
FSU,2025,gas,56.1
FSU,2025,oil,73.3
FSU,2030,biomass_solid,109.6
FSU,2030,coal,94.6
FSU,2030,district_heat,34.06976744
FSU,2030,electricity,133.4963149
FSU,2030,gas,56.1
FSU,2030,oil,73.3
FSU,2035,biomass_solid,109.6
FSU,2035,coal,94.6
FSU,2035,district_heat,37.08711788
FSU,2035,electricity,118.4794776
FSU,2035,gas,56.1
FSU,2035,oil,73.3
FSU,2040,biomass_solid,109.6
FSU,2040,coal,94.6
FSU,2040,district_heat,44.37886406
FSU,2040,electricity,105.2439829
FSU,2040,gas,56.1
FSU,2040,oil,73.3
FSU,2045,biomass_solid,109.6
FSU,2045,coal,94.6
FSU,2045,district_heat,52.19620637
FSU,2045,electricity,94.68862127
FSU,2045,gas,56.1
FSU,2045,oil,73.3
FSU,2050,biomass_solid,109.6
FSU,2050,coal,94.6
FSU,2050,district_heat,75.81177042
FSU,2050,electricity,84.90809167
FSU,2050,gas,56.1
FSU,2050,oil,73.3
FSU,2055,biomass_solid,109.6
FSU,2055,coal,94.6
FSU,2055,district_heat,75.02573123
FSU,2055,electricity,82.98097741
FSU,2055,gas,56.1
FSU,2055,oil,73.3
FSU,2060,biomass_solid,109.6
FSU,2060,coal,94.6
FSU,2060,district_heat,73.74144211
FSU,2060,electricity,81.1730655
FSU,2060,gas,56.1
FSU,2060,oil,73.3
FSU,2065,biomass_solid,109.6
FSU,2065,coal,94.6
FSU,2065,district_heat,38.52935444
FSU,2065,electricity,81.75146076
FSU,2065,gas,56.1
FSU,2065,oil,73.3
FSU,2070,biomass_solid,109.6
FSU,2070,coal,94.6
FSU,2070,district_heat,21.40048348
FSU,2070,electricity,82.20064261
FSU,2070,gas,56.1
FSU,2070,oil,73.3
FSU,2075,biomass_solid,109.6
FSU,2075,coal,94.6
FSU,2075,district_heat,18.0226572
FSU,2075,electricity,77.72131444
FSU,2075,gas,56.1
FSU,2075,oil,73.3
FSU,2080,biomass_solid,109.6
FSU,2080,coal,94.6
FSU,2080,district_heat,14.72961648
FSU,2080,electricity,73.61620669
FSU,2080,gas,56.1
FSU,2080,oil,73.3
FSU,2085,biomass_solid,109.6
FSU,2085,coal,94.6
FSU,2085,district_heat,8.60138147
FSU,2085,electricity,67.51831408
FSU,2085,gas,56.1
FSU,2085,oil,73.3
FSU,2090,biomass_solid,109.6
FSU,2090,coal,94.6
FSU,2090,district_heat,4.719101074
FSU,2090,electricity,61.88224227
FSU,2090,gas,56.1
FSU,2090,oil,73.3
FSU,2095,biomass_solid,109.6
FSU,2095,coal,94.6
FSU,2095,district_heat,3.708516591
FSU,2095,electricity,54.9195937
FSU,2095,gas,56.1
FSU,2095,oil,73.3
FSU,2100,biomass_solid,109.6
FSU,2100,coal,94.6
FSU,2100,district_heat,2.842522121
FSU,2100,electricity,48.44117399
FSU,2100,gas,56.1
FSU,2100,oil,73.3
LAC,2010,biomass_solid,109.6
LAC,2010,coal,94.6
LAC,2010,district_heat,0
LAC,2010,electricity,65.86685432
LAC,2010,gas,56.1
LAC,2010,oil,73.3
LAC,2015,biomass_solid,109.6
LAC,2015,coal,94.6
LAC,2015,district_heat,0
LAC,2015,electricity,65.74368951
LAC,2015,gas,56.1
LAC,2015,oil,73.3
LAC,2020,biomass_solid,109.6
LAC,2020,coal,94.6
LAC,2020,district_heat,0
LAC,2020,electricity,65.64978161
LAC,2020,gas,56.1
LAC,2020,oil,73.3
LAC,2025,biomass_solid,109.6
LAC,2025,coal,94.6
LAC,2025,district_heat,0
LAC,2025,electricity,61.98562874
LAC,2025,gas,56.1
LAC,2025,oil,73.3
LAC,2030,biomass_solid,109.6
LAC,2030,coal,94.6
LAC,2030,district_heat,0
LAC,2030,electricity,59.26669548
LAC,2030,gas,56.1
LAC,2030,oil,73.3
LAC,2035,biomass_solid,109.6
LAC,2035,coal,94.6
LAC,2035,district_heat,0
LAC,2035,electricity,58.03533761
LAC,2035,gas,56.1
LAC,2035,oil,73.3
LAC,2040,biomass_solid,109.6
LAC,2040,coal,94.6
LAC,2040,district_heat,0
LAC,2040,electricity,57.0514895
LAC,2040,gas,56.1
LAC,2040,oil,73.3
LAC,2045,biomass_solid,109.6
LAC,2045,coal,94.6
LAC,2045,district_heat,0
LAC,2045,electricity,57.11678393
LAC,2045,gas,56.1
LAC,2045,oil,73.3
LAC,2050,biomass_solid,109.6
LAC,2050,coal,94.6
LAC,2050,district_heat,0
LAC,2050,electricity,57.16770302
LAC,2050,gas,56.1
LAC,2050,oil,73.3
LAC,2055,biomass_solid,109.6
LAC,2055,coal,94.6
LAC,2055,district_heat,0
LAC,2055,electricity,60.68710403
LAC,2055,gas,56.1
LAC,2055,oil,73.3
LAC,2060,biomass_solid,109.6
LAC,2060,coal,94.6
LAC,2060,district_heat,0
LAC,2060,electricity,63.05239893
LAC,2060,gas,56.1
LAC,2060,oil,73.3
LAC,2065,biomass_solid,109.6
LAC,2065,coal,94.6
LAC,2065,district_heat,0
LAC,2065,electricity,57.4506351
LAC,2065,gas,56.1
LAC,2065,oil,73.3
LAC,2070,biomass_solid,109.6
LAC,2070,coal,94.6
LAC,2070,district_heat,0
LAC,2070,electricity,52.75159342
LAC,2070,gas,56.1
LAC,2070,oil,73.3
LAC,2075,biomass_solid,109.6
LAC,2075,coal,94.6
LAC,2075,district_heat,0
LAC,2075,electricity,52.50022557
LAC,2075,gas,56.1
LAC,2075,oil,73.3
LAC,2080,biomass_solid,109.6
LAC,2080,coal,94.6
LAC,2080,district_heat,0
LAC,2080,electricity,52.28296596
LAC,2080,gas,56.1
LAC,2080,oil,73.3
LAC,2085,biomass_solid,109.6
LAC,2085,coal,94.6
LAC,2085,district_heat,0
LAC,2085,electricity,53.14913153
LAC,2085,gas,56.1
LAC,2085,oil,73.3
LAC,2090,biomass_solid,109.6
LAC,2090,coal,94.6
LAC,2090,district_heat,0
LAC,2090,electricity,53.911186
LAC,2090,gas,56.1
LAC,2090,oil,73.3
LAC,2095,biomass_solid,109.6
LAC,2095,coal,94.6
LAC,2095,district_heat,0
LAC,2095,electricity,54.71141393
LAC,2095,gas,56.1
LAC,2095,oil,73.3
LAC,2100,biomass_solid,109.6
LAC,2100,coal,94.6
LAC,2100,district_heat,0
LAC,2100,electricity,55.42479157
LAC,2100,gas,56.1
LAC,2100,oil,73.3
MEA,2010,biomass_solid,109.6
MEA,2010,coal,94.6
MEA,2010,district_heat,0
MEA,2010,electricity,162.989414
MEA,2010,gas,56.1
MEA,2010,oil,73.3
MEA,2015,biomass_solid,109.6
MEA,2015,coal,94.6
MEA,2015,district_heat,18.33630338
MEA,2015,electricity,138.162377
MEA,2015,gas,56.1
MEA,2015,oil,73.3
MEA,2020,biomass_solid,109.6
MEA,2020,coal,94.6
MEA,2020,district_heat,18.33630338
MEA,2020,electricity,121.0917925
MEA,2020,gas,56.1
MEA,2020,oil,73.3
MEA,2025,biomass_solid,109.6
MEA,2025,coal,94.6
MEA,2025,district_heat,17.58369346
MEA,2025,electricity,109.2945452
MEA,2025,gas,56.1
MEA,2025,oil,73.3
MEA,2030,biomass_solid,109.6
MEA,2030,coal,94.6
MEA,2030,district_heat,16.8478082
MEA,2030,electricity,101.407494
MEA,2030,gas,56.1
MEA,2030,oil,73.3
MEA,2035,biomass_solid,109.6
MEA,2035,coal,94.6
MEA,2035,district_heat,17.18190186
MEA,2035,electricity,99.82344407
MEA,2035,gas,56.1
MEA,2035,oil,73.3
MEA,2040,biomass_solid,109.6
MEA,2040,coal,94.6
MEA,2040,district_heat,17.26895611
MEA,2040,electricity,98.70791208
MEA,2040,gas,56.1
MEA,2040,oil,73.3
MEA,2045,biomass_solid,109.6
MEA,2045,coal,94.6
MEA,2045,district_heat,17.99585352
MEA,2045,electricity,99.38559311
MEA,2045,gas,56.1
MEA,2045,oil,73.3
MEA,2050,biomass_solid,109.6
MEA,2050,coal,94.6
MEA,2050,district_heat,18.22543116
MEA,2050,electricity,99.87987526
MEA,2050,gas,56.1
MEA,2050,oil,73.3
MEA,2055,biomass_solid,109.6
MEA,2055,coal,94.6
MEA,2055,district_heat,20.37390012
MEA,2055,electricity,95.45188044
MEA,2055,gas,56.1
MEA,2055,oil,73.3
MEA,2060,biomass_solid,109.6
MEA,2060,coal,94.6
MEA,2060,district_heat,21.94354743
MEA,2060,electricity,92.39837389
MEA,2060,gas,56.1
MEA,2060,oil,73.3
MEA,2065,biomass_solid,109.6
MEA,2065,coal,94.6
MEA,2065,district_heat,28.0194838
MEA,2065,electricity,84.37098781
MEA,2065,gas,56.1
MEA,2065,oil,73.3
MEA,2070,biomass_solid,109.6
MEA,2070,coal,94.6
MEA,2070,district_heat,32.27903521
MEA,2070,electricity,77.88520199
MEA,2070,gas,56.1
MEA,2070,oil,73.3
MEA,2075,biomass_solid,109.6
MEA,2075,coal,94.6
MEA,2075,district_heat,32.30809978
MEA,2075,electricity,76.49253858
MEA,2075,gas,56.1
MEA,2075,oil,73.3
MEA,2080,biomass_solid,109.6
MEA,2080,coal,94.6
MEA,2080,district_heat,32.33447276
MEA,2080,electricity,75.32628676
MEA,2080,gas,56.1
MEA,2080,oil,73.3
MEA,2085,biomass_solid,109.6
MEA,2085,coal,94.6
MEA,2085,district_heat,32.44322153
MEA,2085,electricity,73.24090896
MEA,2085,gas,56.1
MEA,2085,oil,73.3
MEA,2090,biomass_solid,109.6
MEA,2090,coal,94.6
MEA,2090,district_heat,32.57396394
MEA,2090,electricity,71.40626525
MEA,2090,gas,56.1
MEA,2090,oil,73.3
MEA,2095,biomass_solid,109.6
MEA,2095,coal,94.6
MEA,2095,district_heat,24.14309028
MEA,2095,electricity,69.79458015
MEA,2095,gas,56.1
MEA,2095,oil,73.3
MEA,2100,biomass_solid,109.6
MEA,2100,coal,94.6
MEA,2100,district_heat,16.3481915
MEA,2100,electricity,68.34720865
MEA,2100,gas,56.1
MEA,2100,oil,73.3
NAM,2010,biomass_solid,109.6
NAM,2010,coal,94.6
NAM,2010,district_heat,18.00405069
NAM,2010,electricity,158.1346771
NAM,2010,gas,56.1
NAM,2010,oil,73.3
NAM,2015,biomass_solid,109.6
NAM,2015,coal,94.6
NAM,2015,district_heat,16.61483876
NAM,2015,electricity,139.771451
NAM,2015,gas,56.1
NAM,2015,oil,73.3
NAM,2020,biomass_solid,109.6
NAM,2020,coal,94.6
NAM,2020,district_heat,14.97213859
NAM,2020,electricity,123.5532815
NAM,2020,gas,56.1
NAM,2020,oil,73.3
NAM,2025,biomass_solid,109.6
NAM,2025,coal,94.6
NAM,2025,district_heat,14.46426315
NAM,2025,electricity,111.2463396
NAM,2025,gas,56.1
NAM,2025,oil,73.3
NAM,2030,biomass_solid,109.6
NAM,2030,coal,94.6
NAM,2030,district_heat,13.93729059
NAM,2030,electricity,99.8146806
NAM,2030,gas,56.1
NAM,2030,oil,73.3
NAM,2035,biomass_solid,109.6
NAM,2035,coal,94.6
NAM,2035,district_heat,9.45772243
NAM,2035,electricity,88.3153317
NAM,2035,gas,56.1
NAM,2035,oil,73.3
NAM,2040,biomass_solid,109.6
NAM,2040,coal,94.6
NAM,2040,district_heat,0.944000284
NAM,2040,electricity,77.49929889
NAM,2040,gas,56.1
NAM,2040,oil,73.3
NAM,2045,biomass_solid,109.6
NAM,2045,coal,94.6
NAM,2045,district_heat,1.52714418
NAM,2045,electricity,77.92586892
NAM,2045,gas,56.1
NAM,2045,oil,73.3
NAM,2050,biomass_solid,109.6
NAM,2050,coal,94.6
NAM,2050,district_heat,3.901982041
NAM,2050,electricity,78.33982465
NAM,2050,gas,56.1
NAM,2050,oil,73.3
NAM,2055,biomass_solid,109.6
NAM,2055,coal,94.6
NAM,2055,district_heat,4.944761723
NAM,2055,electricity,77.05433677
NAM,2055,gas,56.1
NAM,2055,oil,73.3
NAM,2060,biomass_solid,109.6
NAM,2060,coal,94.6
NAM,2060,district_heat,6.677415872
NAM,2060,electricity,75.87287588
NAM,2060,gas,56.1
NAM,2060,oil,73.3
NAM,2065,biomass_solid,109.6
NAM,2065,coal,94.6
NAM,2065,district_heat,11.89384281
NAM,2065,electricity,76.06356521
NAM,2065,gas,56.1
NAM,2065,oil,73.3
NAM,2070,biomass_solid,109.6
NAM,2070,coal,94.6
NAM,2070,district_heat,17.11026974
NAM,2070,electricity,76.21092696
NAM,2070,gas,56.1
NAM,2070,oil,73.3
NAM,2075,biomass_solid,109.6
NAM,2075,coal,94.6
NAM,2075,district_heat,20.22248247
NAM,2075,electricity,74.14795518
NAM,2075,gas,56.1
NAM,2075,oil,73.3
NAM,2080,biomass_solid,109.6
NAM,2080,coal,94.6
NAM,2080,district_heat,23.3346952
NAM,2080,electricity,72.17891588
NAM,2080,gas,56.1
NAM,2080,oil,73.3
NAM,2085,biomass_solid,109.6
NAM,2085,coal,94.6
NAM,2085,district_heat,22.54273273
NAM,2085,electricity,71.1023559
NAM,2085,gas,56.1
NAM,2085,oil,73.3
NAM,2090,biomass_solid,109.6
NAM,2090,coal,94.6
NAM,2090,district_heat,21.60763279
NAM,2090,electricity,70.06573557
NAM,2090,gas,56.1
NAM,2090,oil,73.3
NAM,2095,biomass_solid,109.6
NAM,2095,coal,94.6
NAM,2095,district_heat,18.32744964
NAM,2095,electricity,67.72787339
NAM,2095,gas,56.1
NAM,2095,oil,73.3
NAM,2100,biomass_solid,109.6
NAM,2100,coal,94.6
NAM,2100,district_heat,4.252718651
NAM,2100,electricity,65.47008397
NAM,2100,gas,56.1
NAM,2100,oil,73.3
PAO,2010,biomass_solid,109.6
PAO,2010,coal,94.6
PAO,2010,district_heat,8.422379966
PAO,2010,electricity,151.7168504
PAO,2010,gas,56.1
PAO,2010,oil,73.3
PAO,2015,biomass_solid,109.6
PAO,2015,coal,94.6
PAO,2015,district_heat,7.889315213
PAO,2015,electricity,140.5645109
PAO,2015,gas,56.1
PAO,2015,oil,73.3
PAO,2020,biomass_solid,109.6
PAO,2020,coal,94.6
PAO,2020,district_heat,7.301169993
PAO,2020,electricity,130.3191944
PAO,2020,gas,56.1
PAO,2020,oil,73.3
PAO,2025,biomass_solid,109.6
PAO,2025,coal,94.6
PAO,2025,district_heat,5.413302381
PAO,2025,electricity,108.9834259
PAO,2025,gas,56.1
PAO,2025,oil,73.3
PAO,2030,biomass_solid,109.6
PAO,2030,coal,94.6
PAO,2030,district_heat,3.325835397
PAO,2030,electricity,89.41677175
PAO,2030,gas,56.1
PAO,2030,oil,73.3
PAO,2035,biomass_solid,109.6
PAO,2035,coal,94.6
PAO,2035,district_heat,2.922003649
PAO,2035,electricity,73.27809204
PAO,2035,gas,56.1
PAO,2035,oil,73.3
PAO,2040,biomass_solid,109.6
PAO,2040,coal,94.6
PAO,2040,district_heat,2.475475855
PAO,2040,electricity,57.8641065
PAO,2040,gas,56.1
PAO,2040,oil,73.3
PAO,2045,biomass_solid,109.6
PAO,2045,coal,94.6
PAO,2045,district_heat,2.235699644
PAO,2045,electricity,58.94605825
PAO,2045,gas,56.1
PAO,2045,oil,73.3
PAO,2050,biomass_solid,109.6
PAO,2050,coal,94.6
PAO,2050,district_heat,1.970572539
PAO,2050,electricity,59.9875095
PAO,2050,gas,56.1
PAO,2050,oil,73.3
PAO,2055,biomass_solid,109.6
PAO,2055,coal,94.6
PAO,2055,district_heat,1.473562017
PAO,2055,electricity,61.50552009
PAO,2055,gas,56.1
PAO,2055,oil,73.3
PAO,2060,biomass_solid,109.6
PAO,2060,coal,94.6
PAO,2060,district_heat,0.92400389
PAO,2060,electricity,62.88183666
PAO,2060,gas,56.1
PAO,2060,oil,73.3
PAO,2065,biomass_solid,109.6
PAO,2065,coal,94.6
PAO,2065,district_heat,0.888372058
PAO,2065,electricity,61.8964536
PAO,2065,gas,56.1
PAO,2065,oil,73.3
PAO,2070,biomass_solid,109.6
PAO,2070,coal,94.6
PAO,2070,district_heat,0.848972966
PAO,2070,electricity,61.04763742
PAO,2070,gas,56.1
PAO,2070,oil,73.3
PAO,2075,biomass_solid,109.6
PAO,2075,coal,94.6
PAO,2075,district_heat,0.636728091
PAO,2075,electricity,61.41682522
PAO,2075,gas,56.1
PAO,2075,oil,73.3
PAO,2080,biomass_solid,109.6
PAO,2080,coal,94.6
PAO,2080,district_heat,0.402043127
PAO,2080,electricity,61.77790604
PAO,2080,gas,56.1
PAO,2080,oil,73.3
