region_gea,year,value
AFR,2015,20.64
AFR,2020,21.03341945974072
AFR,2025,21.483673314238168
AFR,2030,21.99090633782818
AFR,2035,22.552387979416455
AFR,2040,23.21970778333248
AFR,2045,24.013037872051477
AFR,2050,24.940266167535384
AFR,2055,26.01083407166697
AFR,2060,27.199031799093728
AFR,2070,29.714034028098364
AFR,2080,31.96990086702256
AFR,2090,33.554331066547746
AFR,2100,34.41136633263869
CPA,2015,20.64
CPA,2020,24.110070974145437
CPA,2025,27.18068766215116
CPA,2030,29.426252846707666
CPA,2035,30.92949091120373
CPA,2040,32.01244382746361
CPA,2045,32.80194508857741
CPA,2050,33.35411665857678
CPA,2055,33.74840631802468
CPA,2060,34.06034892937578
CPA,2070,34.49923446598196
CPA,2080,34.74960121705824
CPA,2090,34.884049310308136
CPA,2100,34.94973516887868
EEU,2015,46.620000000000005
EEU,2020,46.62
EEU,2025,46.62
EEU,2030,46.62
EEU,2035,46.62
EEU,2040,46.62
EEU,2045,46.61999999999999
EEU,2050,46.62
EEU,2055,46.62
EEU,2060,46.62
EEU,2070,46.62
EEU,2080,46.62
EEU,2090,46.62
EEU,2100,46.62
FSU,2015,48.45
FSU,2020,48.45
FSU,2025,48.45
FSU,2030,48.45
FSU,2035,48.45
FSU,2040,48.45
FSU,2045,48.45
FSU,2050,48.45
FSU,2055,48.45
FSU,2060,48.45000000000001
FSU,2070,48.45
FSU,2080,48.45
FSU,2090,48.45
FSU,2100,48.45
LAC,2015,20.640000000000004
LAC,2020,22.11814358149887
LAC,2025,23.5544876721521
LAC,2030,24.92849442200496
LAC,2035,26.233671727281685
LAC,2040,27.50153807238052
LAC,2045,28.714572446305997
LAC,2050,29.852662115749133
LAC,2055,30.901466450307595
LAC,2060,31.828232979449
LAC,2070,33.250502095573886
LAC,2080,34.14724384357336
LAC,2090,34.628927593327965
LAC,2100,34.85439057122494
MEA,2015,25.09
MEA,2020,26.096178410243244
MEA,2025,27.10281223674599
MEA,2030,28.097583699319543
MEA,2035,28.99675794360061
MEA,2040,29.807331964786385
MEA,2045,30.529893711513008
MEA,2050,31.17373508807347
MEA,2055,31.76741298018118
MEA,2060,32.31883770023614
MEA,2070,33.263354451991205
MEA,2080,33.95898261379138
MEA,2090,34.4336952390764
MEA,2100,34.716080199660304
"NAM",2015,35
"NAM",2020,35
"NAM",2025,34.99999999999999
"NAM",2030,35
"NAM",2035,35
"NAM",2040,34.99999999999999
"NAM",2045,35
"NAM",2050,35
"NAM",2055,35
"NAM",2060,35
"NAM",2070,35
"NAM",2080,35.00000000000001
"NAM",2090,35
"NAM",2100,35
PAO,2015,41.15999999999999
PAO,2020,41.15999999999999
PAO,2025,41.15999999999999
PAO,2030,41.15999999999999
PAO,2035,41.16
PAO,2040,41.16
PAO,2045,41.16
PAO,2050,41.16
PAO,2055,41.16
PAO,2060,41.16
PAO,2070,41.16
PAO,2080,41.16
PAO,2090,41.16
PAO,2100,41.16
PAS,2015,20.639999999999997
PAS,2020,22.227089508041882
PAS,2025,23.82454703291802
PAS,2030,25.293197750689636
PAS,2035,26.62634338663953
PAS,2040,27.88296490153514
PAS,2045,29.027628486677777
PAS,2050,30.05223038808099
PAS,2055,30.961698593400392
PAS,2060,31.753812651544575
PAS,2070,32.99165255033293
PAS,2080,33.8308936640644
PAS,2090,34.34507252999601
PAS,2100,34.634267553405145
SAS,2015,20.64
SAS,2020,21.48552322088168
SAS,2025,22.463983096822155
SAS,2030,23.502182194128284
SAS,2035,24.580442785114787
SAS,2040,25.71235461361608
SAS,2045,26.85449271077549
SAS,2050,27.9815468982562
SAS,2055,29.08037733348937
SAS,2060,30.132461266404583
SAS,2070,31.964046110941556
SAS,2080,33.308772686643415
SAS,2090,34.17409283495106
SAS,2100,34.65479490714991
WEU,2015,34.08
WEU,2020,34.080000000000005
WEU,2025,34.08
WEU,2030,34.08
WEU,2035,34.07999999999999
WEU,2040,34.08
WEU,2045,34.08
WEU,2050,34.08
WEU,2055,34.08
WEU,2060,34.08
WEU,2070,34.08
WEU,2080,34.08
WEU,2090,34.08
WEU,2100,34.08
