region_bld,year,variable,resolution,value
C-EEU-POL,2020,hotwater_EJ,heat_pump,3.1766266180286747e-4
C-EEU-POL,2020,hotwater_EJ,mfh,0.06356053611477976
C-EEU-POL,2020,hotwater_EJ,p1,0.017312361870452594
C-EEU-POL,2020,hotwater_EJ,p2,0.04465380754943001
C-EEU-POL,2020,hotwater_EJ,p3,0.050785386844041325
C-EEU-POL,2020,hotwater_EJ,p5,0.0018462721179779763
C-EEU-POL,2020,hotwater_EJ,sfh,0.06101490839715765
C-EEU-POL,2020,hotwater_EJ,std,0.00997688718852976
C-EEU-POL,2020,hotwater_tCO2,adv,42.56211939809045
C-EEU-POL,2020,hotwater_tCO2,all,7495695.981774961
C-EEU-POL,2020,hotwater_tCO2,biomass_solid,0
C-EEU-POL,2020,hotwater_tCO2,coal,5109212.118101797
C-EEU-POL,2020,hotwater_tCO2,district_heat,1062536.2325569768
C-EEU-POL,2020,hotwater_tCO2,gas,1279415.1249507417
C-EEU-POL,2020,hotwater_tCO2,heat_pump,44532.506165445004
C-EEU-POL,2020,hotwater_tCO2,mfh,3582557.6251514517
C-EEU-POL,2020,hotwater_tCO2,p1,1055768.478019929
C-EEU-POL,2020,hotwater_tCO2,p2,2723921.302758561
C-EEU-POL,2020,hotwater_tCO2,p3,3053291.6049478264
C-EEU-POL,2020,hotwater_tCO2,p5,70968.51811145907
C-EEU-POL,2020,hotwater_tCO2,sfh,3913138.356623509
C-EEU-POL,2020,hotwater_tCO2,std,591703.5158177869
C-EEU-POL,2020,mat_in_Mt,all,5.773915191234875
C-EEU-POL,2020,mat_in_Mt,aluminum,0.012289264479436193
C-EEU-POL,2020,mat_in_Mt,concrete,5.054514631851259
C-EEU-POL,2020,mat_in_Mt,copper,3.1028573571552197e-4
C-EEU-POL,2020,mat_in_Mt,glass,0.026761900814582355
C-EEU-POL,2020,mat_in_Mt,steel,0.6485582651420593
C-EEU-POL,2020,mat_in_Mt,wood,0.03148084321182262
C-EEU-POL,2020,mat_in_tCO2,all,2000752.7912077508
C-EEU-POL,2020,mat_in_tCO2,aluminum,79517.09667472636
C-EEU-POL,2020,mat_in_tCO2,concrete,621257.2747074609
C-EEU-POL,2020,mat_in_tCO2,copper,666.6995207822996
C-EEU-POL,2020,mat_in_tCO2,glass,25496.713215541036
C-EEU-POL,2020,mat_in_tCO2,steel,1267848.7319700941
C-EEU-POL,2020,mat_in_tCO2,wood,5966.275119145969
C-EEU-POL,2020,n_dem,all,152633.36833
C-EEU-POL,2020,n_empty,all,91716.38943
C-EEU-POL,2020,n_new,all,249610.67919
C-EEU-POL,2020,n_new,mfh,249610.67919
C-EEU-POL,2020,n_out,all,244349.75776
C-EEU-POL,2020,stock_building,adv,90.27798
C-EEU-POL,2020,stock_building,all,13717675.78392
C-EEU-POL,2020,stock_building,biomass_solid,1996072.11099
C-EEU-POL,2020,stock_building,coal,4309645.44611
C-EEU-POL,2020,stock_building,district_heat,4629027.8885699995
C-EEU-POL,2020,stock_building,gas,2733755.08041
C-EEU-POL,2020,stock_building,heat_pump,49175.25784
C-EEU-POL,2020,stock_building,mfh,7415340.704519999
C-EEU-POL,2020,stock_building,p1,1883927.66217
C-EEU-POL,2020,stock_building,p2,4847206.52662
C-EEU-POL,2020,stock_building,p3,5625011.55703
C-EEU-POL,2020,stock_building,p5,249610.67917
C-EEU-POL,2020,stock_building,sfh,6302335.0794
C-EEU-POL,2020,stock_building,std,1111829.08095
C-EEU-ROU,2020,cool_EJ,adv,1.87778412038514e-8
C-EEU-ROU,2020,cool_EJ,mfh,5.7883375005695375e-5
C-EEU-ROU,2020,cool_EJ,p1,1.288861122470132e-5
C-EEU-ROU,2020,cool_EJ,p2,6.019384859448892e-5
C-EEU-ROU,2020,cool_EJ,p3,3.3850816459618415e-5
C-EEU-ROU,2020,cool_EJ,p5,2.1963960283408954e-6
C-EEU-ROU,2020,cool_EJ,sfh,5.614501054479475e-5
C-EEU-ROU,2020,cool_EJ,std,4.879935402136728e-6
C-EEU-ROU,2020,cool_tCO2,adv,1.0770429541277797
C-EEU-ROU,2020,cool_tCO2,mfh,3320.0238799672825
C-EEU-ROU,2020,cool_tCO2,p1,739.2536637922791
C-EEU-ROU,2020,cool_tCO2,p2,3452.5459985906955
C-EEU-ROU,2020,cool_tCO2,p3,1941.5854550855856
C-EEU-ROU,2020,cool_tCO2,p5,125.97895791735661
C-EEU-ROU,2020,cool_tCO2,sfh,3220.3162951606146
C-EEU-ROU,2020,cool_tCO2,std,279.89905678785226
C-EEU-ROU,2020,cost_heat_EUR,adv,396158.48881370254
C-EEU-ROU,2020,cost_heat_EUR,all,1831355049.2031167
C-EEU-ROU,2020,cost_heat_EUR,biomass_solid,532360571.91497344
C-EEU-ROU,2020,cost_heat_EUR,coal,10434365.759653702
C-EEU-ROU,2020,cost_heat_EUR,district_heat,621475105.9673148
C-EEU-ROU,2020,cost_heat_EUR,electricity,49116786.81481521
C-EEU-ROU,2020,cost_heat_EUR,gas,602842817.9001478
C-EEU-ROU,2020,cost_heat_EUR,heat_pump,15125400.846211597
C-EEU-ROU,2020,cost_heat_EUR,mfh,717239072.0661676
C-EEU-ROU,2020,cost_heat_EUR,p1,223936094.3113549
C-EEU-ROU,2020,cost_heat_EUR,p2,1022515393.5160645
C-EEU-ROU,2020,cost_heat_EUR,p3,478247926.9911347
C-EEU-ROU,2020,cost_heat_EUR,p5,13134570.231308566
C-EEU-ROU,2020,cost_heat_EUR,sfh,1114115977.136949
C-EEU-ROU,2020,cost_heat_EUR,std,93124905.66444033
C-EEU-ROU,2020,energy_poverty_thres,adv,24.22855
C-EEU-ROU,2020,energy_poverty_thres,all,1135915.2181499999
C-EEU-ROU,2020,energy_poverty_thres,biomass_solid,271554.4806533333
C-EEU-ROU,2020,energy_poverty_thres,coal,0
C-EEU-ROU,2020,energy_poverty_thres,district_heat,257662.20456999997
C-EEU-ROU,2020,energy_poverty_thres,electricity,59474.158893333326
C-EEU-ROU,2020,energy_poverty_thres,gas,531476.9263633332
C-EEU-ROU,2020,energy_poverty_thres,heat_pump,15747.44767
C-EEU-ROU,2020,energy_poverty_thres,mfh,12345.699413333332
C-EEU-ROU,2020,energy_poverty_thres,p1,185286.04881333333
C-EEU-ROU,2020,energy_poverty_thres,p2,745240.7799766666
C-EEU-ROU,2020,energy_poverty_thres,p3,172445.24612
C-EEU-ROU,2020,energy_poverty_thres,p5,0
C-EEU-ROU,2020,energy_poverty_thres,q1,834570.4071099999
C-EEU-ROU,2020,energy_poverty_thres,q2,287516.6872333333
C-EEU-ROU,2020,energy_poverty_thres,q3,13828.123806666665
C-EEU-ROU,2020,energy_poverty_thres,sfh,1123569.5187366665
C-EEU-ROU,2020,energy_poverty_thres,std,32918.91469
C-EEU-ROU,2020,floor_m2,adv,182505.20080026184
C-EEU-ROU,2020,floor_m2,all,519338848.24079895
C-EEU-ROU,2020,floor_m2,biomass_solid,221506234.9816502
C-EEU-ROU,2020,floor_m2,coal,6155410.005787889
C-EEU-ROU,2020,floor_m2,district_heat,116932849.34560405
C-EEU-ROU,2020,floor_m2,electricity,6615684.052555137
C-EEU-ROU,2020,floor_m2,gas,164118000.60588777
C-EEU-ROU,2020,floor_m2,heat_pump,4010669.2493139054
C-EEU-ROU,2020,floor_m2,mfh,204413887.31513807
C-EEU-ROU,2020,floor_m2,p1,52778814.65065514
C-EEU-ROU,2020,floor_m2,p2,264136689.90335196
C-EEU-ROU,2020,floor_m2,p3,158420228.33675691
C-EEU-ROU,2020,floor_m2,p5,8968327.68670831
C-EEU-ROU,2020,floor_m2,sfh,314924960.9256609
C-EEU-ROU,2020,floor_m2,std,34852282.46252633
C-EEU-ROU,2020,heat_EJ,adv,6.957775077350127e-5
C-EEU-ROU,2020,heat_EJ,all,0.38476498139663545
C-EEU-ROU,2020,heat_EJ,biomass_solid,0.20205455178168477
C-EEU-ROU,2020,heat_EJ,coal,0.00572452073443979
C-EEU-ROU,2020,heat_EJ,district_heat,0.054999091367063595
C-EEU-ROU,2020,heat_EJ,electricity,0.0028032171508485314
C-EEU-ROU,2020,heat_EJ,gas,0.11832035612747768
C-EEU-ROU,2020,heat_EJ,heat_pump,8.632442351210584e-4
C-EEU-ROU,2020,heat_EJ,mfh,0.125783427129815
C-EEU-ROU,2020,heat_EJ,p1,0.049656996402453364
C-EEU-ROU,2020,heat_EJ,p2,0.21319511698959923
C-EEU-ROU,2020,heat_EJ,p3,0.10230950229556607
C-EEU-ROU,2020,heat_EJ,p5,0.0012530751627897242
C-EEU-ROU,2020,heat_EJ,sfh,0.25898155426682046
C-EEU-ROU,2020,heat_EJ,std,0.01828071279545355
C-EEU-ROU,2020,heat_kWh,adv,9356193.083882254
C-EEU-ROU,2020,heat_kWh,all,51739750392.07968
C-EEU-ROU,2020,heat_kWh,biomass_solid,27170487389.004696
C-EEU-ROU,2020,heat_kWh,coal,769782304.0940319
C-EEU-ROU,2020,heat_kWh,district_heat,7395785470.8966465
C-EEU-ROU,2020,heat_kWh,electricity,376951548.84739226
C-EEU-ROU,2020,heat_kWh,gas,15910662322.013496
C-EEU-ROU,2020,heat_kWh,heat_pump,116081357.22341979
C-EEU-ROU,2020,heat_kWh,mfh,16914229303.129297
C-EEU-ROU,2020,heat_kWh,p1,6677428360.963107
C-EEU-ROU,2020,heat_kWh,p2,28668570871.009487
C-EEU-ROU,2020,heat_kWh,p3,13757666023.2853
C-EEU-ROU,2020,heat_kWh,p5,168502330.72125903
C-EEU-ROU,2020,heat_kWh,sfh,34825521088.950386
C-EEU-ROU,2020,heat_kWh,std,2458226613.016646
C-EEU-ROU,2020,heat_std_kWh,adv,21822698.010006465
C-EEU-ROU,2020,heat_std_kWh,all,141265441246.23734
C-EEU-ROU,2020,heat_std_kWh,biomass_solid,69849968200.14732
C-EEU-ROU,2020,heat_std_kWh,coal,1748196444.877914
C-EEU-ROU,2020,heat_std_kWh,district_heat,21420580043.192467
C-EEU-ROU,2020,heat_std_kWh,electricity,1379196017.587524
C-EEU-ROU,2020,heat_std_kWh,gas,46514968515.542336
C-EEU-ROU,2020,heat_std_kWh,heat_pump,352532024.889758
C-EEU-ROU,2020,heat_std_kWh,mfh,38495796416.45218
C-EEU-ROU,2020,heat_std_kWh,p1,19740489152.39672
C-EEU-ROU,2020,heat_std_kWh,p2,79339215403.30817
C-EEU-ROU,2020,heat_std_kWh,p3,35620249435.40509
C-EEU-ROU,2020,heat_std_kWh,p5,371069851.51419514
C-EEU-ROU,2020,heat_std_kWh,sfh,102769644829.78514
C-EEU-ROU,2020,heat_std_kWh,std,6172594705.603173
C-EEU-ROU,2020,heat_tCO2,adv,978.0655738837147
C-EEU-ROU,2020,heat_tCO2,all,4533097.4524239525
C-EEU-ROU,2020,heat_tCO2,biomass_solid,0
C-EEU-ROU,2020,heat_tCO2,coal,262157.0614822635
C-EEU-ROU,2020,heat_tCO2,district_heat,955818.811239597
C-EEU-ROU,2020,heat_tCO2,electricity,77835.08333968233
C-EEU-ROU,2020,heat_tCO2,gas,3213317.3625538456
C-EEU-ROU,2020,heat_tCO2,heat_pump,23969.13380856326
C-EEU-ROU,2020,heat_tCO2,mfh,1664122.7184487896
C-EEU-ROU,2020,heat_tCO2,p1,542169.449194395
C-EEU-ROU,2020,heat_tCO2,p2,2451760.4303743583
C-EEU-ROU,2020,heat_tCO2,p3,1283163.7013254217
C-EEU-ROU,2020,heat_tCO2,p5,20346.84952117045
C-EEU-ROU,2020,heat_tCO2,sfh,2868974.7339751623
C-EEU-ROU,2020,heat_tCO2,std,234678.9564347233
C-EEU-ROU,2020,hotwater_EJ,adv,1.6444016878643635e-5
C-EEU-ROU,2020,hotwater_EJ,all,0.06013673607659196
C-EEU-ROU,2020,hotwater_EJ,biomass_solid,0.02700363640071097
C-EEU-ROU,2020,hotwater_EJ,coal,0.0010804781676080873
C-EEU-ROU,2020,hotwater_EJ,district_heat,0.011968647984893032
C-EEU-ROU,2020,hotwater_EJ,electricity,5.98584240840332e-4
C-EEU-ROU,2020,hotwater_EJ,gas,0.01913392500459372
C-EEU-ROU,2020,hotwater_EJ,heat_pump,3.5146427794581573e-4
C-EEU-ROU,2020,hotwater_EJ,mfh,0.030597234145020077
C-EEU-ROU,2020,hotwater_EJ,p1,0.005812551948701499
C-EEU-ROU,2020,hotwater_EJ,p2,0.03144804658828709
C-EEU-ROU,2020,hotwater_EJ,p3,0.0185950685057154
C-EEU-ROU,2020,hotwater_EJ,p5,5.176027445721793e-4
C-EEU-ROU,2020,hotwater_EJ,sfh,0.029539501931571878
C-EEU-ROU,2020,hotwater_EJ,std,0.003747022272437142
C-EEU-ROU,2020,hotwater_tCO2,adv,522.4014050320471
C-EEU-ROU,2020,hotwater_tCO2,all,1659787.3196720604
C-EEU-ROU,2020,hotwater_tCO2,biomass_solid,0
C-EEU-ROU,2020,hotwater_tCO2,coal,102213.23465572506
C-EEU-ROU,2020,hotwater_tCO2,district_heat,429668.84218056616
C-EEU-ROU,2020,hotwater_tCO2,electricity,34333.070135707356
C-EEU-ROU,2020,hotwater_tCO2,gas,1073413.1927577078
C-EEU-ROU,2020,hotwater_tCO2,heat_pump,20158.979942353977
C-EEU-ROU,2020,hotwater_tCO2,mfh,905339.61320321
C-EEU-ROU,2020,hotwater_tCO2,p1,149662.87299157033
C-EEU-ROU,2020,hotwater_tCO2,p2,849958.2430987868
C-EEU-ROU,2020,hotwater_tCO2,p3,532152.5030517803
C-EEU-ROU,2020,hotwater_tCO2,p5,17747.190851484425
C-EEU-ROU,2020,hotwater_tCO2,sfh,754447.7064688501
C-EEU-ROU,2020,hotwater_tCO2,std,109744.10827340632
C-EEU-ROU,2020,mat_in_Mt,all,1.8214421399300862
C-EEU-ROU,2020,mat_in_Mt,aluminum,0.0038767774465360175
C-EEU-ROU,2020,mat_in_Mt,concrete,1.5944996839099885
C-EEU-ROU,2020,mat_in_Mt,copper,9.788289154461733e-5
C-EEU-ROU,2020,mat_in_Mt,glass,0.008442322457785251
C-EEU-ROU,2020,mat_in_Mt,steel,0.20459451086552038
C-EEU-ROU,2020,mat_in_Mt,wood,0.009930962358711446
C-EEU-ROU,2020,mat_in_tCO2,all,631158.4643675961
C-EEU-ROU,2020,mat_in_tCO2,aluminum,25084.502617584334
C-EEU-ROU,2020,mat_in_tCO2,concrete,195982.1269297649
C-EEU-ROU,2020,mat_in_tCO2,copper,210.31736033593518
C-EEU-ROU,2020,mat_in_tCO2,glass,8043.205752484636
C-EEU-ROU,2020,mat_in_tCO2,steel,399956.18760956527
C-EEU-ROU,2020,mat_in_tCO2,wood,1882.124097861001
C-EEU-ROU,2020,n_dem,all,100812.38476
C-EEU-ROU,2020,n_empty,all,118874.95691
C-EEU-ROU,2020,n_new,all,82151.10871
C-EEU-ROU,2020,n_new,mfh,82151.10871
C-EEU-ROU,2020,n_out,all,219687.34167
C-EEU-ROU,2020,stock_building,adv,2463.50939
C-EEU-ROU,2020,stock_building,all,7691008.46259
C-EEU-ROU,2020,stock_building,biomass_solid,3130846.56266
C-EEU-ROU,2020,stock_building,coal,89410.59976999999
C-EEU-ROU,2020,stock_building,district_heat,1941217.4096799998
C-EEU-ROU,2020,stock_building,electricity,96094.82960999999
C-EEU-ROU,2020,stock_building,gas,2377016.09214
C-EEU-ROU,2020,stock_building,heat_pump,56422.96872999999
C-EEU-ROU,2020,stock_building,mfh,4041606.09711
C-EEU-ROU,2020,stock_building,p1,734372.03389
C-EEU-ROU,2020,stock_building,p2,4034884.63296
C-EEU-ROU,2020,stock_building,p3,2349681.5924199997
C-EEU-ROU,2020,stock_building,p5,82151.10869000001
C-EEU-ROU,2020,stock_building,sfh,3649402.3654799997
C-EEU-ROU,2020,stock_building,std,487455.58524
C-EEU-SVK,2020,cool_EJ,adv,2.401197613066688e-9
C-EEU-SVK,2020,cool_EJ,mfh,5.9061626282854135e-6
C-EEU-SVK,2020,cool_EJ,p1,2.608994331078833e-6
C-EEU-SVK,2020,cool_EJ,p2,5.385156116651677e-6
C-EEU-SVK,2020,cool_EJ,p3,3.5080524047641974e-6
C-EEU-SVK,2020,cool_EJ,p5,4.829466574291907e-7
C-EEU-SVK,2020,cool_EJ,sfh,6.469156833168164e-6
C-EEU-SVK,2020,cool_EJ,std,3.8776875391661195e-7
C-EEU-SVK,2020,cool_tCO2,adv,0.05051260981464868
C-EEU-SVK,2020,cool_tCO2,mfh,124.24453810922367
C-EEU-SVK,2020,cool_tCO2,p1,54.883909569651635
C-EEU-SVK,2020,cool_tCO2,p2,113.28442450181639
C-EEU-SVK,2020,cool_tCO2,p3,73.79687592845886
C-EEU-SVK,2020,cool_tCO2,p5,10.159470397296284
C-EEU-SVK,2020,cool_tCO2,sfh,136.08792261218878
C-EEU-SVK,2020,cool_tCO2,std,8.15726771437464
C-EEU-SVK,2020,cost_heat_EUR,adv,308723.5074371807
C-EEU-SVK,2020,cost_heat_EUR,all,1125001174.6456816
C-EEU-SVK,2020,cost_heat_EUR,biomass_solid,6559052.004646481
C-EEU-SVK,2020,cost_heat_EUR,coal,4544210.05736776
C-EEU-SVK,2020,cost_heat_EUR,district_heat,345399320.7608127
C-EEU-SVK,2020,cost_heat_EUR,electricity,46161793.44816606
C-EEU-SVK,2020,cost_heat_EUR,gas,671185460.407151
C-EEU-SVK,2020,cost_heat_EUR,heat_pump,51151337.967537545
C-EEU-SVK,2020,cost_heat_EUR,mfh,377486705.3688431
C-EEU-SVK,2020,cost_heat_EUR,p1,313492464.8793551
C-EEU-SVK,2020,cost_heat_EUR,p2,541455696.3234408
C-EEU-SVK,2020,cost_heat_EUR,p3,216481347.2029048
C-EEU-SVK,2020,cost_heat_EUR,p5,10543384.704376576
C-EEU-SVK,2020,cost_heat_EUR,sfh,747514469.2768384
C-EEU-SVK,2020,cost_heat_EUR,std,42719558.02816713
C-EEU-SVK,2020,energy_poverty_thres,adv,38.09564
C-EEU-SVK,2020,energy_poverty_thres,all,446664.05990999995
C-EEU-SVK,2020,energy_poverty_thres,biomass_solid,766.4129866666665
C-EEU-SVK,2020,energy_poverty_thres,coal,0
C-EEU-SVK,2020,energy_poverty_thres,district_heat,49715.06905666666
C-EEU-SVK,2020,energy_poverty_thres,electricity,27868.287526666663
C-EEU-SVK,2020,energy_poverty_thres,gas,351294.97167666664
C-EEU-SVK,2020,energy_poverty_thres,heat_pump,17019.31866333333
C-EEU-SVK,2020,energy_poverty_thres,mfh,2150.9451166666663
C-EEU-SVK,2020,energy_poverty_thres,p1,148679.4792133333
C-EEU-SVK,2020,energy_poverty_thres,p2,239894.33404666666
C-EEU-SVK,2020,energy_poverty_thres,p3,48149.48752999999
C-EEU-SVK,2020,energy_poverty_thres,p5,0
C-EEU-SVK,2020,energy_poverty_thres,q1,282509.1633533333
C-EEU-SVK,2020,energy_poverty_thres,q2,158498.25865666667
C-EEU-SVK,2020,energy_poverty_thres,q3,5656.6379
C-EEU-SVK,2020,energy_poverty_thres,sfh,444513.1147933333
C-EEU-SVK,2020,energy_poverty_thres,std,9902.66348
C-EEU-SVK,2020,floor_m2,adv,70305.509519881
C-EEU-SVK,2020,floor_m2,all,159479813.91364467
C-EEU-SVK,2020,floor_m2,biomass_solid,1589305.6537703646
C-EEU-SVK,2020,floor_m2,coal,1530878.3962406525
C-EEU-SVK,2020,floor_m2,district_heat,41436927.42362264
C-EEU-SVK,2020,floor_m2,electricity,4343535.083462855
C-EEU-SVK,2020,floor_m2,gas,101706779.47318874
C-EEU-SVK,2020,floor_m2,heat_pump,8872387.883359404
C-EEU-SVK,2020,floor_m2,mfh,61710942.632937945
C-EEU-SVK,2020,floor_m2,p1,31574823.78935178
C-EEU-SVK,2020,floor_m2,p2,71527738.17204763
C-EEU-SVK,2020,floor_m2,p3,42589987.590015404
C-EEU-SVK,2020,floor_m2,p5,5772933.820083267
C-EEU-SVK,2020,floor_m2,sfh,97768871.28070672
C-EEU-SVK,2020,floor_m2,std,7944025.032626703
C-EEU-SVK,2020,heat_EJ,adv,2.639305766094714e-5
C-EEU-SVK,2020,heat_EJ,all,0.10033443774721587
C-EEU-SVK,2020,heat_EJ,biomass_solid,0.0014405674253223089
C-EEU-SVK,2020,heat_EJ,coal,0.0014426508369888244
C-EEU-SVK,2020,heat_EJ,district_heat,0.02039150582435795
C-EEU-SVK,2020,heat_EJ,electricity,0.0020072380601919
C-EEU-SVK,2020,heat_EJ,gas,0.07282827881923395
C-EEU-SVK,2020,heat_EJ,heat_pump,0.0022241967811209335
C-EEU-SVK,2020,heat_EJ,mfh,0.030782678144677177
C-EEU-SVK,2020,heat_EJ,p1,0.02836008623563991
C-EEU-SVK,2020,heat_EJ,p2,0.04837543306543336
C-EEU-SVK,2020,heat_EJ,p3,0.018911295669959312
C-EEU-SVK,2020,heat_EJ,p5,8.992867958073986e-4
C-EEU-SVK,2020,heat_EJ,sfh,0.06955175960253869
C-EEU-SVK,2020,heat_EJ,std,0.003761942922714951
C-EEU-SVK,2020,heat_kWh,adv,4030403.4773684363
C-EEU-SVK,2020,heat_kWh,all,15321766503.565994
C-EEU-SVK,2020,heat_kWh,biomass_solid,219984665.47488207
C-EEU-SVK,2020,heat_kWh,coal,220302816.92718378
C-EEU-SVK,2020,heat_kWh,district_heat,3113924769.1213393
C-EEU-SVK,2020,heat_kWh,electricity,306519212.80322737
C-EEU-SVK,2020,heat_kWh,gas,11121384720.729818
C-EEU-SVK,2020,heat_kWh,heat_pump,339650318.50954545
C-EEU-SVK,2020,heat_kWh,mfh,4700729056.512357
C-EEU-SVK,2020,heat_kWh,p1,4330782422.06553
C-EEU-SVK,2020,heat_kWh,p2,7387265096.405275
C-EEU-SVK,2020,heat_kWh,p3,2887886383.188064
C-EEU-SVK,2020,heat_kWh,p5,137327348.560174
C-EEU-SVK,2020,heat_kWh,sfh,10621037447.053637
C-EEU-SVK,2020,heat_kWh,std,574474849.8695855
C-EEU-SVK,2020,heat_std_kWh,adv,9000461.151132027
C-EEU-SVK,2020,heat_std_kWh,all,40126078009.48185
C-EEU-SVK,2020,heat_std_kWh,biomass_solid,507283051.9958183
C-EEU-SVK,2020,heat_std_kWh,coal,456748691.77862716
C-EEU-SVK,2020,heat_std_kWh,district_heat,7601927958.571067
C-EEU-SVK,2020,heat_std_kWh,electricity,959321243.5585438
C-EEU-SVK,2020,heat_std_kWh,gas,29752723796.536987
C-EEU-SVK,2020,heat_std_kWh,heat_pump,848073267.0408089
C-EEU-SVK,2020,heat_std_kWh,mfh,9737717624.151052
C-EEU-SVK,2020,heat_std_kWh,p1,12783019197.80919
C-EEU-SVK,2020,heat_std_kWh,p2,19294954665.298084
C-EEU-SVK,2020,heat_std_kWh,p3,6442035845.868821
C-EEU-SVK,2020,heat_std_kWh,p5,225742723.09135354
C-EEU-SVK,2020,heat_std_kWh,sfh,30388360385.330795
C-EEU-SVK,2020,heat_std_kWh,std,1371325116.2632637
C-EEU-SVK,2020,heat_tCO2,adv,718.0945511511145
C-EEU-SVK,2020,heat_tCO2,all,2772474.70362599
C-EEU-SVK,2020,heat_tCO2,biomass_solid,0
C-EEU-SVK,2020,heat_tCO2,coal,75026.32733272169
C-EEU-SVK,2020,heat_tCO2,district_heat,402438.37288458424
C-EEU-SVK,2020,heat_tCO2,electricity,23213.04465986643
C-EEU-SVK,2020,heat_tCO2,gas,2246074.8581985943
C-EEU-SVK,2020,heat_tCO2,heat_pump,25722.100550223386
C-EEU-SVK,2020,heat_tCO2,mfh,806571.0222458256
C-EEU-SVK,2020,heat_tCO2,p1,789899.8473773238
C-EEU-SVK,2020,heat_tCO2,p2,1338563.827009283
C-EEU-SVK,2020,heat_tCO2,p3,515394.71122250037
C-EEU-SVK,2020,heat_tCO2,p5,24509.71658972899
C-EEU-SVK,2020,heat_tCO2,sfh,1965903.6813801643
C-EEU-SVK,2020,heat_tCO2,std,103388.50687600265
C-EEU-SVK,2020,hotwater_EJ,adv,5.2924405543983095e-6
C-EEU-SVK,2020,hotwater_EJ,all,0.015347295239549757
C-EEU-SVK,2020,hotwater_EJ,biomass_solid,1.7011713288318672e-4
C-EEU-SVK,2020,hotwater_EJ,coal,2.29528577689314e-4
C-EEU-SVK,2020,hotwater_EJ,district_heat,0.003812795400359141
C-EEU-SVK,2020,hotwater_EJ,electricity,3.35683364049816e-4
C-EEU-SVK,2020,hotwater_EJ,gas,0.010141801498149678
C-EEU-SVK,2020,hotwater_EJ,heat_pump,6.573692664186201e-4
C-EEU-SVK,2020,hotwater_EJ,mfh,0.007654653530212847
C-EEU-SVK,2020,hotwater_EJ,p1,0.002850798250949756
C-EEU-SVK,2020,hotwater_EJ,p2,0.006987709603854312
C-EEU-SVK,2020,hotwater_EJ,p3,0.004382688912122859
C-EEU-SVK,2020,hotwater_EJ,p5,3.93785276237806e-4
C-EEU-SVK,2020,hotwater_EJ,sfh,0.007692641709336909
C-EEU-SVK,2020,hotwater_EJ,std,7.270207558306249e-4
C-EEU-SVK,2020,hotwater_tCO2,adv,252.20150597049548
C-EEU-SVK,2020,hotwater_tCO2,all,748436.3075385988
C-EEU-SVK,2020,hotwater_tCO2,biomass_solid,0
C-EEU-SVK,2020,hotwater_tCO2,coal,21713.403449409103
C-EEU-SVK,2020,hotwater_tCO2,district_heat,136877.56438417317
C-EEU-SVK,2020,hotwater_tCO2,electricity,7061.577396731362
C-EEU-SVK,2020,hotwater_tCO2,gas,568955.064046197
C-EEU-SVK,2020,hotwater_tCO2,heat_pump,13828.69826208818
C-EEU-SVK,2020,hotwater_tCO2,mfh,359407.34181255224
C-EEU-SVK,2020,hotwater_tCO2,p1,140143.786384621
C-EEU-SVK,2020,hotwater_tCO2,p2,341720.8313565202
C-EEU-SVK,2020,hotwater_tCO2,p3,212131.95556668617
C-EEU-SVK,2020,hotwater_tCO2,p5,18819.54671878448
C-EEU-SVK,2020,hotwater_tCO2,sfh,389028.96572604653
C-EEU-SVK,2020,hotwater_tCO2,std,35367.986006016465
C-EEU-SVK,2020,mat_in_Mt,all,1.196848874377424
C-EEU-SVK,2020,mat_in_Mt,aluminum,0.0025181182718390593
C-EEU-SVK,2020,mat_in_Mt,concrete,1.0500322835930447
C-EEU-SVK,2020,mat_in_Mt,copper,9.996951524263857e-5
C-EEU-SVK,2020,mat_in_Mt,glass,0.006057975303787745
C-EEU-SVK,2020,mat_in_Mt,steel,0.12953938500246606
C-EEU-SVK,2020,mat_in_Mt,wood,0.00860114269104373
C-EEU-SVK,2020,mat_in_tCO2,all,406203.7221132935
C-EEU-SVK,2020,mat_in_tCO2,aluminum,16293.363560958018
C-EEU-SVK,2020,mat_in_tCO2,concrete,129060.8975091524
C-EEU-SVK,2020,mat_in_tCO2,copper,214.80081174666708
C-EEU-SVK,2020,mat_in_tCO2,glass,5771.5802796542375
C-EEU-SVK,2020,mat_in_tCO2,steel,253232.98436353798
C-EEU-SVK,2020,mat_in_tCO2,wood,1630.0955882441679
C-EEU-SVK,2020,n_dem,all,26615.4748
C-EEU-SVK,2020,n_empty,all,1510.32898
C-EEU-SVK,2020,n_new,all,52483.67871
C-EEU-SVK,2020,n_new,mfh,51786.72612
C-EEU-SVK,2020,n_new,sfh,696.95259
C-EEU-SVK,2020,n_out,all,28125.80378
C-EEU-SVK,2020,stock_building,adv,783.68671
C-EEU-SVK,2020,stock_building,all,2002398.7522399998
C-EEU-SVK,2020,stock_building,biomass_solid,19014.44264
C-EEU-SVK,2020,stock_building,coal,18315.362159999997
C-EEU-SVK,2020,stock_building,district_heat,596318.54749
C-EEU-SVK,2020,stock_building,electricity,51964.923689999996
C-EEU-SVK,2020,stock_building,gas,1215022.4834399999
C-EEU-SVK,2020,stock_building,heat_pump,101762.99282
C-EEU-SVK,2020,stock_building,mfh,1028528.81203
C-EEU-SVK,2020,stock_building,p1,368011.39921999996
