region_bld,urt,y1820,y1825,y1830,y1835,y1840,y1845,y1850,y1855,y1860,y1865,y1870,y1875,y1880,y1885,y1890,y1895,y1900,y1905,y1910,y1915,y1920,y1925,y1930,y1935,y1940,y1945,y1950,y1955,y1960,y1965,y1970,y1975,y1980,y1985,y1990,y1995,y2000,y2005,y2010,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
C-WEU-NLD,rur,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,2.923,2.846,2.769,2.692,2.615,2.538,2.461,2.384,2.307,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
C-WEU-NLD,urb,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.923,2.846,2.769,2.692,2.615,2.538,2.461,2.384,2.307,2.23,2.23,2.2300000000000004,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23,2.23
C-WEU-NOR,rur,3,3,3,3,3,3,3,2.9999999999999996,3,2.9999999999999996,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.922,2.844,2.766,2.688,2.61,2.532,2.454,2.376,2.298,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22
C-WEU-NOR,urb,3,3,3,3.0000000000000004,3.0000000000000004,3.0000000000000004,3,3.0000000000000004,3,3,3,3.0000000000000004,3,3,3,3,3,2.9999999999999996,3,3,3,2.9999999999999996,3,3,3,3,2.9999999999999996,3.0000000000000004,2.9999999999999996,3,2.922,2.844,2.766,2.688,2.61,2.532,2.454,2.376,2.298,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22,2.22
C-WEU-PRT,rur,3.9,3.9000000000000004,3.9,3.9,3.9,3.8999999999999995,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.7716666669999994,3.643333333,3.515,3.386666667,3.2583333329999995,3.13,3.001666667,2.873333333,2.745,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.6166666670000005,2.616666667,2.616666667,2.616666667
C-WEU-PRT,urb,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.8999999999999995,3.8999999999999995,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.9,3.771666667,3.643333333,3.515,3.386666667,3.258333333,3.1299999999999994,3.001666667,2.873333333,2.745,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667,2.616666667
C-WEU-SWE,rur,3,3,3,3.0000000000000004,3,2.9999999999999996,3,3,3,3.0000000000000004,3,2.9999999999999996,3,3,3,3,3,3,3,3,3.0000000000000004,3.0000000000000004,2.9999999999999996,3,3,3,3,3,3,3,2.93425,2.8684999999999996,2.80275,2.737,2.67125,2.6055,2.53975,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425
C-WEU-SWE,urb,3,3,3,3,3,3.0000000000000004,3,3,3,3,3.0000000000000004,3,3,3,3,3,3,3,3,2.9999999999999996,3,3,3,3,3,3,3,3,3,3,2.93425,2.8684999999999996,2.80275,2.737,2.67125,2.6055,2.53975,2.474,2.40825,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425,2.3425000000000002,2.3425
R32ANUZ,rur,3.7,3.7,3.7000000000000006,3.7000000000000006,3.6999999999999997,3.6999999999999997,3.7,3.7,3.7000000000000006,3.7,3.7000000000000006,3.6999999999999997,3.7000000000000006,3.700000000000001,3.6999999999999997,3.7000000000000006,3.7,3.6999999999999997,3.7,3.6999999999999997,3.7,3.6999999999999997,3.7000000000000006,3.7,3.7000000000000006,3.7,3.6999999999999997,3.6999999999999997,3.7,3.7000000000000006,3.5876548928497396,3.4751257146902512,3.3621762755069633,3.2490437279771127,3.1353195181565536,3.0226978820791626,2.9104091987322533,2.7985398379601825,2.686498038104671,2.5732554996940795,2.572840150094939,2.5725518990109073,2.5723830734583384,2.5723223982052406,2.5723572665493744,2.5724726601616426,2.5726576179416645,2.572915083433552,2.5732539733440567,2.573709708976957,2.574284364140776,2.57497400668023,2.5757707778180214,2.5766664207966876,2.5776725655464823,2.578814621762223,2.5800669291623413
R32ANUZ,urb,3.700000000000001,3.7000000000000006,3.6999999999999997,3.7000000000000006,3.7000000000000006,3.7000000000000006,3.7,3.7,3.7000000000000006,3.7,3.7,3.7,3.6999999999999997,3.7,3.7000000000000006,3.7,3.7,3.7,3.7,3.7,3.7000000000000006,3.6999999999999997,3.7,3.6999999999999997,3.7000000000000006,3.6999999999999997,3.7,3.7,3.7000000000000006,3.7,3.587088802024859,3.47422785180221,3.3612016038402084,3.2480804601587767,3.1348842541254722,3.0220507584269964,2.9088760151420536,2.7958456209891094,2.6822249671208467,2.568776959490584,2.56845634564321,2.5681301606529416,2.5678102402590928,2.5675013291627176,2.567203510811551,2.5669124657710713,2.5666255474283157,2.566349617679916,2.5660943503149984,2.5658868062899733,2.5657269081052885,2.5656096206607852,2.5655271690477153,2.565471888670574,2.565449206849967,2.565472274078294,2.5655221804551105
R32BRA,rur,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.299999999999999,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.299999999999999,5.3,5.3,5.3,5.3,5.3,5.3,5.101,4.902,4.703,4.504,4.305,4.106,3.9070000000000005,3.7079999999999997,3.509,3.31,3.31,3.3099999999999996,3.3100000000000005,3.3099999999999996,3.3100000000000005,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31
R32BRA,urb,5.3,5.3,5.300000000000001,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.300000000000001,5.3,5.3,5.3,5.3,5.3,5.101,4.902,4.703,4.504,4.305,4.106,3.907,3.708,3.509,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.31,3.3099999999999996,3.31,3.31,3.3100000000000005,3.31,3.31,3.31,3.31
R32CAN,rur,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4000000000000004,3.4000000000000004,3.4,3.4,3.4,3.4,3.4,3.4000000000000004,3.3049999999999997,3.21,3.1149999999999998,3.0199999999999996,2.925,2.8300000000000005,2.735,2.6399999999999997,2.545,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.4499999999999997,2.45,2.45,2.45,2.45,2.45,2.45
R32CAN,urb,3.4,3.4,3.4,3.3999999999999995,3.4,3.4,3.3999999999999995,3.4,3.4,3.4,3.4,3.4,3.3999999999999995,3.3999999999999995,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4000000000000004,3.4,3.4,3.4000000000000004,3.4000000000000004,3.4,3.305,3.21,3.115,3.02,2.925,2.83,2.7350000000000003,2.64,2.5449999999999995,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45,2.45
R32CAS-CAU,rur,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9000000000000004,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.9000000000000004,3.9,3.9000000000000004,3.9,3.9,3.8991112204093072,3.9014119341608784,3.907686551656203,3.9159651470337353,3.927184835004618,3.959467793299041,3.9885875870383223,4.02097385902363,4.056790538594444,4.091459290881584,4.108292893142172,4.123193442790267,4.137043486689135,4.150840228322093,4.164893196235869,4.178742495656119,4.192156301679364,4.205064385850041,4.217601197069632,4.229128968871178,4.239528490225121,4.248840551565898,4.257244122630555,4.264938042846472,4.2718962871661095,4.277861762676582,4.282553781004229
R32CAS-CAU,urb,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.9000000000000004,3.9,3.9000000000000004,3.9,3.9000000000000004,3.9,3.9000000000000004,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9000000000000004,3.8999999999999995,3.9,3.9,3.900000000000001,3.898002874597676,3.896904163155546,3.8957029814952993,3.895776862726341,3.8987260422329153,3.9229018293543167,3.9473200051269512,3.978139588607054,4.009509517720686,4.045929614516626,4.067487434135654,4.085181171357773,4.100210593214623,4.113958869750678,4.12703461032174,4.139169398074874,4.150286503222834,4.160444735673782,4.169916344227367,4.178127819466842,4.185045122955157,4.190762799398754,4.195487104642589,4.19943735664327,4.202578257582013,4.204615744079662,4.20520307864441
R32CAS-OTH,rur,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.900000000000001,3.9000000000000004,3.9,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.9,3.8999999999999995,3.9,3.9000000000000004,3.8999999999999995,3.9,3.9000000000000004,3.9000000000000004,3.8999999999999995,3.9,3.9,3.9,3.8999999999999995,3.960417285020758,4.028502864299795,4.103057290355979,4.187607746474632,4.276860093947976,4.3820080718022805,4.4965420358526895,4.5970677326651535,4.697565305978683,4.7982485858914306,4.808292648913194,4.815913626060428,4.8204729419381,4.821827221296896,4.820940817732528,4.818530986816165,4.81474315449957,4.8096642867885375,4.803045401219341,4.796226158583951,4.7893976010610055,4.782862281578505,4.776601364472699,4.770462953453516,4.764702421234132,4.759559145812123,4.755316902116579
R32CAS-OTH,urb,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.8999999999999995,3.9,3.900000000000001,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.937730294083736,3.981110709008235,4.0301636960765315,4.079377179236978,4.134161343614164,4.1969152752852015,4.2640093937076085,4.312200129550135,4.350042543121486,4.410899487954334,4.423603401215206,4.436673145842922,4.448567040348534,4.458326250644131,4.466607598496822,4.474072390774671,4.480646047808486,4.486095859618626,4.489955802101703,4.493704550837234,4.497508849691136,4.501709457742811,4.506239928511189,4.5108488770095105,4.515882906830823,4.521614090388089,4.528349713781131
R32CHN,rur,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.199999999999999,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.018,4.836,4.654,4.472,4.29,4.108,3.926,3.744,3.562,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.3799999999999994,3.38,3.38,3.38
R32CHN,urb,5.200000000000001,5.2,5.2,5.2,5.200000000000001,5.200000000000001,5.200000000000001,5.2,5.2,5.2,5.200000000000001,5.2,5.200000000000001,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.200000000000001,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.018,4.836,4.654,4.472,4.29,4.108,3.926,3.744,3.562,3.38,3.38,3.38,3.3800000000000003,3.3800000000000003,3.38,3.38,3.38,3.3800000000000003,3.38,3.38,3.38,3.38,3.38,3.38,3.3799999999999994,3.38,3.38
R32EEU,rur,3.9,3.9,3.9,3.9,3.9,3.9,3.9000000000000004,3.8999999999999995,3.9000000000000004,3.900000000000001,3.9,3.9,3.9,3.9,3.8999999999999995,3.9,3.9000000000000004,3.9000000000000004,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9000000000000004,3.9,3.9,3.9,3.8999999999999995,3.9,3.8999999999999995,3.7988776942156655,3.6990351297426773,3.6004747449185794,3.5023059480479346,3.4054026471157175,3.3076452101390266,3.204791963384957,3.1030629270446823,3.001526207301133,2.9016387834088393,2.9016919402826957,2.9017766199801853,2.901849678534928,2.901935258051133,2.902055902795249,2.9021981780530344,2.9023564088175977,2.9025200585021893,2.9026776564280032,2.9028448131876594,2.9029798015809214,2.9030478215654743,2.903041426244001,2.902968515072385,2.902865995982651,2.9027904046268955,2.902797039754447
R32EEU,urb,3.9000000000000004,3.8999999999999995,3.9000000000000004,3.9000000000000004,3.9,3.8999999999999995,3.9000000000000004,3.8999999999999995,3.9,3.9000000000000004,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.8999999999999995,3.9,3.8999999999999995,3.9000000000000004,3.9,3.9,3.797782377338848,3.6955678563050136,3.5933974287774295,3.4923389264030416,3.392431219145824,3.2932616735314952,3.1924068957363927,3.0952652251347166,2.9985964574664505,2.900069107378917,2.901409621835678,2.902423309039653,2.9031195731614785,2.903569769781762,2.903841983833447,2.9039704676439215,2.903990852084157,2.9039285915633615,2.9038016594939995,2.903649624705019,2.9034428525953966,2.9031551686345742,2.902786952971627,2.9023510942598896,2.9018860063699474,2.901445164953748,2.9010787224791077
R32EEU-FSU,rur,3.9,3.9,3.9,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.899999999999999,3.9,3.9000000000000004,3.9,3.9,3.9000000000000004,3.8999999999999995,3.8999999999999995,3.9000000000000004,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9000000000000004,3.8999999999999995,3.9000000000000004,3.9000000000000004,3.9000000000000004,3.759549002152481,3.6194967635430273,3.479725066247496,3.3404327335105535,3.2013551875267416,3.0622570555181663,2.9235677553118586,2.7842945656490405,2.643041357596691,2.5021479346402584,2.500970169836939,2.499637272105851,2.4982083482831774,2.4966610700033987,2.4949923937609,2.4932644185931663,2.491533033816327,2.4898387984429937,2.4881865322627266,2.4867334038853097,2.48543521738944,2.4842699513202113,2.483257885045029,2.482433534779698,2.4818267715025137,2.481448446696169,2.4812844799673606
R32EEU-FSU,urb,3.9000000000000004,3.9,3.9,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.8999999999999995,3.9,3.9000000000000004,3.9,3.8999999999999995,3.9000000000000004,3.9,3.8999999999999995,3.9,3.9,3.9,3.9,3.9,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.8999999999999995,3.9,3.9000000000000004,3.9000000000000004,3.7575311968988485,3.6153048149088303,3.4732893434517242,3.331509979036876,3.1897448435931497,3.0475079925104787,2.9046302626563065,2.7611024192755664,2.6193826728596066,2.47730567414831,2.477436992843776,2.477395008753292,2.4772069680455755,2.4768650828639585,2.476373188996726,2.47577043323659,2.4750958300606642,2.474381123583268,2.4736385044128073,2.472955744304773,2.4723178601046927,2.47171993733946,2.4711779696706286,2.470713834184174,2.470344780589972,2.4700770627015713,2.469903516810411
R32IDN,rur,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.199999999999999,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.066,4.932,4.798,4.664,4.53,4.396,4.262,4.128,3.994,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.86,3.8599999999999994,3.86,3.86,3.86,3.8600000000000003,3.86,3.86,3.8599999999999994,3.8599999999999994
R32IDN,urb,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.2,5.200000000000001,5.2,5.2,5.2,5.066,4.932,4.798,4.664,4.53,4.396,4.262,4.128,3.994,3.86,3.86,3.86,3.8600000000000003,3.86,3.86,3.86,3.8599999999999994,3.86,3.86,3.86,3.8600000000000003,3.86,3.8600000000000003,3.86,3.86,3.86,3.86
R32IND,rur,5.3,5.3,5.3,5.3,5.299999999999999,5.3,5.299999999999999,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.227,5.154,5.081,5.008,4.935,4.862,4.789,4.716,4.643,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.569999999999999,4.57
R32IND,urb,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.300000000000001,5.299999999999999,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.299999999999999,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.227,5.154,5.081,5.008,4.935,4.862,4.789,4.716,4.643,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.569999999999999,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57,4.57
R32JPN,rur,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,3.923,3.746,3.569,3.392,3.215,3.0379999999999994,2.861,2.684,2.507,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
R32JPN,urb,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,4.1,3.923,3.746,3.569,3.392,3.215,3.038,2.861,2.684,2.507,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33
R32KOR,rur,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.473,5.146,4.819,4.492,4.165,3.838,3.5110000000000006,3.184,2.857,2.5299999999999994,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53
R32KOR,urb,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.8,5.799999999999999,5.800000000000001,5.8,5.472999999999999,5.146,4.819,4.492,4.165,3.838,3.5110000000000006,3.184,2.857,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53
R32LAM-L,rur,5.004419652448858,5.013457309807591,5.021487551214067,5.028670435052555,5.035133832157309,5.040981126566758,5.046296811927786,5.051150617929848,5.055600597063204,5.059695474191651,5.063476447121281,5.05982166538926,5.056454568310029,5.05334287989087,5.0504589889166835,5.047779133614889,5.045282756418221,5.040319867375507,5.040373980257677,5.038148681613175,5.032186317303908,5.037529689686663,5.038725767782589,5.0500147321477495,5.064528896579964,5.076876823018472,5.111957667326404,5.1340644074180135,5.154213094096896,5.161753158955988,5.1095878645455475,5.057574041167255,5.000742486128684,4.9438300930816395,4.891760948587176,4.836960537023154,4.778066469232351,4.7318830208437115,4.6829271431295,4.621177652602647,4.625794657960913,4.629986313301244,4.63387666603086,4.637351795961468,4.640274497805107,4.642972992608891,4.645487249881419,4.647788557321539,4.649930706582821,4.652094010593605,4.654325846718426,4.656452807522358,4.65846742988587,4.660323153424735,4.662076703007879,4.663602907037179,4.664909352170617
R32LAM-L,urb,5.434217637708143,5.4334838051674055,5.432856333400533,5.432314801840159,5.431843734954876,5.431431182684966,5.43106777492126,5.430746055622229,5.430460025577308,5.430204799773966,5.42997636244126,5.4207362782586985,5.412688978900964,5.405618709443847,5.3993588195213444,5.393778543849581,5.388773840756907,5.371269705060788,5.3628647262683415,5.353214849180293,5.3414247417786,5.3353766123282735,5.327226415727279,5.327262140679601,5.330020851084243,5.331430260455144,5.349405509977003,5.357634619174101,5.366859692293895,5.369492997562062,5.2993078932603215,5.240197453932688,5.177493093361304,5.096072777475217,5.004121012050542,4.923869625558365,4.8493857452328575,4.762532471537014,4.68482207861396,4.618467756078906,4.618903674482831,4.619756878896693,4.621002575963388,4.622401925364681,4.623688704024665,4.625099703300456,4.6266160625036985,4.628152300822926,4.629730649440022,4.63149240612908,4.6334613585617,4.635422827041208,4.637348005458217,4.639166095846308,4.640921530158847,4.642460718882502,4.643787094897486
R32LAM-M,rur,4.940874036753696,4.937192248107564,4.933482271218719,4.929946160676522,4.926617485364754,4.923574067019931,4.920620645280506,4.919149200084229,4.916377669344513,4.913567487873217,4.910652065339015,4.906312939143551,4.901327450498685,4.895833620613002,4.8896120356132124,4.8853315980653855,4.88156678720449,4.87594458458754,4.868197275304847,4.863249660868196,4.869616298147755,4.868009476357043,4.8680259304252536,4.872217507349336,4.8825870535489,4.897741810243092,4.909023599552441,4.929681994835807,4.952598840583681,4.965938942606964,4.844439907860182,4.722322412831219,4.599941948055775,4.470856554552614,4.33825371323283,4.200550047319614,4.061984072212547,3.920482839750343,3.7769050085249325,3.6365214007461346,3.6381911541136533,3.6396660873699482,3.6410335503167106,3.6424116442474785,3.643832946578494,3.6452796104362797,3.6467977693062092,3.6484345705223187,3.6500732933392603,3.651760190690293,3.653419654490977,3.6550290319194003,3.65660170589134,3.6581143279931383,3.659487818320572,3.66072803682526,3.661867889297119
R32LAM-M,urb,4.838109492658497,4.830522360352126,4.823388669624295,4.816759937625508,4.810593116915213,4.804893610700866,4.799478299191421,4.7952130216275775,4.789671983723601,4.784201798028707,4.77872546321531,4.764004053274813,4.750003191240342,4.7362407689797825,4.722254966822442,4.710775880151946,4.700050207911074,4.691087951200063,4.682777717949565,4.675370208946923,4.679768656158443,4.672829105342423,4.667549127180523,4.666116842021701,4.670606310183602,4.67916717008097,4.683777471727317,4.699601014775528,4.718280785393625,4.748136050763823,4.651707354525466,4.549037863841643,4.446247401318418,4.338277932466039,4.226998824384249,4.114116671174469,3.998166297150249,3.881253540918004,3.7625714418009166,3.640755270718192,3.645191426857898,3.64910385961077,3.6525937256244982,3.6556597088154508,3.6583473392438375,3.660782032427259,3.6629865593598945,3.665039054749886,3.6668981163151027,3.6684976774110187,3.66980777383579,3.670827599870036,3.6716791272939995,3.672295443756573,3.6726583712216665,3.6727986196285127,3.6727676710866293
R32MEA-H,rur,5.499999999999999,5.500000000000001,5.5,5.5,5.500000000000001,5.5,5.5,5.499999999999999,5.5,5.5,5.500000000000001,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.500000000000001,5.500000000000001,5.5,5.499999999999999,5.5,5.5,5.5,5.500000000000001,5.5,5.5,5.5,5.5,5.459356669081659,5.42299860728185,5.39376728187237,5.363182770274378,5.3113569852665865,5.255494490178642,5.207538615519102,5.1567885612293,5.105490545375502,5.0478308725210725,5.036041514099514,5.025712135311946,5.015019517814929,5.003012182948438,4.989809288999116,4.974967029308362,4.958392393588933,4.940051329212959,4.919991962145299,4.89662051113288,4.869773198381961,4.8392460316559776,4.805322937169164,4.7680014569183164,4.727181670315087,4.682429764561879,4.633874640549345
R32MEA-H,urb,5.5,5.499999999999999,5.500000000000001,5.5,5.5,5.5,5.5,5.5,5.5,5.499999999999999,5.5,5.5,5.5,5.5,5.5,5.5,5.500000000000001,5.5,5.499999999999999,5.5,5.5,5.5,5.500000000000001,5.5,5.500000000000001,5.5,5.499999999999999,5.5,5.5,5.5,5.385403490238718,5.29265248659118,5.224550185898839,5.17447568423834,5.1233608369907815,5.054586857268605,4.964594963726925,4.895797924484858,4.839208946301903,4.774250756911127,4.777702085517492,4.781081938037984,4.783963451112161,4.785865536172461,4.786759563224227,4.786494406780368,4.785346430774235,4.7834898682735005,4.780973274493454,4.7766573007291635,4.7706584105078464,4.76314702234174,4.7545098630657225,4.744894042611944,4.734309647938008,4.7225760831467944,4.709781664032426
R32MEA-M,rur,5.317644384897132,5.317240103284282,5.31683601765182,5.316431996269123,5.316027915742816,5.315623660419677,5.315219121917069,5.314814198620891,5.314408795226073,5.314002822438575,5.3135961964714875,5.314544079256437,5.3153979316044815,5.316168543395583,5.3168650753577165,5.317495354778297,5.318066109154659,5.318583152359819,5.319051534229237,5.319475661637712,5.319859397380919,5.32020614122392,5.320518897004545,5.320800328258599,5.321052804874167,5.321278442167095,5.321479133935927,5.321656580497554,5.321812312522426,5.323050283081007,5.294702299869375,5.267479632462336,5.243160346444851,5.217175651395416,5.195843651051324,5.231439171829719,5.277694431856816,5.340829124131497,5.425333980520611,5.482984324222821,5.52511624809735,5.564294436279768,5.600550736427591,5.633561432775369,5.663319957352526,5.69012929292136,5.714631221091302,5.737240430292322,5.75847040381764,5.778845931281339,5.7987440197417355,5.817685252121965,5.835426781967033,5.85136416956547,5.864949351163696,5.876256441405658,5.885784886181112
R32MEA-M,urb,5.325341158874552,5.325259390548803,5.325175698457051,5.325090145465934,5.325002788331954,5.324913677995455,5.324822860468281,5.324730377192256,5.324636265842164,5.324540560250418,5.324443291502143,5.327841246003054,5.330318156418929,5.332201537065887,5.333680030083575,5.33486995533509,5.335846937514646,5.336662270711648,5.337351974334991,5.337942084374392,5.338451887761016,5.338895975588678,5.339285590054679,5.339629532794627,5.339934792602385,5.340206989191037,5.3404506925115,5.340669656582704,5.34086699376722,5.341329042743807,5.304671900789311,5.269101271103317,5.228899154466753,5.172794342375759,5.113181177050251,5.080175058169129,5.045788120723269,5.022827118545759,5.0181505928471095,5.048399526377737,5.108695500476916,5.167583065739141,5.224952312386657,5.278527758762377,5.327469738162518,5.372025638161102,5.41343710551816,5.453060488567848,5.491474689214052,5.528808594433874,5.565561467530231,5.601032909220536,5.634760620709147,5.665507466677279,5.692382208950962,5.715462913342839,5.735396118151757
