region,year,type,generation,reuse_rate
C-EEU-BGR,2045,WASH_MACH,1,0.1
C-EEU-BGR,2045,WASH_MACH,2,0
C-EEU-BGR,2046,WASH_MACH,1,0.1
C-EEU-BGR,2046,WASH_MACH,2,0
C-EEU-BGR,2047,WASH_MACH,1,0.1
C-EEU-BGR,2047,WASH_MACH,2,0
C-EEU-BGR,2048,WASH_MACH,1,0.1
C-EEU-BGR,2048,WASH_MACH,2,0
C-EEU-BGR,2049,WASH_MACH,1,0.1
C-EEU-BGR,2049,WASH_MACH,2,0
C-EEU-BGR,2050,WASH_MACH,1,0.1
C-EEU-BGR,2050,WASH_MACH,2,0
C-EEU-BGR,2051,WASH_MACH,1,0.1
C-EEU-BGR,2051,WASH_MACH,2,0
C-EEU-BGR,2052,WASH_MACH,1,0.1
C-EEU-BGR,2052,WASH_MACH,2,0
C-EEU-BGR,2053,WASH_MACH,1,0.1
C-EEU-BGR,2053,WASH_MACH,2,0
C-EEU-BGR,2054,WASH_MACH,1,0.1
C-EEU-BGR,2054,WASH_MACH,2,0
C-EEU-BGR,2055,WASH_MACH,1,0.1
C-EEU-BGR,2055,WASH_MACH,2,0
C-EEU-BGR,2056,WASH_MACH,1,0.1
C-EEU-BGR,2056,WASH_MACH,2,0
C-EEU-BGR,2057,WASH_MACH,1,0.1
C-EEU-BGR,2057,WASH_MACH,2,0
C-EEU-BGR,2058,WASH_MACH,1,0.1
C-EEU-BGR,2058,WASH_MACH,2,0
C-EEU-BGR,2059,WASH_MACH,1,0.1
C-EEU-BGR,2059,WASH_MACH,2,0
C-EEU-BGR,2060,WASH_MACH,1,0.1
C-EEU-BGR,2060,WASH_MACH,2,0
C-EEU-BGR,2061,WASH_MACH,1,0.1
C-EEU-BGR,2061,WASH_MACH,2,0
C-EEU-BGR,2062,WASH_MACH,1,0.1
C-EEU-BGR,2062,WASH_MACH,2,0
C-EEU-BGR,2063,WASH_MACH,1,0.1
C-EEU-BGR,2063,WASH_MACH,2,0
C-EEU-BGR,2064,WASH_MACH,1,0.1
C-EEU-BGR,2064,WASH_MACH,2,0
C-EEU-BGR,2065,WASH_MACH,1,0.1
C-EEU-BGR,2065,WASH_MACH,2,0
C-EEU-BGR,2066,WASH_MACH,1,0.1
C-EEU-BGR,2066,WASH_MACH,2,0
C-EEU-BGR,2067,WASH_MACH,1,0.1
C-EEU-BGR,2067,WASH_MACH,2,0
C-EEU-BGR,2068,WASH_MACH,1,0.1
C-EEU-BGR,2068,WASH_MACH,2,0
C-EEU-BGR,2069,WASH_MACH,1,0.1
C-EEU-BGR,2069,WASH_MACH,2,0
C-EEU-BGR,2070,WASH_MACH,1,0.1
C-EEU-BGR,2070,WASH_MACH,2,0
C-EEU-BGR,2071,WASH_MACH,1,0.1
C-EEU-BGR,2071,WASH_MACH,2,0
C-EEU-BGR,2072,WASH_MACH,1,0.1
C-EEU-BGR,2072,WASH_MACH,2,0
C-EEU-BGR,2073,WASH_MACH,1,0.1
C-EEU-BGR,2073,WASH_MACH,2,0
C-EEU-BGR,2074,WASH_MACH,1,0.1
C-EEU-BGR,2074,WASH_MACH,2,0
C-EEU-BGR,2075,WASH_MACH,1,0.1
C-EEU-BGR,2075,WASH_MACH,2,0
C-EEU-BGR,2076,WASH_MACH,1,0.1
C-EEU-BGR,2076,WASH_MACH,2,0
C-EEU-BGR,2077,WASH_MACH,1,0.1
C-EEU-BGR,2077,WASH_MACH,2,0
C-EEU-BGR,2078,WASH_MACH,1,0.1
C-EEU-BGR,2078,WASH_MACH,2,0
C-EEU-BGR,2079,WASH_MACH,1,0.1
C-EEU-BGR,2079,WASH_MACH,2,0
C-EEU-BGR,2080,WASH_MACH,1,0.1
C-EEU-BGR,2080,WASH_MACH,2,0
C-EEU-BGR,2081,WASH_MACH,1,0.1
C-EEU-BGR,2081,WASH_MACH,2,0
C-EEU-BGR,2082,WASH_MACH,1,0.1
C-EEU-BGR,2082,WASH_MACH,2,0
C-EEU-BGR,2083,WASH_MACH,1,0.1
C-EEU-BGR,2083,WASH_MACH,2,0
C-EEU-BGR,2084,WASH_MACH,1,0.1
C-EEU-BGR,2084,WASH_MACH,2,0
C-EEU-BGR,2085,WASH_MACH,1,0.1
C-EEU-BGR,2085,WASH_MACH,2,0
C-EEU-BGR,2086,WASH_MACH,1,0.1
C-EEU-BGR,2086,WASH_MACH,2,0
C-EEU-BGR,2087,WASH_MACH,1,0.1
C-EEU-BGR,2087,WASH_MACH,2,0
C-EEU-BGR,2088,WASH_MACH,1,0.1
C-EEU-BGR,2088,WASH_MACH,2,0
C-EEU-BGR,2089,WASH_MACH,1,0.1
C-EEU-BGR,2089,WASH_MACH,2,0
C-EEU-BGR,2090,WASH_MACH,1,0.1
C-EEU-BGR,2090,WASH_MACH,2,0
C-EEU-BGR,2091,WASH_MACH,1,0.1
C-EEU-BGR,2091,WASH_MACH,2,0
C-EEU-BGR,2092,WASH_MACH,1,0.1
C-EEU-BGR,2092,WASH_MACH,2,0
C-EEU-BGR,2093,WASH_MACH,1,0.1
C-EEU-BGR,2093,WASH_MACH,2,0
C-EEU-BGR,2094,WASH_MACH,1,0.1
C-EEU-BGR,2094,WASH_MACH,2,0
C-EEU-BGR,2095,WASH_MACH,1,0.1
C-EEU-BGR,2095,WASH_MACH,2,0
C-EEU-BGR,2096,WASH_MACH,1,0.1
C-EEU-BGR,2096,WASH_MACH,2,0
C-EEU-BGR,2097,WASH_MACH,1,0.1
C-EEU-BGR,2097,WASH_MACH,2,0
C-EEU-BGR,2098,WASH_MACH,1,0.1
C-EEU-BGR,2098,WASH_MACH,2,0
C-EEU-BGR,2099,WASH_MACH,1,0.1
C-EEU-BGR,2099,WASH_MACH,2,0
C-EEU-BGR,2100,WASH_MACH,1,0.1
C-EEU-BGR,2100,WASH_MACH,2,0
C-EEU-BGR,2000,WASH_MACH_COM,1,0.03
C-EEU-BGR,2000,WASH_MACH_COM,2,0
C-EEU-BGR,2001,WASH_MACH_COM,1,0.03
C-EEU-BGR,2001,WASH_MACH_COM,2,0
C-EEU-BGR,2002,WASH_MACH_COM,1,0.03
C-EEU-BGR,2002,WASH_MACH_COM,2,0
C-EEU-BGR,2003,WASH_MACH_COM,1,0.03
C-EEU-BGR,2003,WASH_MACH_COM,2,0
C-EEU-BGR,2004,WASH_MACH_COM,1,0.03
C-EEU-BGR,2004,WASH_MACH_COM,2,0
C-EEU-BGR,2005,WASH_MACH_COM,1,0.03
C-EEU-BGR,2005,WASH_MACH_COM,2,0
C-EEU-BGR,2006,WASH_MACH_COM,1,0.03
C-EEU-BGR,2006,WASH_MACH_COM,2,0
C-EEU-BGR,2007,WASH_MACH_COM,1,0.03
C-EEU-BGR,2007,WASH_MACH_COM,2,0
C-EEU-BGR,2008,WASH_MACH_COM,1,0.03
C-EEU-BGR,2008,WASH_MACH_COM,2,0
C-EEU-BGR,2009,WASH_MACH_COM,1,0.03
C-EEU-BGR,2009,WASH_MACH_COM,2,0
C-EEU-BGR,2010,WASH_MACH_COM,1,0.03
C-EEU-BGR,2010,WASH_MACH_COM,2,0
C-EEU-BGR,2011,WASH_MACH_COM,1,0.03
C-EEU-BGR,2011,WASH_MACH_COM,2,0
C-EEU-BGR,2012,WASH_MACH_COM,1,0.03
C-EEU-BGR,2012,WASH_MACH_COM,2,0
C-EEU-BGR,2013,WASH_MACH_COM,1,0.03
C-EEU-BGR,2013,WASH_MACH_COM,2,0
C-EEU-BGR,2014,WASH_MACH_COM,1,0.03
C-EEU-BGR,2014,WASH_MACH_COM,2,0
C-EEU-BGR,2015,WASH_MACH_COM,1,0.03
C-EEU-BGR,2015,WASH_MACH_COM,2,0
C-EEU-BGR,2016,WASH_MACH_COM,1,0.03
C-EEU-BGR,2016,WASH_MACH_COM,2,0
C-EEU-BGR,2017,WASH_MACH_COM,1,0.03
C-EEU-BGR,2017,WASH_MACH_COM,2,0
C-EEU-BGR,2018,WASH_MACH_COM,1,0.03
C-EEU-BGR,2018,WASH_MACH_COM,2,0
C-EEU-BGR,2019,WASH_MACH_COM,1,0.03
C-EEU-BGR,2019,WASH_MACH_COM,2,0
C-EEU-BGR,2020,WASH_MACH_COM,1,0.03
C-EEU-BGR,2020,WASH_MACH_COM,2,0
C-EEU-BGR,2021,WASH_MACH_COM,1,0.03
C-EEU-BGR,2021,WASH_MACH_COM,2,0
C-EEU-BGR,2022,WASH_MACH_COM,1,0.03
C-EEU-BGR,2022,WASH_MACH_COM,2,0
C-EEU-BGR,2023,WASH_MACH_COM,1,0.03
C-EEU-BGR,2023,WASH_MACH_COM,2,0
C-EEU-BGR,2024,WASH_MACH_COM,1,0.03
C-EEU-BGR,2024,WASH_MACH_COM,2,0
C-EEU-BGR,2025,WASH_MACH_COM,1,0.03
C-EEU-BGR,2025,WASH_MACH_COM,2,0
C-EEU-BGR,2026,WASH_MACH_COM,1,0.03
C-EEU-BGR,2026,WASH_MACH_COM,2,0
C-EEU-BGR,2027,WASH_MACH_COM,1,0.03
C-EEU-BGR,2027,WASH_MACH_COM,2,0
C-EEU-BGR,2028,WASH_MACH_COM,1,0.03
C-EEU-BGR,2028,WASH_MACH_COM,2,0
C-EEU-BGR,2029,WASH_MACH_COM,1,0.03
C-EEU-BGR,2029,WASH_MACH_COM,2,0
C-EEU-BGR,2030,WASH_MACH_COM,1,0.1
C-EEU-BGR,2030,WASH_MACH_COM,2,0
C-EEU-BGR,2031,WASH_MACH_COM,1,0.1
C-EEU-BGR,2031,WASH_MACH_COM,2,0
C-EEU-BGR,2032,WASH_MACH_COM,1,0.1
C-EEU-BGR,2032,WASH_MACH_COM,2,0
C-EEU-BGR,2033,WASH_MACH_COM,1,0.1
C-EEU-BGR,2033,WASH_MACH_COM,2,0
C-EEU-BGR,2034,WASH_MACH_COM,1,0.1
C-EEU-BGR,2034,WASH_MACH_COM,2,0
C-EEU-BGR,2035,WASH_MACH_COM,1,0.1
C-EEU-BGR,2035,WASH_MACH_COM,2,0
C-EEU-BGR,2036,WASH_MACH_COM,1,0.1
C-EEU-BGR,2036,WASH_MACH_COM,2,0
C-EEU-BGR,2037,WASH_MACH_COM,1,0.1
C-EEU-BGR,2037,WASH_MACH_COM,2,0
C-EEU-BGR,2038,WASH_MACH_COM,1,0.1
C-EEU-BGR,2038,WASH_MACH_COM,2,0
C-EEU-BGR,2039,WASH_MACH_COM,1,0.1
C-EEU-BGR,2039,WASH_MACH_COM,2,0
C-EEU-BGR,2040,WASH_MACH_COM,1,0.1
C-EEU-BGR,2040,WASH_MACH_COM,2,0
C-EEU-BGR,2041,WASH_MACH_COM,1,0.1
C-EEU-BGR,2041,WASH_MACH_COM,2,0
C-EEU-BGR,2042,WASH_MACH_COM,1,0.1
C-EEU-BGR,2042,WASH_MACH_COM,2,0
C-EEU-BGR,2043,WASH_MACH_COM,1,0.1
C-EEU-BGR,2043,WASH_MACH_COM,2,0
C-EEU-BGR,2044,WASH_MACH_COM,1,0.1
C-EEU-BGR,2044,WASH_MACH_COM,2,0
C-EEU-BGR,2045,WASH_MACH_COM,1,0.1
C-EEU-BGR,2045,WASH_MACH_COM,2,0
C-EEU-BGR,2046,WASH_MACH_COM,1,0.1
C-EEU-BGR,2046,WASH_MACH_COM,2,0
C-EEU-BGR,2047,WASH_MACH_COM,1,0.1
C-EEU-BGR,2047,WASH_MACH_COM,2,0
C-EEU-BGR,2048,WASH_MACH_COM,1,0.1
C-EEU-BGR,2048,WASH_MACH_COM,2,0
C-EEU-BGR,2049,WASH_MACH_COM,1,0.1
C-EEU-BGR,2049,WASH_MACH_COM,2,0
C-EEU-BGR,2050,WASH_MACH_COM,1,0.1
C-EEU-BGR,2050,WASH_MACH_COM,2,0
C-EEU-BGR,2051,WASH_MACH_COM,1,0.1
C-EEU-BGR,2051,WASH_MACH_COM,2,0
C-EEU-BGR,2052,WASH_MACH_COM,1,0.1
C-EEU-BGR,2052,WASH_MACH_COM,2,0
C-EEU-BGR,2053,WASH_MACH_COM,1,0.1
C-EEU-BGR,2053,WASH_MACH_COM,2,0
C-EEU-BGR,2054,WASH_MACH_COM,1,0.1
C-EEU-BGR,2054,WASH_MACH_COM,2,0
C-EEU-BGR,2055,WASH_MACH_COM,1,0.1
C-EEU-BGR,2055,WASH_MACH_COM,2,0
C-EEU-BGR,2056,WASH_MACH_COM,1,0.1
C-EEU-BGR,2056,WASH_MACH_COM,2,0
C-EEU-BGR,2057,WASH_MACH_COM,1,0.1
C-EEU-BGR,2057,WASH_MACH_COM,2,0
C-EEU-BGR,2058,WASH_MACH_COM,1,0.1
C-EEU-BGR,2058,WASH_MACH_COM,2,0
C-EEU-BGR,2059,WASH_MACH_COM,1,0.1
C-EEU-BGR,2059,WASH_MACH_COM,2,0
C-EEU-BGR,2060,WASH_MACH_COM,1,0.1
C-EEU-BGR,2060,WASH_MACH_COM,2,0
C-EEU-BGR,2061,WASH_MACH_COM,1,0.1
C-EEU-BGR,2061,WASH_MACH_COM,2,0
C-EEU-BGR,2062,WASH_MACH_COM,1,0.1
C-EEU-BGR,2062,WASH_MACH_COM,2,0
C-EEU-BGR,2063,WASH_MACH_COM,1,0.1
C-EEU-BGR,2063,WASH_MACH_COM,2,0
C-EEU-BGR,2064,WASH_MACH_COM,1,0.1
C-EEU-BGR,2064,WASH_MACH_COM,2,0
C-EEU-BGR,2065,WASH_MACH_COM,1,0.1
C-EEU-BGR,2065,WASH_MACH_COM,2,0
C-EEU-BGR,2066,WASH_MACH_COM,1,0.1
C-EEU-BGR,2066,WASH_MACH_COM,2,0
C-EEU-BGR,2067,WASH_MACH_COM,1,0.1
C-EEU-BGR,2067,WASH_MACH_COM,2,0
C-EEU-BGR,2068,WASH_MACH_COM,1,0.1
C-EEU-BGR,2068,WASH_MACH_COM,2,0
C-EEU-BGR,2069,WASH_MACH_COM,1,0.1
C-EEU-BGR,2069,WASH_MACH_COM,2,0
C-EEU-BGR,2070,WASH_MACH_COM,1,0.1
C-EEU-BGR,2070,WASH_MACH_COM,2,0
C-EEU-BGR,2071,WASH_MACH_COM,1,0.1
C-EEU-BGR,2071,WASH_MACH_COM,2,0
C-EEU-BGR,2072,WASH_MACH_COM,1,0.1
C-EEU-BGR,2072,WASH_MACH_COM,2,0
C-EEU-BGR,2073,WASH_MACH_COM,1,0.1
C-EEU-BGR,2073,WASH_MACH_COM,2,0
C-EEU-BGR,2074,WASH_MACH_COM,1,0.1
C-EEU-BGR,2074,WASH_MACH_COM,2,0
C-EEU-BGR,2075,WASH_MACH_COM,1,0.1
C-EEU-BGR,2075,WASH_MACH_COM,2,0
C-EEU-BGR,2076,WASH_MACH_COM,1,0.1
C-EEU-BGR,2076,WASH_MACH_COM,2,0
C-EEU-BGR,2077,WASH_MACH_COM,1,0.1
C-EEU-BGR,2077,WASH_MACH_COM,2,0
C-EEU-BGR,2078,WASH_MACH_COM,1,0.1
C-EEU-BGR,2078,WASH_MACH_COM,2,0
C-EEU-BGR,2079,WASH_MACH_COM,1,0.1
C-EEU-BGR,2079,WASH_MACH_COM,2,0
C-EEU-BGR,2080,WASH_MACH_COM,1,0.1
C-EEU-BGR,2080,WASH_MACH_COM,2,0
C-EEU-BGR,2081,WASH_MACH_COM,1,0.1
C-EEU-BGR,2081,WASH_MACH_COM,2,0
C-EEU-BGR,2082,WASH_MACH_COM,1,0.1
C-EEU-BGR,2082,WASH_MACH_COM,2,0
C-EEU-BGR,2083,WASH_MACH_COM,1,0.1
C-EEU-BGR,2083,WASH_MACH_COM,2,0
C-EEU-BGR,2084,WASH_MACH_COM,1,0.1
C-EEU-BGR,2084,WASH_MACH_COM,2,0
C-EEU-BGR,2085,WASH_MACH_COM,1,0.1
C-EEU-BGR,2085,WASH_MACH_COM,2,0
C-EEU-BGR,2086,WASH_MACH_COM,1,0.1
C-EEU-BGR,2086,WASH_MACH_COM,2,0
C-EEU-BGR,2087,WASH_MACH_COM,1,0.1
C-EEU-BGR,2087,WASH_MACH_COM,2,0
C-EEU-BGR,2088,WASH_MACH_COM,1,0.1
C-EEU-BGR,2088,WASH_MACH_COM,2,0
C-EEU-BGR,2089,WASH_MACH_COM,1,0.1
C-EEU-BGR,2089,WASH_MACH_COM,2,0
C-EEU-BGR,2090,WASH_MACH_COM,1,0.1
C-EEU-BGR,2090,WASH_MACH_COM,2,0
C-EEU-BGR,2091,WASH_MACH_COM,1,0.1
C-EEU-BGR,2091,WASH_MACH_COM,2,0
C-EEU-BGR,2092,WASH_MACH_COM,1,0.1
C-EEU-BGR,2092,WASH_MACH_COM,2,0
C-EEU-BGR,2093,WASH_MACH_COM,1,0.1
C-EEU-BGR,2093,WASH_MACH_COM,2,0
C-EEU-BGR,2094,WASH_MACH_COM,1,0.1
C-EEU-BGR,2094,WASH_MACH_COM,2,0
C-EEU-BGR,2095,WASH_MACH_COM,1,0.1
C-EEU-BGR,2095,WASH_MACH_COM,2,0
C-EEU-BGR,2096,WASH_MACH_COM,1,0.1
C-EEU-BGR,2096,WASH_MACH_COM,2,0
C-EEU-BGR,2097,WASH_MACH_COM,1,0.1
C-EEU-BGR,2097,WASH_MACH_COM,2,0
C-EEU-BGR,2098,WASH_MACH_COM,1,0.1
C-EEU-BGR,2098,WASH_MACH_COM,2,0
C-EEU-BGR,2099,WASH_MACH_COM,1,0.1
C-EEU-BGR,2099,WASH_MACH_COM,2,0
C-EEU-BGR,2100,WASH_MACH_COM,1,0.1
C-EEU-BGR,2100,WASH_MACH_COM,2,0
C-EEU-CZE,2000,WASH_MACH,1,0.03
C-EEU-CZE,2000,WASH_MACH,2,0
C-EEU-CZE,2001,WASH_MACH,1,0.03
C-EEU-CZE,2001,WASH_MACH,2,0
C-EEU-CZE,2002,WASH_MACH,1,0.03
C-EEU-CZE,2002,WASH_MACH,2,0
C-EEU-CZE,2003,WASH_MACH,1,0.03
C-EEU-CZE,2003,WASH_MACH,2,0
C-EEU-CZE,2004,WASH_MACH,1,0.03
C-EEU-CZE,2004,WASH_MACH,2,0
C-EEU-CZE,2005,WASH_MACH,1,0.03
C-EEU-CZE,2005,WASH_MACH,2,0
C-EEU-CZE,2006,WASH_MACH,1,0.03
C-EEU-CZE,2006,WASH_MACH,2,0
C-EEU-CZE,2007,WASH_MACH,1,0.03
C-EEU-CZE,2007,WASH_MACH,2,0
C-EEU-CZE,2008,WASH_MACH,1,0.03
C-EEU-CZE,2008,WASH_MACH,2,0
C-EEU-CZE,2009,WASH_MACH,1,0.03
C-EEU-CZE,2009,WASH_MACH,2,0
C-EEU-CZE,2010,WASH_MACH,1,0.03
C-EEU-CZE,2010,WASH_MACH,2,0
C-EEU-CZE,2011,WASH_MACH,1,0.03
C-EEU-CZE,2011,WASH_MACH,2,0
C-EEU-CZE,2012,WASH_MACH,1,0.03
C-EEU-CZE,2012,WASH_MACH,2,0
C-EEU-CZE,2013,WASH_MACH,1,0.03
C-EEU-CZE,2013,WASH_MACH,2,0
C-EEU-CZE,2014,WASH_MACH,1,0.03
C-EEU-CZE,2014,WASH_MACH,2,0
C-EEU-CZE,2015,WASH_MACH,1,0.03
C-EEU-CZE,2015,WASH_MACH,2,0
C-EEU-CZE,2016,WASH_MACH,1,0.03
C-EEU-CZE,2016,WASH_MACH,2,0
C-EEU-CZE,2017,WASH_MACH,1,0.03
C-EEU-CZE,2017,WASH_MACH,2,0
C-EEU-CZE,2018,WASH_MACH,1,0.03
C-EEU-CZE,2018,WASH_MACH,2,0
C-EEU-CZE,2019,WASH_MACH,1,0.03
C-EEU-CZE,2019,WASH_MACH,2,0
C-EEU-CZE,2020,WASH_MACH,1,0.03
C-EEU-CZE,2020,WASH_MACH,2,0
C-EEU-CZE,2021,WASH_MACH,1,0.03
C-EEU-CZE,2021,WASH_MACH,2,0
C-EEU-CZE,2022,WASH_MACH,1,0.03
C-EEU-CZE,2022,WASH_MACH,2,0
C-EEU-CZE,2023,WASH_MACH,1,0.03
C-EEU-CZE,2023,WASH_MACH,2,0
C-EEU-CZE,2024,WASH_MACH,1,0.03
C-EEU-CZE,2024,WASH_MACH,2,0
C-EEU-CZE,2025,WASH_MACH,1,0.03
C-EEU-CZE,2025,WASH_MACH,2,0
C-EEU-CZE,2026,WASH_MACH,1,0.03
C-EEU-CZE,2026,WASH_MACH,2,0
C-EEU-CZE,2027,WASH_MACH,1,0.03
C-EEU-CZE,2027,WASH_MACH,2,0
C-EEU-CZE,2028,WASH_MACH,1,0.03
C-EEU-CZE,2028,WASH_MACH,2,0
C-EEU-CZE,2029,WASH_MACH,1,0.03
C-EEU-CZE,2029,WASH_MACH,2,0
C-EEU-CZE,2030,WASH_MACH,1,0.1
C-EEU-CZE,2030,WASH_MACH,2,0
C-EEU-CZE,2031,WASH_MACH,1,0.1
C-EEU-CZE,2031,WASH_MACH,2,0
C-EEU-CZE,2032,WASH_MACH,1,0.1
C-EEU-CZE,2032,WASH_MACH,2,0
C-EEU-CZE,2033,WASH_MACH,1,0.1
C-EEU-CZE,2033,WASH_MACH,2,0
C-EEU-CZE,2034,WASH_MACH,1,0.1
C-EEU-CZE,2034,WASH_MACH,2,0
C-EEU-CZE,2035,WASH_MACH,1,0.1
C-EEU-CZE,2035,WASH_MACH,2,0
C-EEU-CZE,2036,WASH_MACH,1,0.1
C-EEU-CZE,2036,WASH_MACH,2,0
C-EEU-CZE,2037,WASH_MACH,1,0.1
C-EEU-CZE,2037,WASH_MACH,2,0
C-EEU-CZE,2038,WASH_MACH,1,0.1
C-EEU-CZE,2038,WASH_MACH,2,0
C-EEU-CZE,2039,WASH_MACH,1,0.1
C-EEU-CZE,2039,WASH_MACH,2,0
C-EEU-CZE,2040,WASH_MACH,1,0.1
C-EEU-CZE,2040,WASH_MACH,2,0
C-EEU-CZE,2041,WASH_MACH,1,0.1
C-EEU-CZE,2041,WASH_MACH,2,0
C-EEU-CZE,2042,WASH_MACH,1,0.1
C-EEU-CZE,2042,WASH_MACH,2,0
C-EEU-CZE,2043,WASH_MACH,1,0.1
C-EEU-CZE,2043,WASH_MACH,2,0
C-EEU-CZE,2044,WASH_MACH,1,0.1
C-EEU-CZE,2044,WASH_MACH,2,0
C-EEU-CZE,2045,WASH_MACH,1,0.1
C-EEU-CZE,2045,WASH_MACH,2,0
C-EEU-CZE,2046,WASH_MACH,1,0.1
C-EEU-CZE,2046,WASH_MACH,2,0
C-EEU-CZE,2047,WASH_MACH,1,0.1
C-EEU-CZE,2047,WASH_MACH,2,0
C-EEU-CZE,2048,WASH_MACH,1,0.1
C-EEU-CZE,2048,WASH_MACH,2,0
C-EEU-CZE,2049,WASH_MACH,1,0.1
C-EEU-CZE,2049,WASH_MACH,2,0
C-EEU-CZE,2050,WASH_MACH,1,0.1
C-EEU-CZE,2050,WASH_MACH,2,0
C-EEU-CZE,2051,WASH_MACH,1,0.1
C-EEU-CZE,2051,WASH_MACH,2,0
C-EEU-CZE,2052,WASH_MACH,1,0.1
C-EEU-CZE,2052,WASH_MACH,2,0
C-EEU-CZE,2053,WASH_MACH,1,0.1
C-EEU-CZE,2053,WASH_MACH,2,0
C-EEU-CZE,2054,WASH_MACH,1,0.1
