region,year,urt,n_hh
C-WEU-GRC,2018,urb,3262806.327608709
C-WEU-GRC,2019,urb,3277354.6113959886
C-WEU-GRC,2020,urb,3291921.73416
C-WEU-GRC,2025,urb,3360919.08963
C-WEU-GRC,2030,urb,3433248.2156
C-WEU-GRC,2035,urb,3510430.19521
C-WEU-GRC,2040,urb,3594238.90486
C-WEU-GRC,2045,urb,3682059.5367
C-WEU-GRC,2050,urb,3772095.17403
C-WEU-IRL,2000,rur,561151.0842021579
C-WEU-IRL,2001,rur,574427.0473758135
C-WEU-IRL,2002,rur,587263.8038479267
C-WEU-IRL,2003,rur,599661.3536184971
C-WEU-IRL,2004,rur,611619.6966875253
C-WEU-IRL,2005,rur,617192.242974954
C-WEU-IRL,2006,rur,628342.2287072155
C-WEU-IRL,2007,rur,639053.0077379347
C-WEU-IRL,2008,rur,649324.5800671111
C-WEU-IRL,2009,rur,659156.9456947452
C-WEU-IRL,2010,rur,668550.1046208366
C-WEU-IRL,2011,rur,663481.2291575113
C-WEU-IRL,2012,rur,658328.6804889258
C-WEU-IRL,2013,rur,653092.45861508
C-WEU-IRL,2014,rur,647772.563535974
C-WEU-IRL,2015,rur,642368.9952516076
C-WEU-IRL,2016,rur,643522.2353791998
C-WEU-IRL,2017,rur,644412.0463449003
C-WEU-IRL,2018,rur,645038.4281487087
C-WEU-IRL,2019,rur,645401.3807906251
C-WEU-IRL,2020,rur,645500.90427
C-WEU-IRL,2025,rur,635580.0602
C-WEU-IRL,2030,rur,619558.4304
C-WEU-IRL,2035,rur,605556.15768
C-WEU-IRL,2040,rur,593978.86647
C-WEU-IRL,2045,rur,584114.47737
C-WEU-IRL,2050,rur,575149.94405
C-WEU-IRL,2000,urb,695007.3242016708
C-WEU-IRL,2001,urb,725917.1458914507
C-WEU-IRL,2002,urb,757266.1742827732
C-WEU-IRL,2003,urb,789054.4093756381
C-WEU-IRL,2004,urb,821281.8511700457
C-WEU-IRL,2005,urb,845799.3017543568
C-WEU-IRL,2006,urb,878835.1008855307
C-WEU-IRL,2007,urb,912310.1067182472
C-WEU-IRL,2008,urb,946224.3192525062
C-WEU-IRL,2009,urb,980577.7384883078
C-WEU-IRL,2010,urb,1015370.3644256521
C-WEU-IRL,2011,urb,1028857.06737995
C-WEU-IRL,2012,urb,1042427.4435395076
C-WEU-IRL,2013,urb,1056081.4929043262
C-WEU-IRL,2014,urb,1069819.2154744044
C-WEU-IRL,2015,urb,1083640.6112497435
C-WEU-IRL,2016,urb,1108989.298877881
C-WEU-IRL,2017,urb,1134601.4156679104
C-WEU-IRL,2018,urb,1160476.9616198319
C-WEU-IRL,2019,urb,1186615.936733645
C-WEU-IRL,2020,urb,1213018.34101
C-WEU-IRL,2025,urb,1335394.17057
C-WEU-IRL,2030,urb,1446462.74607
C-WEU-IRL,2035,urb,1562176.64232
C-WEU-IRL,2040,urb,1684508.48047
C-WEU-IRL,2045,urb,1812744.27262
C-WEU-IRL,2050,urb,1945005.80063
C-WEU-ISL,2020,rur,9173.18395
C-WEU-ISL,2025,rur,8818.49031
C-WEU-ISL,2030,rur,8374.62931
C-WEU-ISL,2035,rur,7874.72785
C-WEU-ISL,2040,rur,7329.78391
C-WEU-ISL,2045,rur,6757.90578
C-WEU-ISL,2050,rur,6181.82243
C-WEU-ISL,2020,urb,146357.23227
C-WEU-ISL,2025,urb,151926.86721
C-WEU-ISL,2030,urb,156870.62149
C-WEU-ISL,2035,urb,161474.25827
C-WEU-ISL,2040,urb,165664.87991
C-WEU-ISL,2045,urb,169504.63424
C-WEU-ISL,2050,urb,173209.42624
C-WEU-ITA,2000,rur,7550283.837711297
C-WEU-ITA,2001,rur,7605073.725782548
C-WEU-ITA,2002,rur,7657605.519363166
C-WEU-ITA,2003,rur,7707879.2184531465
C-WEU-ITA,2004,rur,7755894.823052495
C-WEU-ITA,2005,rur,7687999.697270915
C-WEU-ITA,2006,rur,7732579.388986844
C-WEU-ITA,2007,rur,7774900.986212138
C-WEU-ITA,2008,rur,7814964.488946795
C-WEU-ITA,2009,rur,7852769.897190823
C-WEU-ITA,2010,rur,7888317.210944214
C-WEU-ITA,2011,rur,7834224.421102751
C-WEU-ITA,2012,rur,7779635.146050163
C-WEU-ITA,2013,rur,7724549.385786444
C-WEU-ITA,2014,rur,7668967.140311602
C-WEU-ITA,2015,rur,7612888.409625635
C-WEU-ITA,2016,rur,7550747.541188283
C-WEU-ITA,2017,rur,7488228.345447045
C-WEU-ITA,2018,rur,7425330.822401916
C-WEU-ITA,2019,rur,7362054.972052902
C-WEU-ITA,2020,rur,7298400.7944
C-WEU-ITA,2025,rur,6959808.31591
C-WEU-ITA,2030,rur,6633170.598
C-WEU-ITA,2035,rur,6331853.55145
C-WEU-ITA,2040,rur,6054348.80231
C-WEU-ITA,2045,rur,5794665.87086
C-WEU-ITA,2050,rur,5548314.57328
C-WEU-ITA,2000,urb,13939679.837678075
C-WEU-ITA,2001,urb,14239045.296318581
C-WEU-ITA,2002,urb,14540668.849449724
C-WEU-ITA,2003,urb,14844550.4970715
C-WEU-ITA,2004,urb,15150690.23918391
C-WEU-ITA,2005,urb,15233883.717371061
C-WEU-ITA,2006,urb,15543459.372366892
C-WEU-ITA,2007,urb,15855293.121853355
C-WEU-ITA,2008,urb,16169384.965830456
C-WEU-ITA,2009,urb,16485734.904298192
C-WEU-ITA,2010,urb,16804342.937256556
C-WEU-ITA,2011,urb,16936303.545656096
C-WEU-ITA,2012,urb,17068760.639266763
C-WEU-ITA,2013,urb,17201714.21808856
C-WEU-ITA,2014,urb,17335164.282121476
C-WEU-ITA,2015,urb,17469110.831365526
C-WEU-ITA,2016,urb,17590587.85160464
C-WEU-ITA,2017,urb,17712443.19914765
C-WEU-ITA,2018,urb,17834676.873994548
C-WEU-ITA,2019,urb,17957288.876145333
C-WEU-ITA,2020,urb,18080279.2056
C-WEU-ITA,2025,urb,18661632.98843
C-WEU-ITA,2030,urb,19227143.62422
C-WEU-ITA,2035,urb,19816622.81218
C-WEU-ITA,2040,urb,20434751.66281
C-WEU-ITA,2045,urb,21069802.70057
C-WEU-ITA,2050,urb,21712111.76819
C-WEU-LUX,2000,rur,18101.535733073088
C-WEU-LUX,2001,rur,18281.510350488727
C-WEU-LUX,2002,rur,18451.805666016793
C-WEU-LUX,2003,rur,18612.42167965731
C-WEU-LUX,2004,rur,18763.35839141023
C-WEU-LUX,2005,rur,20576.723473882543
C-WEU-LUX,2006,rur,20686.90892493283
C-WEU-LUX,2007,rur,20787.415074095545
C-WEU-LUX,2008,rur,20878.241921370707
C-WEU-LUX,2009,rur,20959.38946675827
C-WEU-LUX,2010,rur,21030.857710258268
C-WEU-LUX,2011,rur,21425.385506155406
C-WEU-LUX,2012,rur,21801.012092246718
C-WEU-LUX,2013,rur,22157.73746853223
C-WEU-LUX,2014,rur,22495.56163501188
C-WEU-LUX,2015,rur,22814.484591685712
C-WEU-LUX,2016,rur,23086.922162878065
C-WEU-LUX,2017,rur,23341.27993789488
C-WEU-LUX,2018,rur,23577.557916736183
C-WEU-LUX,2019,rur,23795.75609940191
C-WEU-LUX,2020,rur,23995.87449
C-WEU-LUX,2025,rur,23629.64206
C-WEU-LUX,2030,rur,23058.875
C-WEU-LUX,2035,rur,22521.08156
C-WEU-LUX,2040,rur,22033.76047
C-WEU-LUX,2045,rur,21616.0906
C-WEU-LUX,2050,rur,21283.97174
C-WEU-LUX,2000,urb,134538.1112276575
C-WEU-LUX,2001,urb,137752.0012272031
C-WEU-LUX,2002,urb,140975.57052863628
C-WEU-LUX,2003,urb,144208.81913195705
C-WEU-LUX,2004,urb,147451.7470371654
C-WEU-LUX,2005,urb,164034.10977465956
C-WEU-LUX,2006,urb,167317.78894057055
C-WEU-LUX,2007,urb,170611.14740836908
C-WEU-LUX,2008,urb,173914.18517805517
C-WEU-LUX,2009,urb,177226.90224962885
C-WEU-LUX,2010,urb,180549.29862309012
C-WEU-LUX,2011,urb,186782.12349403295
C-WEU-LUX,2012,urb,193033.84957478163
C-WEU-LUX,2013,urb,199304.47686533612
C-WEU-LUX,2014,urb,205594.00536569642
C-WEU-LUX,2015,urb,211902.43507586262
C-WEU-LUX,2016,urb,217969.33697716056
C-WEU-LUX,2017,urb,224054.3186746341
C-WEU-LUX,2018,urb,230157.38016828318
C-WEU-LUX,2019,urb,236278.52145810775
C-WEU-LUX,2020,urb,242417.74254
C-WEU-LUX,2025,urb,261270.79272
C-WEU-LUX,2030,urb,277774.45833
C-WEU-LUX,2035,urb,294364.82753
C-WEU-LUX,2040,urb,311356.47209
C-WEU-LUX,2045,urb,329180.57607
C-WEU-LUX,2050,urb,348293.58924
C-WEU-MLT,2000,rur,8172.925607830981
C-WEU-MLT,2001,rur,8220.767135261065
C-WEU-MLT,2002,rur,8266.276077425471
C-WEU-MLT,2003,rur,8309.452434324214
C-WEU-MLT,2004,rur,8350.29620595726
C-WEU-MLT,2005,rur,9099.268213738324
C-WEU-MLT,2006,rur,9128.503152443025
C-WEU-MLT,2007,rur,9155.405505882047
C-WEU-MLT,2008,rur,9179.975274055403
C-WEU-MLT,2009,rur,9202.212456963065
C-WEU-MLT,2010,rur,9222.117054605049
C-WEU-MLT,2011,rur,9316.428448160757
C-WEU-MLT,2012,rur,9406.813795702976
C-WEU-MLT,2013,rur,9493.27309723172
C-WEU-MLT,2014,rur,9575.806352746955
C-WEU-MLT,2015,rur,9654.413562248697
C-WEU-MLT,2016,rur,9844.317552096036
C-WEU-MLT,2017,rur,10027.771941389268
C-WEU-MLT,2018,rur,10204.776730128426
C-WEU-MLT,2019,rur,10375.331918313463
C-WEU-MLT,2020,rur,10539.43751
C-WEU-MLT,2025,rur,10289.95176
C-WEU-MLT,2030,rur,9955.83086
C-WEU-MLT,2035,rur,9551.39315
C-WEU-MLT,2040,rur,9106.97743
C-WEU-MLT,2045,rur,8671.48843
C-WEU-MLT,2050,rur,8278.386
C-WEU-MLT,2000,urb,117913.55399462061
C-WEU-MLT,2001,urb,119796.66053480562
C-WEU-MLT,2002,urb,121682.09966025631
C-WEU-MLT,2003,urb,123569.87137097267
C-WEU-MLT,2004,urb,125459.97566695472
C-WEU-MLT,2005,urb,138138.08152312678
C-WEU-MLT,2006,urb,140039.79465203718
C-WEU-MLT,2007,urb,141943.84036621326
C-WEU-MLT,2008,urb,143850.21866565497
C-WEU-MLT,2009,urb,145758.9295503624
C-WEU-MLT,2010,urb,147669.9730203355
C-WEU-MLT,2011,urb,150825.6997174182
C-WEU-MLT,2012,urb,153985.3524605144
C-WEU-MLT,2013,urb,157148.93124962406
C-WEU-MLT,2014,urb,160316.43608474723
C-WEU-MLT,2015,urb,163487.86696588388
C-WEU-MLT,2016,urb,168637.03628241006
C-WEU-MLT,2017,urb,173792.65519949025
C-WEU-MLT,2018,urb,178954.7237171246
C-WEU-MLT,2019,urb,184123.24183531303
C-WEU-MLT,2020,urb,189298.20955
C-WEU-MLT,2025,urb,196668.04824
C-WEU-MLT,2030,urb,202775.59771
C-WEU-MLT,2035,urb,207624.44018
C-WEU-MLT,2040,urb,211614.7247
C-WEU-MLT,2045,urb,215629.81592
C-WEU-MLT,2050,urb,220532.72511
C-WEU-NLD,2000,rur,821754.1429173684
C-WEU-NLD,2001,rur,821152.0211152992
C-WEU-NLD,2002,rur,820216.9471305887
C-WEU-NLD,2003,rur,818948.9209632354
C-WEU-NLD,2004,rur,817347.942613241
C-WEU-NLD,2005,rur,806267.9115194286
C-WEU-NLD,2006,rur,804144.0223650669
C-WEU-NLD,2007,rur,801687.181028064
C-WEU-NLD,2008,rur,798897.3875084182
C-WEU-NLD,2009,rur,795774.6418061313
C-WEU-NLD,2010,rur,792318.9439212015
C-WEU-NLD,2011,rur,781450.505666067
C-WEU-NLD,2012,rur,770493.4074872852
C-WEU-NLD,2013,rur,759447.6493848539
C-WEU-NLD,2014,rur,748313.2313587753
C-WEU-NLD,2015,rur,737090.1534090474
C-WEU-NLD,2016,rur,730667.2080452645
C-WEU-NLD,2017,rur,723970.9863498764
C-WEU-NLD,2018,rur,717001.4883228814
C-WEU-NLD,2019,rur,709758.7139642817
C-WEU-NLD,2020,rur,702242.66327
C-WEU-NLD,2025,rur,652286.59876
C-WEU-NLD,2030,rur,612535.52086
C-WEU-NLD,2035,rur,580429.75763
C-WEU-NLD,2040,rur,545251.02679
C-WEU-NLD,2045,rur,514940.57073
C-WEU-NLD,2050,rur,489418.32312
C-WEU-NLD,2000,urb,5902911.511070973
C-WEU-NLD,2001,urb,5997461.765672708
C-WEU-NLD,2002,urb,6092344.972457085
C-WEU-NLD,2003,urb,6187561.131424104
C-WEU-NLD,2004,urb,6283110.242573764
C-WEU-NLD,2005,urb,6307442.265994548
C-WEU-NLD,2006,urb,6403514.287948576
C-WEU-NLD,2007,urb,6499919.262085244
C-WEU-NLD,2008,urb,6596657.188404555
C-WEU-NLD,2009,urb,6693728.066906508
C-WEU-NLD,2010,urb,6791131.897591103
C-WEU-NLD,2011,urb,6827017.244324889
C-WEU-NLD,2012,urb,6862991.250982323
C-WEU-NLD,2013,urb,6899053.917563404
C-WEU-NLD,2014,urb,6935205.244068135
C-WEU-NLD,2015,urb,6971445.230496514
C-WEU-NLD,2016,urb,7054977.750241185
C-WEU-NLD,2017,urb,7138783.546317461
C-WEU-NLD,2018,urb,7222862.618725343
C-WEU-NLD,2019,urb,7307214.967464831
C-WEU-NLD,2020,urb,7391840.59254
C-WEU-NLD,2025,urb,7721097.21076
C-WEU-NLD,2030,urb,8029331.30841
C-WEU-NLD,2035,urb,8324598.74237
C-WEU-NLD,2040,urb,8471633.8217
C-WEU-NLD,2045,urb,8597439.0211
C-WEU-NLD,2050,urb,8718828.5841
C-WEU-NOR,2000,rur,387068.8682868957
C-WEU-NOR,2001,rur,388759.50186808
C-WEU-NOR,2002,rur,390290.18775427167
C-WEU-NOR,2003,rur,391660.92594547046
C-WEU-NOR,2004,rur,392871.7164416766
C-WEU-NOR,2005,rur,393922.55924288975
C-WEU-NOR,2006,rur,397078.15867616044
C-WEU-NOR,2007,rur,400013.8300288162
C-WEU-NOR,2008,rur,402729.5733008567
C-WEU-NOR,2009,rur,405225.3884922823
C-WEU-NOR,2010,rur,407501.2756030926
C-WEU-NOR,2011,rur,409909.6935271202
C-WEU-NOR,2012,rur,412088.1866395961
C-WEU-NOR,2013,rur,414036.75494051946
C-WEU-NOR,2014,rur,415755.398429891
C-WEU-NOR,2015,rur,417244.11710771
C-WEU-NOR,2016,rur,418502.91097397706
C-WEU-NOR,2017,rur,419531.78002869216
C-WEU-NOR,2018,rur,420330.72427185485
C-WEU-NOR,2019,rur,420899.7437034656
C-WEU-NOR,2020,rur,421238.83832
C-WEU-NOR,2025,rur,397010.7298
C-WEU-NOR,2030,rur,371477.09245
C-WEU-NOR,2035,rur,346461.8945
C-WEU-NOR,2040,rur,322112.04754
C-WEU-NOR,2045,rur,298683.25297
C-WEU-NOR,2050,rur,276573.64142
C-WEU-NOR,2000,urb,1289642.71190325
C-WEU-NOR,2001,urb,1316191.4312515839
C-WEU-NOR,2002,urb,1342900.0982949103
C-WEU-NOR,2003,urb,1369768.71303323
C-WEU-NOR,2004,urb,1396797.2754665422
C-WEU-NOR,2005,urb,1423985.7855948473
C-WEU-NOR,2006,urb,1459659.2964396642
C-WEU-NOR,2007,urb,1495552.735365096
C-WEU-NOR,2008,urb,1531666.102371143
C-WEU-NOR,2009,urb,1567999.3974578048
C-WEU-NOR,2010,urb,1604552.620625082
C-WEU-NOR,2011,urb,1642738.2725372366
C-WEU-NOR,2012,urb,1681153.8492609437
C-WEU-NOR,2013,urb,1719799.3507962027
C-WEU-NOR,2014,urb,1758674.7771430137
C-WEU-NOR,2015,urb,1797780.1283013767
C-WEU-NOR,2016,urb,1837115.4042712927
C-WEU-NOR,2017,urb,1876680.60505276
C-WEU-NOR,2018,urb,1916475.73064578
C-WEU-NOR,2019,urb,1956500.7810503512
C-WEU-NOR,2020,urb,1996755.75627
C-WEU-NOR,2025,urb,2083531.16209
C-WEU-NOR,2030,urb,2162127.41205
C-WEU-NOR,2035,urb,2239846.66405
C-WEU-NOR,2040,urb,2316636.60111
C-WEU-NOR,2045,urb,2392884.31459
C-WEU-NOR,2050,urb,2471301.58381
C-WEU-PRT,2000,rur,1563551.7173617359
C-WEU-PRT,2001,rur,1562095.988328151
C-WEU-PRT,2002,rur,1560300.1851510624
C-WEU-PRT,2003,rur,1558164.3078304704
C-WEU-PRT,2004,rur,1555688.3563663757
C-WEU-PRT,2005,rur,1542002.7416945389
C-WEU-PRT,2006,rur,1538971.3127759295
C-WEU-PRT,2007,rur,1535599.8097138165
C-WEU-PRT,2008,rur,1531888.2325082002
C-WEU-PRT,2009,rur,1527836.5811590808
C-WEU-PRT,2010,rur,1523444.8556664584
C-WEU-PRT,2011,rur,1521891.7980263934
C-WEU-PRT,2012,rur,1519920.3588966061
C-WEU-PRT,2013,rur,1517530.5382770963
C-WEU-PRT,2014,rur,1514722.3361678643
C-WEU-PRT,2015,rur,1511495.7525689104
C-WEU-PRT,2016,rur,1494687.8455888315
C-WEU-PRT,2017,rur,1477807.103267145
C-WEU-PRT,2018,rur,1460853.5256038501
C-WEU-PRT,2019,rur,1443827.1125989477
C-WEU-PRT,2020,rur,1426727.86425
C-WEU-PRT,2025,rur,1341970.14776
C-WEU-PRT,2030,rur,1260285.71814
C-WEU-PRT,2035,rur,1187024.45001
C-WEU-PRT,2040,rur,1120235.82922
C-WEU-PRT,2045,rur,1058699.91545
C-WEU-PRT,2050,rur,1001921.0266
C-WEU-PRT,2000,urb,2043590.1581555798
C-WEU-PRT,2001,urb,2081208.5991737745
C-WEU-PRT,2002,urb,2119167.1143354727
C-WEU-PRT,2003,urb,2157465.7036406742
C-WEU-PRT,2004,urb,2196104.367089379
C-WEU-PRT,2005,urb,2219438.2674395964
C-WEU-PRT,2006,urb,2258632.4083428155
C-WEU-PRT,2007,urb,2298166.623389538
C-WEU-PRT,2008,urb,2338040.9125797646
C-WEU-PRT,2009,urb,2378255.2759134937
C-WEU-PRT,2010,urb,2418809.713390726
C-WEU-PRT,2011,urb,2464852.5083470703
C-WEU-PRT,2012,urb,2511313.684793137
C-WEU-PRT,2013,urb,2558193.2427289267
C-WEU-PRT,2014,urb,2605491.1821544375
C-WEU-PRT,2015,urb,2653207.5030696713
C-WEU-PRT,2016,urb,2677760.554840034
C-WEU-PRT,2017,urb,2702386.4419520046
C-WEU-PRT,2018,urb,2727085.164405583
C-WEU-PRT,2019,urb,2751856.7222007685
C-WEU-PRT,2020,urb,2776701.11534
C-WEU-PRT,2025,urb,2905980.68558
C-WEU-PRT,2030,urb,3023340.66484
C-WEU-PRT,2035,urb,3141863.81086
C-WEU-PRT,2040,urb,3259277.94856
C-WEU-PRT,2045,urb,3374345.53909
C-WEU-PRT,2050,urb,3486972.46177
C-WEU-SWE,2000,rur,692094.0315420011
C-WEU-SWE,2001,rur,687681.7038760377
C-WEU-SWE,2002,rur,683104.3724839721
C-WEU-SWE,2003,rur,678362.0373658035
C-WEU-SWE,2004,rur,673454.6985215329
C-WEU-SWE,2005,rur,664330.5143109546
C-WEU-SWE,2006,rur,659156.4437787872
C-WEU-SWE,2007,rur,653817.3695205172
C-WEU-SWE,2008,rur,648313.2915361442
C-WEU-SWE,2009,rur,642644.2098256693
C-WEU-SWE,2010,rur,636810.124389092
C-WEU-SWE,2011,rur,637582.1190923663
C-WEU-SWE,2012,rur,637955.7638371878
C-WEU-SWE,2013,rur,637931.0586235558
C-WEU-SWE,2014,rur,637508.0034514712
C-WEU-SWE,2015,rur,636686.5983209338
C-WEU-SWE,2016,rur,633951.1861254397
C-WEU-SWE,2017,rur,630874.5812076569
C-WEU-SWE,2018,rur,627456.7835675849
C-WEU-SWE,2019,rur,623697.7932052246
C-WEU-SWE,2020,rur,619597.61012
C-WEU-SWE,2025,rur,575691.18924
C-WEU-SWE,2030,rur,539039.91736
C-WEU-SWE,2035,rur,509437.69271
C-WEU-SWE,2040,rur,486173.57806
C-WEU-SWE,2045,rur,468711.21089
C-WEU-SWE,2050,rur,455974.22677
C-WEU-SWE,2000,urb,3443761.3021618407
C-WEU-SWE,2001,urb,3482209.0518786344
C-WEU-SWE,2002,urb,3520821.805321531
C-WEU-SWE,2003,urb,3559599.5624905294
C-WEU-SWE,2004,urb,3598542.3233856307
C-WEU-SWE,2005,urb,3615598.0664837533
C-WEU-SWE,2006,urb,3654807.5590667515
C-WEU-SWE,2007,urb,3694182.0553758526
C-WEU-SWE,2008,urb,3733721.5554110557
C-WEU-SWE,2009,urb,3773426.059172361
C-WEU-SWE,2010,urb,3813295.5666597686
C-WEU-SWE,2011,urb,3894691.467676992
C-WEU-SWE,2012,urb,3976485.7186526684
C-WEU-SWE,2013,urb,4058678.319586799
C-WEU-SWE,2014,urb,4141269.270479381
C-WEU-SWE,2015,urb,4224258.571330416
C-WEU-SWE,2016,urb,4297372.02030164
C-WEU-SWE,2017,urb,4370826.661995152
C-WEU-SWE,2018,urb,4444622.496410956
C-WEU-SWE,2019,urb,4518759.5235490445
C-WEU-SWE,2020,urb,4593237.74341
C-WEU-SWE,2025,urb,4817705.74953
C-WEU-SWE,2030,urb,5014065.23728
C-WEU-SWE,2035,urb,5201747.20313
C-WEU-SWE,2040,urb,5395432.73773
C-WEU-SWE,2045,urb,5605824.95932
C-WEU-SWE,2050,urb,5835928.99903
R32ANUZ,2020,rur,1535044.84031
R32ANUZ,2025,rur,1459953.98207
R32ANUZ,2030,rur,1391549.55498
R32ANUZ,2035,rur,1327345.53714
R32ANUZ,2040,rur,1267438.56679
R32ANUZ,2045,rur,1212577.09886
R32ANUZ,2050,rur,1163006.19789
R32ANUZ,2020,urb,10364685.79435
R32ANUZ,2025,urb,10899268.28322
R32ANUZ,2030,urb,11408416.4099
R32ANUZ,2035,urb,11881367.69409
R32ANUZ,2040,urb,12326395.26109
R32ANUZ,2045,urb,12759064.43981
R32ANUZ,2050,urb,13189211.52514
R32BRA,2020,rur,8189850.91938
R32BRA,2025,rur,7604151.69522
R32BRA,2030,rur,7115760.90674
R32BRA,2035,rur,6674029.64418
R32BRA,2040,rur,6266050.09003
R32BRA,2045,rur,5884809.96789
R32BRA,2050,rur,5523958.05331
R32BRA,2020,urb,56029163.58213
R32BRA,2025,urb,58124534.4075
R32BRA,2030,urb,60020392.56758
R32BRA,2035,urb,61483952.83316
R32BRA,2040,urb,62508509.12447
R32BRA,2045,urb,63112844.71489
R32BRA,2050,urb,63301833.78959
R32CAN,2020,rur,2676365.41599
R32CAN,2025,rur,2527443.21933
R32CAN,2030,rur,2370122.06279
R32CAN,2035,rur,2209402.5122
R32CAN,2040,rur,2047147.79793
R32CAN,2045,rur,1887207.21327
R32CAN,2050,rur,1733488.18224
R32CAN,2020,urb,12735159.48197
R32CAN,2025,urb,13245417.597
R32CAN,2030,urb,13729063.24333
R32CAN,2035,urb,14192991.77352
R32CAN,2040,urb,14631586.07962
R32CAN,2045,urb,15053611.56224
R32CAN,2050,urb,15479183.6545
R32CAS-CAU,2020,rur,1647021.73423
R32CAS-CAU,2025,rur,1527963.81608
R32CAS-CAU,2030,rur,1421848.16759
R32CAS-CAU,2035,rur,1323403.16405
R32CAS-CAU,2040,rur,1231111.19668
R32CAS-CAU,2045,rur,1142381.08428
R32CAS-CAU,2050,rur,1057599.97218
R32CAS-CAU,2020,urb,2480341.11435
R32CAS-CAU,2025,urb,2588897.08184
R32CAS-CAU,2030,urb,2690756.74249
R32CAS-CAU,2035,urb,2778346.4225
R32CAS-CAU,2040,urb,2849968.67361
R32CAS-CAU,2045,urb,2900336.38689
R32CAS-CAU,2050,urb,2929944.62017
R32CAS-OTH,2020,rur,7524057.97499
R32CAS-OTH,2025,rur,7615442.51394
R32CAS-OTH,2030,rur,7615110.79934
R32CAS-OTH,2035,rur,7557721.59753
R32CAS-OTH,2040,rur,7473899.11136
R32CAS-OTH,2045,rur,7363806.50432
R32CAS-OTH,2050,rur,7212775.40636
R32CAS-OTH,2020,urb,8578111.98437
R32CAS-OTH,2025,urb,9737123.33713
R32CAS-OTH,2030,urb,10856144.23863
R32CAS-OTH,2035,urb,11942807.29463
R32CAS-OTH,2040,urb,13023588.13218
R32CAS-OTH,2045,urb,14086787.3089
R32CAS-OTH,2050,urb,15090019.22191
R32CHN,2020,rur,171069317.58593
R32CHN,2025,rur,156757237.62487
R32CHN,2030,rur,142834008.85695
R32CHN,2035,rur,129911484.26298
R32CHN,2040,rur,118066175.20079
R32CHN,2045,rur,107072676.85492
R32CHN,2050,rur,96730865.21385
R32CHN,2020,urb,252649600.16555
R32CHN,2025,urb,267682223.61774
R32CHN,2030,urb,278628869.84127
R32CHN,2035,urb,286399623.72519
R32CHN,2040,urb,291390065.33175
R32CHN,2045,urb,293389067.22792
R32CHN,2050,urb,292100662.5968
R32EEU,2020,rur,2362388.673
R32EEU,2025,rur,2130481.34035
R32EEU,2030,rur,1942754.2349
R32EEU,2035,rur,1767906.08094
R32EEU,2040,rur,1606581.66067
R32EEU,2045,rur,1460622.90888
R32EEU,2050,rur,1330266.67152
R32EEU,2020,urb,3269500.36854
R32EEU,2025,urb,3338238.4393
R32EEU,2030,urb,3419652.20427
R32EEU,2035,urb,3474193.77179
R32EEU,2040,urb,3504897.74033
R32EEU,2045,urb,3519299.16909
R32EEU,2050,urb,3523340.30019
R32EEU-FSU,2020,rur,6610722.85537
R32EEU-FSU,2025,rur,5331707.26542
R32EEU-FSU,2030,rur,5020450.51704
R32EEU-FSU,2035,rur,4674612.27835
R32EEU-FSU,2040,rur,4317073.26499
R32EEU-FSU,2045,rur,3965812.853
R32EEU-FSU,2050,rur,3635754.36074
R32EEU-FSU,2020,urb,16272275.92487
R32EEU-FSU,2025,urb,14332403.45886
R32EEU-FSU,2030,urb,14748608.84842
R32EEU-FSU,2035,urb,14979997.80527
R32EEU-FSU,2040,urb,15064035.66523
R32EEU-FSU,2045,urb,15043935.18266
R32EEU-FSU,2050,urb,14969892.25936
R32IDN,2020,rur,30559820.05626
R32IDN,2025,rur,29578179.46652
R32IDN,2030,rur,28632852.23363
R32IDN,2035,rur,27561447.83436
R32IDN,2040,rur,26379184.12149
R32IDN,2045,rur,25120362.56689
R32IDN,2050,rur,23813299.08087
R32IDN,2020,urb,39602316.21317
R32IDN,2025,urb,43140147.47649
R32IDN,2030,urb,46647421.85963
R32IDN,2035,urb,49806191.54388
R32IDN,2040,urb,52541336.86296
R32IDN,2045,urb,54827323.96161
R32IDN,2050,urb,56653346.51498
R32IND,2020,rur,194643903.19771
R32IND,2025,rur,192321469.67377
R32IND,2030,rur,189562371.4365
R32IND,2035,rur,185215877.68075
R32IND,2040,rur,179490230.02489
R32IND,2045,rur,172586125.89891
R32IND,2050,rur,164787141.66065001
R32IND,2020,urb,109506292.42593
R32IND,2025,urb,123976027.04396
R32IND,2030,urb,139042748.47598
R32IND,2035,urb,153529746.17045
R32IND,2040,urb,167049588.79349
R32IND,2045,urb,179207013.26958
R32IND,2050,urb,189776960.52754
R32JPN,2020,rur,4370828.047
R32JPN,2025,rur,3991140.5625
R32JPN,2030,rur,3620387.49581
R32JPN,2035,rur,3258384.21932
R32JPN,2040,rur,2910933.6684
R32JPN,2045,rur,2582920.4823
R32JPN,2050,rur,2279288.73026
R32JPN,2020,urb,49510188.26201
R32JPN,2025,urb,48572280.46754
R32JPN,2030,urb,47601846.40977
R32JPN,2035,urb,46548772.86223
R32JPN,2040,urb,45443446.15993
R32JPN,2045,urb,44311060.63358
R32JPN,2050,urb,43206417.27833
R32KOR,2020,rur,3354790.24457
R32KOR,2025,rur,3000868.6426
R32KOR,2030,rur,2700006.11568
R32KOR,2035,rur,2437817.66695
R32KOR,2040,rur,2202157.30685
R32KOR,2045,rur,1988468.75292
