region,year,yrs_prod,type,energy_label,fuel,energy_intensity_per_year
C-EEU-BGR,1990,1990,WASH_MACH,A,electricity,0.47718
C-EEU-BGR,1990,1990,WASH_MACH,B,electricity,0.5726952
C-EEU-BGR,1990,1990,WASH_MACH,C,electricity,0.6556968
C-EEU-BGR,1990,1990,WASH_MACH,D,electricity,0.7645176
C-EEU-BGR,1990,1990,WASH_MACH,E,electricity,0.848628
C-EEU-BGR,1990,1990,WASH_MACH,F,electricity,0.953568
C-EEU-BGR,1990,1990,WASH_MACH,G,electricity,1.117116
C-EEU-BGR,1990,1990,WASH_MACH_COM,A,electricity,5.2699248
C-EEU-BGR,1990,1990,WASH_MACH_COM,B,electricity,6.6869064
C-EEU-BGR,1990,1990,WASH_MACH_COM,C,electricity,8.5370544
C-EEU-BGR,1990,1990,WASH_MACH_COM,D,electricity,10.5286608
C-EEU-BGR,1990,1990,WASH_MACH_COM,E,electricity,11.216772
C-EEU-BGR,1990,1990,WASH_MACH_COM,F,electricity,12.5730144
C-EEU-BGR,1990,1990,WASH_MACH_COM,G,electricity,14.0930928
C-EEU-BGR,1995,1990,WASH_MACH,A,electricity,0.47718
C-EEU-BGR,1995,1990,WASH_MACH,B,electricity,0.5726952
C-EEU-BGR,1995,1990,WASH_MACH,C,electricity,0.6556968
C-EEU-BGR,1995,1990,WASH_MACH,D,electricity,0.7645176
C-EEU-BGR,1995,1990,WASH_MACH,E,electricity,0.848628
C-EEU-BGR,1995,1990,WASH_MACH,F,electricity,0.953568
C-EEU-BGR,1995,1990,WASH_MACH,G,electricity,1.117116
C-EEU-BGR,1995,1995,WASH_MACH,A,electricity,0.4532616
C-EEU-BGR,1995,1995,WASH_MACH,B,electricity,0.5440248
C-EEU-BGR,1995,1995,WASH_MACH,C,electricity,0.622908
C-EEU-BGR,1995,1995,WASH_MACH,D,electricity,0.726264
C-EEU-BGR,1995,1995,WASH_MACH,E,electricity,0.8061768
C-EEU-BGR,1995,1995,WASH_MACH,F,electricity,0.9058896
C-EEU-BGR,1995,1995,WASH_MACH,G,electricity,1.06128
C-EEU-BGR,1995,1990,WASH_MACH_COM,A,electricity,5.2699248
C-EEU-BGR,1995,1990,WASH_MACH_COM,B,electricity,6.6869064
C-EEU-BGR,1995,1990,WASH_MACH_COM,C,electricity,8.5370544
C-EEU-BGR,1995,1990,WASH_MACH_COM,D,electricity,10.5286608
C-EEU-BGR,1995,1990,WASH_MACH_COM,E,electricity,11.216772
C-EEU-BGR,1995,1990,WASH_MACH_COM,F,electricity,12.5730144
C-EEU-BGR,1995,1990,WASH_MACH_COM,G,electricity,14.0930928
C-EEU-BGR,1995,1995,WASH_MACH_COM,A,electricity,5.0061888
C-EEU-BGR,1995,1995,WASH_MACH_COM,B,electricity,6.3528408
C-EEU-BGR,1995,1995,WASH_MACH_COM,C,electricity,8.1102816
