region,urt,year,type,access
C-EEU-EST,rur,2045,WASH_MACH_COM,0
C-EEU-EST,rur,2050,WASH_MACH_COM,0
C-EEU-EST,rur,2000,WASH_MACH_COM,0
C-WEU-FIN,rur,2005,WASH_MACH_COM,0
C-WEU-FIN,rur,2010,WASH_MACH_COM,0
C-WEU-FIN,rur,2015,WASH_MACH_COM,0
C-WEU-FIN,rur,2020,WASH_MACH_COM,0
C-WEU-FIN,rur,2025,WASH_MACH_COM,0
C-WEU-FIN,rur,2030,WASH_MACH_COM,0
C-WEU-FIN,rur,2035,WASH_MACH_COM,0
C-WEU-FIN,rur,2040,WASH_MACH_COM,0
C-WEU-FIN,rur,2045,WASH_MACH_COM,0
C-WEU-FIN,rur,2050,WASH_MACH_COM,0
C-WEU-FIN,rur,2000,WASH_MACH_COM,0
C-WEU-FRA,rur,2005,WASH_MACH_COM,0
C-WEU-FRA,rur,2010,WASH_MACH_COM,0
C-WEU-FRA,rur,2015,WASH_MACH_COM,0
C-WEU-FRA,rur,2020,WASH_MACH_COM,0
C-WEU-FRA,rur,2025,WASH_MACH_COM,0
C-WEU-FRA,rur,2030,WASH_MACH_COM,0
C-WEU-FRA,rur,2035,WASH_MACH_COM,0
C-WEU-FRA,rur,2040,WASH_MACH_COM,0
C-WEU-FRA,rur,2045,WASH_MACH_COM,0
C-WEU-FRA,rur,2050,WASH_MACH_COM,0
C-WEU-FRA,rur,2000,WASH_MACH_COM,0
C-WEU-DEU,rur,2005,WASH_MACH_COM,0
C-WEU-DEU,rur,2010,WASH_MACH_COM,0
C-WEU-DEU,rur,2015,WASH_MACH_COM,0
C-WEU-DEU,rur,2020,WASH_MACH_COM,0
C-WEU-DEU,rur,2025,WASH_MACH_COM,0
C-WEU-DEU,rur,2030,WASH_MACH_COM,0
C-WEU-DEU,rur,2035,WASH_MACH_COM,0
C-WEU-DEU,rur,2040,WASH_MACH_COM,0
C-WEU-DEU,rur,2045,WASH_MACH_COM,0
C-WEU-DEU,rur,2050,WASH_MACH_COM,0
C-WEU-DEU,rur,2000,WASH_MACH_COM,0
C-WEU-GRC,rur,2005,WASH_MACH_COM,0
C-WEU-GRC,rur,2010,WASH_MACH_COM,0
C-WEU-GRC,rur,2015,WASH_MACH_COM,0
C-WEU-GRC,rur,2020,WASH_MACH_COM,0
C-WEU-GRC,rur,2025,WASH_MACH_COM,0
C-WEU-GRC,rur,2030,WASH_MACH_COM,0
C-WEU-GRC,rur,2035,WASH_MACH_COM,0
C-WEU-GRC,rur,2040,WASH_MACH_COM,0
C-WEU-GRC,rur,2045,WASH_MACH_COM,0
C-WEU-GRC,rur,2050,WASH_MACH_COM,0
C-WEU-GRC,rur,2000,WASH_MACH_COM,0
C-EEU-HUN,rur,2005,WASH_MACH_COM,0
C-EEU-HUN,rur,2010,WASH_MACH_COM,0
C-EEU-HUN,rur,2015,WASH_MACH_COM,0
C-EEU-HUN,rur,2020,WASH_MACH_COM,0
C-EEU-HUN,rur,2025,WASH_MACH_COM,0
C-EEU-HUN,rur,2030,WASH_MACH_COM,0
C-EEU-HUN,rur,2035,WASH_MACH_COM,0
C-EEU-HUN,rur,2040,WASH_MACH_COM,0
C-EEU-HUN,rur,2045,WASH_MACH_COM,0
C-EEU-HUN,rur,2050,WASH_MACH_COM,0
C-EEU-HUN,rur,2000,WASH_MACH_COM,0
C-WEU-IRL,rur,2005,WASH_MACH_COM,0
C-WEU-IRL,rur,2010,WASH_MACH_COM,0
C-WEU-IRL,rur,2015,WASH_MACH_COM,0
C-WEU-IRL,rur,2020,WASH_MACH_COM,0
C-WEU-IRL,rur,2025,WASH_MACH_COM,0
C-WEU-IRL,rur,2030,WASH_MACH_COM,0
C-WEU-IRL,rur,2035,WASH_MACH_COM,0
C-WEU-IRL,rur,2040,WASH_MACH_COM,0
C-WEU-IRL,rur,2045,WASH_MACH_COM,0
C-WEU-IRL,rur,2050,WASH_MACH_COM,0
C-WEU-IRL,rur,2000,WASH_MACH_COM,0
C-WEU-ITA,rur,2005,WASH_MACH_COM,0
C-WEU-ITA,rur,2010,WASH_MACH_COM,0
C-WEU-ITA,rur,2015,WASH_MACH_COM,0
C-WEU-ITA,rur,2020,WASH_MACH_COM,0
C-WEU-ITA,rur,2025,WASH_MACH_COM,0
C-WEU-ITA,rur,2030,WASH_MACH_COM,0
C-WEU-ITA,rur,2035,WASH_MACH_COM,0
C-WEU-ITA,rur,2040,WASH_MACH_COM,0
C-WEU-ITA,rur,2045,WASH_MACH_COM,0
C-WEU-ITA,rur,2050,WASH_MACH_COM,0
C-WEU-ITA,rur,2000,WASH_MACH_COM,0
C-EEU-LVA,rur,2005,WASH_MACH_COM,0
C-EEU-LVA,rur,2010,WASH_MACH_COM,0
C-EEU-LVA,rur,2015,WASH_MACH_COM,0
C-EEU-LVA,rur,2020,WASH_MACH_COM,0
C-EEU-LVA,rur,2025,WASH_MACH_COM,0
C-EEU-LVA,rur,2030,WASH_MACH_COM,0
C-EEU-LVA,rur,2035,WASH_MACH_COM,0
C-EEU-LVA,rur,2040,WASH_MACH_COM,0
C-EEU-LVA,rur,2045,WASH_MACH_COM,0
C-EEU-LVA,rur,2050,WASH_MACH_COM,0
C-EEU-LVA,rur,2000,WASH_MACH_COM,0
C-EEU-LTU,rur,2005,WASH_MACH_COM,0
C-EEU-LTU,rur,2010,WASH_MACH_COM,0
C-EEU-LTU,rur,2015,WASH_MACH_COM,0
C-EEU-LTU,rur,2020,WASH_MACH_COM,0
C-EEU-LTU,rur,2025,WASH_MACH_COM,0
C-EEU-LTU,rur,2030,WASH_MACH_COM,0
C-EEU-LTU,rur,2035,WASH_MACH_COM,0
C-EEU-LTU,rur,2040,WASH_MACH_COM,0
C-EEU-LTU,rur,2045,WASH_MACH_COM,0
C-EEU-LTU,rur,2050,WASH_MACH_COM,0
C-EEU-LTU,rur,2000,WASH_MACH_COM,0
C-WEU-LUX,rur,2005,WASH_MACH_COM,0
C-WEU-LUX,rur,2010,WASH_MACH_COM,0
C-WEU-LUX,rur,2015,WASH_MACH_COM,0
C-WEU-LUX,rur,2020,WASH_MACH_COM,0
C-WEU-LUX,rur,2025,WASH_MACH_COM,0
C-WEU-LUX,rur,2030,WASH_MACH_COM,0
C-WEU-LUX,rur,2035,WASH_MACH_COM,0
C-WEU-LUX,rur,2040,WASH_MACH_COM,0
C-WEU-LUX,rur,2045,WASH_MACH_COM,0
C-WEU-LUX,rur,2050,WASH_MACH_COM,0
C-WEU-LUX,rur,2000,WASH_MACH_COM,0
C-WEU-MLT,rur,2005,WASH_MACH_COM,0
C-WEU-MLT,rur,2010,WASH_MACH_COM,0
C-WEU-MLT,rur,2015,WASH_MACH_COM,0
C-WEU-MLT,rur,2020,WASH_MACH_COM,0
C-WEU-MLT,rur,2025,WASH_MACH_COM,0
C-WEU-MLT,rur,2030,WASH_MACH_COM,0
C-WEU-MLT,rur,2035,WASH_MACH_COM,0
C-WEU-MLT,rur,2040,WASH_MACH_COM,0
C-WEU-MLT,rur,2045,WASH_MACH_COM,0
C-WEU-MLT,rur,2050,WASH_MACH_COM,0
C-WEU-MLT,rur,2000,WASH_MACH_COM,0
C-WEU-NLD,rur,2005,WASH_MACH_COM,0
C-WEU-NLD,rur,2010,WASH_MACH_COM,0
C-WEU-NLD,rur,2015,WASH_MACH_COM,0
C-WEU-NLD,rur,2020,WASH_MACH_COM,0
C-WEU-NLD,rur,2025,WASH_MACH_COM,0
C-WEU-NLD,rur,2030,WASH_MACH_COM,0
C-WEU-NLD,rur,2035,WASH_MACH_COM,0
C-WEU-NLD,rur,2040,WASH_MACH_COM,0
C-WEU-NLD,rur,2045,WASH_MACH_COM,0
C-WEU-NLD,rur,2050,WASH_MACH_COM,0
C-WEU-NLD,rur,2000,WASH_MACH_COM,0
C-EEU-POL,rur,2005,WASH_MACH_COM,0
C-EEU-POL,rur,2010,WASH_MACH_COM,0
C-EEU-POL,rur,2015,WASH_MACH_COM,0
C-EEU-POL,rur,2020,WASH_MACH_COM,0
C-EEU-POL,rur,2025,WASH_MACH_COM,0
C-EEU-POL,rur,2030,WASH_MACH_COM,0
C-EEU-POL,rur,2035,WASH_MACH_COM,0
C-EEU-POL,rur,2040,WASH_MACH_COM,0
C-EEU-POL,rur,2045,WASH_MACH_COM,0
C-EEU-POL,rur,2050,WASH_MACH_COM,0
C-EEU-POL,rur,2000,WASH_MACH_COM,0
C-WEU-PRT,rur,2005,WASH_MACH_COM,0
C-WEU-PRT,rur,2010,WASH_MACH_COM,0
C-WEU-PRT,rur,2015,WASH_MACH_COM,0
C-WEU-PRT,rur,2020,WASH_MACH_COM,0
C-WEU-PRT,rur,2025,WASH_MACH_COM,0
C-WEU-PRT,rur,2030,WASH_MACH_COM,0
C-WEU-PRT,rur,2035,WASH_MACH_COM,0
C-WEU-PRT,rur,2040,WASH_MACH_COM,0
C-WEU-PRT,rur,2045,WASH_MACH_COM,0
C-WEU-PRT,rur,2050,WASH_MACH_COM,0
C-WEU-PRT,rur,2000,WASH_MACH_COM,0
C-EEU-ROU,rur,2005,WASH_MACH_COM,0
C-EEU-ROU,rur,2010,WASH_MACH_COM,0
C-EEU-ROU,rur,2015,WASH_MACH_COM,0
C-EEU-ROU,rur,2020,WASH_MACH_COM,0
C-EEU-ROU,rur,2025,WASH_MACH_COM,0
C-EEU-ROU,rur,2030,WASH_MACH_COM,0
C-EEU-ROU,rur,2035,WASH_MACH_COM,0
C-EEU-ROU,rur,2040,WASH_MACH_COM,0
C-EEU-ROU,rur,2045,WASH_MACH_COM,0
C-EEU-ROU,rur,2050,WASH_MACH_COM,0
C-EEU-ROU,rur,2000,WASH_MACH_COM,0
C-EEU-SVK,rur,2005,WASH_MACH_COM,0
C-EEU-SVK,rur,2010,WASH_MACH_COM,0
C-EEU-SVK,rur,2015,WASH_MACH_COM,0
C-EEU-SVK,rur,2020,WASH_MACH_COM,0
C-EEU-SVK,rur,2025,WASH_MACH_COM,0
C-EEU-SVK,rur,2030,WASH_MACH_COM,0
C-EEU-SVK,rur,2035,WASH_MACH_COM,0
C-EEU-SVK,rur,2040,WASH_MACH_COM,0
C-EEU-SVK,rur,2045,WASH_MACH_COM,0
C-EEU-SVK,rur,2050,WASH_MACH_COM,0
C-EEU-SVK,rur,2000,WASH_MACH_COM,0
C-EEU-SVN,rur,2005,WASH_MACH_COM,0
C-EEU-SVN,rur,2010,WASH_MACH_COM,0
C-EEU-SVN,rur,2015,WASH_MACH_COM,0
C-EEU-SVN,rur,2020,WASH_MACH_COM,0
C-EEU-SVN,rur,2025,WASH_MACH_COM,0
C-EEU-SVN,rur,2030,WASH_MACH_COM,0
C-EEU-SVN,rur,2035,WASH_MACH_COM,0
C-EEU-SVN,rur,2040,WASH_MACH_COM,0
C-EEU-SVN,rur,2045,WASH_MACH_COM,0
C-EEU-SVN,rur,2050,WASH_MACH_COM,0
C-EEU-SVN,rur,2000,WASH_MACH_COM,0
C-WEU-ESP,rur,2005,WASH_MACH_COM,0
C-WEU-ESP,rur,2010,WASH_MACH_COM,0
C-WEU-ESP,rur,2015,WASH_MACH_COM,0
C-WEU-ESP,rur,2020,WASH_MACH_COM,0
C-WEU-ESP,rur,2025,WASH_MACH_COM,0
C-WEU-ESP,rur,2030,WASH_MACH_COM,0
C-WEU-ESP,rur,2035,WASH_MACH_COM,0
C-WEU-ESP,rur,2040,WASH_MACH_COM,0
C-WEU-ESP,rur,2045,WASH_MACH_COM,0
C-WEU-ESP,rur,2050,WASH_MACH_COM,0
C-WEU-ESP,rur,2000,WASH_MACH_COM,0
C-WEU-SWE,rur,2005,WASH_MACH_COM,0
C-WEU-SWE,rur,2010,WASH_MACH_COM,0
C-WEU-SWE,rur,2015,WASH_MACH_COM,0
C-WEU-SWE,rur,2020,WASH_MACH_COM,0
C-WEU-SWE,rur,2025,WASH_MACH_COM,0
C-WEU-SWE,rur,2030,WASH_MACH_COM,0
C-WEU-SWE,rur,2035,WASH_MACH_COM,0
C-WEU-SWE,rur,2040,WASH_MACH_COM,0
C-WEU-SWE,rur,2045,WASH_MACH_COM,0
C-WEU-SWE,rur,2050,WASH_MACH_COM,0
C-WEU-SWE,rur,2000,WASH_MACH_COM,0
C-WEU-GBR,rur,2005,WASH_MACH_COM,0
C-WEU-GBR,rur,2010,WASH_MACH_COM,0
C-WEU-GBR,rur,2015,WASH_MACH_COM,0
C-WEU-GBR,rur,2020,WASH_MACH_COM,0
C-WEU-GBR,rur,2025,WASH_MACH_COM,0
C-WEU-GBR,rur,2030,WASH_MACH_COM,0
C-WEU-GBR,rur,2035,WASH_MACH_COM,0
C-WEU-GBR,rur,2040,WASH_MACH_COM,0
C-WEU-GBR,rur,2045,WASH_MACH_COM,0
C-WEU-GBR,rur,2050,WASH_MACH_COM,0
C-WEU-GBR,rur,2000,WASH_MACH_COM,0
C-WEU-CHE,urb,1995,WASH_MACH_COM,0.0604792121537864
C-WEU-NOR,urb,1995,WASH_MACH_COM,0.0742651156229621
C-WEU-AUT,urb,1995,WASH_MACH_COM,0.0604792121537864
C-WEU-BEL,urb,1995,WASH_MACH_COM,0.0926763492206473
C-EEU-BGR,urb,1995,WASH_MACH_COM,0.0829814186172114
C-EEU-HRV,urb,1995,WASH_MACH_COM,0.0639528108875033
C-WEU-CYP,urb,1995,WASH_MACH_COM,0.0943060092553982
C-EEU-CZE,urb,1995,WASH_MACH_COM,0.0783129881929239
C-WEU-DNK,urb,1995,WASH_MACH_COM,0.0719854279432446
C-EEU-EST,urb,1995,WASH_MACH_COM,0.0751544473561303
C-WEU-FIN,urb,1995,WASH_MACH_COM,0.072954585838037
C-WEU-FRA,urb,1995,WASH_MACH_COM,0.0780776071114506
C-WEU-DEU,urb,1995,WASH_MACH_COM,0.0714995138536122
C-WEU-GRC,urb,1995,WASH_MACH_COM,0.0815856537538651
C-EEU-HUN,urb,1995,WASH_MACH_COM,0.063139433719916
C-WEU-IRL,urb,1995,WASH_MACH_COM,0.0739266087306856
C-WEU-ITA,urb,1995,WASH_MACH_COM,0.0751698630099995
C-EEU-LVA,urb,1995,WASH_MACH_COM,0.0790836868122717
C-EEU-LTU,urb,1995,WASH_MACH_COM,0.0746692633578502
C-WEU-LUX,urb,1995,WASH_MACH_COM,0.0875140206787684
C-WEU-MLT,urb,1995,WASH_MACH_COM,0.11926565316667
C-WEU-NLD,urb,1995,WASH_MACH_COM,0.0792334518783215
C-EEU-POL,urb,1995,WASH_MACH_COM,0.0740822627652433
C-WEU-PRT,urb,1995,WASH_MACH_COM,0.0674546311850309
C-EEU-ROU,urb,1995,WASH_MACH_COM,0.0608799243969499
C-EEU-SVK,urb,1995,WASH_MACH_COM,0.0734735366277745
C-EEU-SVN,urb,1995,WASH_MACH_COM,0.066485568949161
C-WEU-ESP,urb,1995,WASH_MACH_COM,0.0968048270029887
C-WEU-SWE,urb,1995,WASH_MACH_COM,0.0742651156229621
C-WEU-GBR,urb,1995,WASH_MACH_COM,0.0742651156229621
C-WEU-CHE,urb,1990,WASH_MACH_COM,0.0670382737381397
C-WEU-NOR,urb,1990,WASH_MACH_COM,0.0808801858202304
C-WEU-AUT,urb,1990,WASH_MACH_COM,0.0670382737381397
C-WEU-BEL,urb,1990,WASH_MACH_COM,0.101036982272376
C-EEU-BGR,urb,1990,WASH_MACH_COM,0.0895580240601674
C-EEU-HRV,urb,1990,WASH_MACH_COM,0.069482830530837
C-WEU-CYP,urb,1990,WASH_MACH_COM,0.106323713700779
C-EEU-CZE,urb,1990,WASH_MACH_COM,0.085822530266113
C-WEU-DNK,urb,1990,WASH_MACH_COM,0.0783284694728997
C-EEU-EST,urb,1990,WASH_MACH_COM,0.0841149285068613
C-WEU-FIN,urb,1990,WASH_MACH_COM,0.0793953353467963
C-WEU-FRA,urb,1990,WASH_MACH_COM,0.086505589390216
C-WEU-DEU,urb,1990,WASH_MACH_COM,0.0795398184848552
C-WEU-GRC,urb,1990,WASH_MACH_COM,0.0880455017258097
C-EEU-HUN,urb,1990,WASH_MACH_COM,0.0659978949819787
C-WEU-IRL,urb,1990,WASH_MACH_COM,0.0816003861151291
C-WEU-ITA,urb,1990,WASH_MACH_COM,0.0834482114190263
C-EEU-LVA,urb,1990,WASH_MACH_COM,0.0880928130400974
C-EEU-LTU,urb,1990,WASH_MACH_COM,0.0831387301596965
C-WEU-LUX,urb,1990,WASH_MACH_COM,0.094499395620586693
C-WEU-MLT,urb,1990,WASH_MACH_COM,0.133350479030862
C-WEU-NLD,urb,1990,WASH_MACH_COM,0.0862480857537733
C-EEU-POL,urb,1990,WASH_MACH_COM,0.0814000125974049
C-WEU-PRT,urb,1990,WASH_MACH_COM,0.0732654756259813
C-EEU-ROU,urb,1990,WASH_MACH_COM,0.0662754923629948
C-EEU-SVK,urb,1990,WASH_MACH_COM,0.0822238643849348
C-EEU-SVN,urb,1990,WASH_MACH_COM,0.0745241827952751
C-WEU-ESP,urb,1990,WASH_MACH_COM,0.10829299824317801
C-WEU-SWE,urb,1990,WASH_MACH_COM,0.0808801858202304
C-WEU-GBR,urb,1990,WASH_MACH_COM,0.0808801858202304
C-WEU-CHE,urb,2005,WASH_MACH_COM,0.0480199929415034
C-WEU-CHE,urb,2010,WASH_MACH_COM,0.0419763366330147
C-WEU-CHE,urb,2015,WASH_MACH_COM,0.0356010102920992
C-WEU-CHE,urb,2020,WASH_MACH_COM,0.0312264097651891
C-WEU-CHE,urb,2025,WASH_MACH_COM,0.0474104859360327
C-WEU-CHE,urb,2030,WASH_MACH_COM,0.0639749628204378
C-WEU-CHE,urb,2035,WASH_MACH_COM,0.0808474224315242
C-WEU-CHE,urb,2040,WASH_MACH_COM,0.0980261793733053
C-WEU-CHE,urb,2045,WASH_MACH_COM,0.116332324485619
C-WEU-CHE,urb,2050,WASH_MACH_COM,0.133118225330379
C-WEU-CHE,urb,2000,WASH_MACH_COM,0.0539640341220842
C-WEU-NOR,urb,2005,WASH_MACH_COM,0.0618388940509323
C-WEU-NOR,urb,2010,WASH_MACH_COM,0.0558831251016127
C-WEU-NOR,urb,2015,WASH_MACH_COM,0.0478623160277514
C-WEU-NOR,urb,2020,WASH_MACH_COM,0.0420018640137355
