region,urt,year,type,access
C-WEU-CHE,rur,1995,WASH_MACH_COM,0
C-WEU-NOR,rur,1995,WASH_MACH_COM,0
C-WEU-AUT,rur,1995,WASH_MACH_COM,0
C-WEU-BEL,rur,1995,WASH_MACH_COM,0
C-EEU-BGR,rur,1995,WASH_MACH_COM,0
C-EEU-HRV,rur,1995,WASH_MACH_COM,0
C-WEU-CYP,rur,1995,WASH_MACH_COM,0
C-EEU-CZE,rur,1995,WASH_MACH_COM,0
C-WEU-DNK,rur,1995,WASH_MACH_COM,0
C-EEU-EST,rur,1995,WASH_MACH_COM,0
C-WEU-FIN,rur,1995,WASH_MACH_COM,0
C-WEU-FRA,rur,1995,WASH_MACH_COM,0
C-WEU-DEU,rur,1995,WASH_MACH_COM,0
C-WEU-GRC,rur,1995,WASH_MACH_COM,0
C-EEU-HUN,rur,1995,WASH_MACH_COM,0
C-WEU-IRL,rur,1995,WASH_MACH_COM,0
C-WEU-ITA,rur,1995,WASH_MACH_COM,0
C-EEU-LVA,rur,1995,WASH_MACH_COM,0
C-EEU-LTU,rur,1995,WASH_MACH_COM,0
C-WEU-LUX,rur,1995,WASH_MACH_COM,0
C-WEU-MLT,rur,1995,WASH_MACH_COM,0
C-WEU-NLD,rur,1995,WASH_MACH_COM,0
C-EEU-POL,rur,1995,WASH_MACH_COM,0
C-WEU-PRT,rur,1995,WASH_MACH_COM,0
C-EEU-ROU,rur,1995,WASH_MACH_COM,0
C-EEU-SVK,rur,1995,WASH_MACH_COM,0
C-EEU-SVN,rur,1995,WASH_MACH_COM,0
C-WEU-ESP,rur,1995,WASH_MACH_COM,0
C-WEU-SWE,rur,1995,WASH_MACH_COM,0
C-WEU-GBR,rur,1995,WASH_MACH_COM,0
C-WEU-CHE,rur,1990,WASH_MACH_COM,0
C-WEU-NOR,rur,1990,WASH_MACH_COM,0
C-WEU-AUT,rur,1990,WASH_MACH_COM,0
C-WEU-BEL,rur,1990,WASH_MACH_COM,0
C-EEU-BGR,rur,1990,WASH_MACH_COM,0
C-EEU-HRV,rur,1990,WASH_MACH_COM,0
C-WEU-CYP,rur,1990,WASH_MACH_COM,0
C-EEU-CZE,rur,1990,WASH_MACH_COM,0
C-WEU-DNK,rur,1990,WASH_MACH_COM,0
C-EEU-EST,rur,1990,WASH_MACH_COM,0
C-WEU-FIN,rur,1990,WASH_MACH_COM,0
C-WEU-FRA,rur,1990,WASH_MACH_COM,0
C-WEU-DEU,rur,1990,WASH_MACH_COM,0
C-WEU-GRC,rur,1990,WASH_MACH_COM,0
C-EEU-HUN,rur,1990,WASH_MACH_COM,0
C-WEU-IRL,rur,1990,WASH_MACH_COM,0
C-WEU-ITA,rur,1990,WASH_MACH_COM,0
C-EEU-LVA,rur,1990,WASH_MACH_COM,0
C-EEU-LTU,rur,1990,WASH_MACH_COM,0
C-WEU-LUX,rur,1990,WASH_MACH_COM,0
C-WEU-MLT,rur,1990,WASH_MACH_COM,0
C-WEU-NLD,rur,1990,WASH_MACH_COM,0
C-EEU-POL,rur,1990,WASH_MACH_COM,0
C-WEU-PRT,rur,1990,WASH_MACH_COM,0
C-EEU-ROU,rur,1990,WASH_MACH_COM,0
C-EEU-SVK,rur,1990,WASH_MACH_COM,0
C-EEU-SVN,rur,1990,WASH_MACH_COM,0
C-WEU-ESP,rur,1990,WASH_MACH_COM,0
C-WEU-SWE,rur,1990,WASH_MACH_COM,0
C-WEU-GBR,rur,1990,WASH_MACH_COM,0
C-WEU-CHE,rur,2005,WASH_MACH_COM,0
C-WEU-CHE,rur,2010,WASH_MACH_COM,0
C-WEU-CHE,rur,2015,WASH_MACH_COM,0
C-WEU-CHE,rur,2020,WASH_MACH_COM,0
C-WEU-CHE,rur,2025,WASH_MACH_COM,0
C-WEU-CHE,rur,2030,WASH_MACH_COM,0
C-WEU-CHE,rur,2035,WASH_MACH_COM,0
C-WEU-CHE,rur,2040,WASH_MACH_COM,0
C-WEU-CHE,rur,2045,WASH_MACH_COM,0
C-WEU-CHE,rur,2050,WASH_MACH_COM,0
C-WEU-CHE,rur,2000,WASH_MACH_COM,0
C-WEU-NOR,rur,2005,WASH_MACH_COM,0
C-WEU-NOR,rur,2010,WASH_MACH_COM,0
C-WEU-NOR,rur,2015,WASH_MACH_COM,0
C-WEU-NOR,rur,2020,WASH_MACH_COM,0
C-WEU-NOR,rur,2025,WASH_MACH_COM,0
C-WEU-NOR,rur,2030,WASH_MACH_COM,0
C-WEU-NOR,rur,2035,WASH_MACH_COM,0
C-WEU-NOR,rur,2040,WASH_MACH_COM,0
C-WEU-NOR,rur,2045,WASH_MACH_COM,0
C-WEU-NOR,rur,2050,WASH_MACH_COM,0
C-WEU-NOR,rur,2000,WASH_MACH_COM,0
C-WEU-AUT,rur,2005,WASH_MACH_COM,0
C-WEU-AUT,rur,2010,WASH_MACH_COM,0
C-WEU-AUT,rur,2015,WASH_MACH_COM,0
C-WEU-AUT,rur,2020,WASH_MACH_COM,0
C-WEU-AUT,rur,2025,WASH_MACH_COM,0
C-WEU-AUT,rur,2030,WASH_MACH_COM,0
C-WEU-AUT,rur,2035,WASH_MACH_COM,0
C-WEU-AUT,rur,2040,WASH_MACH_COM,0
C-WEU-AUT,rur,2045,WASH_MACH_COM,0
C-WEU-AUT,rur,2050,WASH_MACH_COM,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,0
C-WEU-BEL,rur,2005,WASH_MACH_COM,0
C-WEU-BEL,rur,2010,WASH_MACH_COM,0
C-WEU-BEL,rur,2015,WASH_MACH_COM,0
C-WEU-BEL,rur,2020,WASH_MACH_COM,0
C-WEU-BEL,rur,2025,WASH_MACH_COM,0
C-WEU-BEL,rur,2030,WASH_MACH_COM,0
C-WEU-BEL,rur,2035,WASH_MACH_COM,0
C-WEU-BEL,rur,2040,WASH_MACH_COM,0
C-WEU-BEL,rur,2045,WASH_MACH_COM,0
C-WEU-BEL,rur,2050,WASH_MACH_COM,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,0
C-EEU-BGR,rur,2005,WASH_MACH_COM,0
C-EEU-BGR,rur,2010,WASH_MACH_COM,0
C-EEU-BGR,rur,2015,WASH_MACH_COM,0
C-EEU-BGR,rur,2020,WASH_MACH_COM,0
C-EEU-BGR,rur,2025,WASH_MACH_COM,0
C-EEU-BGR,rur,2030,WASH_MACH_COM,0
C-EEU-BGR,rur,2035,WASH_MACH_COM,0
C-EEU-BGR,rur,2040,WASH_MACH_COM,0
C-EEU-BGR,rur,2045,WASH_MACH_COM,0
C-EEU-BGR,rur,2050,WASH_MACH_COM,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,0
C-EEU-HRV,rur,2005,WASH_MACH_COM,0
C-EEU-HRV,rur,2010,WASH_MACH_COM,0
C-EEU-HRV,rur,2015,WASH_MACH_COM,0
C-EEU-HRV,rur,2020,WASH_MACH_COM,0
C-EEU-HRV,rur,2025,WASH_MACH_COM,0
C-EEU-HRV,rur,2030,WASH_MACH_COM,0
C-EEU-HRV,rur,2035,WASH_MACH_COM,0
C-EEU-HRV,rur,2040,WASH_MACH_COM,0
C-EEU-HRV,rur,2045,WASH_MACH_COM,0
C-EEU-HRV,rur,2050,WASH_MACH_COM,0
C-EEU-HRV,rur,2000,WASH_MACH_COM,0
C-WEU-CYP,rur,2005,WASH_MACH_COM,0
C-WEU-CYP,rur,2010,WASH_MACH_COM,0
C-WEU-CYP,rur,2015,WASH_MACH_COM,0
C-WEU-CYP,rur,2020,WASH_MACH_COM,0
C-WEU-CYP,rur,2025,WASH_MACH_COM,0
C-WEU-CYP,rur,2030,WASH_MACH_COM,0
C-WEU-CYP,rur,2035,WASH_MACH_COM,0
C-WEU-CYP,rur,2040,WASH_MACH_COM,0
C-WEU-CYP,rur,2045,WASH_MACH_COM,0
C-WEU-CYP,rur,2050,WASH_MACH_COM,0
C-WEU-CYP,rur,2000,WASH_MACH_COM,0
C-EEU-CZE,rur,2005,WASH_MACH_COM,0
C-EEU-CZE,rur,2010,WASH_MACH_COM,0
C-EEU-CZE,rur,2015,WASH_MACH_COM,0
C-EEU-CZE,rur,2020,WASH_MACH_COM,0
C-EEU-CZE,rur,2025,WASH_MACH_COM,0
C-EEU-CZE,rur,2030,WASH_MACH_COM,0
C-EEU-CZE,rur,2035,WASH_MACH_COM,0
C-EEU-CZE,rur,2040,WASH_MACH_COM,0
C-EEU-CZE,rur,2045,WASH_MACH_COM,0
C-EEU-CZE,rur,2050,WASH_MACH_COM,0
C-EEU-CZE,rur,2000,WASH_MACH_COM,0
C-WEU-DNK,rur,2005,WASH_MACH_COM,0
C-WEU-DNK,rur,2010,WASH_MACH_COM,0
C-WEU-DNK,rur,2015,WASH_MACH_COM,0
C-WEU-DNK,rur,2020,WASH_MACH_COM,0
C-WEU-DNK,rur,2025,WASH_MACH_COM,0
C-WEU-DNK,rur,2030,WASH_MACH_COM,0
C-WEU-DNK,rur,2035,WASH_MACH_COM,0
C-WEU-DNK,rur,2040,WASH_MACH_COM,0
C-WEU-DNK,rur,2045,WASH_MACH_COM,0
C-WEU-DNK,rur,2050,WASH_MACH_COM,0
C-WEU-DNK,rur,2000,WASH_MACH_COM,0
C-EEU-EST,rur,2005,WASH_MACH_COM,0
C-EEU-EST,rur,2010,WASH_MACH_COM,0
C-EEU-EST,rur,2015,WASH_MACH_COM,0
C-EEU-EST,rur,2020,WASH_MACH_COM,0
C-EEU-EST,rur,2025,WASH_MACH_COM,0
C-EEU-EST,rur,2030,WASH_MACH_COM,0
C-EEU-EST,rur,2035,WASH_MACH_COM,0
C-EEU-EST,rur,2040,WASH_MACH_COM,0
