region,year,type,energy_label,energy_class_distribution
C-WEU-NOR,2000,WASH_MACH,G,50
C-WEU-CHE,2000,WASH_MACH_COM,A,0
C-WEU-CHE,2000,WASH_MACH_COM,B,6
C-WEU-CHE,2000,WASH_MACH_COM,C,24
C-WEU-CHE,2000,WASH_MACH_COM,D,20
C-WEU-CHE,2000,WASH_MACH_COM,E,0
C-WEU-CHE,2000,WASH_MACH_COM,F,0
C-WEU-CHE,2000,WASH_MACH_COM,G,50
C-WEU-GBR,2000,WASH_MACH_COM,A,0
C-WEU-GBR,2000,WASH_MACH_COM,B,6
C-WEU-GBR,2000,WASH_MACH_COM,C,24
C-WEU-GBR,2000,WASH_MACH_COM,D,20
C-WEU-GBR,2000,WASH_MACH_COM,E,0
C-WEU-GBR,2000,WASH_MACH_COM,F,0
C-WEU-GBR,2000,WASH_MACH_COM,G,50
C-WEU-NOR,2000,WASH_MACH_COM,A,0
C-WEU-NOR,2000,WASH_MACH_COM,B,6
C-WEU-NOR,2000,WASH_MACH_COM,C,24
C-WEU-NOR,2000,WASH_MACH_COM,D,20
C-WEU-NOR,2000,WASH_MACH_COM,E,0
C-WEU-NOR,2000,WASH_MACH_COM,F,0
C-WEU-NOR,2000,WASH_MACH_COM,G,50
C-WEU-CHE,2005,WASH_MACH,A,0
C-WEU-CHE,2005,WASH_MACH,B,6
C-WEU-CHE,2005,WASH_MACH,C,50
C-WEU-CHE,2005,WASH_MACH,D,43
C-WEU-CHE,2005,WASH_MACH,E,1
C-WEU-CHE,2005,WASH_MACH,F,0
C-WEU-CHE,2005,WASH_MACH,G,0
C-WEU-GBR,2005,WASH_MACH,A,0
C-WEU-GBR,2005,WASH_MACH,B,6
C-WEU-GBR,2005,WASH_MACH,C,50
C-WEU-GBR,2005,WASH_MACH,D,43
C-WEU-GBR,2005,WASH_MACH,E,1
C-WEU-GBR,2005,WASH_MACH,F,0
C-WEU-GBR,2005,WASH_MACH,G,0
C-WEU-NOR,2005,WASH_MACH,A,0
C-WEU-NOR,2005,WASH_MACH,B,6
C-WEU-NOR,2005,WASH_MACH,C,50
C-WEU-NOR,2005,WASH_MACH,D,43
C-WEU-NOR,2005,WASH_MACH,E,1
C-WEU-NOR,2005,WASH_MACH,F,0
C-WEU-NOR,2005,WASH_MACH,G,0
C-WEU-CHE,2005,WASH_MACH_COM,A,0
C-WEU-CHE,2005,WASH_MACH_COM,B,6
C-WEU-CHE,2005,WASH_MACH_COM,C,50
C-WEU-CHE,2005,WASH_MACH_COM,D,43
C-WEU-CHE,2005,WASH_MACH_COM,E,1
C-WEU-CHE,2005,WASH_MACH_COM,F,0
C-WEU-CHE,2005,WASH_MACH_COM,G,0
C-WEU-GBR,2005,WASH_MACH_COM,A,0
C-WEU-GBR,2005,WASH_MACH_COM,B,6
C-WEU-GBR,2005,WASH_MACH_COM,C,50
C-WEU-GBR,2005,WASH_MACH_COM,D,43
C-WEU-GBR,2005,WASH_MACH_COM,E,1
C-WEU-GBR,2005,WASH_MACH_COM,F,0
C-WEU-GBR,2005,WASH_MACH_COM,G,0
C-WEU-NOR,2005,WASH_MACH_COM,A,0
C-WEU-NOR,2005,WASH_MACH_COM,B,6
C-WEU-NOR,2005,WASH_MACH_COM,C,50
C-WEU-NOR,2005,WASH_MACH_COM,D,43
C-WEU-NOR,2005,WASH_MACH_COM,E,1
C-WEU-NOR,2005,WASH_MACH_COM,F,0
C-WEU-NOR,2005,WASH_MACH_COM,G,0
C-WEU-CHE,2010,WASH_MACH,A,0
C-WEU-CHE,2010,WASH_MACH,B,12
C-WEU-CHE,2010,WASH_MACH,C,48
C-WEU-CHE,2010,WASH_MACH,D,40
C-WEU-CHE,2010,WASH_MACH,E,0
C-WEU-CHE,2010,WASH_MACH,F,0
C-WEU-CHE,2010,WASH_MACH,G,0
C-WEU-GBR,2010,WASH_MACH,A,0
C-WEU-GBR,2010,WASH_MACH,B,12
C-WEU-GBR,2010,WASH_MACH,C,48
C-WEU-GBR,2010,WASH_MACH,D,40
C-WEU-GBR,2010,WASH_MACH,E,0
C-WEU-GBR,2010,WASH_MACH,F,0
C-WEU-GBR,2010,WASH_MACH,G,0
C-WEU-NOR,2010,WASH_MACH,A,0
C-WEU-NOR,2010,WASH_MACH,B,12
C-WEU-NOR,2010,WASH_MACH,C,48
C-WEU-NOR,2010,WASH_MACH,D,40
C-WEU-NOR,2010,WASH_MACH,E,0
C-WEU-NOR,2010,WASH_MACH,F,0
C-WEU-NOR,2010,WASH_MACH,G,0
C-WEU-CHE,2010,WASH_MACH_COM,A,0
C-WEU-CHE,2010,WASH_MACH_COM,B,12
C-WEU-CHE,2010,WASH_MACH_COM,C,48
C-WEU-CHE,2010,WASH_MACH_COM,D,40
C-WEU-CHE,2010,WASH_MACH_COM,E,0
C-WEU-CHE,2010,WASH_MACH_COM,F,0
C-WEU-CHE,2010,WASH_MACH_COM,G,0
C-WEU-GBR,2010,WASH_MACH_COM,A,0
C-WEU-GBR,2010,WASH_MACH_COM,B,12
C-WEU-GBR,2010,WASH_MACH_COM,C,48
C-WEU-GBR,2010,WASH_MACH_COM,D,40
C-WEU-GBR,2010,WASH_MACH_COM,E,0
C-WEU-GBR,2010,WASH_MACH_COM,F,0
C-WEU-GBR,2010,WASH_MACH_COM,G,0
C-WEU-NOR,2010,WASH_MACH_COM,A,0
C-WEU-NOR,2010,WASH_MACH_COM,B,12
C-WEU-NOR,2010,WASH_MACH_COM,C,48
C-WEU-NOR,2010,WASH_MACH_COM,D,40
C-WEU-NOR,2010,WASH_MACH_COM,E,0
C-WEU-NOR,2010,WASH_MACH_COM,F,0
C-WEU-NOR,2010,WASH_MACH_COM,G,0
C-WEU-CHE,2015,WASH_MACH,A,59
C-WEU-CHE,2015,WASH_MACH,B,19
C-WEU-CHE,2015,WASH_MACH,C,18
C-WEU-CHE,2015,WASH_MACH,D,4
C-WEU-CHE,2015,WASH_MACH,E,0
C-WEU-CHE,2015,WASH_MACH,F,0
C-WEU-CHE,2015,WASH_MACH,G,0
C-WEU-GBR,2015,WASH_MACH,A,59
C-WEU-GBR,2015,WASH_MACH,B,19
C-WEU-GBR,2015,WASH_MACH,C,18
C-WEU-GBR,2015,WASH_MACH,D,4
C-WEU-GBR,2015,WASH_MACH,E,0
C-WEU-GBR,2015,WASH_MACH,F,0
C-WEU-GBR,2015,WASH_MACH,G,0
C-WEU-NOR,2015,WASH_MACH,A,59
C-WEU-NOR,2015,WASH_MACH,B,19
C-WEU-NOR,2015,WASH_MACH,C,18
C-WEU-NOR,2015,WASH_MACH,D,4
C-WEU-NOR,2015,WASH_MACH,E,0
C-WEU-NOR,2015,WASH_MACH,F,0
C-WEU-NOR,2015,WASH_MACH,G,0
C-WEU-CHE,2015,WASH_MACH_COM,A,59
C-WEU-CHE,2015,WASH_MACH_COM,B,19
C-WEU-CHE,2015,WASH_MACH_COM,C,18
C-WEU-CHE,2015,WASH_MACH_COM,D,4
C-WEU-CHE,2015,WASH_MACH_COM,E,0
C-WEU-CHE,2015,WASH_MACH_COM,F,0
C-WEU-CHE,2015,WASH_MACH_COM,G,0
C-WEU-GBR,2015,WASH_MACH_COM,A,59
C-WEU-GBR,2015,WASH_MACH_COM,B,19
C-WEU-GBR,2015,WASH_MACH_COM,C,18
C-WEU-GBR,2015,WASH_MACH_COM,D,4
C-WEU-GBR,2015,WASH_MACH_COM,E,0
C-WEU-GBR,2015,WASH_MACH_COM,F,0
C-WEU-GBR,2015,WASH_MACH_COM,G,0
C-WEU-NOR,2015,WASH_MACH_COM,A,59
C-WEU-NOR,2015,WASH_MACH_COM,B,19
C-WEU-NOR,2015,WASH_MACH_COM,C,18
C-WEU-NOR,2015,WASH_MACH_COM,D,4
C-WEU-NOR,2015,WASH_MACH_COM,E,0
C-WEU-NOR,2015,WASH_MACH_COM,F,0
C-WEU-NOR,2015,WASH_MACH_COM,G,0
C-WEU-CHE,2020,WASH_MACH,A,83
C-WEU-CHE,2020,WASH_MACH,B,12.5
C-WEU-CHE,2020,WASH_MACH,C,4
C-WEU-CHE,2020,WASH_MACH,D,0.5
C-WEU-CHE,2020,WASH_MACH,E,0
C-WEU-CHE,2020,WASH_MACH,F,0
C-WEU-CHE,2020,WASH_MACH,G,0
C-WEU-CHE,2025,WASH_MACH,A,83
C-WEU-CHE,2025,WASH_MACH,B,12.5
C-WEU-CHE,2025,WASH_MACH,C,4
C-WEU-CHE,2025,WASH_MACH,D,0.5
C-WEU-CHE,2025,WASH_MACH,E,0
C-WEU-CHE,2025,WASH_MACH,F,0
C-WEU-CHE,2025,WASH_MACH,G,0
C-WEU-CHE,2030,WASH_MACH,A,83
C-WEU-CHE,2030,WASH_MACH,B,12.5
C-WEU-CHE,2030,WASH_MACH,C,4
C-WEU-CHE,2030,WASH_MACH,D,0.5
C-WEU-CHE,2030,WASH_MACH,E,0
C-WEU-CHE,2030,WASH_MACH,F,0
C-WEU-CHE,2030,WASH_MACH,G,0
C-WEU-CHE,2035,WASH_MACH,A,83
C-WEU-CHE,2035,WASH_MACH,B,12.5
C-WEU-CHE,2035,WASH_MACH,C,4
C-WEU-CHE,2035,WASH_MACH,D,0.5
C-WEU-CHE,2035,WASH_MACH,E,0
C-WEU-CHE,2035,WASH_MACH,F,0
C-WEU-CHE,2035,WASH_MACH,G,0
C-WEU-CHE,2040,WASH_MACH,A,83
C-WEU-CHE,2040,WASH_MACH,B,12.5
C-WEU-CHE,2040,WASH_MACH,C,4
C-WEU-CHE,2040,WASH_MACH,D,0.5
C-WEU-CHE,2040,WASH_MACH,E,0
C-WEU-CHE,2040,WASH_MACH,F,0
C-WEU-CHE,2040,WASH_MACH,G,0
C-WEU-CHE,2045,WASH_MACH,A,83
C-WEU-CHE,2045,WASH_MACH,B,12.5
C-WEU-CHE,2045,WASH_MACH,C,4
C-WEU-CHE,2045,WASH_MACH,D,0.5
C-WEU-CHE,2045,WASH_MACH,E,0
C-WEU-CHE,2045,WASH_MACH,F,0
C-WEU-CHE,2045,WASH_MACH,G,0
C-WEU-CHE,2050,WASH_MACH,A,83
C-WEU-CHE,2050,WASH_MACH,B,12.5
C-WEU-CHE,2050,WASH_MACH,C,4
C-WEU-CHE,2050,WASH_MACH,D,0.5
C-WEU-CHE,2050,WASH_MACH,E,0
C-WEU-CHE,2050,WASH_MACH,F,0
C-WEU-CHE,2050,WASH_MACH,G,0
C-WEU-GBR,2020,WASH_MACH,A,83
C-WEU-GBR,2020,WASH_MACH,B,12.5
C-WEU-GBR,2020,WASH_MACH,C,4
C-WEU-GBR,2020,WASH_MACH,D,0.5
C-WEU-GBR,2020,WASH_MACH,E,0
C-WEU-GBR,2020,WASH_MACH,F,0
C-WEU-GBR,2020,WASH_MACH,G,0
C-WEU-GBR,2025,WASH_MACH,A,83
C-WEU-GBR,2025,WASH_MACH,B,12.5
C-WEU-GBR,2025,WASH_MACH,C,4
C-WEU-GBR,2025,WASH_MACH,D,0.5
C-WEU-GBR,2025,WASH_MACH,E,0
C-WEU-GBR,2025,WASH_MACH,F,0
C-WEU-GBR,2025,WASH_MACH,G,0
C-WEU-GBR,2030,WASH_MACH,A,83
C-WEU-GBR,2030,WASH_MACH,B,12.5
C-WEU-GBR,2030,WASH_MACH,C,4
C-WEU-GBR,2030,WASH_MACH,D,0.5
C-WEU-GBR,2030,WASH_MACH,E,0
C-WEU-GBR,2030,WASH_MACH,F,0
C-WEU-GBR,2030,WASH_MACH,G,0
C-WEU-GBR,2035,WASH_MACH,A,83
C-WEU-GBR,2035,WASH_MACH,B,12.5
C-WEU-GBR,2035,WASH_MACH,C,4
C-WEU-GBR,2035,WASH_MACH,D,0.5
C-WEU-GBR,2035,WASH_MACH,E,0
C-WEU-GBR,2035,WASH_MACH,F,0
C-WEU-GBR,2035,WASH_MACH,G,0
C-WEU-GBR,2040,WASH_MACH,A,83
C-WEU-GBR,2040,WASH_MACH,B,12.5
C-WEU-GBR,2040,WASH_MACH,C,4
C-WEU-GBR,2040,WASH_MACH,D,0.5
C-WEU-GBR,2040,WASH_MACH,E,0
C-WEU-GBR,2040,WASH_MACH,F,0
C-WEU-GBR,2040,WASH_MACH,G,0
C-WEU-GBR,2045,WASH_MACH,A,83
C-WEU-GBR,2045,WASH_MACH,B,12.5
C-WEU-GBR,2045,WASH_MACH,C,4
C-WEU-GBR,2045,WASH_MACH,D,0.5
C-WEU-GBR,2045,WASH_MACH,E,0
C-WEU-GBR,2045,WASH_MACH,F,0
C-WEU-GBR,2045,WASH_MACH,G,0
C-WEU-GBR,2050,WASH_MACH,A,83
C-WEU-GBR,2050,WASH_MACH,B,12.5
C-WEU-GBR,2050,WASH_MACH,C,4
C-WEU-GBR,2050,WASH_MACH,D,0.5
C-WEU-GBR,2050,WASH_MACH,E,0
C-WEU-GBR,2050,WASH_MACH,F,0
C-WEU-GBR,2050,WASH_MACH,G,0
C-WEU-NOR,2020,WASH_MACH,A,83
C-WEU-NOR,2020,WASH_MACH,B,12.5
C-WEU-NOR,2020,WASH_MACH,C,4
C-WEU-NOR,2020,WASH_MACH,D,0.5
C-WEU-NOR,2020,WASH_MACH,E,0
C-WEU-NOR,2020,WASH_MACH,F,0
C-WEU-NOR,2020,WASH_MACH,G,0
C-WEU-NOR,2025,WASH_MACH,A,83
C-WEU-NOR,2025,WASH_MACH,B,12.5
C-WEU-NOR,2025,WASH_MACH,C,4
C-WEU-NOR,2025,WASH_MACH,D,0.5
C-WEU-NOR,2025,WASH_MACH,E,0
C-WEU-NOR,2025,WASH_MACH,F,0
C-WEU-NOR,2025,WASH_MACH,G,0
C-WEU-NOR,2030,WASH_MACH,A,83
C-WEU-NOR,2030,WASH_MACH,B,12.5
C-WEU-NOR,2030,WASH_MACH,C,4
C-WEU-NOR,2030,WASH_MACH,D,0.5
C-WEU-NOR,2030,WASH_MACH,E,0
C-WEU-NOR,2030,WASH_MACH,F,0
C-WEU-NOR,2030,WASH_MACH,G,0
C-WEU-NOR,2035,WASH_MACH,A,83
C-WEU-NOR,2035,WASH_MACH,B,12.5
C-WEU-NOR,2035,WASH_MACH,C,4
C-WEU-NOR,2035,WASH_MACH,D,0.5
C-WEU-NOR,2035,WASH_MACH,E,0
C-WEU-NOR,2035,WASH_MACH,F,0
C-WEU-NOR,2035,WASH_MACH,G,0
C-WEU-NOR,2040,WASH_MACH,A,83
C-WEU-NOR,2040,WASH_MACH,B,12.5
C-WEU-NOR,2040,WASH_MACH,C,4
C-WEU-NOR,2040,WASH_MACH,D,0.5
C-WEU-NOR,2040,WASH_MACH,E,0
C-WEU-NOR,2040,WASH_MACH,F,0
C-WEU-NOR,2040,WASH_MACH,G,0
C-WEU-NOR,2045,WASH_MACH,A,83
C-WEU-NOR,2045,WASH_MACH,B,12.5
C-WEU-NOR,2045,WASH_MACH,C,4
C-WEU-NOR,2045,WASH_MACH,D,0.5
C-WEU-NOR,2045,WASH_MACH,E,0
C-WEU-NOR,2045,WASH_MACH,F,0
C-WEU-NOR,2045,WASH_MACH,G,0
C-WEU-NOR,2050,WASH_MACH,A,83
C-WEU-NOR,2050,WASH_MACH,B,12.5
C-WEU-NOR,2050,WASH_MACH,C,4
C-WEU-NOR,2050,WASH_MACH,D,0.5
C-WEU-NOR,2050,WASH_MACH,E,0
C-WEU-NOR,2050,WASH_MACH,F,0
C-WEU-NOR,2050,WASH_MACH,G,0
C-WEU-CHE,2020,WASH_MACH_COM,A,83
C-WEU-CHE,2020,WASH_MACH_COM,B,12.5
C-WEU-CHE,2020,WASH_MACH_COM,C,4
C-WEU-CHE,2020,WASH_MACH_COM,D,0.5
C-WEU-CHE,2020,WASH_MACH_COM,E,0
C-WEU-CHE,2020,WASH_MACH_COM,F,0
C-WEU-CHE,2020,WASH_MACH_COM,G,0
C-WEU-CHE,2025,WASH_MACH_COM,A,83
C-WEU-CHE,2025,WASH_MACH_COM,B,12.5
C-WEU-CHE,2025,WASH_MACH_COM,C,4
C-WEU-CHE,2025,WASH_MACH_COM,D,0.5
C-WEU-CHE,2025,WASH_MACH_COM,E,0
C-WEU-CHE,2025,WASH_MACH_COM,F,0
C-WEU-CHE,2025,WASH_MACH_COM,G,0
C-WEU-CHE,2030,WASH_MACH_COM,A,83
C-WEU-CHE,2030,WASH_MACH_COM,B,12.5
C-WEU-CHE,2030,WASH_MACH_COM,C,4
C-WEU-CHE,2030,WASH_MACH_COM,D,0.5
C-WEU-CHE,2030,WASH_MACH_COM,E,0
C-WEU-CHE,2030,WASH_MACH_COM,F,0
C-WEU-CHE,2030,WASH_MACH_COM,G,0
C-WEU-CHE,2035,WASH_MACH_COM,A,83
C-WEU-CHE,2035,WASH_MACH_COM,B,12.5
C-WEU-CHE,2035,WASH_MACH_COM,C,4
C-WEU-CHE,2035,WASH_MACH_COM,D,0.5
C-WEU-CHE,2035,WASH_MACH_COM,E,0
C-WEU-CHE,2035,WASH_MACH_COM,F,0
C-WEU-CHE,2035,WASH_MACH_COM,G,0
C-WEU-CHE,2040,WASH_MACH_COM,A,83
C-WEU-CHE,2040,WASH_MACH_COM,B,12.5
C-WEU-CHE,2040,WASH_MACH_COM,C,4
C-WEU-CHE,2040,WASH_MACH_COM,D,0.5
C-WEU-CHE,2040,WASH_MACH_COM,E,0
C-WEU-CHE,2040,WASH_MACH_COM,F,0
C-WEU-CHE,2040,WASH_MACH_COM,G,0
C-WEU-CHE,2045,WASH_MACH_COM,A,83
C-WEU-CHE,2045,WASH_MACH_COM,B,12.5
C-WEU-CHE,2045,WASH_MACH_COM,C,4
C-WEU-CHE,2045,WASH_MACH_COM,D,0.5
C-WEU-CHE,2045,WASH_MACH_COM,E,0
C-WEU-CHE,2045,WASH_MACH_COM,F,0
C-WEU-CHE,2045,WASH_MACH_COM,G,0
C-WEU-CHE,2050,WASH_MACH_COM,A,83
C-WEU-CHE,2050,WASH_MACH_COM,B,12.5
C-WEU-CHE,2050,WASH_MACH_COM,C,4
C-WEU-CHE,2050,WASH_MACH_COM,D,0.5
C-WEU-CHE,2050,WASH_MACH_COM,E,0
C-WEU-CHE,2050,WASH_MACH_COM,F,0
C-WEU-CHE,2050,WASH_MACH_COM,G,0
C-WEU-GBR,2020,WASH_MACH_COM,A,83
C-WEU-GBR,2020,WASH_MACH_COM,B,12.5
C-WEU-GBR,2020,WASH_MACH_COM,C,4
C-WEU-GBR,2020,WASH_MACH_COM,D,0.5
C-WEU-GBR,2020,WASH_MACH_COM,E,0
C-WEU-GBR,2020,WASH_MACH_COM,F,0
C-WEU-GBR,2020,WASH_MACH_COM,G,0
C-WEU-GBR,2025,WASH_MACH_COM,A,83
C-WEU-GBR,2025,WASH_MACH_COM,B,12.5
C-WEU-GBR,2025,WASH_MACH_COM,C,4
C-WEU-GBR,2025,WASH_MACH_COM,D,0.5
C-WEU-GBR,2025,WASH_MACH_COM,E,0
C-WEU-GBR,2025,WASH_MACH_COM,F,0
C-WEU-GBR,2025,WASH_MACH_COM,G,0
C-WEU-GBR,2030,WASH_MACH_COM,A,83
C-WEU-GBR,2030,WASH_MACH_COM,B,12.5
C-WEU-GBR,2030,WASH_MACH_COM,C,4
C-WEU-GBR,2030,WASH_MACH_COM,D,0.5
C-WEU-GBR,2030,WASH_MACH_COM,E,0
C-WEU-GBR,2030,WASH_MACH_COM,F,0
C-WEU-GBR,2030,WASH_MACH_COM,G,0
C-WEU-GBR,2035,WASH_MACH_COM,A,83
C-WEU-GBR,2035,WASH_MACH_COM,B,12.5
C-WEU-GBR,2035,WASH_MACH_COM,C,4
C-WEU-GBR,2035,WASH_MACH_COM,D,0.5
C-WEU-GBR,2035,WASH_MACH_COM,E,0
C-WEU-GBR,2035,WASH_MACH_COM,F,0
C-WEU-GBR,2035,WASH_MACH_COM,G,0
C-WEU-GBR,2040,WASH_MACH_COM,A,83
C-WEU-GBR,2040,WASH_MACH_COM,B,12.5
C-WEU-GBR,2040,WASH_MACH_COM,C,4
C-WEU-GBR,2040,WASH_MACH_COM,D,0.5
C-WEU-GBR,2040,WASH_MACH_COM,E,0
C-WEU-GBR,2040,WASH_MACH_COM,F,0
C-WEU-GBR,2040,WASH_MACH_COM,G,0
C-WEU-GBR,2045,WASH_MACH_COM,A,83
C-WEU-GBR,2045,WASH_MACH_COM,B,12.5
C-WEU-GBR,2045,WASH_MACH_COM,C,4
C-WEU-GBR,2045,WASH_MACH_COM,D,0.5
C-WEU-GBR,2045,WASH_MACH_COM,E,0
C-WEU-GBR,2045,WASH_MACH_COM,F,0
C-WEU-GBR,2045,WASH_MACH_COM,G,0
C-WEU-GBR,2050,WASH_MACH_COM,A,83
C-WEU-GBR,2050,WASH_MACH_COM,B,12.5
C-WEU-GBR,2050,WASH_MACH_COM,C,4
C-WEU-GBR,2050,WASH_MACH_COM,D,0.5
C-WEU-GBR,2050,WASH_MACH_COM,E,0
C-WEU-GBR,2050,WASH_MACH_COM,F,0
C-WEU-GBR,2050,WASH_MACH_COM,G,0
C-WEU-NOR,2020,WASH_MACH_COM,A,83
C-WEU-NOR,2020,WASH_MACH_COM,B,12.5
C-WEU-NOR,2020,WASH_MACH_COM,C,4
C-WEU-NOR,2020,WASH_MACH_COM,D,0.5
C-WEU-NOR,2020,WASH_MACH_COM,E,0
C-WEU-NOR,2020,WASH_MACH_COM,F,0
C-WEU-NOR,2020,WASH_MACH_COM,G,0
C-WEU-NOR,2025,WASH_MACH_COM,A,83
C-WEU-NOR,2025,WASH_MACH_COM,B,12.5
C-WEU-NOR,2025,WASH_MACH_COM,C,4
C-WEU-NOR,2025,WASH_MACH_COM,D,0.5
C-WEU-NOR,2025,WASH_MACH_COM,E,0
C-WEU-NOR,2025,WASH_MACH_COM,F,0
C-WEU-NOR,2025,WASH_MACH_COM,G,0
C-WEU-NOR,2030,WASH_MACH_COM,A,83
C-WEU-NOR,2030,WASH_MACH_COM,B,12.5
C-WEU-NOR,2030,WASH_MACH_COM,C,4
C-WEU-NOR,2030,WASH_MACH_COM,D,0.5
C-WEU-NOR,2030,WASH_MACH_COM,E,0
C-WEU-NOR,2030,WASH_MACH_COM,F,0
C-WEU-NOR,2030,WASH_MACH_COM,G,0
C-WEU-NOR,2035,WASH_MACH_COM,A,83
C-WEU-NOR,2035,WASH_MACH_COM,B,12.5
