"region","scenario","gdp_cap_2020","gdp_cap_2025","gdp_cap_2030","gdp_cap_2035","gdp_cap_2040","gdp_cap_2045","gdp_cap_2050","gdp_cap_2055","gdp_cap_2060","gdp_cap_2065","gdp_cap_2070","gdp_cap_2075","gdp_cap_2080","gdp_cap_2085","gdp_cap_2090","gdp_cap_2095","gdp_cap_2100","unit"
"C-WEU-LUX","SSP4",111709.944654928,119233.374732491,123150.880536725,124117.844670293,123914.505285433,122757.646859937,121794.368240103,121662.580745765,122840.979406146,125264.432881958,128606.78635879,132705.693384971,137344.101619454,143125.748647928,149969.063811618,157430.807342419,165188.787355523,"USD_2005"
"C-WEU-LUX","SSP5",111709.944654928,119232.13112746,123273.162657573,126509.934147768,129991.602419376,133171.672877956,136917.457911395,141986.826395402,149090.45549074,158326.650140017,169344.342044466,181946.514120748,195773.310375623,211417.845635208,228812.908011143,247414.974170031,266904.627832823,"USD_2005"
"C-WEU-MLT","SSP1",41327.2753372345,51419.9635769348,59489.2727890186,67706.6694335729,75823.3982651281,83253.9137325869,89650.3650228693,95686.2769761036,101601.601672467,107695.870882072,113831.938419923,119125.57480702,124284.288053915,130936.181459617,139106.39908094,147174.359026079,154321.176065724,"USD_2005"
"C-WEU-MLT","SSP2",41327.2753372345,51420.7142318732,58953.7269566686,66007.3143497397,72635.4295579684,78633.8614402599,83662.1839460011,88327.7814788713,92767.6492988088,97344.627862426,101925.165429833,105821.823503268,109655.467437251,114692.279299574,120934.092789018,127211.387534611,133080.235300109,"USD_2005"
"C-WEU-MLT","SSP3",41327.2753372345,51420.7127147726,58207.4420154215,63619.1624156213,68011.3680691594,71539.8543696877,73979.6241354063,75876.2068562797,77268.6855909811,78526.8994191105,79574.6649467331,79910.6539120219,80026.2143078365,80862.139438183,82368.1332197213,83753.412036679,84824.4402110261,"USD_2005"
"C-WEU-MLT","SSP4",41327.2753372345,51420.8143682657,59438.1481395735,67446.6969701081,75183.8005419884,82102.6677375216,87906.0379614258,93283.9997935716,98445.7724677071,103719.279991151,108995.533400803,113503.914879038,118006.350049015,123983.609570828,131471.817529631,139070.110456514,146083.125939764,"USD_2005"
"C-WEU-MLT","SSP5",41327.2753372345,51420.3343856204,60080.7695145554,69928.9878874512,80440.3759997894,90615.1630292642,100105.774386816,109782.173948229,120015.618364598,131214.428250326,143191.2355653,154989.168580273,167368.769206556,181980.991291181,198838.157858639,216281.782588407,233438.983084305,"USD_2005"
"C-WEU-NLD","SSP1",54295.9680510811,60068.6649438075,62390.315904889,65353.582850107,69177.361596467,73337.0841884258,77384.5442774148,81435.3776578131,85810.2309192039,90728.4503925622,95650.6696459607,100279.586293082,104561.13336544,108835.145991323,113069.897505944,117411.049277077,121614.797467093,"USD_2005"
"C-WEU-NLD","SSP2",54295.9680510811,60068.6277710109,62036.2572969357,64012.3872147068,66365.4346122359,69105.7188180421,71933.1734176653,74889.6305859027,78087.922344753,81714.6337183056,85333.2034845945,88788.0640225962,92088.761451517,95512.446540652,99013.7903655215,102673.610790488,106314.275778858,"USD_2005"
"C-WEU-NLD","SSP3",54295.9680510811,60068.6491084715,61529.7703263622,62092.8861129684,62324.389175122,62673.6360469055,63065.0576284161,63539.2829311302,64062.8759441926,64792.5791552475,65431.5786038536,65967.7789002245,66433.3657155822,66979.7970623179,67525.4982960046,68122.1172914013,68698.6082610072,"USD_2005"
"C-WEU-NLD","SSP4",54295.9680510811,60068.6232101837,62331.4803696346,65078.2752982614,68533.0214542651,72229.4018100818,75766.4925611406,79259.9539557237,83001.0646918427,87203.3355802862,91374.5638187494,95275.3944218718,98887.0489900661,102584.292558919,106376.217487596,110420.621733151,114348.933202592,"USD_2005"
"C-WEU-NLD","SSP5",54295.9680510811,60068.6220827501,62747.6696296259,67156.6878020915,73240.1543444259,79906.0369214081,86657.2934494334,93772.1140689812,101685.315664934,110706.32452915,120258.279234878,129993.567450314,139830.583158093,150159.270637654,160907.099273711,172178.132706205,183694.411811766,"USD_2005"
"C-WEU-NOR","SSP1",63546.0077668413,68621.8275128962,71355.0296038096,74883.1365406223,79209.187807795,84099.266662644,89146.4736421869,94514.6085943971,100582.647815308,107480.312651055,114589.617426061,121523.050472471,128337.374609734,135614.26201863,143374.554122046,151082.642510392,158725.258088477,"USD_2005"
"C-WEU-NOR","SSP2",63546.0077668413,68621.8071538059,70871.2399383992,73261.30757863,75874.4943088298,78879.6536731334,82168.628914429,85974.4936767102,90434.8863577167,95617.3073713428,100934.33865457,106150.95075214,111429.907864016,117297.707557522,123776.233982097,130426.314830731,137221.027131155,"USD_2005"
"C-WEU-NOR","SSP3",63546.0077668413,68621.7491991629,70779.1150784438,72266.9154862486,72803.0428935028,72905.7021773219,72975.5785665304,73479.849341589,74412.1397371031,75794.8752098446,77146.5362428939,78392.9650425068,79712.7921673574,81470.6001561898,83610.8825409701,85788.7470646392,87985.170695338,"USD_2005"
"C-WEU-NOR","SSP4",63546.0077668413,68621.7325172082,71697.9696380517,75475.7647079615,79676.6488680197,83960.6927517083,88213.2668346408,92751.579767477,97935.9160543564,103878.127997709,109980.723219225,115898.564958738,121744.959867953,128134.683920941,135139.53995794,142291.460908505,149507.075362529,"USD_2005"
"C-WEU-NOR","SSP5",63546.0077668413,68621.7328351028,71534.5893733647,76398.694861313,83286.4251879757,91203.4035369399,99532.8643228368,108618.044826167,119009.018706144,130988.258276945,143937.347042004,157455.079258811,171579.049660589,186975.505221891,203691.176875645,221202.89021179,239511.735529636,"USD_2005"
"C-WEU-PRT","SSP1",32007.396381244,37934.7739970666,41731.065823153,45302.0588153307,49239.4398677121,53111.0427399589,57082.4376173018,61435.3790610512,66127.4521660718,70934.2221217408,75967.0931183728,81221.2331869346,86148.3075855525,90625.2337336631,94700.8986879334,98614.4891486674,102482.356104007,"USD_2005"
"C-WEU-PRT","SSP2",32007.396381244,37934.7799949034,41372.5910398845,44074.4112129201,46837.1338939097,49661.7410665764,52793.3768004774,56399.9136696258,60287.0053053607,64206.6952323428,68219.344019761,72356.2966069895,76215.5514544837,79781.3453872352,83139.8647899686,86484.4157185666,89903.4087624622,"USD_2005"
"C-WEU-PRT","SSP3",32007.396381244,37934.7992543908,40861.0008351864,42351.9768977467,43368.9320894585,44303.9557953215,45578.9092516712,47296.954252474,49133.4322598243,50817.6377581041,52404.2586998721,53972.766178041,55275.7931822326,56331.9956808842,57194.3963038436,57996.0878760019,58793.092914275,"USD_2005"
"C-WEU-PRT","SSP4",32007.396381244,37934.782411313,41690.2495332917,45113.6646740938,48793.1723199769,52332.8929762417,55929.2162602687,59854.7457700669,64040.526140653,68264.6223618081,72638.5166260524,77189.68237422,81444.9968102354,85338.2860458914,88934.5013083028,92482.7615413974,96109.7613098424,"USD_2005"
"C-WEU-PRT","SSP5",32007.396381244,37934.7753517723,42163.8205335934,46935.011060413,52591.3410866809,58262.7460638693,64152.2649665749,70742.7825259098,78136.8767285564,86163.9068224029,94911.1262093473,104373.852773137,113980.950106833,123629.789631833,133327.644099713,143183.374841161,153240.115248275,"USD_2005"
"C-WEU-SWE","SSP1",51203.7962821761,55046.2562918657,58606.8570088294,62556.7037118006,66997.2600361531,71243.9752127294,75018.5928418499,78677.9012291403,82809.0486440392,87654.8820289703,92873.3733170102,97892.0287286597,102656.353770627,108131.674941088,113819.442518375,119168.868106014,123977.667186501,"USD_2005"
"C-WEU-SWE","SSP2",51203.7962821761,55046.2001911256,58173.1109760825,60991.4310962361,63759.2812006602,66388.5666255229,68796.5829013906,71300.3442700923,74260.3985032066,77854.5950927804,81747.7925506853,85506.3032417709,89163.118511284,93506.6776661842,98168.7214179988,102726.663082626,107037.607688683,"USD_2005"
"C-WEU-SWE","SSP3",51203.7962821761,55046.226329567,57641.5942388968,59003.5242812167,59530.0520848018,59615.3758359176,59468.1559743404,59444.4592748788,59752.5595854187,60503.8406382002,61409.1720260555,62180.6135641505,62878.9901430088,64072.2613585975,65457.4377072658,66745.462539527,67856.5927663313,"USD_2005"
"C-WEU-SWE","SSP4",51203.7962821761,55046.2271837999,58577.3177870055,62375.8586361835,66516.6022558265,70346.7626167158,73635.8856541885,76752.324025657,80261.1214125704,84402.7172136629,88859.8511683373,93119.8135288742,97188.0595099745,101994.832355747,107115.994009396,112063.999648245,116633.374736219,"USD_2005"
"C-WEU-SWE","SSP5",51203.7962821761,55046.2491424901,58902.7460241118,64202.5852422673,70843.2393726993,77558.5926463587,83999.0153963131,90687.8491945336,98329.9798427081,107280.441399253,117209.505644953,127504.66428234,138069.412002917,149908.332429686,162490.206080746,175209.180489781,187811.31039734,"USD_2005"
"R32ANUZ","SSP1",47651.539295772,52091.9637573727,55426.3440367508,59415.0827510178,64189.5527761412,69359.1373527675,74434.7294256869,79702.446130299,85287.4372512123,91165.3773238124,96620.1957842109,101615.986435884,106207.956032102,110838.787401162,115659.323412636,120094.255351209,124049.919606689,"USD_2005"
"R32ANUZ","SSP2",47651.539295772,52091.8893604397,54967.270812317,57660.0606731386,60388.8382213612,63392.7540462455,66485.9988539722,69922.1231658889,73668.935765098,77702.8306292143,81419.6681316505,84850.92124157,88104.0375524729,91547.5978149368,95299.0201681068,98930.8190340061,102385.739564089,"USD_2005"
"R32ANUZ","SSP3",47651.539295772,52087.060574971,54486.0544112995,55685.0433561358,55873.5607752082,55718.3641383261,55390.699506604,55177.5087648396,54985.0364621754,54849.0350896106,54388.2699200099,53739.8295981569,53023.6463656563,52494.9979105895,52206.6672704752,51903.2071294888,51574.2193345153,"USD_2005"
"R32ANUZ","SSP4",47651.539295772,52091.8554290749,55410.3709430371,59289.7158494244,63828.5931748781,68645.9384731733,73278.1638765539,77996.9694472454,82904.6078990693,87987.8960396961,92596.9804679463,96751.8738577853,100582.694222685,104562.818622494,108875.411041299,113016.586278365,116848.991596334,"USD_2005"
"R32ANUZ","SSP5",47651.539295772,52101.5231161224,55658.7687281993,60965.2410463537,68077.4749548588,75928.0778136653,83885.5848762053,92428.7186298092,101834.186898617,112112.247527859,122471.553241972,132847.085955425,143256.974531861,154125.11879051,165537.421470083,176938.949187797,188225.656547421,"USD_2005"
"R32BRA","SSP1",13970.9615985681,15309.599538658,16639.5177881662,18700.8850390973,21323.4325337702,24394.4965276485,27836.2746041312,31721.6874273445,36144.3628010841,41028.0928785702,46325.5734446355,52069.051495956,58099.2567809723,64313.8717954509,70746.0190559175,77370.8248099214,84060.7220978924,"USD_2005"
"R32BRA","SSP2",13970.9615985681,15309.5991311459,16472.8109313397,18098.7237833737,19951.9644530959,22075.394755854,24490.2205454833,27267.9425561013,30455.1832296812,33994.0850862831,37856.5706267733,42086.0433660358,46571.3109997711,51251.7894300072,56148.0284341757,61253.3071092103,66512.559866104,"USD_2005"
"R32BRA","SSP3",13970.9615985681,15309.5992293513,16282.9925132698,17411.3917079214,18358.4192531959,19215.6956438971,20055.5876370908,20923.0325298858,21805.0924855533,22658.4735214909,23476.0072409863,24299.4513219226,25074.9932474584,25783.6785061302,26437.5835414723,27039.9070204127,27587.7502332576,"USD_2005"
"R32BRA","SSP4",13970.9615985681,15309.5997235983,16363.6471500635,17874.9972951227,19690.8224464056,21870.6155853694,24376.2320995062,27257.1819422978,30502.2462586183,34059.7387473251,37914.8438553889,42135.0509466059,46628.4982691679,51342.0881500351,56280.350295432,61443.4309256732,66824.46982316,"USD_2005"
"R32BRA","SSP5",13970.9615985681,15309.599891785,16760.7670914352,19316.9695660463,22906.3521979067,27237.9410121344,32173.0039856886,37861.954146938,44488.5654447538,52033.5272411673,60501.9255289698,70001.4773325048,80384.8549730385,91564.8284645811,103637.887164658,116622.074121363,130376.328056673,"USD_2005"
"R32CAN","SSP1",46244.7802646289,49725.112005365,50948.7530422553,52810.463172224,55454.6999085467,58603.3159955058,62061.8034771658,66262.5200797042,71147.3871343353,76389.4771879624,81442.6856788691,86371.932028616,91208.5958750551,96148.039543611,101474.564462831,106842.829881355,112092.696104505,"USD_2005"
"R32CAN","SSP2",46244.7802646289,49725.1046999898,51129.4037087033,52870.3423736097,54845.9184661842,57058.6412877521,59482.4037563593,62582.4705219668,66226.858544799,70148.6684214628,73876.2157523998,77527.1234386964,81209.2024120177,85130.2655715517,89535.0418210936,94145.6329252706,98844.2128175059,"USD_2005"
"R32CAN","SSP3",46244.7802646289,49725.1067109965,50984.4992965761,52241.8283483834,53279.7657424746,54165.7011860088,54884.2113727434,55853.1336392168,56878.8924344975,57777.0708376576,58258.4062449087,58550.4369255355,58803.3557389725,59202.8400429448,59921.2677500616,60753.5593336861,61621.0971904775,"USD_2005"
"R32CAN","SSP4",46244.7802646289,49725.1037401431,51248.5435892411,53394.066429688,56130.706861913,59118.4687622569,62206.1501945661,65854.1720003805,70035.9769697376,74469.1807475516,78666.1614366307,82739.9881111702,86790.0771468975,91048.6304182494,95816.8774961785,100784.367113185,105766.177734166,"USD_2005"
"R32CAN","SSP5",46244.7802646289,49725.1110613635,51444.9660763642,54896.8172950197,60021.0725528892,65849.9989337869,72014.7477961853,79179.5055384372,87457.2973465575,96629.461994812,106110.210046838,115974.255843498,126264.002350325,137214.273687022,149072.89679381,161525.073256733,174442.230401463,"USD_2005"
"R32CAS-CAU","SSP1",13530.7782017945,16657.0647928914,19874.5601671692,23421.8216327689,27301.046400036,31264.3097561448,35327.9380989401,39704.2513576426,44492.4268965229,49622.0646832509,54991.7925653168,60549.8765819137,66479.1892411989,73052.123300848,80050.7894985772,86837.489385703,93217.7038874141,"USD_2005"
"R32CAS-CAU","SSP2",13530.7782017945,16657.1934180222,19544.3844944672,22206.1120306882,24775.8877266322,27390.5440034091,30209.4326973061,33346.0326068651,36774.6302695463,40419.0517394103,44202.9747029919,48121.9871652629,52327.8232689943,57019.3021605593,62061.9398378056,67067.5303459351,71958.9523273685,"USD_2005"
"R32CAS-CAU","SSP3",13530.7782017945,16670.1565939794,19236.2102828568,20961.7406398424,21875.5205635564,22427.1675842948,22970.705992154,23565.3148412696,24130.5583815054,24613.5223975923,24978.3636180186,25242.7890394837,25482.7751708195,25785.606280888,26088.2223701163,26264.8917943251,26318.7460928783,"USD_2005"
"R32CAS-CAU","SSP4",13530.7782017945,16657.1941778479,19782.2853125335,22940.859066293,26160.1764250052,29434.2302073255,32879.0313613052,36630.7942199592,40729.9055937738,45090.0155357142,49619.4141497801,54285.9368817666,59264.0474453262,64797.2655786384,70716.0856614825,76515.1142801203,82052.6756746036,"USD_2005"
"R32CAS-CAU","SSP5",13530.7782017945,16630.8174191118,20186.1412053651,24576.3188564793,29701.6397370435,34984.3518890785,40543.8253041719,46782.779638119,53893.9837391013,61845.1604550868,70568.9098375442,80075.1282463023,90649.8419994133,102664.819672867,115912.647600562,129652.648689134,143688.051692295,"USD_2005"
"R32CAS-OTH","SSP1",11878.9559877998,13529.3006486552,15363.9821082947,17611.3267776546,20321.7202183826,23200.5266732958,26233.6566002616,29624.3505231928,33514.757858383,37848.2248636241,42453.9585812076,47181.3398552537,52111.6178155487,57377.5562821279,62957.1077847018,68596.927932958,74233.0510644517,"USD_2005"
"R32CAS-OTH","SSP2",11878.9559877998,13526.0359652098,15201.0418985293,16962.0246535508,18820.015532287,20674.3277901714,22621.6979997869,24867.6980081644,27511.0655155197,30526.5321354381,33773.9181341507,37144.8687614759,40692.8204532784,44520.1608398765,48626.4725922948,52851.2707921202,57165.4899341873,"USD_2005"
"R32CAS-OTH","SSP3",11878.9559877998,13532.5503494289,15051.0679840868,16326.9096927592,17215.1870642246,17702.258553841,17981.9273318399,18260.7959873153,18630.3270477925,19091.4993049434,19551.0711942649,19957.6422799876,20344.7287295544,20768.020724833,21231.8196454443,21677.6163453838,22110.0549327226,"USD_2005"
"R32CAS-OTH","SSP4",11878.9559877998,13525.5756437674,15157.2025329963,16802.3445795059,18410.7543076866,19916.7353279454,21418.1236616393,23153.7803200021,25214.6275674188,27615.454658112,30236.9833090344,32995.6357926905,35931.6096641201,39139.9263829524,42639.4922141761,46322.6535350224,50180.3994133354,"USD_2005"
"R32CAS-OTH","SSP5",11878.9559877998,13511.7863297473,15520.4581693845,18316.641851307,22036.9928338863,26157.2629094545,30593.8636234455,35616.599413792,41474.6993013519,48161.7086672517,55521.9737221118,63405.9708264897,71949.7620399183,81374.2944366798,91710.9081499071,102681.946996069,114220.937731993,"USD_2005"
"R32CHN","SSP1",16032.8385386544,20399.0848282077,25011.8708190276,30309.0196591236,35754.2572111489,41417.3736836327,47314.0334880244,53666.8521082391,60783.9107254015,68767.317361884,77088.6054029037,85269.9554749854,93907.468598781,103440.306788211,113329.961438673,122809.120321629,131512.902559891,"USD_2005"
"R32CHN","SSP2",16032.8385386544,20399.1907240716,24584.2215897596,28754.2175028135,32601.115253234,36637.7716737704,41031.9231029069,45958.2405232871,51573.9779417872,57880.8692554765,64389.6266207632,70739.061139308,77409.6956647839,84754.3123686898,92402.5516282806,99850.0065774811,106916.579137052,"USD_2005"
"R32CHN","SSP3",16032.8385386544,20399.9414664126,24082.0333203308,26884.9173806184,28529.3732181792,29858.6680126648,31262.7865830872,32841.1205125858,34578.6423732182,36385.4436849119,37956.8253790185,39176.5090367915,40343.2211595662,41605.4241016712,42763.419171104,43627.5263337026,44188.5599031541,"USD_2005"
"R32CHN","SSP4",16032.8385386544,20399.1925284696,24769.1105162797,29427.5482327618,34013.7881742914,38849.3776705725,43998.1998606271,49617.5036369638,55945.1668786768,63030.040315074,70384.3715038045,77590.0732817519,85191.6539332076,93587.7133602052,102311.564068732,110724.27592387,118522.232198421,"USD_2005"
"R32CHN","SSP5",16032.8385386544,20397.7364399514,25465.0774372356,32029.146364102,39348.6750120906,46986.8342684941,54977.357090296,63801.1094857154,73997.7959826753,85834.1131537462,98761.9445122473,112219.869913161,127029.369114628,143889.794011418,162183.144396147,180866.372550148,199376.357052373,"USD_2005"
"R32EEU","SSP1",15749.2081125096,19929.6186962709,24439.1881826584,29582.410749808,35139.2577197289,40577.8498685015,45698.8094778861,50647.6789313609,55615.7481252544,60666.0946202544,65885.7997844041,71225.7316199479,76583.7916527601,82029.0723883788,87495.6375452623,93098.631545379,98368.8773163828,"USD_2005"
"R32EEU","SSP2",15749.2081125096,19929.0401030498,23998.1050751546,28075.8254630579,32173.1458736114,36240.9870621382,40213.6173677978,44140.2253429911,48079.1371610386,52059.2875939065,56143.4795658839,60312.9226381301,64502.1995561299,68767.2694805674,73075.8067545631,77520.9373765052,81826.4083839022,"USD_2005"
"R32EEU","SSP3",15749.2081125096,19911.8424899352,23374.9509152418,26066.6409735452,28077.7514573898,29742.616847074,31241.250033956,32607.8828092998,33838.1230540165,34959.2693098876,36032.9586567781,37078.5352049589,38061.4789377223,38995.9906880019,39868.4815570728,40736.8669552668,41490.7050181648,"USD_2005"
"R32EEU","SSP4",15749.2081125096,19929.2886226529,24200.3501987607,28766.218561774,33553.3302403685,38290.5145660008,42825.0101177422,47222.548264861,51601.9280144683,56002.8068030396,60504.020350337,65081.6356704365,69668.2763914855,74343.8278408256,79080.1085207813,84002.8032132846,88732.80593998,"USD_2005"
"R32EEU","SSP5",15749.2081125096,19963.9266596972,25094.5245432284,31613.5835231533,39014.5534461082,46311.7779157693,53348.3667203177,60475.7017181552,68021.3393507118,76123.5306326164,84905.6201886551,94337.622014981,104342.521955838,115067.14934681,126387.852748688,138382.647347581,150540.851312062,"USD_2005"
"R32EEU-FSU","SSP1",12888.9856751552,16246.2705273108,18885.037671554,22466.7112334326,26843.1345245776,31480.452173602,36267.5783028194,41439.1315897871,47016.2779018383,53059.6885234833,59323.49943504,65646.7790222875,72447.2735036999,79837.7545916196,87548.2316256059,94992.0851513154,102190.607816618,"USD_2005"
"R32EEU-FSU","SSP2",12888.9856751552,16246.1125153706,18561.9886260275,21260.3709711718,24250.8501526118,27406.8975027131,30796.5804827185,34612.141469858,38805.6773044756,43405.5097232228,48176.2707187077,52999.5668927442,58201.4384675827,63888.032875149,69907.848416108,75889.9165107194,81870.9686575801,"USD_2005"
"R32EEU-FSU","SSP3",12888.9856751552,16242.9953055218,18167.7693604518,19806.8477721266,20984.1998611753,21844.435838678,22685.0364894508,23670.2374131714,24722.1203088484,25844.2802462923,26880.9806294004,27800.5718313235,28808.5216631497,29972.3084690234,31232.9458524515,32435.0599523618,33619.6106996133,"USD_2005"
"R32EEU-FSU","SSP4",12888.9856751552,16246.2833688381,18504.0958841669,21096.8129868116,23908.6934864045,26848.4853986169,30026.2878555248,33595.9653442479,37532.4421457638,41868.5200319448,46413.7251021493,51065.0162326467,56154.5698150144,61789.2093215457,67782.7531997201,73751.0488725822,79694.7552571028,"USD_2005"
"R32EEU-FSU","SSP5",12888.9856751552,16252.1373756896,19246.5263805466,23811.7513619089,29682.180968662,35939.5192551907,42487.165731324,49763.5589561936,57922.0442604306,67140.1496856245,77211.6443139065,88005.1337830744,100026.093562011,113459.717080562,128043.306749793,143197.06976823,158942.114425215,"USD_2005"
"R32IDN","SSP1",11514.4075650741,13956.5309955451,16420.6171930873,19571.574031317,23434.9080963805,27557.1729289267,31717.9565494203,36073.4972009926,40725.2457089557,45638.7555351753,50850.4129213887,56354.5699346249,62074.1975627856,67947.3949051856,73982.4955768028,80050.9249650441,86129.3926175036,"USD_2005"
"R32IDN","SSP2",11514.4075650741,13956.530764162,16151.1128922577,18582.9347563504,21337.2832878684,24271.3295290538,27296.1831300023,30516.9605735427,33953.6128240175,37574.974139006,41424.742740529,45510.5374482644,49763.9626707664,54133.5956156489,58622.0577112406,63154.6146621171,67744.5861806897,"USD_2005"
"R32IDN","SSP3",11514.4075650741,13956.5309359024,15834.7890851006,17417.5694690192,18737.5962387158,19833.4457246527,20778.6907096722,21653.7285750436,22438.933749211,23132.3329716396,23785.4496876894,24414.5376546917,24977.5597761668,25450.4119741244,25838.9013431365,26129.7218847538,26348.5440600446,"USD_2005"
"R32IDN","SSP4",11514.4075650741,13956.5308588056,15985.9085989185,18009.5813492426,20119.6588717072,22294.0330635802,24517.8856920692,26878.9604148966,29355.5029509981,31941.5129619243,34704.9332414396,37676.2500523316,40798.4122858611,44030.0458100731,47374.1650948385,50797.5736552029,54339.4509907172,"USD_2005"
"R32IDN","SSP5",11514.4075650741,13956.5308833712,16677.5845695095,20574.6347281703,25662.5970062163,31219.7311649627,36959.671285324,43152.7875850027,50000.8344744006,57531.3920808993,65850.3295173509,75008.6921203095,84957.829700783,95659.2833030497,107167.356620164,119337.744165432,132164.105285222,"USD_2005"
"R32IND","SSP1",6026.79120456491,8053.74046332353,10360.8828416067,13010.8245280549,16325.9632447806,20016.1583532328,24014.3119270568,28463.3836211171,33498.053316043,39085.2053174413,45268.3827607204,52067.8315433128,59389.1860549175,67257.1328721696,75592.2018577884,84528.2449127776,94104.9270557017,"USD_2005"
"R32IND","SSP2",6026.79120456491,8053.7404486024,10065.1205540841,11962.9853724318,14180.1760114498,16754.3293603778,19728.6680940998,23171.341099003,27105.090747217,31475.4838767265,36310.7958469204,41641.951196362,47378.1311907738,53509.1804837574,59957.1597917696,66830.5448159869,74215.6845202266,"USD_2005"
"R32IND","SSP3",6026.79120456491,8053.74043477076,9734.10638296021,10784.1975296906,11616.6832651668,12438.9999704991,13387.2802160707,14454.1095991464,15582.5821554769,16720.4037256747,17887.7209983225,19098.4271896695,20290.4653877569,21431.5074578442,22479.6311031193,23476.6257327067,24463.3574411168,"USD_2005"
"R32IND","SSP4",6026.79120456491,8053.74040144986,9894.29548012265,11388.7948736152,12994.4111621031,14866.2838551196,17084.6969540382,19672.7840469399,22594.9749297166,25817.0796471768,29406.6647473691,33424.2233133647,37792.5442153887,42470.6779524932,47392.9864025515,52669.9289272083,58437.1431536458,"USD_2005"
"R32IND","SSP5",6026.79120456491,8053.74047032347,10649.8910595861,14047.826843104,18437.108615836,23240.5495207762,28431.3897814075,34339.4658849183,41257.5376369852,49255.1870294557,58483.1476192747,69062.7601047728,80963.1127544576,94311.3223605575,109093.99815177,125601.406941021,144013.530160478,"USD_2005"
"R32JPN","SSP1",40188.7655846492,43899.2827518589,45575.8632971627,47943.7394140763,51288.5452049416,55353.2903784194,59613.7452822186,63886.6252164484,67915.7703906044,72230.0476577812,77015.8900026221,82013.8644602087,86870.9448128372,91187.6428918951,95034.8483228219,98581.881519592,101846.235671761,"USD_2005"
"R32JPN","SSP2",40188.7655846492,43899.2811144936,45212.6057115169,46460.0878154299,47947.0600481309,50029.6110184661,52514.4169000128,55233.7722045165,57898.8790832027,60909.8722645049,64371.1795450174,68082.7001912681,71810.5801102908,75294.441550733,78594.6571486697,81801.6792815027,84904.5633635066,"USD_2005"
