region,urt,type,year,access
C-WEU-GBR,rur,WASH_MACH,1990,0.89010989
C-WEU-GBR,urb,WASH_MACH,1990,0.879991005877071
C-WEU-GRC,rur,WASH_MACH,1990,0.89010989
C-WEU-GRC,urb,WASH_MACH,1990,0.877348890392525
C-WEU-IRL,rur,WASH_MACH,1990,0.89010989
C-WEU-IRL,urb,WASH_MACH,1990,0.880643710557114
C-WEU-ITA,rur,WASH_MACH,1990,0.89010989
C-WEU-ITA,urb,WASH_MACH,1990,0.882318361707858
C-WEU-LUX,rur,WASH_MACH,1990,0.89010989
C-WEU-LUX,urb,WASH_MACH,1990,0.880077268328247
C-WEU-MLT,rur,WASH_MACH,1990,0.89010989
C-WEU-MLT,urb,WASH_MACH,1990,0.870132187856099
C-WEU-NLD,rur,WASH_MACH,1990,0.89010989
C-WEU-NLD,urb,WASH_MACH,1990,0.884855837932873
C-WEU-NOR,rur,WASH_MACH,1990,0.89010989
C-WEU-NOR,urb,WASH_MACH,1990,0.879991005861452
C-WEU-PRT,rur,WASH_MACH,1990,0.89010989
C-WEU-PRT,urb,WASH_MACH,1990,0.882277161830999
C-WEU-SWE,rur,WASH_MACH,1990,0.89010989
C-WEU-SWE,urb,WASH_MACH,1990,0.879991005861452
C-EEU-BGR,rur,WASH_MACH,1995,0.89010989
C-EEU-BGR,urb,WASH_MACH,1995,0.882804486168192
C-EEU-CZE,rur,WASH_MACH,1995,0.89010989
C-EEU-CZE,urb,WASH_MACH,1995,0.887739443140759
C-EEU-EST,rur,WASH_MACH,1995,0.89010989
C-EEU-EST,urb,WASH_MACH,1995,0.88484405379512
C-EEU-HRV,rur,WASH_MACH,1995,0.89010989
C-EEU-HRV,urb,WASH_MACH,1995,0.883779603789561
C-EEU-HUN,rur,WASH_MACH,1995,0.89010989
C-EEU-HUN,urb,WASH_MACH,1995,0.88302614581428
C-EEU-LTU,rur,WASH_MACH,1995,0.89010989
C-EEU-LTU,urb,WASH_MACH,1995,0.884399292542415
C-EEU-LVA,rur,WASH_MACH,1995,0.89010989
C-EEU-LVA,urb,WASH_MACH,1995,0.879288769972419
C-EEU-POL,rur,WASH_MACH,1995,0.89010989
C-EEU-POL,urb,WASH_MACH,1995,0.883861197469551
C-EEU-ROU,rur,WASH_MACH,1995,0.89010989
C-EEU-ROU,urb,WASH_MACH,1995,0.890302526086745
C-EEU-SVK,rur,WASH_MACH,1995,0.89010989
C-EEU-SVK,urb,WASH_MACH,1995,0.883303186899509
C-EEU-SVN,rur,WASH_MACH,1995,0.89010989
C-EEU-SVN,urb,WASH_MACH,1995,0.886125780738041
C-WEU-AUT,rur,WASH_MACH,1995,0.89010989
C-WEU-AUT,urb,WASH_MACH,1995,0.889927385241995
C-WEU-BEL,rur,WASH_MACH,1995,0.89010989
C-WEU-BEL,urb,WASH_MACH,1995,0.880460625564945
C-WEU-CHE,rur,WASH_MACH,1995,0.89010989
C-WEU-CHE,urb,WASH_MACH,1995,0.889927385241995
C-WEU-CYP,rur,WASH_MACH,1995,0.89010989
C-WEU-CYP,urb,WASH_MACH,1995,0.880118288445101
C-WEU-DEU,rur,WASH_MACH,1995,0.89010989
C-WEU-DEU,urb,WASH_MACH,1995,0.881493628389498
C-WEU-DNK,rur,WASH_MACH,1995,0.89010989
C-WEU-DNK,urb,WASH_MACH,1995,0.881939058888198
C-WEU-ESP,rur,WASH_MACH,1995,0.89010989
C-WEU-ESP,urb,WASH_MACH,1995,0.879581780364213
C-WEU-FIN,rur,WASH_MACH,1995,0.89010989
C-WEU-FIN,urb,WASH_MACH,1995,0.882827472110575
C-WEU-FRA,rur,WASH_MACH,1995,0.89010989
C-WEU-FRA,urb,WASH_MACH,1995,0.887523672678269
C-WEU-GBR,rur,WASH_MACH,1995,0.89010989
C-WEU-GBR,urb,WASH_MACH,1995,0.884028816086013
C-WEU-GRC,rur,WASH_MACH,1995,0.89010989
C-WEU-GRC,urb,WASH_MACH,1995,0.88155864823742
C-WEU-IRL,rur,WASH_MACH,1995,0.89010989
C-WEU-IRL,urb,WASH_MACH,1995,0.883718511635632
C-WEU-ITA,rur,WASH_MACH,1995,0.89010989
C-WEU-ITA,urb,WASH_MACH,1995,0.884858185105202
C-WEU-LUX,rur,WASH_MACH,1995,0.89010989
C-WEU-LUX,urb,WASH_MACH,1995,0.877888735912272
C-WEU-MLT,rur,WASH_MACH,1995,0.89010989
C-WEU-MLT,urb,WASH_MACH,1995,0.87086364718742
C-WEU-NLD,rur,WASH_MACH,1995,0.89010989
C-WEU-NLD,urb,WASH_MACH,1995,0.879424642458434
C-WEU-NOR,rur,WASH_MACH,1995,0.89010989
C-WEU-NOR,urb,WASH_MACH,1995,0.884028816076818
C-WEU-PRT,rur,WASH_MACH,1995,0.89010989
C-WEU-PRT,urb,WASH_MACH,1995,0.88702345490355206
C-WEU-SWE,rur,WASH_MACH,1995,0.89010989
C-WEU-SWE,urb,WASH_MACH,1995,0.884028816076818
C-EEU-BGR,rur,WASH_MACH,2000,0.89010989
C-EEU-BGR,urb,WASH_MACH,2000,0.886839604742671
C-EEU-CZE,rur,WASH_MACH,2000,0.89010989
C-EEU-CZE,urb,WASH_MACH,2000,0.881690312034033
C-EEU-EST,rur,WASH_MACH,2000,0.89010989
C-EEU-EST,urb,WASH_MACH,2000,0.886577412544945
C-EEU-HRV,rur,WASH_MACH,2000,0.89010989
C-EEU-HRV,urb,WASH_MACH,2000,0.888672520456379
C-EEU-HUN,rur,WASH_MACH,2000,0.89010989
C-EEU-HUN,urb,WASH_MACH,2000,0.890407662448151
C-EEU-LTU,rur,WASH_MACH,2000,0.89010989
C-EEU-LTU,urb,WASH_MACH,2000,0.886592242116339
C-EEU-LVA,rur,WASH_MACH,2000,0.89010989
C-EEU-LVA,urb,WASH_MACH,2000,0.880996114207243
C-EEU-POL,rur,WASH_MACH,2000,0.89010989
C-EEU-POL,urb,WASH_MACH,2000,0.887133297409569
C-EEU-ROU,rur,WASH_MACH,2000,0.89010989
C-EEU-ROU,urb,WASH_MACH,2000,0.885920400306917
C-EEU-SVK,rur,WASH_MACH,2000,0.89010989
C-EEU-SVK,urb,WASH_MACH,2000,0.885218390011836
C-EEU-SVN,rur,WASH_MACH,2000,0.89010989
C-EEU-SVN,urb,WASH_MACH,2000,0.888670407258416
C-WEU-AUT,rur,WASH_MACH,2000,0.89010989
C-WEU-AUT,urb,WASH_MACH,2000,0.884448202598584
C-WEU-BEL,rur,WASH_MACH,2000,0.89010989
C-WEU-BEL,urb,WASH_MACH,2000,0.884949064913558
C-WEU-CHE,rur,WASH_MACH,2000,0.89010989
C-WEU-CHE,urb,WASH_MACH,2000,0.884448202598584
C-WEU-CYP,rur,WASH_MACH,2000,0.89010989
C-WEU-CYP,urb,WASH_MACH,2000,0.883010314644149
C-WEU-DEU,rur,WASH_MACH,2000,0.89010989
C-WEU-DEU,urb,WASH_MACH,2000,0.884059278728946
C-WEU-DNK,rur,WASH_MACH,2000,0.89010989
C-WEU-DNK,urb,WASH_MACH,2000,0.886103143397642
C-WEU-ESP,rur,WASH_MACH,2000,0.89010989
C-WEU-ESP,urb,WASH_MACH,2000,0.885777614316446
C-WEU-FIN,rur,WASH_MACH,2000,0.89010989
C-WEU-FIN,urb,WASH_MACH,2000,0.886910149822125
C-WEU-FRA,rur,WASH_MACH,2000,0.89010989
C-WEU-FRA,urb,WASH_MACH,2000,0.880617473759062
C-WEU-GBR,rur,WASH_MACH,2000,0.89010989
C-WEU-GBR,urb,WASH_MACH,2000,0.887961828227587
C-WEU-GRC,rur,WASH_MACH,2000,0.89010989
C-WEU-GRC,urb,WASH_MACH,2000,0.885667293368001
C-WEU-IRL,rur,WASH_MACH,2000,0.89010989
C-WEU-IRL,urb,WASH_MACH,2000,0.886654232544679
C-WEU-ITA,rur,WASH_MACH,2000,0.89010989
C-WEU-ITA,urb,WASH_MACH,2000,0.887236746244851
C-WEU-LUX,rur,WASH_MACH,2000,0.89010989
C-WEU-LUX,urb,WASH_MACH,2000,0.881530592935465
C-WEU-MLT,rur,WASH_MACH,2000,0.89010989
C-WEU-MLT,urb,WASH_MACH,2000,0.876859167200509
C-WEU-NLD,rur,WASH_MACH,2000,0.89010989
C-WEU-NLD,urb,WASH_MACH,2000,0.882994873153367
C-WEU-NOR,rur,WASH_MACH,2000,0.89010989
C-WEU-NOR,urb,WASH_MACH,2000,0.887961828227587
C-WEU-PRT,rur,WASH_MACH,2000,0.89010989
C-WEU-PRT,urb,WASH_MACH,2000,0.882400056420363
C-WEU-SWE,rur,WASH_MACH,2000,0.89010989
C-WEU-SWE,urb,WASH_MACH,2000,0.887961828227587
C-EEU-BGR,rur,WASH_MACH,2005,0.9
C-EEU-BGR,urb,WASH_MACH,2005,0.891484454944065
C-EEU-CZE,rur,WASH_MACH,2005,0.9
C-EEU-CZE,urb,WASH_MACH,2005,0.894514733869502
C-EEU-EST,rur,WASH_MACH,2005,0.9
C-EEU-EST,urb,WASH_MACH,2005,0.89801498167785
C-EEU-HRV,rur,WASH_MACH,2005,0.9
C-EEU-HRV,urb,WASH_MACH,2005,0.894030463007852
C-EEU-HUN,rur,WASH_MACH,2005,0.9
C-EEU-HUN,urb,WASH_MACH,2005,0.898306716829619
C-EEU-LTU,rur,WASH_MACH,2005,0.9
C-EEU-LTU,urb,WASH_MACH,2005,0.896208436383438
C-EEU-LVA,rur,WASH_MACH,2005,0.9
C-EEU-LVA,urb,WASH_MACH,2005,0.892346281720733
C-EEU-POL,rur,WASH_MACH,2005,0.9
C-EEU-POL,urb,WASH_MACH,2005,0.900195408999486
C-EEU-ROU,rur,WASH_MACH,2005,0.9
C-EEU-ROU,urb,WASH_MACH,2005,0.900757589237274
C-EEU-SVK,rur,WASH_MACH,2005,0.9
C-EEU-SVK,urb,WASH_MACH,2005,0.896833802513484
C-EEU-SVN,rur,WASH_MACH,2005,0.9
C-EEU-SVN,urb,WASH_MACH,2005,0.900986119310922
C-WEU-AUT,rur,WASH_MACH,2005,0.9
C-WEU-AUT,urb,WASH_MACH,2005,0.898124203839319
C-WEU-BEL,rur,WASH_MACH,2005,0.9
C-WEU-BEL,urb,WASH_MACH,2005,0.89709565627546
C-WEU-CHE,rur,WASH_MACH,2005,0.9
C-WEU-CHE,urb,WASH_MACH,2005,0.898124203839319
C-WEU-CYP,rur,WASH_MACH,2005,0.9
C-WEU-CYP,urb,WASH_MACH,2005,0.891517026957046
C-WEU-DEU,rur,WASH_MACH,2005,0.9
C-WEU-DEU,urb,WASH_MACH,2005,0.896347622663343
C-WEU-DNK,rur,WASH_MACH,2005,0.9
C-WEU-DNK,urb,WASH_MACH,2005,0.90008658222961
C-WEU-ESP,rur,WASH_MACH,2005,0.9
C-WEU-ESP,urb,WASH_MACH,2005,0.894873457098964
C-WEU-FIN,rur,WASH_MACH,2005,0.9
C-WEU-FIN,urb,WASH_MACH,2005,0.891530512805606
C-WEU-FRA,rur,WASH_MACH,2005,0.9
C-WEU-FRA,urb,WASH_MACH,2005,0.892527298440129
C-WEU-GBR,rur,WASH_MACH,2005,0.9
C-WEU-GBR,urb,WASH_MACH,2005,0.892427839841071
C-WEU-GRC,rur,WASH_MACH,2005,0.9
C-WEU-GRC,urb,WASH_MACH,2005,0.890408869388279
C-WEU-IRL,rur,WASH_MACH,2005,0.9
C-WEU-IRL,urb,WASH_MACH,2005,0.899358564261965
C-WEU-ITA,rur,WASH_MACH,2005,0.9
C-WEU-ITA,urb,WASH_MACH,2005,0.899361549123881
C-WEU-LUX,rur,WASH_MACH,2005,0.9
C-WEU-LUX,urb,WASH_MACH,2005,0.894919712485039
C-WEU-MLT,rur,WASH_MACH,2005,0.9
C-WEU-MLT,urb,WASH_MACH,2005,0.892338185358025
C-WEU-NLD,rur,WASH_MACH,2005,0.9
C-WEU-NLD,urb,WASH_MACH,2005,0.896324916574525
C-WEU-NOR,rur,WASH_MACH,2005,0.9
C-WEU-NOR,urb,WASH_MACH,2005,0.892427839841071
C-WEU-PRT,rur,WASH_MACH,2005,0.9
C-WEU-PRT,urb,WASH_MACH,2005,0.896812695548684
C-WEU-SWE,rur,WASH_MACH,2005,0.9
C-WEU-SWE,urb,WASH_MACH,2005,0.892427839841071
C-EEU-BGR,rur,WASH_MACH,2010,0.91
C-EEU-BGR,urb,WASH_MACH,2010,0.905270393401367
C-EEU-CZE,rur,WASH_MACH,2010,0.91
C-EEU-CZE,urb,WASH_MACH,2010,0.907380650268532
C-EEU-EST,rur,WASH_MACH,2010,0.91
C-EEU-EST,urb,WASH_MACH,2010,0.909405480040384
C-EEU-HRV,rur,WASH_MACH,2010,0.91
C-EEU-HRV,urb,WASH_MACH,2010,0.908788161323721
C-EEU-HUN,rur,WASH_MACH,2010,0.91
C-EEU-HUN,urb,WASH_MACH,2010,0.906289131941266
C-EEU-LTU,rur,WASH_MACH,2010,0.91
C-EEU-LTU,urb,WASH_MACH,2010,0.910421679928319
C-EEU-LVA,rur,WASH_MACH,2010,0.91
C-EEU-LVA,urb,WASH_MACH,2010,0.903646652850004
C-EEU-POL,rur,WASH_MACH,2010,0.91
C-EEU-POL,urb,WASH_MACH,2010,0.903894444944104
C-EEU-ROU,rur,WASH_MACH,2010,0.91
C-EEU-ROU,urb,WASH_MACH,2010,0.906205779145148
C-EEU-SVK,rur,WASH_MACH,2010,0.91
C-EEU-SVK,urb,WASH_MACH,2010,0.908415726689841
C-EEU-SVN,rur,WASH_MACH,2010,0.91
C-EEU-SVN,urb,WASH_MACH,2010,0.903798579800948
C-WEU-AUT,rur,WASH_MACH,2010,0.91
C-WEU-AUT,urb,WASH_MACH,2010,0.911893122458993
C-WEU-BEL,rur,WASH_MACH,2010,0.91
C-WEU-BEL,urb,WASH_MACH,2010,0.909233834095399
C-WEU-CHE,rur,WASH_MACH,2010,0.91
C-WEU-CHE,urb,WASH_MACH,2010,0.911893122458993
C-WEU-CYP,rur,WASH_MACH,2010,0.91
C-WEU-CYP,urb,WASH_MACH,2010,0.909026592664917
C-WEU-DEU,rur,WASH_MACH,2010,0.91
C-WEU-DEU,urb,WASH_MACH,2010,0.908646393031908
C-WEU-DNK,rur,WASH_MACH,2010,0.91
C-WEU-DNK,urb,WASH_MACH,2010,0.904749923423145
C-WEU-ESP,rur,WASH_MACH,2010,0.91
C-WEU-ESP,urb,WASH_MACH,2010,0.903739088504305
C-WEU-FIN,rur,WASH_MACH,2010,0.91
C-WEU-FIN,urb,WASH_MACH,2010,0.905392758483846
C-WEU-FRA,rur,WASH_MACH,2010,0.91
C-WEU-FRA,urb,WASH_MACH,2010,0.904424181817783
C-WEU-GBR,rur,WASH_MACH,2010,0.91
C-WEU-GBR,urb,WASH_MACH,2010,0.906137777157183
C-WEU-GRC,rur,WASH_MACH,2010,0.91
C-WEU-GRC,urb,WASH_MACH,2010,0.904285383221879
C-WEU-IRL,rur,WASH_MACH,2010,0.91
C-WEU-IRL,urb,WASH_MACH,2010,0.902692018320018
C-WEU-ITA,rur,WASH_MACH,2010,0.91
C-WEU-ITA,urb,WASH_MACH,2010,0.91148247140257
C-WEU-LUX,rur,WASH_MACH,2010,0.91
C-WEU-LUX,urb,WASH_MACH,2010,0.908379475614953
C-WEU-MLT,rur,WASH_MACH,2010,0.91
C-WEU-MLT,urb,WASH_MACH,2010,0.907663286855948
C-WEU-NLD,rur,WASH_MACH,2010,0.91
C-WEU-NLD,urb,WASH_MACH,2010,0.909723976019234
C-WEU-NOR,rur,WASH_MACH,2010,0.91
C-WEU-NOR,urb,WASH_MACH,2010,0.906137777157183
C-WEU-PRT,rur,WASH_MACH,2010,0.91
C-WEU-PRT,urb,WASH_MACH,2010,0.911355376326473
C-WEU-SWE,rur,WASH_MACH,2010,0.91
C-WEU-SWE,urb,WASH_MACH,2010,0.906137777157183
C-EEU-BGR,rur,WASH_MACH,2015,0.92
C-EEU-BGR,urb,WASH_MACH,2015,0.920912974989591
C-EEU-CZE,rur,WASH_MACH,2015,0.92
C-EEU-CZE,urb,WASH_MACH,2015,0.918777065376448
C-EEU-EST,rur,WASH_MACH,2015,0.92
C-EEU-EST,urb,WASH_MACH,2015,0.921821652151441
C-EEU-HRV,rur,WASH_MACH,2015,0.92
C-EEU-HRV,urb,WASH_MACH,2015,0.914007946796723
C-EEU-HUN,rur,WASH_MACH,2015,0.92
C-EEU-HUN,urb,WASH_MACH,2015,0.915240112331129
C-EEU-LTU,rur,WASH_MACH,2015,0.92
C-EEU-LTU,urb,WASH_MACH,2015,0.913353760975998
C-EEU-LVA,rur,WASH_MACH,2015,0.92
C-EEU-LVA,urb,WASH_MACH,2015,0.915490771418881
C-EEU-POL,rur,WASH_MACH,2015,0.92
C-EEU-POL,urb,WASH_MACH,2015,0.916895266620348
C-EEU-ROU,rur,WASH_MACH,2015,0.92
C-EEU-ROU,urb,WASH_MACH,2015,0.920541714429736
C-EEU-SVK,rur,WASH_MACH,2015,0.92
C-EEU-SVK,urb,WASH_MACH,2015,0.921916559642509
C-EEU-SVN,rur,WASH_MACH,2015,0.92
C-EEU-SVN,urb,WASH_MACH,2015,0.917711712887297
C-WEU-AUT,rur,WASH_MACH,2015,0.92
C-WEU-AUT,urb,WASH_MACH,2015,0.915784301529928
C-WEU-BEL,rur,WASH_MACH,2015,0.92
C-WEU-BEL,urb,WASH_MACH,2015,0.911901206337854
C-WEU-CHE,rur,WASH_MACH,2015,0.92
C-WEU-CHE,urb,WASH_MACH,2015,0.915784301529928
C-WEU-CYP,rur,WASH_MACH,2015,0.92
C-WEU-CYP,urb,WASH_MACH,2015,0.919869768545833
C-WEU-DEU,rur,WASH_MACH,2015,0.92
C-WEU-DEU,urb,WASH_MACH,2015,0.913296187690434
C-WEU-DNK,rur,WASH_MACH,2015,0.92
C-WEU-DNK,urb,WASH_MACH,2015,0.918456417375917
C-WEU-ESP,rur,WASH_MACH,2015,0.92
C-WEU-ESP,urb,WASH_MACH,2015,0.914929178735104
C-WEU-FIN,rur,WASH_MACH,2015,0.92
C-WEU-FIN,urb,WASH_MACH,2015,0.917312039532464
C-WEU-FRA,rur,WASH_MACH,2015,0.92
C-WEU-FRA,urb,WASH_MACH,2015,0.918503042554208
C-WEU-GBR,rur,WASH_MACH,2015,0.92
C-WEU-GBR,urb,WASH_MACH,2015,0.917972505923228
C-WEU-GRC,rur,WASH_MACH,2015,0.92
C-WEU-GRC,urb,WASH_MACH,2015,0.915876566802037
C-WEU-IRL,rur,WASH_MACH,2015,0.92
C-WEU-IRL,urb,WASH_MACH,2015,0.916914324509156
C-WEU-ITA,rur,WASH_MACH,2015,0.92
C-WEU-ITA,urb,WASH_MACH,2015,0.916440751141389
C-WEU-LUX,rur,WASH_MACH,2015,0.92
C-WEU-LUX,urb,WASH_MACH,2015,0.919128873177414
C-WEU-MLT,rur,WASH_MACH,2015,0.92
C-WEU-MLT,urb,WASH_MACH,2015,0.916680067670727
C-WEU-NLD,rur,WASH_MACH,2015,0.92
C-WEU-NLD,urb,WASH_MACH,2015,0.914777655367122
C-WEU-NOR,rur,WASH_MACH,2015,0.92
C-WEU-NOR,urb,WASH_MACH,2015,0.917972505923228
C-WEU-PRT,rur,WASH_MACH,2015,0.92
C-WEU-PRT,urb,WASH_MACH,2015,0.914397238959755
C-WEU-SWE,rur,WASH_MACH,2015,0.92
C-WEU-SWE,urb,WASH_MACH,2015,0.917972505923228
C-EEU-BGR,rur,WASH_MACH,2020,0.93
C-EEU-BGR,urb,WASH_MACH,2020,0.923639592836681
C-EEU-CZE,rur,WASH_MACH,2020,0.93
C-EEU-CZE,urb,WASH_MACH,2020,0.930690985350958
C-EEU-EST,rur,WASH_MACH,2020,0.93
C-EEU-EST,urb,WASH_MACH,2020,0.925185363309898
C-EEU-HRV,rur,WASH_MACH,2020,0.93
C-EEU-HRV,urb,WASH_MACH,2020,0.927402029886147
C-EEU-HUN,rur,WASH_MACH,2020,0.93
C-EEU-HUN,urb,WASH_MACH,2020,0.929621530650372
C-EEU-LTU,rur,WASH_MACH,2020,0.93
C-EEU-LTU,urb,WASH_MACH,2020,0.926143170310018
C-EEU-LVA,rur,WASH_MACH,2020,0.93
C-EEU-LVA,urb,WASH_MACH,2020,0.927784475728901
C-EEU-POL,rur,WASH_MACH,2020,0.93
C-EEU-POL,urb,WASH_MACH,2020,0.930203942845999
C-EEU-ROU,rur,WASH_MACH,2020,0.93
C-EEU-ROU,urb,WASH_MACH,2020,0.924190500427946
C-EEU-SVK,rur,WASH_MACH,2020,0.93
C-EEU-SVK,urb,WASH_MACH,2020,0.927515290179513
C-EEU-SVN,rur,WASH_MACH,2020,0.93
C-EEU-SVN,urb,WASH_MACH,2020,0.933117607771121
C-WEU-AUT,rur,WASH_MACH,2020,0.93
C-WEU-AUT,urb,WASH_MACH,2020,0.931188084460027
C-WEU-BEL,rur,WASH_MACH,2020,0.93
C-WEU-BEL,urb,WASH_MACH,2020,0.923585080983409
C-WEU-CHE,rur,WASH_MACH,2020,0.93
C-WEU-CHE,urb,WASH_MACH,2020,0.931188084460027
C-WEU-CYP,rur,WASH_MACH,2020,0.93
C-WEU-CYP,urb,WASH_MACH,2020,0.931433786029933
C-WEU-DEU,rur,WASH_MACH,2020,0.93
C-WEU-DEU,urb,WASH_MACH,2020,0.927294833223783
C-WEU-DNK,rur,WASH_MACH,2020,0.93
C-WEU-DNK,urb,WASH_MACH,2020,0.931979992400109
C-WEU-ESP,rur,WASH_MACH,2020,0.93
C-WEU-ESP,urb,WASH_MACH,2020,0.928011378270512
C-WEU-FIN,rur,WASH_MACH,2020,0.93
C-WEU-FIN,urb,WASH_MACH,2020,0.930842933592002
C-WEU-FRA,rur,WASH_MACH,2020,0.93
C-WEU-FRA,urb,WASH_MACH,2020,0.932397998401806
C-WEU-GBR,rur,WASH_MACH,2020,0.93
C-WEU-GBR,urb,WASH_MACH,2020,0.931919312920386
C-WEU-GRC,rur,WASH_MACH,2020,0.93
C-WEU-GRC,urb,WASH_MACH,2020,0.929127148495079
C-WEU-IRL,rur,WASH_MACH,2020,0.93
C-WEU-IRL,urb,WASH_MACH,2020,0.931024153065341
C-WEU-ITA,rur,WASH_MACH,2020,0.93
C-WEU-ITA,urb,WASH_MACH,2020,0.929164622676914
C-WEU-LUX,rur,WASH_MACH,2020,0.93
C-WEU-LUX,urb,WASH_MACH,2020,0.927834954671986
C-WEU-MLT,rur,WASH_MACH,2020,0.93
C-WEU-MLT,urb,WASH_MACH,2020,0.923961414581272
C-WEU-NLD,rur,WASH_MACH,2020,0.93
C-WEU-NLD,urb,WASH_MACH,2020,0.926229965463601
C-WEU-NOR,rur,WASH_MACH,2020,0.93
C-WEU-NOR,urb,WASH_MACH,2020,0.931919312920386
C-WEU-PRT,rur,WASH_MACH,2020,0.93
C-WEU-PRT,urb,WASH_MACH,2020,0.929688928068399
C-WEU-SWE,rur,WASH_MACH,2020,0.93
C-WEU-SWE,urb,WASH_MACH,2020,0.931919312920386
C-EEU-BGR,rur,WASH_MACH,2025,0.94
C-EEU-BGR,urb,WASH_MACH,2025,0.956972328892841
C-EEU-CZE,rur,WASH_MACH,2025,0.94
C-EEU-CZE,urb,WASH_MACH,2025,0.955447030845069
C-EEU-EST,rur,WASH_MACH,2025,0.94
C-EEU-EST,urb,WASH_MACH,2025,0.949619913835173
C-EEU-HRV,rur,WASH_MACH,2025,0.94
C-EEU-HRV,urb,WASH_MACH,2025,0.951933279811872
C-EEU-HUN,rur,WASH_MACH,2025,0.94
C-EEU-HUN,urb,WASH_MACH,2025,0.954115364136449
C-EEU-LTU,rur,WASH_MACH,2025,0.94
C-EEU-LTU,urb,WASH_MACH,2025,0.950406446843128
C-EEU-LVA,rur,WASH_MACH,2025,0.94
C-EEU-LVA,urb,WASH_MACH,2025,0.951088221892456
C-EEU-POL,rur,WASH_MACH,2025,0.94
C-EEU-POL,urb,WASH_MACH,2025,0.954313490090986
C-EEU-ROU,rur,WASH_MACH,2025,0.94
C-EEU-ROU,urb,WASH_MACH,2025,0.958239077515461
C-EEU-SVK,rur,WASH_MACH,2025,0.94
C-EEU-SVK,urb,WASH_MACH,2025,0.952242916533251
C-EEU-SVN,rur,WASH_MACH,2025,0.94
C-EEU-SVN,urb,WASH_MACH,2025,0.9533120692873
C-WEU-AUT,rur,WASH_MACH,2025,0.94
C-WEU-AUT,urb,WASH_MACH,2025,0.956872017298836
C-WEU-BEL,rur,WASH_MACH,2025,0.94
C-WEU-BEL,urb,WASH_MACH,2025,0.948386153733923
C-WEU-CHE,rur,WASH_MACH,2025,0.94
C-WEU-CHE,urb,WASH_MACH,2025,0.956872017298836
C-WEU-CYP,rur,WASH_MACH,2025,0.94
C-WEU-CYP,urb,WASH_MACH,2025,0.947596783672243
C-WEU-DEU,rur,WASH_MACH,2025,0.94
C-WEU-DEU,urb,WASH_MACH,2025,0.951960263027927
C-WEU-DNK,rur,WASH_MACH,2025,0.94
C-WEU-DNK,urb,WASH_MACH,2025,0.947725456175291
C-WEU-ESP,rur,WASH_MACH,2025,0.94
C-WEU-ESP,urb,WASH_MACH,2025,0.952663617260911
C-WEU-FIN,rur,WASH_MACH,2025,0.94
C-WEU-FIN,urb,WASH_MACH,2025,0.956024437119908
C-WEU-FRA,rur,WASH_MACH,2025,0.94
C-WEU-FRA,urb,WASH_MACH,2025,0.94838267556829
C-WEU-GBR,rur,WASH_MACH,2025,0.94
