"region","fuel","year","emission_factor"
"C-EEU-ROU","electricity",2070,89.7121728306917
"C-EEU-ROU","gas",2075,56.1
"C-EEU-ROU","electricity",2075,89.2144210496039
"C-EEU-ROU","gas",2080,56.1
"C-EEU-ROU","electricity",2080,88.7166692685169
"C-EEU-ROU","gas",2085,56.1
"C-EEU-ROU","electricity",2085,91.2072310095158
"C-EEU-ROU","gas",2090,56.1
"C-EEU-ROU","electricity",2090,93.6977927505139
"C-EEU-ROU","gas",2095,56.1
"C-EEU-ROU","electricity",2095,95.8444635141372
"C-EEU-ROU","gas",2100,56.1
"C-EEU-ROU","electricity",2100,97.9911342777605
"C-EEU-SVK","gas",2015,56.1
"C-EEU-SVK","electricity",2015,74.4344996261779
"C-EEU-SVK","gas",2020,56.1
"C-EEU-SVK","electricity",2020,121.310303485836
"C-EEU-SVK","gas",2025,56.1
"C-EEU-SVK","electricity",2025,120.831852549973
"C-EEU-SVK","gas",2030,56.1
"C-EEU-SVK","electricity",2030,81.4624044980051
"C-EEU-SVK","gas",2035,56.1
"C-EEU-SVK","electricity",2035,162.264220241837
"C-EEU-SVK","gas",2040,56.1
"C-EEU-SVK","electricity",2040,140.374983469182
"C-EEU-SVK","gas",2045,56.1
"C-EEU-SVK","electricity",2045,156.896025181254
"C-EEU-SVK","gas",2050,56.1
"C-EEU-SVK","electricity",2050,161.085026371618
"C-EEU-SVK","gas",2055,56.1
"C-EEU-SVK","electricity",2055,52.8132251808806
"C-EEU-SVK","gas",2060,56.1
"C-EEU-SVK","electricity",2060,50.875446734305
"C-EEU-SVK","gas",2065,56.1
"C-EEU-SVK","electricity",2065,51.0327118994651
"C-EEU-SVK","gas",2070,56.1
"C-EEU-SVK","electricity",2070,51.1899770646253
"C-EEU-SVK","gas",2075,56.1
"C-EEU-SVK","electricity",2075,50.9059587262684
"C-EEU-SVK","gas",2080,56.1
"C-EEU-SVK","electricity",2080,50.6219403879119
"C-EEU-SVK","gas",2085,56.1
"C-EEU-SVK","electricity",2085,52.0430607819121
"C-EEU-SVK","gas",2090,56.1
"C-EEU-SVK","electricity",2090,53.4641811759118
"C-EEU-SVK","gas",2095,56.1
"C-EEU-SVK","electricity",2095,54.6890765684531
"C-EEU-SVK","gas",2100,56.1
"C-EEU-SVK","electricity",2100,55.9139719609943
"C-EEU-SVN","gas",2015,56.1
"C-EEU-SVN","electricity",2015,130.09160651266
"C-EEU-SVN","gas",2020,56.1
"C-EEU-SVN","electricity",2020,121.310303485836
"C-EEU-SVN","gas",2025,56.1
"C-EEU-SVN","electricity",2025,120.831852549973
"C-EEU-SVN","gas",2030,56.1
"C-EEU-SVN","electricity",2030,81.4624044980051
"C-EEU-SVN","gas",2035,56.1
"C-EEU-SVN","electricity",2035,162.264220241837
"C-EEU-SVN","gas",2040,56.1
"C-EEU-SVN","electricity",2040,140.374983469182
"C-EEU-SVN","gas",2045,56.1
"C-EEU-SVN","electricity",2045,156.896025181254
"C-EEU-SVN","gas",2050,56.1
"C-EEU-SVN","electricity",2050,161.085026371618
"C-EEU-SVN","gas",2055,56.1
"C-EEU-SVN","electricity",2055,92.3033988728437
"C-EEU-SVN","gas",2060,56.1
"C-EEU-SVN","electricity",2060,88.9166801812872
"C-EEU-SVN","gas",2065,56.1
"C-EEU-SVN","electricity",2065,89.1915376477431
"C-EEU-SVN","gas",2070,56.1
"C-EEU-SVN","electricity",2070,89.466395114199
"C-EEU-SVN","gas",2075,56.1
"C-EEU-SVN","electricity",2075,88.9700069863622
"C-EEU-SVN","gas",2080,56.1
"C-EEU-SVN","electricity",2080,88.4736188585262
"C-EEU-SVN","gas",2085,56.1
"C-EEU-SVN","electricity",2085,90.9573573941766
"C-EEU-SVN","gas",2090,56.1
"C-EEU-SVN","electricity",2090,93.4410959298261
"C-EEU-SVN","gas",2095,56.1
"C-EEU-SVN","electricity",2095,95.5818856204389
"C-EEU-SVN","gas",2100,56.1
"C-EEU-SVN","electricity",2100,97.7226753110518
"C-WEU-AUT","gas",2015,56.1
"C-WEU-AUT","electricity",2015,56.0401368284137
"C-WEU-AUT","gas",2020,56.1
"C-WEU-AUT","electricity",2020,81.4603700508778
"C-WEU-AUT","gas",2025,56.1
"C-WEU-AUT","electricity",2025,81.6097378435336
"C-WEU-AUT","gas",2030,56.1
"C-WEU-AUT","electricity",2030,88.3322473092453
"C-WEU-AUT","gas",2035,56.1
"C-WEU-AUT","electricity",2035,86.4303689531148
"C-WEU-AUT","gas",2040,56.1
"C-WEU-AUT","electricity",2040,73.7130298510416
"C-WEU-AUT","gas",2045,56.1
"C-WEU-AUT","electricity",2045,72.9703983133624
"C-WEU-AUT","gas",2050,56.1
"C-WEU-AUT","electricity",2050,76.0064761298443
"C-WEU-AUT","gas",2055,56.1
"C-WEU-AUT","electricity",2055,35.4897460224954
"C-WEU-AUT","gas",2060,56.1
"C-WEU-AUT","electricity",2060,36.3656313701598
"C-WEU-AUT","gas",2065,56.1
"C-WEU-AUT","electricity",2065,34.3329467674163
"C-WEU-AUT","gas",2070,56.1
"C-WEU-AUT","electricity",2070,32.3002621646728
"C-WEU-AUT","gas",2075,56.1
"C-WEU-AUT","electricity",2075,32.729732931105
"C-WEU-AUT","gas",2080,56.1
"C-WEU-AUT","electricity",2080,33.1592036975371
"C-WEU-AUT","gas",2085,56.1
"C-WEU-AUT","electricity",2085,33.5791744546051
"C-WEU-AUT","gas",2090,56.1
"C-WEU-AUT","electricity",2090,33.9991452116732
"C-WEU-AUT","gas",2095,56.1
"C-WEU-AUT","electricity",2095,34.2157581692753
"C-WEU-AUT","gas",2100,56.1
"C-WEU-AUT","electricity",2100,34.4323711268773
"C-WEU-BEL","gas",2015,56.1
"C-WEU-BEL","electricity",2015,69.9908882051647
"C-WEU-BEL","gas",2020,56.1
"C-WEU-BEL","electricity",2020,81.4603700508778
"C-WEU-BEL","gas",2025,56.1
"C-WEU-BEL","electricity",2025,81.6097378435336
"C-WEU-BEL","gas",2030,56.1
"C-WEU-BEL","electricity",2030,88.3322473092453
"C-WEU-BEL","gas",2035,56.1
"C-WEU-BEL","electricity",2035,86.4303689531148
"C-WEU-BEL","gas",2040,56.1
"C-WEU-BEL","electricity",2040,73.7130298510416
"C-WEU-BEL","gas",2045,56.1
"C-WEU-BEL","electricity",2045,72.9703983133624
"C-WEU-BEL","gas",2050,56.1
"C-WEU-BEL","electricity",2050,76.0064761298443
"C-WEU-BEL","gas",2055,56.1
"C-WEU-BEL","electricity",2055,44.3246392116361
"C-WEU-BEL","gas",2060,56.1
"C-WEU-BEL","electricity",2060,45.4185693288417
"C-WEU-BEL","gas",2065,56.1
"C-WEU-BEL","electricity",2065,42.879863878807
"C-WEU-BEL","gas",2070,56.1
"C-WEU-BEL","electricity",2070,40.3411584287724
"C-WEU-BEL","gas",2075,56.1
"C-WEU-BEL","electricity",2075,40.8775425652491
"C-WEU-BEL","gas",2080,56.1
"C-WEU-BEL","electricity",2080,41.4139267017256
"C-WEU-BEL","gas",2085,56.1
"C-WEU-BEL","electricity",2085,41.9384458762128
"C-WEU-BEL","gas",2090,56.1
"C-WEU-BEL","electricity",2090,42.4629650507
"C-WEU-BEL","gas",2095,56.1
"C-WEU-BEL","electricity",2095,42.7335021007029
"C-WEU-BEL","gas",2100,56.1
"C-WEU-BEL","electricity",2100,43.0040391507057
"C-WEU-CHE","gas",2015,56.1
"C-WEU-CHE","electricity",2015,15.3952561787785
"C-WEU-CHE","gas",2020,56.1
"C-WEU-CHE","electricity",2020,81.4603700508778
"C-WEU-CHE","gas",2025,56.1
"C-WEU-CHE","electricity",2025,81.6097378435336
"C-WEU-CHE","gas",2030,56.1
"C-WEU-CHE","electricity",2030,88.3322473092453
"C-WEU-CHE","gas",2035,56.1
"C-WEU-CHE","electricity",2035,86.4303689531148
"C-WEU-CHE","gas",2040,56.1
"C-WEU-CHE","electricity",2040,73.7130298510416
"C-WEU-CHE","gas",2045,56.1
"C-WEU-CHE","electricity",2045,72.9703983133624
"C-WEU-CHE","gas",2050,56.1
"C-WEU-CHE","electricity",2050,76.0064761298443
"C-WEU-CHE","gas",2055,56.1
"C-WEU-CHE","electricity",2055,9.74968589760969
"C-WEU-CHE","gas",2060,56.1
"C-WEU-CHE","electricity",2060,9.99030771036186
"C-WEU-CHE","gas",2065,56.1
"C-WEU-CHE","electricity",2065,9.4318918684143
"C-WEU-CHE","gas",2070,56.1
"C-WEU-CHE","electricity",2070,8.87347602646674
"C-WEU-CHE","gas",2075,56.1
"C-WEU-CHE","electricity",2075,8.99145954407956
"C-WEU-CHE","gas",2080,56.1
"C-WEU-CHE","electricity",2080,9.10944306169237
"C-WEU-CHE","gas",2085,56.1
"C-WEU-CHE","electricity",2085,9.22481675202533
"C-WEU-CHE","gas",2090,56.1
"C-WEU-CHE","electricity",2090,9.34019044235829
"C-WEU-CHE","gas",2095,56.1
"C-WEU-CHE","electricity",2095,9.39969800537759
"C-WEU-CHE","gas",2100,56.1
"C-WEU-CHE","electricity",2100,9.45920556839688
"C-WEU-CYP","gas",2015,56.1
"C-WEU-CYP","electricity",2015,244.257401597863
"C-WEU-CYP","gas",2020,56.1
"C-WEU-CYP","electricity",2020,81.4603700508778
"C-WEU-CYP","gas",2025,56.1
"C-WEU-CYP","electricity",2025,81.6097378435336
"C-WEU-CYP","gas",2030,56.1
"C-WEU-CYP","electricity",2030,88.3322473092453
"C-WEU-CYP","gas",2035,56.1
"C-WEU-CYP","electricity",2035,86.4303689531148
"C-WEU-CYP","gas",2040,56.1
"C-WEU-CYP","electricity",2040,73.7130298510416
"C-WEU-CYP","gas",2045,56.1
"C-WEU-CYP","electricity",2045,72.9703983133624
"C-WEU-CYP","gas",2050,56.1
"C-WEU-CYP","electricity",2050,76.0064761298443
"C-WEU-CYP","gas",2055,56.1
"C-WEU-CYP","electricity",2055,154.686152415452
"C-WEU-CYP","gas",2060,56.1
"C-WEU-CYP","electricity",2060,158.503799752275
"C-WEU-CYP","gas",2065,56.1
"C-WEU-CYP","electricity",2065,149.644109404724
"C-WEU-CYP","gas",2070,56.1
"C-WEU-CYP","electricity",2070,140.784419057173
"C-WEU-CYP","gas",2075,56.1
"C-WEU-CYP","electricity",2075,142.656316939796
"C-WEU-CYP","gas",2080,56.1
"C-WEU-CYP","electricity",2080,144.528214822418
"C-WEU-CYP","gas",2085,56.1
"C-WEU-CYP","electricity",2085,146.358705818231
"C-WEU-CYP","gas",2090,56.1
"C-WEU-CYP","electricity",2090,148.189196814043
"C-WEU-CYP","gas",2095,56.1
"C-WEU-CYP","electricity",2095,149.133329379928
"C-WEU-CYP","gas",2100,56.1
"C-WEU-CYP","electricity",2100,150.077461945812
"C-WEU-DEU","gas",2015,56.1
"C-WEU-DEU","electricity",2015,149.408317756168
"C-WEU-DEU","gas",2020,56.1
"C-WEU-DEU","electricity",2020,81.4603700508778
"C-WEU-DEU","gas",2025,56.1
"C-WEU-DEU","electricity",2025,81.6097378435336
"C-WEU-DEU","gas",2030,56.1
"C-WEU-DEU","electricity",2030,88.3322473092453
"C-WEU-DEU","gas",2035,56.1
"C-WEU-DEU","electricity",2035,86.4303689531148
"C-WEU-DEU","gas",2040,56.1
"C-WEU-DEU","electricity",2040,73.7130298510416
"C-WEU-DEU","gas",2045,56.1
"C-WEU-DEU","electricity",2045,72.9703983133624
"C-WEU-DEU","gas",2050,56.1
"C-WEU-DEU","electricity",2050,76.0064761298443
"C-WEU-DEU","gas",2055,56.1
"C-WEU-DEU","electricity",2055,94.6190275560895
"C-WEU-DEU","gas",2060,56.1
"C-WEU-DEU","electricity",2060,96.9542209326243
"C-WEU-DEU","gas",2065,56.1
"C-WEU-DEU","electricity",2065,91.5348910699108
"C-WEU-DEU","gas",2070,56.1
"C-WEU-DEU","electricity",2070,86.1155612071973
"C-WEU-DEU","gas",2075,56.1
"C-WEU-DEU","electricity",2075,87.260570987144
"C-WEU-DEU","gas",2080,56.1
"C-WEU-DEU","electricity",2080,88.4055807670906
"C-WEU-DEU","gas",2085,56.1
"C-WEU-DEU","electricity",2085,89.5252626214095
"C-WEU-DEU","gas",2090,56.1
"C-WEU-DEU","electricity",2090,90.6449444757283
"C-WEU-DEU","gas",2095,56.1
"C-WEU-DEU","electricity",2095,91.2224551570211
"C-WEU-DEU","gas",2100,56.1
"C-WEU-DEU","electricity",2100,91.7999658383138
"C-WEU-DNK","gas",2015,56.1
"C-WEU-DNK","electricity",2015,79.3728330000527
"C-WEU-DNK","gas",2020,56.1
"C-WEU-DNK","electricity",2020,81.4603700508778
"C-WEU-DNK","gas",2025,56.1
"C-WEU-DNK","electricity",2025,81.6097378435336
"C-WEU-DNK","gas",2030,56.1
"C-WEU-DNK","electricity",2030,88.3322473092453
"C-WEU-DNK","gas",2035,56.1
"C-WEU-DNK","electricity",2035,86.4303689531148
"C-WEU-DNK","gas",2040,56.1
"C-WEU-DNK","electricity",2040,73.7130298510416
"C-WEU-DNK","gas",2045,56.1
"C-WEU-DNK","electricity",2045,72.9703983133624
"C-WEU-DNK","gas",2050,56.1
"C-WEU-DNK","electricity",2050,76.0064761298443
"C-WEU-DNK","gas",2055,56.1
"C-WEU-DNK","electricity",2055,50.2661457248541
"C-WEU-DNK","gas",2060,56.1
"C-WEU-DNK","electricity",2060,51.5067119575924
"C-WEU-DNK","gas",2065,56.1
"C-WEU-DNK","electricity",2065,48.627705148431
"C-WEU-DNK","gas",2070,56.1
"C-WEU-DNK","electricity",2070,45.7486983392696
"C-WEU-DNK","gas",2075,56.1
"C-WEU-DNK","electricity",2075,46.3569822113594
"C-WEU-DNK","gas",2080,56.1
