"region","fuel","year","emission_factor"
"C-EEU-BGR","gas",2015,56.1
"C-EEU-BGR","electricity",2015,180.2429753517
"C-EEU-BGR","gas",2020,56.1
"C-EEU-BGR","electricity",2020,121.310303485836
"C-EEU-BGR","gas",2025,56.1
"C-EEU-BGR","electricity",2025,120.831852549973
"C-EEU-BGR","gas",2030,56.1
"C-EEU-BGR","electricity",2030,81.4624044980051
"C-EEU-BGR","gas",2035,56.1
"C-EEU-BGR","electricity",2035,162.264220241837
"C-EEU-BGR","gas",2040,56.1
"C-EEU-BGR","electricity",2040,140.374983469182
"C-EEU-BGR","gas",2045,56.1
"C-EEU-BGR","electricity",2045,156.896025181254
"C-EEU-BGR","gas",2050,56.1
"C-EEU-BGR","electricity",2050,161.085026371618
"C-EEU-BGR","gas",2055,56.1
"C-EEU-BGR","electricity",2055,127.887107353825
"C-EEU-BGR","gas",2060,56.1
"C-EEU-BGR","electricity",2060,123.194781153779
"C-EEU-BGR","gas",2065,56.1
"C-EEU-BGR","electricity",2065,123.575598401561
"C-EEU-BGR","gas",2070,56.1
"C-EEU-BGR","electricity",2070,123.956415649343
"C-EEU-BGR","gas",2075,56.1
"C-EEU-BGR","electricity",2075,123.26866587448
"C-EEU-BGR","gas",2080,56.1
"C-EEU-BGR","electricity",2080,122.580916099619
"C-EEU-BGR","gas",2085,56.1
"C-EEU-BGR","electricity",2085,126.022155974059
"C-EEU-BGR","gas",2090,56.1
"C-EEU-BGR","electricity",2090,129.463395848497
"C-EEU-BGR","gas",2095,56.1
"C-EEU-BGR","electricity",2095,132.429477318179
"C-EEU-BGR","gas",2100,56.1
"C-EEU-BGR","electricity",2100,135.39555878786
"C-EEU-CZE","gas",2015,56.1
"C-EEU-CZE","electricity",2015,216.050808470299
"C-EEU-CZE","gas",2020,56.1
"C-EEU-CZE","electricity",2020,121.310303485836
"C-EEU-CZE","gas",2025,56.1
"C-EEU-CZE","electricity",2025,120.831852549973
"C-EEU-CZE","gas",2030,56.1
"C-EEU-CZE","electricity",2030,81.4624044980051
"C-EEU-CZE","gas",2035,56.1
"C-EEU-CZE","electricity",2035,162.264220241837
"C-EEU-CZE","gas",2040,56.1
"C-EEU-CZE","electricity",2040,140.374983469182
"C-EEU-CZE","gas",2045,56.1
"C-EEU-CZE","electricity",2045,156.896025181254
"C-EEU-CZE","gas",2050,56.1
"C-EEU-CZE","electricity",2050,161.085026371618
"C-EEU-CZE","gas",2055,56.1
"C-EEU-CZE","electricity",2055,153.293701919913
"C-EEU-CZE","gas",2060,56.1
"C-EEU-CZE","electricity",2060,147.669178316993
"C-EEU-CZE","gas",2065,56.1
"C-EEU-CZE","electricity",2065,148.125650332627
"C-EEU-CZE","gas",2070,56.1
"C-EEU-CZE","electricity",2070,148.582122348261
"C-EEU-CZE","gas",2075,56.1
"C-EEU-CZE","electricity",2075,147.757741289336
"C-EEU-CZE","gas",2080,56.1
"C-EEU-CZE","electricity",2080,146.933360230412
"C-EEU-CZE","gas",2085,56.1
"C-EEU-CZE","electricity",2085,151.058251397805
"C-EEU-CZE","gas",2090,56.1
"C-EEU-CZE","electricity",2090,155.183142565197
"C-EEU-CZE","gas",2095,56.1
"C-EEU-CZE","electricity",2095,158.73847834604
"C-EEU-CZE","gas",2100,56.1
"C-EEU-CZE","electricity",2100,162.293814126883
"C-EEU-EST","gas",2015,56.1
"C-EEU-EST","electricity",2015,189.961080390251
"C-EEU-EST","gas",2020,56.1
"C-EEU-EST","electricity",2020,121.310303485836
"C-EEU-EST","gas",2025,56.1
"C-EEU-EST","electricity",2025,120.831852549973
"C-EEU-EST","gas",2030,56.1
"C-EEU-EST","electricity",2030,81.4624044980051
"C-EEU-EST","gas",2035,56.1
"C-EEU-EST","electricity",2035,162.264220241837
"C-EEU-EST","gas",2040,56.1
"C-EEU-EST","electricity",2040,140.374983469182
"C-EEU-EST","gas",2045,56.1
"C-EEU-EST","electricity",2045,156.896025181254
"C-EEU-EST","gas",2050,56.1
"C-EEU-EST","electricity",2050,161.085026371618
"C-EEU-EST","gas",2055,56.1
"C-EEU-EST","electricity",2055,134.782357168226
"C-EEU-EST","gas",2060,56.1
"C-EEU-EST","electricity",2060,129.837036260353
"C-EEU-EST","gas",2065,56.1
"C-EEU-EST","electricity",2065,130.2383859145
"C-EEU-EST","gas",2070,56.1
"C-EEU-EST","electricity",2070,130.639735568647
"C-EEU-EST","gas",2075,56.1
"C-EEU-EST","electricity",2075,129.914904600804
"C-EEU-EST","gas",2080,56.1
"C-EEU-EST","electricity",2080,129.190073632963
"C-EEU-EST","gas",2085,56.1
"C-EEU-EST","electricity",2085,132.816853778791
"C-EEU-EST","gas",2090,56.1
"C-EEU-EST","electricity",2090,136.443633924618
"C-EEU-EST","gas",2095,56.1
"C-EEU-EST","electricity",2095,139.569636696193
"C-EEU-EST","gas",2100,56.1
"C-EEU-EST","electricity",2100,142.695639467767
"C-EEU-HRV","gas",2015,56.1
"C-EEU-HRV","electricity",2015,106.46196426901
"C-EEU-HRV","gas",2020,56.1
"C-EEU-HRV","electricity",2020,121.310303485836
"C-EEU-HRV","gas",2025,56.1
"C-EEU-HRV","electricity",2025,120.831852549973
"C-EEU-HRV","gas",2030,56.1
"C-EEU-HRV","electricity",2030,81.4624044980051
"C-EEU-HRV","gas",2035,56.1
"C-EEU-HRV","electricity",2035,162.264220241837
"C-EEU-HRV","gas",2040,56.1
"C-EEU-HRV","electricity",2040,140.374983469182
"C-EEU-HRV","gas",2045,56.1
"C-EEU-HRV","electricity",2045,156.896025181254
"C-EEU-HRV","gas",2050,56.1
"C-EEU-HRV","electricity",2050,161.085026371618
"C-EEU-HRV","gas",2055,56.1
"C-EEU-HRV","electricity",2055,75.5375493941074
"C-EEU-HRV","gas",2060,56.1
"C-EEU-HRV","electricity",2060,72.7659891528662
"C-EEU-HRV","gas",2065,56.1
"C-EEU-HRV","electricity",2065,72.9909219256816
"C-EEU-HRV","gas",2070,56.1
"C-EEU-HRV","electricity",2070,73.215854698497
"C-EEU-HRV","gas",2075,56.1
"C-EEU-HRV","electricity",2075,72.8096297578881
"C-EEU-HRV","gas",2080,56.1
"C-EEU-HRV","electricity",2080,72.4034048172798
"C-EEU-HRV","gas",2085,56.1
"C-EEU-HRV","electricity",2085,74.4360008496014
"C-EEU-HRV","gas",2090,56.1
"C-EEU-HRV","electricity",2090,76.4685968819223
"C-EEU-HRV","gas",2095,56.1
"C-EEU-HRV","electricity",2095,78.220536777655
"C-EEU-HRV","gas",2100,56.1
"C-EEU-HRV","electricity",2100,79.9724766733876
"C-EEU-HUN","gas",2015,56.1
"C-EEU-HUN","electricity",2015,120.870004218226
"C-EEU-HUN","gas",2020,56.1
"C-EEU-HUN","electricity",2020,121.310303485836
"C-EEU-HUN","gas",2025,56.1
"C-EEU-HUN","electricity",2025,120.831852549973
"C-EEU-HUN","gas",2030,56.1
"C-EEU-HUN","electricity",2030,81.4624044980051
"C-EEU-HUN","gas",2035,56.1
"C-EEU-HUN","electricity",2035,162.264220241837
"C-EEU-HUN","gas",2040,56.1
"C-EEU-HUN","electricity",2040,140.374983469182
"C-EEU-HUN","gas",2045,56.1
"C-EEU-HUN","electricity",2045,156.896025181254
"C-EEU-HUN","gas",2050,56.1
"C-EEU-HUN","electricity",2050,161.085026371618
"C-EEU-HUN","gas",2055,56.1
"C-EEU-HUN","electricity",2055,85.7604307471709
"C-EEU-HUN","gas",2060,56.1
"C-EEU-HUN","electricity",2060,82.6137811399609
"C-EEU-HUN","gas",2065,56.1
"C-EEU-HUN","electricity",2065,82.8691552107447
"C-EEU-HUN","gas",2070,56.1
"C-EEU-HUN","electricity",2070,83.1245292815284
"C-EEU-HUN","gas",2075,56.1
"C-EEU-HUN","electricity",2075,82.6633278503687
"C-EEU-HUN","gas",2080,56.1
"C-EEU-HUN","electricity",2080,82.2021264192097
"C-EEU-HUN","gas",2085,56.1
"C-EEU-HUN","electricity",2085,84.5098040267716
"C-EEU-HUN","gas",2090,56.1
"C-EEU-HUN","electricity",2090,86.8174816343328
"C-EEU-HUN","gas",2095,56.1
"C-EEU-HUN","electricity",2095,88.8065204806593
"C-EEU-HUN","gas",2100,56.1
"C-EEU-HUN","electricity",2100,90.7955593269859
"C-EEU-LTU","gas",2015,56.1
"C-EEU-LTU","electricity",2015,108.88341987072
"C-EEU-LTU","gas",2020,56.1
"C-EEU-LTU","electricity",2020,121.310303485836
"C-EEU-LTU","gas",2025,56.1
"C-EEU-LTU","electricity",2025,120.831852549973
"C-EEU-LTU","gas",2030,56.1
"C-EEU-LTU","electricity",2030,81.4624044980051
"C-EEU-LTU","gas",2035,56.1
"C-EEU-LTU","electricity",2035,162.264220241837
"C-EEU-LTU","gas",2040,56.1
"C-EEU-LTU","electricity",2040,140.374983469182
"C-EEU-LTU","gas",2045,56.1
"C-EEU-LTU","electricity",2045,156.896025181254
"C-EEU-LTU","gas",2050,56.1
"C-EEU-LTU","electricity",2050,161.085026371618
"C-EEU-LTU","gas",2055,56.1
"C-EEU-LTU","electricity",2055,77.2556355047267
"C-EEU-LTU","gas",2060,56.1
"C-EEU-LTU","electricity",2060,74.4210366926898
"C-EEU-LTU","gas",2065,56.1
"C-EEU-LTU","electricity",2065,74.6510855154154
"C-EEU-LTU","gas",2070,56.1
"C-EEU-LTU","electricity",2070,74.881134338141
"C-EEU-LTU","gas",2075,56.1
"C-EEU-LTU","electricity",2075,74.4656698943467
"C-EEU-LTU","gas",2080,56.1
"C-EEU-LTU","electricity",2080,74.050205450553
"C-EEU-LTU","gas",2085,56.1
"C-EEU-LTU","electricity",2085,76.1290324638852
"C-EEU-LTU","gas",2090,56.1
"C-EEU-LTU","electricity",2090,78.2078594772168
"C-EEU-LTU","gas",2095,56.1
"C-EEU-LTU","electricity",2095,79.9996468875385
"C-EEU-LTU","gas",2100,56.1
"C-EEU-LTU","electricity",2100,81.7914342978601
"C-EEU-LVA","gas",2015,56.1
"C-EEU-LVA","electricity",2015,82.9007418612965
"C-EEU-LVA","gas",2020,56.1
"C-EEU-LVA","electricity",2020,121.310303485836
"C-EEU-LVA","gas",2025,56.1
"C-EEU-LVA","electricity",2025,120.831852549973
"C-EEU-LVA","gas",2030,56.1
"C-EEU-LVA","electricity",2030,81.4624044980051
"C-EEU-LVA","gas",2035,56.1
"C-EEU-LVA","electricity",2035,162.264220241837
"C-EEU-LVA","gas",2040,56.1
"C-EEU-LVA","electricity",2040,140.374983469182
"C-EEU-LVA","gas",2045,56.1
"C-EEU-LVA","electricity",2045,156.896025181254
"C-EEU-LVA","gas",2050,56.1
"C-EEU-LVA","electricity",2050,161.085026371618
"C-EEU-LVA","gas",2055,56.1
"C-EEU-LVA","electricity",2055,58.8202455792813
"C-EEU-LVA","gas",2060,56.1
"C-EEU-LVA","electricity",2060,56.6620625916784
"C-EEU-LVA","gas",2065,56.1
"C-EEU-LVA","electricity",2065,56.8372152282407
"C-EEU-LVA","gas",2070,56.1
"C-EEU-LVA","electricity",2070,57.0123678648029
"C-EEU-LVA","gas",2075,56.1
"C-EEU-LVA","electricity",2075,56.6960450431241
"C-EEU-LVA","gas",2080,56.1
"C-EEU-LVA","electricity",2080,56.3797222214459
"C-EEU-LVA","gas",2085,56.1
"C-EEU-LVA","electricity",2085,57.9624820375057
"C-EEU-LVA","gas",2090,56.1
"C-EEU-LVA","electricity",2090,59.545241853565
"C-EEU-LVA","gas",2095,56.1
"C-EEU-LVA","electricity",2095,60.909457872402
"C-EEU-LVA","gas",2100,56.1
"C-EEU-LVA","electricity",2100,62.2736738912391
"C-EEU-POL","gas",2015,56.1
"C-EEU-POL","electricity",2015,346.827463132373
"C-EEU-POL","gas",2020,56.1
"C-EEU-POL","electricity",2020,121.310303485836
"C-EEU-POL","gas",2025,56.1
"C-EEU-POL","electricity",2025,120.831852549973
"C-EEU-POL","gas",2030,56.1
"C-EEU-POL","electricity",2030,81.4624044980051
"C-EEU-POL","gas",2035,56.1
"C-EEU-POL","electricity",2035,162.264220241837
"C-EEU-POL","gas",2040,56.1
"C-EEU-POL","electricity",2040,140.374983469182
"C-EEU-POL","gas",2045,56.1
"C-EEU-POL","electricity",2045,156.896025181254
"C-EEU-POL","gas",2050,56.1
"C-EEU-POL","electricity",2050,161.085026371618
"C-EEU-POL","gas",2055,56.1
"C-EEU-POL","electricity",2055,246.083160380132
"C-EEU-POL","gas",2060,56.1
"C-EEU-POL","electricity",2060,237.054083996013
"C-EEU-POL","gas",2065,56.1
"C-EEU-POL","electricity",2065,237.786860847413
"C-EEU-POL","gas",2070,56.1
"C-EEU-POL","electricity",2070,238.519637698813
"C-EEU-POL","gas",2075,56.1
"C-EEU-POL","electricity",2075,237.196254586545
"C-EEU-POL","gas",2080,56.1
"C-EEU-POL","electricity",2080,235.872871474279
"C-EEU-POL","gas",2085,56.1
"C-EEU-POL","electricity",2085,242.494580272378
"C-EEU-POL","gas",2090,56.1
"C-EEU-POL","electricity",2090,249.116289070475
"C-EEU-POL","gas",2095,56.1
"C-EEU-POL","electricity",2095,254.823687705935
"C-EEU-POL","gas",2100,56.1
"C-EEU-POL","electricity",2100,260.531086341396
"C-EEU-ROU","gas",2015,56.1
"C-EEU-ROU","electricity",2015,130.448987828211
"C-EEU-ROU","gas",2020,56.1
"C-EEU-ROU","electricity",2020,121.310303485836
"C-EEU-ROU","gas",2025,56.1
"C-EEU-ROU","electricity",2025,120.831852549973
"C-EEU-ROU","gas",2030,56.1
"C-EEU-ROU","electricity",2030,81.4624044980051
"C-EEU-ROU","gas",2035,56.1
"C-EEU-ROU","electricity",2035,162.264220241837
"C-EEU-ROU","gas",2040,56.1
"C-EEU-ROU","electricity",2040,140.374983469182
"C-EEU-ROU","gas",2045,56.1
"C-EEU-ROU","electricity",2045,156.896025181254
"C-EEU-ROU","gas",2050,56.1
"C-EEU-ROU","electricity",2050,161.085026371618
"C-EEU-ROU","gas",2055,56.1
"C-EEU-ROU","electricity",2055,92.5569702676733
"C-EEU-ROU","gas",2060,56.1
"C-EEU-ROU","electricity",2060,89.1609477477313
"C-EEU-ROU","gas",2065,56.1
"C-EEU-ROU","electricity",2065,89.4365602892115
"C-EEU-ROU","gas",2070,56.1
