region,urt,year,type,energy_label,generation,yrs_prod,n_app
C-WEU-AUT,rur,2000,WASH_MACH,B,1,1990,22321.85097826708
C-WEU-AUT,rur,2000,WASH_MACH,C,1,1990,89287.40391306832
C-WEU-AUT,rur,2000,WASH_MACH,D,1,1990,74406.16992755694
C-WEU-AUT,rur,2000,WASH_MACH,E,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH,F,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH,G,1,1990,186015.4248188924
C-WEU-AUT,rur,2000,WASH_MACH,A,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,B,1,1995,44643.70195653416
C-WEU-AUT,rur,2000,WASH_MACH,C,1,1995,178574.80782613665
C-WEU-AUT,rur,2000,WASH_MACH,D,1,1995,148812.33985511388
C-WEU-AUT,rur,2000,WASH_MACH,E,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,F,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,G,1,1995,372030.8496377848
C-WEU-AUT,rur,2000,WASH_MACH,A,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH,B,1,2000,22321.85097826708
C-WEU-AUT,rur,2000,WASH_MACH,C,1,2000,89287.40391306832
C-WEU-AUT,rur,2000,WASH_MACH,D,1,2000,74406.16992755694
C-WEU-AUT,rur,2000,WASH_MACH,E,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH,F,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH,G,1,2000,186015.4248188924
C-WEU-AUT,rur,2000,WASH_MACH,A,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,B,2,1995,2761.466100404175
C-WEU-AUT,rur,2000,WASH_MACH,C,2,1995,11045.864401616702
C-WEU-AUT,rur,2000,WASH_MACH,D,2,1995,9204.887001347251
C-WEU-AUT,rur,2000,WASH_MACH,E,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,F,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH,G,2,1995,23012.217503368127
C-WEU-AUT,rur,2000,WASH_MACH_COM,A,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,B,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,C,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,D,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,E,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,F,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,G,1,1990,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,A,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,B,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,C,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,D,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,E,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,F,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,G,1,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,A,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,B,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,C,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,D,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,E,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,F,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,G,1,2000,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,A,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,B,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,C,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,D,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,E,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,F,2,1995,0
C-WEU-AUT,rur,2000,WASH_MACH_COM,G,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,A,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH,B,1,1990,55837.37499683993
C-WEU-BEL,urb,2000,WASH_MACH,C,1,1990,223349.4999873597
C-WEU-BEL,urb,2000,WASH_MACH,D,1,1990,186124.58332279976
C-WEU-BEL,urb,2000,WASH_MACH,E,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH,F,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH,G,1,1990,465311.4583069994
C-WEU-BEL,urb,2000,WASH_MACH,A,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,B,1,1995,111674.74999367986
C-WEU-BEL,urb,2000,WASH_MACH,C,1,1995,446698.9999747194
C-WEU-BEL,urb,2000,WASH_MACH,D,1,1995,372249.16664559953
C-WEU-BEL,urb,2000,WASH_MACH,E,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,F,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,G,1,1995,930622.9166139988
C-WEU-BEL,urb,2000,WASH_MACH,A,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH,B,1,2000,55837.37499683993
C-WEU-BEL,urb,2000,WASH_MACH,C,1,2000,223349.4999873597
C-WEU-BEL,urb,2000,WASH_MACH,D,1,2000,186124.58332279976
C-WEU-BEL,urb,2000,WASH_MACH,E,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH,F,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH,G,1,2000,465311.4583069994
C-WEU-BEL,urb,2000,WASH_MACH,A,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,B,2,1995,6907.716494454424
C-WEU-BEL,urb,2000,WASH_MACH,C,2,1995,27630.865977817695
C-WEU-BEL,urb,2000,WASH_MACH,D,2,1995,23025.72164818141
C-WEU-BEL,urb,2000,WASH_MACH,E,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,F,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH,G,2,1995,57564.30412045353
C-WEU-BEL,urb,2000,WASH_MACH_COM,A,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,B,1,1990,55.38627854817125
C-WEU-BEL,urb,2000,WASH_MACH_COM,C,1,1990,221.545114192685
C-WEU-BEL,urb,2000,WASH_MACH_COM,D,1,1990,184.62092849390413
C-WEU-BEL,urb,2000,WASH_MACH_COM,E,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,F,1,1990,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,G,1,1990,461.5523212347604
C-WEU-BEL,urb,2000,WASH_MACH_COM,A,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,B,1,1995,110.7725570963425
C-WEU-BEL,urb,2000,WASH_MACH_COM,C,1,1995,443.09022838537
C-WEU-BEL,urb,2000,WASH_MACH_COM,D,1,1995,369.24185698780826
C-WEU-BEL,urb,2000,WASH_MACH_COM,E,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,F,1,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,G,1,1995,923.1046424695209
C-WEU-BEL,urb,2000,WASH_MACH_COM,A,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,B,1,2000,55.38627854817125
C-WEU-BEL,urb,2000,WASH_MACH_COM,C,1,2000,221.545114192685
C-WEU-BEL,urb,2000,WASH_MACH_COM,D,1,2000,184.62092849390413
C-WEU-BEL,urb,2000,WASH_MACH_COM,E,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,F,1,2000,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,G,1,2000,461.5523212347604
C-WEU-BEL,urb,2000,WASH_MACH_COM,A,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,B,2,1995,6.851910748227369
C-WEU-BEL,urb,2000,WASH_MACH_COM,C,2,1995,27.407642992909476
C-WEU-BEL,urb,2000,WASH_MACH_COM,D,2,1995,22.839702494091235
C-WEU-BEL,urb,2000,WASH_MACH_COM,E,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,F,2,1995,0
C-WEU-BEL,urb,2000,WASH_MACH_COM,G,2,1995,57.09925623522808
C-WEU-BEL,rur,2000,WASH_MACH,A,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH,B,1,1990,1125.7235370436058
C-WEU-BEL,rur,2000,WASH_MACH,C,1,1990,4502.894148174423
C-WEU-BEL,rur,2000,WASH_MACH,D,1,1990,3752.411790145353
C-WEU-BEL,rur,2000,WASH_MACH,E,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH,F,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH,G,1,1990,9381.029475363384
C-WEU-BEL,rur,2000,WASH_MACH,A,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,B,1,1995,2251.4470740872116
C-WEU-BEL,rur,2000,WASH_MACH,C,1,1995,9005.788296348846
C-WEU-BEL,rur,2000,WASH_MACH,D,1,1995,7504.823580290706
C-WEU-BEL,rur,2000,WASH_MACH,E,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,F,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,G,1,1995,18762.058950726765
C-WEU-BEL,rur,2000,WASH_MACH,A,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH,B,1,2000,1125.7235370436058
C-WEU-BEL,rur,2000,WASH_MACH,C,1,2000,4502.894148174423
C-WEU-BEL,rur,2000,WASH_MACH,D,1,2000,3752.411790145353
C-WEU-BEL,rur,2000,WASH_MACH,E,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH,F,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH,G,1,2000,9381.029475363384
C-WEU-BEL,rur,2000,WASH_MACH,A,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,B,2,1995,139.26476746931203
C-WEU-BEL,rur,2000,WASH_MACH,C,2,1995,557.0590698772481
C-WEU-BEL,rur,2000,WASH_MACH,D,2,1995,464.21589156437346
C-WEU-BEL,rur,2000,WASH_MACH,E,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,F,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH,G,2,1995,1160.5397289109335
C-WEU-BEL,rur,2000,WASH_MACH_COM,A,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,B,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,C,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,D,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,E,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,F,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,G,1,1990,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,A,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,B,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,C,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,D,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,E,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,F,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,G,1,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,A,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,B,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,C,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,D,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,E,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,F,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,G,1,2000,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,A,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,B,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,C,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,D,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,E,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,F,2,1995,0
C-WEU-BEL,rur,2000,WASH_MACH_COM,G,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,A,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH,B,1,1990,23962.92361456016
C-EEU-BGR,urb,2000,WASH_MACH,C,1,1990,95851.69445824064
C-EEU-BGR,urb,2000,WASH_MACH,D,1,1990,79876.41204853388
C-EEU-BGR,urb,2000,WASH_MACH,E,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH,F,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH,G,1,1990,199691.03012133468
C-EEU-BGR,urb,2000,WASH_MACH,A,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,B,1,1995,47925.84722912032
C-EEU-BGR,urb,2000,WASH_MACH,C,1,1995,191703.3889164813
C-EEU-BGR,urb,2000,WASH_MACH,D,1,1995,159752.82409706776
C-EEU-BGR,urb,2000,WASH_MACH,E,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,F,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,G,1,1995,399382.06024266937
C-EEU-BGR,urb,2000,WASH_MACH,A,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH,B,1,2000,23962.92361456016
C-EEU-BGR,urb,2000,WASH_MACH,C,1,2000,95851.69445824064
C-EEU-BGR,urb,2000,WASH_MACH,D,1,2000,79876.41204853388
C-EEU-BGR,urb,2000,WASH_MACH,E,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH,F,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH,G,1,2000,199691.03012133468
C-EEU-BGR,urb,2000,WASH_MACH,A,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,B,2,1995,2964.4853956156903
C-EEU-BGR,urb,2000,WASH_MACH,C,2,1995,11857.94158246276
C-EEU-BGR,urb,2000,WASH_MACH,D,2,1995,9881.617985385634
C-EEU-BGR,urb,2000,WASH_MACH,E,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,F,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH,G,2,1995,24704.044963464086
C-EEU-BGR,urb,2000,WASH_MACH_COM,A,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,B,1,1990,20.76275432425748
C-EEU-BGR,urb,2000,WASH_MACH_COM,C,1,1990,83.05101729702992
C-EEU-BGR,urb,2000,WASH_MACH_COM,D,1,1990,69.20918108085826
C-EEU-BGR,urb,2000,WASH_MACH_COM,E,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,F,1,1990,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,G,1,1990,173.02295270214566
C-EEU-BGR,urb,2000,WASH_MACH_COM,A,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,B,1,1995,41.52550864851496
C-EEU-BGR,urb,2000,WASH_MACH_COM,C,1,1995,166.10203459405983
C-EEU-BGR,urb,2000,WASH_MACH_COM,D,1,1995,138.41836216171652
C-EEU-BGR,urb,2000,WASH_MACH_COM,E,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,F,1,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,G,1,1995,346.0459054042913
C-EEU-BGR,urb,2000,WASH_MACH_COM,A,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,B,1,2000,20.76275432425748
C-EEU-BGR,urb,2000,WASH_MACH_COM,C,1,2000,83.05101729702992
C-EEU-BGR,urb,2000,WASH_MACH_COM,D,1,2000,69.20918108085826
C-EEU-BGR,urb,2000,WASH_MACH_COM,E,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,F,1,2000,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,G,1,2000,173.02295270214566
C-EEU-BGR,urb,2000,WASH_MACH_COM,A,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,B,2,1995,2.5685881638256673
C-EEU-BGR,urb,2000,WASH_MACH_COM,C,2,1995,10.27435265530267
C-EEU-BGR,urb,2000,WASH_MACH_COM,D,2,1995,8.561960546085558
C-EEU-BGR,urb,2000,WASH_MACH_COM,E,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,F,2,1995,0
C-EEU-BGR,urb,2000,WASH_MACH_COM,G,2,1995,21.404901365213895
C-EEU-BGR,rur,2000,WASH_MACH,A,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH,B,1,1990,11077.004752448796
C-EEU-BGR,rur,2000,WASH_MACH,C,1,1990,44308.01900979518
C-EEU-BGR,rur,2000,WASH_MACH,D,1,1990,36923.34917482931
C-EEU-BGR,rur,2000,WASH_MACH,E,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH,F,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH,G,1,1990,92308.37293707328
C-EEU-BGR,rur,2000,WASH_MACH,A,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,B,1,1995,22154.00950489759
C-EEU-BGR,rur,2000,WASH_MACH,C,1,1995,88616.03801959036
C-EEU-BGR,rur,2000,WASH_MACH,D,1,1995,73846.69834965863
C-EEU-BGR,rur,2000,WASH_MACH,E,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,F,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,G,1,1995,184616.74587414655
C-EEU-BGR,rur,2000,WASH_MACH,A,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH,B,1,2000,11077.004752448796
C-EEU-BGR,rur,2000,WASH_MACH,C,1,2000,44308.01900979518
C-EEU-BGR,rur,2000,WASH_MACH,D,1,2000,36923.34917482931
C-EEU-BGR,rur,2000,WASH_MACH,E,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH,F,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH,G,1,2000,92308.37293707328
C-EEU-BGR,rur,2000,WASH_MACH,A,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,B,2,1995,1370.351103395727
C-EEU-BGR,rur,2000,WASH_MACH,C,2,1995,5481.404413582908
C-EEU-BGR,rur,2000,WASH_MACH,D,2,1995,4567.83701131909
C-EEU-BGR,rur,2000,WASH_MACH,E,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,F,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH,G,2,1995,11419.592528297726
C-EEU-BGR,rur,2000,WASH_MACH_COM,A,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,B,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,C,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,D,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,E,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,F,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,G,1,1990,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,A,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,B,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,C,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,D,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,E,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,F,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,G,1,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,A,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,B,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,C,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,D,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,E,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,F,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,G,1,2000,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,A,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,B,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,C,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,D,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,E,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,F,2,1995,0
C-EEU-BGR,rur,2000,WASH_MACH_COM,G,2,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,A,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH,B,1,1990,8447.534976755269
C-EEU-HRV,urb,2000,WASH_MACH,C,1,1990,33790.139907021075
C-EEU-HRV,urb,2000,WASH_MACH,D,1,1990,28158.449922517568
C-EEU-HRV,urb,2000,WASH_MACH,E,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH,F,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH,G,1,1990,70396.12480629391
C-EEU-HRV,urb,2000,WASH_MACH,A,1,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,B,1,1995,16895.069953510538
C-EEU-HRV,urb,2000,WASH_MACH,C,1,1995,67580.27981404215
C-EEU-HRV,urb,2000,WASH_MACH,D,1,1995,56316.899845035136
C-EEU-HRV,urb,2000,WASH_MACH,E,1,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,F,1,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,G,1,1995,140792.24961258782
C-EEU-HRV,urb,2000,WASH_MACH,A,1,2000,0
C-EEU-HRV,urb,2000,WASH_MACH,B,1,2000,8447.534976755269
C-EEU-HRV,urb,2000,WASH_MACH,C,1,2000,33790.139907021075
C-EEU-HRV,urb,2000,WASH_MACH,D,1,2000,28158.449922517568
C-EEU-HRV,urb,2000,WASH_MACH,E,1,2000,0
C-EEU-HRV,urb,2000,WASH_MACH,F,1,2000,0
C-EEU-HRV,urb,2000,WASH_MACH,G,1,2000,70396.12480629391
C-EEU-HRV,urb,2000,WASH_MACH,A,2,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,B,2,1995,1045.0558734130232
C-EEU-HRV,urb,2000,WASH_MACH,C,2,1995,4180.223493652093
C-EEU-HRV,urb,2000,WASH_MACH,D,2,1995,3483.5195780434096
C-EEU-HRV,urb,2000,WASH_MACH,E,2,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,F,2,1995,0
C-EEU-HRV,urb,2000,WASH_MACH,G,2,1995,8708.798945108525
C-EEU-HRV,urb,2000,WASH_MACH_COM,A,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH_COM,B,1,1990,6.1219686522585945
C-EEU-HRV,urb,2000,WASH_MACH_COM,C,1,1990,24.487874609034375
C-EEU-HRV,urb,2000,WASH_MACH_COM,D,1,1990,20.406562174195315
C-EEU-HRV,urb,2000,WASH_MACH_COM,E,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH_COM,F,1,1990,0
C-EEU-HRV,urb,2000,WASH_MACH_COM,G,1,1990,51.01640543548829
C-EEU-HRV,urb,2000,WASH_MACH_COM,A,1,1995,0
C-EEU-HRV,urb,2000,WASH_MACH_COM,B,1,1995,12.243937304517187
C-EEU-HRV,urb,2000,WASH_MACH_COM,C,1,1995,48.97574921806875
C-EEU-HRV,urb,2000,WASH_MACH_COM,D,1,1995,40.81312434839063
