region,year,yrs_prod,type,energy_label,fuel,energy_intensity_per_year
C-EEU-BGR,1990,1990,WASH_MACH,A,electricity,0.476784
C-EEU-BGR,1990,1990,WASH_MACH,B,electricity,0.572616
C-EEU-BGR,1990,1990,WASH_MACH,C,electricity,0.655776
C-EEU-BGR,1990,1990,WASH_MACH,D,electricity,0.76428
C-EEU-BGR,1990,1990,WASH_MACH,E,electricity,0.848232
C-EEU-BGR,1990,1990,WASH_MACH,F,electricity,0.953568
C-EEU-BGR,1990,1990,WASH_MACH,G,electricity,1.117512
C-EEU-BGR,1990,1990,WASH_MACH_COM,A,electricity,5.266728
C-EEU-BGR,1990,1990,WASH_MACH_COM,B,electricity,6.689304
C-EEU-BGR,1990,1990,WASH_MACH_COM,C,electricity,8.535456
C-EEU-BGR,1990,1990,WASH_MACH_COM,D,electricity,10.525464
C-EEU-BGR,1990,1990,WASH_MACH_COM,E,electricity,11.220768
C-EEU-BGR,1990,1990,WASH_MACH_COM,F,electricity,12.571416
C-EEU-BGR,1990,1990,WASH_MACH_COM,G,electricity,14.089896
C-EEU-BGR,1995,1990,WASH_MACH,A,electricity,0.476784
C-EEU-BGR,1995,1990,WASH_MACH,B,electricity,0.572616
C-EEU-BGR,1995,1990,WASH_MACH,C,electricity,0.655776
C-EEU-BGR,1995,1990,WASH_MACH,D,electricity,0.76428
C-EEU-BGR,1995,1990,WASH_MACH,E,electricity,0.848232
C-EEU-BGR,1995,1990,WASH_MACH,F,electricity,0.953568
C-EEU-BGR,1995,1990,WASH_MACH,G,electricity,1.117512
C-EEU-BGR,1995,1995,WASH_MACH,A,electricity,0.453024
C-EEU-BGR,1995,1995,WASH_MACH,B,electricity,0.544104
C-EEU-BGR,1995,1995,WASH_MACH,C,electricity,0.622512
C-EEU-BGR,1995,1995,WASH_MACH,D,electricity,0.726264
C-EEU-BGR,1995,1995,WASH_MACH,E,electricity,0.806256
C-EEU-BGR,1995,1995,WASH_MACH,F,electricity,0.906048
C-EEU-BGR,1995,1995,WASH_MACH,G,electricity,1.06128
C-EEU-BGR,1995,1990,WASH_MACH_COM,A,electricity,5.266728
C-EEU-BGR,1995,1990,WASH_MACH_COM,B,electricity,6.689304
C-EEU-BGR,1995,1990,WASH_MACH_COM,C,electricity,8.535456
C-EEU-BGR,1995,1990,WASH_MACH_COM,D,electricity,10.525464
C-EEU-BGR,1995,1990,WASH_MACH_COM,E,electricity,11.220768
C-EEU-BGR,1995,1990,WASH_MACH_COM,F,electricity,12.571416
C-EEU-BGR,1995,1990,WASH_MACH_COM,G,electricity,14.089896
C-EEU-BGR,1995,1995,WASH_MACH_COM,A,electricity,5.002992
C-EEU-BGR,1995,1995,WASH_MACH_COM,B,electricity,6.35364
C-EEU-BGR,1995,1995,WASH_MACH_COM,C,electricity,8.11188
C-EEU-BGR,1995,1995,WASH_MACH_COM,D,electricity,10.005984
C-EEU-BGR,1995,1995,WASH_MACH_COM,E,electricity,10.653336
C-EEU-BGR,1995,1995,WASH_MACH_COM,F,electricity,11.94804
C-EEU-BGR,1995,1995,WASH_MACH_COM,G,electricity,13.3866
C-EEU-BGR,2000,1990,WASH_MACH,A,electricity,0.476784
C-EEU-BGR,2000,1990,WASH_MACH,B,electricity,0.572616
C-EEU-BGR,2000,1990,WASH_MACH,C,electricity,0.655776
C-EEU-BGR,2000,1990,WASH_MACH,D,electricity,0.76428
C-EEU-BGR,2000,1990,WASH_MACH,E,electricity,0.848232
C-EEU-BGR,2000,1990,WASH_MACH,F,electricity,0.953568
C-EEU-BGR,2000,1990,WASH_MACH,G,electricity,1.117512
C-EEU-BGR,2000,1995,WASH_MACH,A,electricity,0.453024
C-EEU-BGR,2000,1995,WASH_MACH,B,electricity,0.544104
C-EEU-BGR,2000,1995,WASH_MACH,C,electricity,0.622512
C-EEU-BGR,2000,1995,WASH_MACH,D,electricity,0.726264
C-EEU-BGR,2000,1995,WASH_MACH,E,electricity,0.806256
C-EEU-BGR,2000,1995,WASH_MACH,F,electricity,0.906048
C-EEU-BGR,2000,1995,WASH_MACH,G,electricity,1.06128
C-EEU-BGR,2000,2000,WASH_MACH,A,electricity,0.429264
C-EEU-BGR,2000,2000,WASH_MACH,B,electricity,0.515592
C-EEU-BGR,2000,2000,WASH_MACH,C,electricity,0.59004
C-EEU-BGR,2000,2000,WASH_MACH,D,electricity,0.688248
C-EEU-BGR,2000,2000,WASH_MACH,E,electricity,0.76348800000000006
C-EEU-BGR,2000,2000,WASH_MACH,F,electricity,0.858528
C-EEU-BGR,2000,2000,WASH_MACH,G,electricity,1.005048
