"region","material_type","year","eol_material","emission_factor"
"C-EEU-EST","polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-EST","polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-EST","polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-EST","polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HRV","bio-based_polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-HRV","bio-based_polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-HRV","bio-based_polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-HRV","polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-HRV","polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-HRV","polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-HRV","polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-HUN","bio-based_polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-HUN","bio-based_polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-HUN","bio-based_polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-HUN","polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-HUN","polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-HUN","polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-HUN","polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LTU","bio-based_polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-LTU","bio-based_polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-LTU","bio-based_polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-LTU","polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-LTU","polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-LTU","polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-LTU","polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-LVA","bio-based_polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-LVA","bio-based_polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-LVA","bio-based_polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-LVA","polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-LVA","polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-LVA","polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2025,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2030,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2035,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2040,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2045,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2050,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2055,"polystyrene",3.29915619269115
"C-EEU-LVA","polystyrene",2060,"polystyrene",3.29915619269115
"C-EEU-POL","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",3.12595630064709
"C-EEU-POL","bio-based_polypropylene",2020,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2025,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2030,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2035,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2040,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2045,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2050,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2055,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polypropylene",2060,"polypropylene",2.66305613890392
"C-EEU-POL","bio-based_polystyrene",2020,"polystyrene",3.29915619269115
"C-EEU-POL","bio-based_polystyrene",2025,"polystyrene",3.29915619269115
