"region","material_type","year","eol_material","emission_factor"
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2020,"acrylonitrile_butadiene_styrene",0.116536758784468
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2025,"acrylonitrile_butadiene_styrene",0.116422574538738
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2030,"acrylonitrile_butadiene_styrene",0.116327620607315
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2035,"acrylonitrile_butadiene_styrene",0.116368612555378
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2040,"acrylonitrile_butadiene_styrene",0.116312196077204
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2045,"acrylonitrile_butadiene_styrene",0.116230153555576
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2050,"acrylonitrile_butadiene_styrene",0.116186496257422
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2055,"acrylonitrile_butadiene_styrene",0.116198656798651
"C-EEU-BGR","acrylonitrile_butadiene_styrene",2060,"acrylonitrile_butadiene_styrene",0.116205507237926
"C-EEU-BGR","aluminium",2020,"aluminium",0.0264671043059696
"C-EEU-BGR","aluminium",2030,"aluminium",0.0248698547812641
"C-EEU-BGR","aluminium",2040,"aluminium",0.0248596359196848
"C-EEU-BGR","aluminium",2050,"aluminium",0.0240274482700426
"C-EEU-BGR","aluminium",2060,"aluminium",0.0242392482882889
"C-EEU-BGR","bio-based_polypropylene",2020,"polypropylene",0.10821034812994
"C-EEU-BGR","bio-based_polypropylene",2025,"polypropylene",0.108099083021467
"C-EEU-BGR","bio-based_polypropylene",2030,"polypropylene",0.108001760777593
"C-EEU-BGR","bio-based_polypropylene",2035,"polypropylene",0.108037880323174
"C-EEU-BGR","bio-based_polypropylene",2040,"polypropylene",0.107979106223441
"C-EEU-BGR","bio-based_polypropylene",2045,"polypropylene",0.107901351608256
"C-EEU-BGR","bio-based_polypropylene",2050,"polypropylene",0.107861366142897
"C-EEU-BGR","bio-based_polypropylene",2055,"polypropylene",0.107873058091211
"C-EEU-BGR","bio-based_polypropylene",2060,"polypropylene",0.107878719117456
"C-EEU-BGR","bio-based_polystyrene",2020,"polystyrene",0.13271926723483
"C-EEU-BGR","bio-based_polystyrene",2025,"polystyrene",0.132603238867499
"C-EEU-BGR","bio-based_polystyrene",2030,"polystyrene",0.132501861532279
"C-EEU-BGR","bio-based_polystyrene",2035,"polystyrene",0.132539913376187
"C-EEU-BGR","bio-based_polystyrene",2040,"polystyrene",0.132479082085898
"C-EEU-BGR","bio-based_polystyrene",2045,"polystyrene",0.132397834355369
"C-EEU-BGR","bio-based_polystyrene",2050,"polystyrene",0.132355630157986
"C-EEU-BGR","bio-based_polystyrene",2055,"polystyrene",0.132367909226646
"C-EEU-BGR","bio-based_polystyrene",2060,"polystyrene",0.13237384846858
"C-EEU-BGR","copper",2020,"copper",0.00567988998144854
"C-EEU-BGR","copper",2030,"copper",0.00562365031688151
"C-EEU-BGR","copper",2040,"copper",0.00561412509634526
"C-EEU-BGR","copper",2050,"copper",0.00558873493525379
