scenario_supply,region_gea,material,production,year,emission_factor,unit
1p5C,FSU,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,FSU,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,FSU,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,FSU,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,FSU,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,FSU,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,FSU,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,FSU,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,FSU,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,FSU,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,FSU,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,FSU,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,FSU,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,FSU,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,FSU,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,FSU,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,FSU,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,FSU,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,FSU,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,FSU,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,FSU,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,FSU,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,FSU,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,FSU,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,FSU,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,FSU,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,FSU,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,FSU,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,FSU,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,FSU,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,FSU,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,FSU,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,FSU,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,FSU,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,FSU,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,FSU,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,FSU,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,FSU,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,FSU,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,FSU,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,FSU,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,FSU,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,FSU,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,FSU,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,FSU,steel,primary,2020,0.880637012,kgco2e/kg
1p5C,FSU,steel,primary,2025,0.8695784485,kgco2e/kg
1p5C,FSU,steel,primary,2030,0.699907136,kgco2e/kg
1p5C,FSU,steel,primary,2040,0.614488724,kgco2e/kg
1p5C,FSU,steel,primary,2050,0.573039968,kgco2e/kg
1p5C,FSU,steel,primary,2060,0.544990807,kgco2e/kg
1p5C,FSU,steel,primary,2070,0.550432356,kgco2e/kg
1p5C,FSU,steel,primary,2080,0.570650828,kgco2e/kg
1p5C,FSU,steel,primary,2090,0.581706625,kgco2e/kg
1p5C,FSU,steel,primary,2100,0.583892178,kgco2e/kg
1p5C,FSU,steel,secondary,2020,1.650324957,kgco2e/kg
1p5C,FSU,steel,secondary,2025,1.6368501035,kgco2e/kg
1p5C,FSU,steel,secondary,2030,1.16054612,kgco2e/kg
1p5C,FSU,steel,secondary,2040,1.023224243,kgco2e/kg
1p5C,FSU,steel,secondary,2050,0.990030314,kgco2e/kg
1p5C,FSU,steel,secondary,2060,0.977676894,kgco2e/kg
1p5C,FSU,steel,secondary,2070,0.97394825,kgco2e/kg
1p5C,FSU,steel,secondary,2080,0.986396537,kgco2e/kg
1p5C,FSU,steel,secondary,2090,0.981132338,kgco2e/kg
1p5C,FSU,steel,secondary,2100,0.979990944,kgco2e/kg
1p5C,FSU,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,FSU,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,FSU,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,FSU,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,FSU,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,FSU,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,FSU,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,FSU,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,FSU,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,FSU,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,LAC,aluminum,primary,2020,11.84496674,kgco2e/kg
1p5C,LAC,aluminum,primary,2025,11.555349190000001,kgco2e/kg
1p5C,LAC,aluminum,primary,2030,7.899871081,kgco2e/kg
1p5C,LAC,aluminum,primary,2040,6.991180875,kgco2e/kg
1p5C,LAC,aluminum,primary,2050,6.973742158,kgco2e/kg
1p5C,LAC,aluminum,primary,2060,6.892107769,kgco2e/kg
1p5C,LAC,aluminum,primary,2070,6.804074641,kgco2e/kg
1p5C,LAC,aluminum,primary,2080,6.861252661,kgco2e/kg
1p5C,LAC,aluminum,primary,2090,6.687118193,kgco2e/kg
1p5C,LAC,aluminum,primary,2100,6.662469238,kgco2e/kg
1p5C,LAC,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,LAC,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,LAC,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,LAC,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,LAC,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,LAC,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,LAC,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,LAC,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,LAC,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,LAC,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,LAC,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,LAC,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,LAC,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,LAC,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,LAC,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,LAC,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,LAC,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,LAC,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,LAC,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,LAC,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,LAC,concrete,primary,2020,0.604215343,kgco2e/kg
1p5C,LAC,concrete,primary,2025,0.6011939645,kgco2e/kg
1p5C,LAC,concrete,primary,2030,0.44911658,kgco2e/kg
1p5C,LAC,concrete,primary,2040,0.369908213,kgco2e/kg
1p5C,LAC,concrete,primary,2050,0.338300764,kgco2e/kg
1p5C,LAC,concrete,primary,2060,0.328888333,kgco2e/kg
1p5C,LAC,concrete,primary,2070,0.324312233,kgco2e/kg
1p5C,LAC,concrete,primary,2080,0.324550987,kgco2e/kg
1p5C,LAC,concrete,primary,2090,0.320277353,kgco2e/kg
1p5C,LAC,concrete,primary,2100,0.320285568,kgco2e/kg
1p5C,LAC,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,LAC,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,LAC,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,LAC,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,LAC,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,LAC,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,LAC,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,LAC,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,LAC,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,LAC,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,LAC,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,LAC,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,LAC,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,LAC,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,LAC,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,LAC,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,LAC,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,LAC,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,LAC,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,LAC,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,LAC,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,LAC,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,LAC,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,LAC,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,LAC,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,LAC,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,LAC,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,LAC,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,LAC,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,LAC,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,LAC,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,LAC,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,LAC,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,LAC,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,LAC,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,LAC,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,LAC,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,LAC,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,LAC,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,LAC,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,LAC,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,LAC,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,LAC,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,LAC,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,LAC,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,LAC,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,LAC,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,LAC,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,LAC,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,LAC,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,LAC,steel,primary,2020,1.86375033,kgco2e/kg
1p5C,LAC,steel,primary,2025,1.817231641,kgco2e/kg
1p5C,LAC,steel,primary,2030,1.397022,kgco2e/kg
1p5C,LAC,steel,primary,2040,1.171627808,kgco2e/kg
1p5C,LAC,steel,primary,2050,1.089340618,kgco2e/kg
1p5C,LAC,steel,primary,2060,1.084639072,kgco2e/kg
1p5C,LAC,steel,primary,2070,1.073210841,kgco2e/kg
1p5C,LAC,steel,primary,2080,1.146896403,kgco2e/kg
1p5C,LAC,steel,primary,2090,1.1740447,kgco2e/kg
1p5C,LAC,steel,primary,2100,1.170647268,kgco2e/kg
1p5C,LAC,steel,secondary,2020,1.200055937,kgco2e/kg
1p5C,LAC,steel,secondary,2025,1.172936032,kgco2e/kg
1p5C,LAC,steel,secondary,2030,0.854169714,kgco2e/kg
1p5C,LAC,steel,secondary,2040,0.731088168,kgco2e/kg
1p5C,LAC,steel,secondary,2050,0.693052298,kgco2e/kg
1p5C,LAC,steel,secondary,2060,0.666368369,kgco2e/kg
1p5C,LAC,steel,secondary,2070,0.661870553,kgco2e/kg
1p5C,LAC,steel,secondary,2080,0.675505908,kgco2e/kg
1p5C,LAC,steel,secondary,2090,0.678698063,kgco2e/kg
1p5C,LAC,steel,secondary,2100,0.677511656,kgco2e/kg
1p5C,LAC,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,LAC,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,LAC,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,LAC,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,LAC,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,LAC,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,LAC,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,LAC,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,LAC,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,LAC,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,MEA,aluminum,primary,2020,14.50751932,kgco2e/kg
1p5C,MEA,aluminum,primary,2025,14.38359667,kgco2e/kg
1p5C,MEA,aluminum,primary,2030,9.00090841,kgco2e/kg
1p5C,MEA,aluminum,primary,2040,7.186998292,kgco2e/kg
1p5C,MEA,aluminum,primary,2050,6.8485999,kgco2e/kg
1p5C,MEA,aluminum,primary,2060,6.788696639,kgco2e/kg
1p5C,MEA,aluminum,primary,2070,6.704250939,kgco2e/kg
1p5C,MEA,aluminum,primary,2080,6.680817315,kgco2e/kg
1p5C,MEA,aluminum,primary,2090,6.592503523,kgco2e/kg
1p5C,MEA,aluminum,primary,2100,6.549247031,kgco2e/kg
1p5C,MEA,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,MEA,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,MEA,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,MEA,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,MEA,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,MEA,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,MEA,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,MEA,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,MEA,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,MEA,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,MEA,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,MEA,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,MEA,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,MEA,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,MEA,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,MEA,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,MEA,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,MEA,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,MEA,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,MEA,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,MEA,concrete,primary,2020,0.82534951,kgco2e/kg
1p5C,MEA,concrete,primary,2025,0.811688062,kgco2e/kg
1p5C,MEA,concrete,primary,2030,0.60971964,kgco2e/kg
1p5C,MEA,concrete,primary,2040,0.50402275,kgco2e/kg
1p5C,MEA,concrete,primary,2050,0.451483976,kgco2e/kg
1p5C,MEA,concrete,primary,2060,0.415725573,kgco2e/kg
1p5C,MEA,concrete,primary,2070,0.423893279,kgco2e/kg
1p5C,MEA,concrete,primary,2080,0.451073993,kgco2e/kg
1p5C,MEA,concrete,primary,2090,0.466474385,kgco2e/kg
1p5C,MEA,concrete,primary,2100,0.469513325,kgco2e/kg
1p5C,MEA,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,MEA,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,MEA,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,MEA,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,MEA,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,MEA,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,MEA,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,MEA,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,MEA,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,MEA,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,MEA,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,MEA,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,MEA,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,MEA,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,MEA,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,MEA,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,MEA,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,MEA,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,MEA,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,MEA,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,MEA,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,MEA,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,MEA,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,MEA,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,MEA,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,MEA,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,MEA,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,MEA,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,MEA,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,MEA,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,MEA,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,MEA,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,MEA,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,MEA,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,MEA,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,MEA,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,MEA,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,MEA,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,MEA,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,MEA,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,MEA,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,MEA,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,MEA,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,MEA,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,MEA,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,MEA,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,MEA,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,MEA,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,MEA,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,MEA,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,MEA,steel,primary,2020,0.880637012,kgco2e/kg
1p5C,MEA,steel,primary,2025,0.8695784485,kgco2e/kg
1p5C,MEA,steel,primary,2030,0.699907136,kgco2e/kg
1p5C,MEA,steel,primary,2040,0.614488724,kgco2e/kg
1p5C,MEA,steel,primary,2050,0.573039968,kgco2e/kg
1p5C,MEA,steel,primary,2060,0.544990807,kgco2e/kg
1p5C,MEA,steel,primary,2070,0.550432356,kgco2e/kg
1p5C,MEA,steel,primary,2080,0.570650828,kgco2e/kg
1p5C,MEA,steel,primary,2090,0.581706625,kgco2e/kg
1p5C,MEA,steel,primary,2100,0.583892178,kgco2e/kg
1p5C,MEA,steel,secondary,2020,1.650324957,kgco2e/kg
1p5C,MEA,steel,secondary,2025,1.6368501035,kgco2e/kg
1p5C,MEA,steel,secondary,2030,1.16054612,kgco2e/kg
1p5C,MEA,steel,secondary,2040,1.023224243,kgco2e/kg
1p5C,MEA,steel,secondary,2050,0.990030314,kgco2e/kg
1p5C,MEA,steel,secondary,2060,0.977676894,kgco2e/kg
1p5C,MEA,steel,secondary,2070,0.97394825,kgco2e/kg
1p5C,MEA,steel,secondary,2080,0.986396537,kgco2e/kg
1p5C,MEA,steel,secondary,2090,0.981132338,kgco2e/kg
1p5C,MEA,steel,secondary,2100,0.979990944,kgco2e/kg
1p5C,MEA,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,MEA,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,MEA,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,MEA,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,MEA,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,MEA,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,MEA,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,MEA,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,MEA,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,MEA,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,NAM,aluminum,primary,2020,14.50751932,kgco2e/kg
1p5C,NAM,aluminum,primary,2025,14.38359667,kgco2e/kg
1p5C,NAM,aluminum,primary,2030,9.00090841,kgco2e/kg
1p5C,NAM,aluminum,primary,2040,7.186998292,kgco2e/kg
1p5C,NAM,aluminum,primary,2050,6.8485999,kgco2e/kg
1p5C,NAM,aluminum,primary,2060,6.788696639,kgco2e/kg
1p5C,NAM,aluminum,primary,2070,6.704250939,kgco2e/kg
1p5C,NAM,aluminum,primary,2080,6.680817315,kgco2e/kg
1p5C,NAM,aluminum,primary,2090,6.592503523,kgco2e/kg
1p5C,NAM,aluminum,primary,2100,6.549247031,kgco2e/kg
1p5C,NAM,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,NAM,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,NAM,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,NAM,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,NAM,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,NAM,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,NAM,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,NAM,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,NAM,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,NAM,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,NAM,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,NAM,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,NAM,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,NAM,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,NAM,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,NAM,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,NAM,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,NAM,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,NAM,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,NAM,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,NAM,concrete,primary,2020,0.82534951,kgco2e/kg
1p5C,NAM,concrete,primary,2025,0.811688062,kgco2e/kg
1p5C,NAM,concrete,primary,2030,0.60971964,kgco2e/kg
1p5C,NAM,concrete,primary,2040,0.50402275,kgco2e/kg
1p5C,NAM,concrete,primary,2050,0.451483976,kgco2e/kg
1p5C,NAM,concrete,primary,2060,0.415725573,kgco2e/kg
1p5C,NAM,concrete,primary,2070,0.423893279,kgco2e/kg
1p5C,NAM,concrete,primary,2080,0.451073993,kgco2e/kg
1p5C,NAM,concrete,primary,2090,0.466474385,kgco2e/kg
1p5C,NAM,concrete,primary,2100,0.469513325,kgco2e/kg
1p5C,NAM,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,NAM,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,NAM,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,NAM,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,NAM,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,NAM,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,NAM,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,NAM,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,NAM,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,NAM,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,NAM,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,NAM,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,NAM,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,NAM,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,NAM,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,NAM,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,NAM,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,NAM,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,NAM,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,NAM,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,NAM,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,NAM,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,NAM,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,NAM,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,NAM,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,NAM,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,NAM,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,NAM,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,NAM,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,NAM,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,NAM,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,NAM,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,NAM,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,NAM,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,NAM,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,NAM,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,NAM,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,NAM,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,NAM,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,NAM,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,NAM,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,NAM,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,NAM,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,NAM,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,NAM,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,NAM,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,NAM,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,NAM,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,NAM,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,NAM,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,NAM,steel,primary,2020,0.880637012,kgco2e/kg
1p5C,NAM,steel,primary,2025,0.8695784485,kgco2e/kg
1p5C,NAM,steel,primary,2030,0.699907136,kgco2e/kg
1p5C,NAM,steel,primary,2040,0.614488724,kgco2e/kg
1p5C,NAM,steel,primary,2050,0.573039968,kgco2e/kg
1p5C,NAM,steel,primary,2060,0.544990807,kgco2e/kg
1p5C,NAM,steel,primary,2070,0.550432356,kgco2e/kg
1p5C,NAM,steel,primary,2080,0.570650828,kgco2e/kg
