scenario_supply,region_gea,material,production,year,emission_factor,unit
1p5C,NAM,steel,primary,2090,0.581706625,kgco2e/kg
1p5C,NAM,steel,primary,2100,0.583892178,kgco2e/kg
1p5C,NAM,steel,secondary,2020,1.650324957,kgco2e/kg
1p5C,NAM,steel,secondary,2025,1.6368501035,kgco2e/kg
1p5C,NAM,steel,secondary,2030,1.16054612,kgco2e/kg
1p5C,NAM,steel,secondary,2040,1.023224243,kgco2e/kg
1p5C,NAM,steel,secondary,2050,0.990030314,kgco2e/kg
1p5C,NAM,steel,secondary,2060,0.977676894,kgco2e/kg
1p5C,NAM,steel,secondary,2070,0.97394825,kgco2e/kg
1p5C,NAM,steel,secondary,2080,0.986396537,kgco2e/kg
1p5C,NAM,steel,secondary,2090,0.981132338,kgco2e/kg
1p5C,NAM,steel,secondary,2100,0.979990944,kgco2e/kg
1p5C,NAM,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,NAM,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,NAM,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,NAM,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,NAM,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,NAM,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,NAM,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,NAM,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,NAM,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,NAM,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,PAO,aluminum,primary,2020,13.72118815,kgco2e/kg
1p5C,PAO,aluminum,primary,2025,12.998275695,kgco2e/kg
1p5C,PAO,aluminum,primary,2030,7.005675511,kgco2e/kg
1p5C,PAO,aluminum,primary,2040,6.072618825,kgco2e/kg
1p5C,PAO,aluminum,primary,2050,5.942422782,kgco2e/kg
1p5C,PAO,aluminum,primary,2060,5.878128453,kgco2e/kg
1p5C,PAO,aluminum,primary,2070,5.839929571,kgco2e/kg
1p5C,PAO,aluminum,primary,2080,5.819389066,kgco2e/kg
1p5C,PAO,aluminum,primary,2090,5.798859544,kgco2e/kg
1p5C,PAO,aluminum,primary,2100,5.801875659,kgco2e/kg
1p5C,PAO,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,PAO,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,PAO,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,PAO,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,PAO,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,PAO,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,PAO,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,PAO,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,PAO,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,PAO,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,PAO,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,PAO,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,PAO,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,PAO,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,PAO,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,PAO,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,PAO,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,PAO,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,PAO,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,PAO,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,PAO,concrete,primary,2020,0.82534951,kgco2e/kg
1p5C,PAO,concrete,primary,2025,0.811688062,kgco2e/kg
1p5C,PAO,concrete,primary,2030,0.60971964,kgco2e/kg
1p5C,PAO,concrete,primary,2040,0.50402275,kgco2e/kg
1p5C,PAO,concrete,primary,2050,0.451483976,kgco2e/kg
1p5C,PAO,concrete,primary,2060,0.415725573,kgco2e/kg
1p5C,PAO,concrete,primary,2070,0.423893279,kgco2e/kg
1p5C,PAO,concrete,primary,2080,0.451073993,kgco2e/kg
1p5C,PAO,concrete,primary,2090,0.466474385,kgco2e/kg
1p5C,PAO,concrete,primary,2100,0.469513325,kgco2e/kg
1p5C,PAO,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,PAO,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,PAO,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,PAO,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,PAO,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,PAO,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,PAO,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,PAO,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,PAO,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,PAO,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,PAO,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,PAO,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,PAO,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,PAO,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,PAO,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,PAO,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,PAO,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,PAO,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,PAO,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,PAO,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,PAO,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,PAO,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,PAO,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,PAO,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,PAO,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,PAO,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,PAO,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,PAO,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,PAO,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,PAO,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,PAO,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,PAO,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,PAO,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,PAO,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,PAO,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,PAO,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,PAO,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,PAO,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,PAO,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,PAO,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,PAO,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,PAO,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,PAO,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,PAO,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,PAO,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,PAO,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,PAO,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,PAO,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,PAO,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,PAO,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,PAO,steel,primary,2020,2.092118154,kgco2e/kg
1p5C,PAO,steel,primary,2025,2.0152957375,kgco2e/kg
1p5C,PAO,steel,primary,2030,1.591201214,kgco2e/kg
1p5C,PAO,steel,primary,2040,1.282236343,kgco2e/kg
1p5C,PAO,steel,primary,2050,1.193986339,kgco2e/kg
1p5C,PAO,steel,primary,2060,1.165047907,kgco2e/kg
1p5C,PAO,steel,primary,2070,1.167356184,kgco2e/kg
1p5C,PAO,steel,primary,2080,1.194058568,kgco2e/kg
1p5C,PAO,steel,primary,2090,1.236842851,kgco2e/kg
1p5C,PAO,steel,primary,2100,1.327522832,kgco2e/kg
1p5C,PAO,steel,secondary,2020,1.228308087,kgco2e/kg
1p5C,PAO,steel,secondary,2025,1.189413991,kgco2e/kg
1p5C,PAO,steel,secondary,2030,0.840055739,kgco2e/kg
1p5C,PAO,steel,secondary,2040,0.710743374,kgco2e/kg
1p5C,PAO,steel,secondary,2050,0.670627904,kgco2e/kg
1p5C,PAO,steel,secondary,2060,0.643479864,kgco2e/kg
1p5C,PAO,steel,secondary,2070,0.639598155,kgco2e/kg
1p5C,PAO,steel,secondary,2080,0.661398554,kgco2e/kg
1p5C,PAO,steel,secondary,2090,0.658820898,kgco2e/kg
1p5C,PAO,steel,secondary,2100,0.678992797,kgco2e/kg
1p5C,PAO,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,PAO,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,PAO,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,PAO,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,PAO,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,PAO,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,PAO,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,PAO,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,PAO,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,PAO,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,PAS,aluminum,primary,2020,16.21619114,kgco2e/kg
1p5C,PAS,aluminum,primary,2025,15.963442745,kgco2e/kg
1p5C,PAS,aluminum,primary,2030,10.1980584,kgco2e/kg
1p5C,PAS,aluminum,primary,2040,8.110780954,kgco2e/kg
1p5C,PAS,aluminum,primary,2050,7.188453007,kgco2e/kg
1p5C,PAS,aluminum,primary,2060,6.948362978,kgco2e/kg
1p5C,PAS,aluminum,primary,2070,6.463942958,kgco2e/kg
1p5C,PAS,aluminum,primary,2080,6.46441813,kgco2e/kg
1p5C,PAS,aluminum,primary,2090,6.467037613,kgco2e/kg
1p5C,PAS,aluminum,primary,2100,6.328095738,kgco2e/kg
1p5C,PAS,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,PAS,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,PAS,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,PAS,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,PAS,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,PAS,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,PAS,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,PAS,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,PAS,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,PAS,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,PAS,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,PAS,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,PAS,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,PAS,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,PAS,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,PAS,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,PAS,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,PAS,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,PAS,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,PAS,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,PAS,concrete,primary,2020,0.82534951,kgco2e/kg
1p5C,PAS,concrete,primary,2025,0.811688062,kgco2e/kg
1p5C,PAS,concrete,primary,2030,0.60971964,kgco2e/kg
1p5C,PAS,concrete,primary,2040,0.50402275,kgco2e/kg
1p5C,PAS,concrete,primary,2050,0.451483976,kgco2e/kg
1p5C,PAS,concrete,primary,2060,0.415725573,kgco2e/kg
1p5C,PAS,concrete,primary,2070,0.423893279,kgco2e/kg
1p5C,PAS,concrete,primary,2080,0.451073993,kgco2e/kg
1p5C,PAS,concrete,primary,2090,0.466474385,kgco2e/kg
1p5C,PAS,concrete,primary,2100,0.469513325,kgco2e/kg
1p5C,PAS,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,PAS,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,PAS,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,PAS,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,PAS,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,PAS,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,PAS,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,PAS,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,PAS,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,PAS,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,PAS,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,PAS,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,PAS,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,PAS,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,PAS,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,PAS,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,PAS,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,PAS,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,PAS,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,PAS,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,PAS,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,PAS,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,PAS,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,PAS,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,PAS,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,PAS,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,PAS,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,PAS,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,PAS,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,PAS,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,PAS,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,PAS,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,PAS,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,PAS,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,PAS,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,PAS,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,PAS,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,PAS,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,PAS,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,PAS,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,PAS,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,PAS,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,PAS,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,PAS,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,PAS,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,PAS,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,PAS,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,PAS,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,PAS,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,PAS,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,PAS,steel,primary,2020,2.113993858,kgco2e/kg
1p5C,PAS,steel,primary,2025,2.104055065,kgco2e/kg
1p5C,PAS,steel,primary,2030,1.654273756,kgco2e/kg
1p5C,PAS,steel,primary,2040,1.363521217,kgco2e/kg
1p5C,PAS,steel,primary,2050,1.206600165,kgco2e/kg
1p5C,PAS,steel,primary,2060,1.189385406,kgco2e/kg
1p5C,PAS,steel,primary,2070,1.199926776,kgco2e/kg
1p5C,PAS,steel,primary,2080,1.277341174,kgco2e/kg
1p5C,PAS,steel,primary,2090,1.422418184,kgco2e/kg
1p5C,PAS,steel,primary,2100,1.487437867,kgco2e/kg
1p5C,PAS,steel,secondary,2020,1.26426652,kgco2e/kg
1p5C,PAS,steel,secondary,2025,1.245272222,kgco2e/kg
1p5C,PAS,steel,secondary,2030,0.896767634,kgco2e/kg
1p5C,PAS,steel,secondary,2040,0.758844411,kgco2e/kg
1p5C,PAS,steel,secondary,2050,0.697778275,kgco2e/kg
1p5C,PAS,steel,secondary,2060,0.667067507,kgco2e/kg
1p5C,PAS,steel,secondary,2070,0.6605879,kgco2e/kg
1p5C,PAS,steel,secondary,2080,0.67854028,kgco2e/kg
1p5C,PAS,steel,secondary,2090,0.697608438,kgco2e/kg
1p5C,PAS,steel,secondary,2100,0.69696441,kgco2e/kg
1p5C,PAS,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,PAS,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,PAS,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,PAS,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,PAS,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,PAS,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,PAS,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,PAS,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,PAS,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,PAS,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,SAS,aluminum,primary,2020,14.50751932,kgco2e/kg
1p5C,SAS,aluminum,primary,2025,14.38359667,kgco2e/kg
1p5C,SAS,aluminum,primary,2030,9.00090841,kgco2e/kg
1p5C,SAS,aluminum,primary,2040,7.186998292,kgco2e/kg
1p5C,SAS,aluminum,primary,2050,6.8485999,kgco2e/kg
1p5C,SAS,aluminum,primary,2060,6.788696639,kgco2e/kg
1p5C,SAS,aluminum,primary,2070,6.704250939,kgco2e/kg
1p5C,SAS,aluminum,primary,2080,6.680817315,kgco2e/kg
1p5C,SAS,aluminum,primary,2090,6.592503523,kgco2e/kg
1p5C,SAS,aluminum,primary,2100,6.549247031,kgco2e/kg
1p5C,SAS,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,SAS,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,SAS,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,SAS,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,SAS,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,SAS,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,SAS,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,SAS,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,SAS,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,SAS,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,SAS,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,SAS,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,SAS,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,SAS,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,SAS,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,SAS,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,SAS,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,SAS,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,SAS,brick,primary,2090,0.218697756,kgco2e/kg
1p5C,SAS,brick,primary,2100,0.21894062,kgco2e/kg
1p5C,SAS,concrete,primary,2020,1.137691232,kgco2e/kg
1p5C,SAS,concrete,primary,2025,1.037059208,kgco2e/kg
1p5C,SAS,concrete,primary,2030,0.73264708,kgco2e/kg
1p5C,SAS,concrete,primary,2040,0.079533952,kgco2e/kg
1p5C,SAS,concrete,primary,2050,0.562089823,kgco2e/kg
1p5C,SAS,concrete,primary,2060,0.549824022,kgco2e/kg
1p5C,SAS,concrete,primary,2070,0.696582394,kgco2e/kg
1p5C,SAS,concrete,primary,2080,0.051942671,kgco2e/kg
1p5C,SAS,concrete,primary,2090,0.691437547,kgco2e/kg
1p5C,SAS,concrete,primary,2100,0.690916872,kgco2e/kg
1p5C,SAS,copper,primary,2020,5.671664441,kgco2e/kg
1p5C,SAS,copper,primary,2025,5.5737000525,kgco2e/kg
1p5C,SAS,copper,primary,2030,3.537172299,kgco2e/kg
1p5C,SAS,copper,primary,2040,2.764253245,kgco2e/kg
1p5C,SAS,copper,primary,2050,2.568063353,kgco2e/kg
1p5C,SAS,copper,primary,2060,2.488230133,kgco2e/kg
1p5C,SAS,copper,primary,2070,2.419654943,kgco2e/kg
1p5C,SAS,copper,primary,2080,2.402930078,kgco2e/kg
1p5C,SAS,copper,primary,2090,2.371150072,kgco2e/kg
1p5C,SAS,copper,primary,2100,2.36828894,kgco2e/kg
1p5C,SAS,copper,secondary,2020,1.650324957,kgco2e/kg
1p5C,SAS,copper,secondary,2025,1.6368501035,kgco2e/kg
1p5C,SAS,copper,secondary,2030,1.16054612,kgco2e/kg
1p5C,SAS,copper,secondary,2040,1.023224243,kgco2e/kg
1p5C,SAS,copper,secondary,2050,0.990030314,kgco2e/kg
1p5C,SAS,copper,secondary,2060,0.977676894,kgco2e/kg
1p5C,SAS,copper,secondary,2070,0.97394825,kgco2e/kg
1p5C,SAS,copper,secondary,2080,0.986396537,kgco2e/kg
1p5C,SAS,copper,secondary,2090,0.981132338,kgco2e/kg
1p5C,SAS,copper,secondary,2100,0.979990944,kgco2e/kg
1p5C,SAS,glass,primary,2020,1.128042383,kgco2e/kg
1p5C,SAS,glass,primary,2025,1.1136197635,kgco2e/kg
1p5C,SAS,glass,primary,2030,0.895308392,kgco2e/kg
1p5C,SAS,glass,primary,2040,0.795093691,kgco2e/kg
1p5C,SAS,glass,primary,2050,0.747515566,kgco2e/kg
1p5C,SAS,glass,primary,2060,0.72113265,kgco2e/kg
1p5C,SAS,glass,primary,2070,0.728788002,kgco2e/kg
1p5C,SAS,glass,primary,2080,0.755912338,kgco2e/kg
1p5C,SAS,glass,primary,2090,0.770691698,kgco2e/kg
1p5C,SAS,glass,primary,2100,0.773585957,kgco2e/kg
1p5C,SAS,mortar,primary,2020,0.219366782,kgco2e/kg
1p5C,SAS,mortar,primary,2025,0.21786172450000002,kgco2e/kg
1p5C,SAS,mortar,primary,2030,0.17901792,kgco2e/kg
1p5C,SAS,mortar,primary,2040,0.117691314,kgco2e/kg
1p5C,SAS,mortar,primary,2050,0.084204459,kgco2e/kg
1p5C,SAS,mortar,primary,2060,0.036386904,kgco2e/kg
1p5C,SAS,mortar,primary,2070,0.035249515,kgco2e/kg
1p5C,SAS,mortar,primary,2080,0.034792042,kgco2e/kg
1p5C,SAS,mortar,primary,2090,0.034473232,kgco2e/kg
1p5C,SAS,mortar,primary,2100,0.034462163,kgco2e/kg
1p5C,SAS,plaster,primary,2020,0.907684029,kgco2e/kg
1p5C,SAS,plaster,primary,2025,0.896430422,kgco2e/kg
1p5C,SAS,plaster,primary,2030,0.721269119,kgco2e/kg
1p5C,SAS,plaster,primary,2040,0.628473152,kgco2e/kg
1p5C,SAS,plaster,primary,2050,0.583241173,kgco2e/kg
1p5C,SAS,plaster,primary,2060,0.54982831,kgco2e/kg
1p5C,SAS,plaster,primary,2070,0.555299729,kgco2e/kg
1p5C,SAS,plaster,primary,2080,0.575536345,kgco2e/kg
1p5C,SAS,plaster,primary,2090,0.586518466,kgco2e/kg
1p5C,SAS,plaster,primary,2100,0.588678313,kgco2e/kg
1p5C,SAS,steel,primary,2020,1.821170562,kgco2e/kg
1p5C,SAS,steel,primary,2025,1.735610738,kgco2e/kg
1p5C,SAS,steel,primary,2030,1.333568207,kgco2e/kg
1p5C,SAS,steel,primary,2040,1.128168967,kgco2e/kg
1p5C,SAS,steel,primary,2050,1.040345482,kgco2e/kg
1p5C,SAS,steel,primary,2060,1.045229507,kgco2e/kg
1p5C,SAS,steel,primary,2070,1.090125833,kgco2e/kg
1p5C,SAS,steel,primary,2080,1.081048262,kgco2e/kg
1p5C,SAS,steel,primary,2090,1.173988508,kgco2e/kg
1p5C,SAS,steel,primary,2100,1.136228358,kgco2e/kg
1p5C,SAS,steel,secondary,2020,1.239779375,kgco2e/kg
1p5C,SAS,steel,secondary,2025,1.2102207625,kgco2e/kg
1p5C,SAS,steel,secondary,2030,0.891126906,kgco2e/kg
1p5C,SAS,steel,secondary,2040,0.743460421,kgco2e/kg
1p5C,SAS,steel,secondary,2050,0.703784011,kgco2e/kg
1p5C,SAS,steel,secondary,2060,0.676680649,kgco2e/kg
1p5C,SAS,steel,secondary,2070,0.684931067,kgco2e/kg
1p5C,SAS,steel,secondary,2080,0.694483511,kgco2e/kg
1p5C,SAS,steel,secondary,2090,0.695810444,kgco2e/kg
1p5C,SAS,steel,secondary,2100,0.693154563,kgco2e/kg
1p5C,SAS,wood,primary,2020,0.131523389,kgco2e/kg
1p5C,SAS,wood,primary,2025,0.129721068,kgco2e/kg
1p5C,SAS,wood,primary,2030,0.08090179,kgco2e/kg
1p5C,SAS,wood,primary,2040,0.063087695,kgco2e/kg
1p5C,SAS,wood,primary,2050,0.055835606,kgco2e/kg
1p5C,SAS,wood,primary,2060,0.05215935,kgco2e/kg
1p5C,SAS,wood,primary,2070,0.048932917,kgco2e/kg
1p5C,SAS,wood,primary,2080,0.048168347,kgco2e/kg
1p5C,SAS,wood,primary,2090,0.048048972,kgco2e/kg
1p5C,SAS,wood,primary,2100,0.048945219,kgco2e/kg
1p5C,WEU,aluminum,primary,2020,14.50751932,kgco2e/kg
1p5C,WEU,aluminum,primary,2025,14.38359667,kgco2e/kg
1p5C,WEU,aluminum,primary,2030,9.00090841,kgco2e/kg
1p5C,WEU,aluminum,primary,2040,7.186998292,kgco2e/kg
1p5C,WEU,aluminum,primary,2050,6.8485999,kgco2e/kg
1p5C,WEU,aluminum,primary,2060,6.788696639,kgco2e/kg
1p5C,WEU,aluminum,primary,2070,6.704250939,kgco2e/kg
1p5C,WEU,aluminum,primary,2080,6.680817315,kgco2e/kg
1p5C,WEU,aluminum,primary,2090,6.592503523,kgco2e/kg
1p5C,WEU,aluminum,primary,2100,6.549247031,kgco2e/kg
1p5C,WEU,aluminum,secondary,2020,0.922967288,kgco2e/kg
1p5C,WEU,aluminum,secondary,2025,0.911334575,kgco2e/kg
1p5C,WEU,aluminum,secondary,2030,0.731229512,kgco2e/kg
1p5C,WEU,aluminum,secondary,2040,0.672749871,kgco2e/kg
1p5C,WEU,aluminum,secondary,2050,0.655466196,kgco2e/kg
1p5C,WEU,aluminum,secondary,2060,0.646293106,kgco2e/kg
1p5C,WEU,aluminum,secondary,2070,0.639624334,kgco2e/kg
1p5C,WEU,aluminum,secondary,2080,0.637775006,kgco2e/kg
1p5C,WEU,aluminum,secondary,2090,0.631954518,kgco2e/kg
1p5C,WEU,aluminum,secondary,2100,0.630429008,kgco2e/kg
1p5C,WEU,brick,primary,2020,0.255354211,kgco2e/kg
1p5C,WEU,brick,primary,2025,0.25439529,kgco2e/kg
1p5C,WEU,brick,primary,2030,0.233040632,kgco2e/kg
1p5C,WEU,brick,primary,2040,0.224760201,kgco2e/kg
1p5C,WEU,brick,primary,2050,0.221729875,kgco2e/kg
1p5C,WEU,brick,primary,2060,0.220215128,kgco2e/kg
1p5C,WEU,brick,primary,2070,0.219133406,kgco2e/kg
1p5C,WEU,brick,primary,2080,0.218868301,kgco2e/kg
1p5C,WEU,brick,primary,2090,0.218697756,kgco2e/kg
