"","type","MESSAGE_R12","year","scenario","emission_factor","unit"
"553","primary_concrete","PAS",2060,"image_ssp2_rcp19",0.415725573320816,"kgco2e/kg"
"554","primary_concrete","PAS",2070,"image_ssp2_base",0.680203461352861,"kgco2e/kg"
"555","primary_concrete","PAS",2070,"image_ssp2_rcp19",0.423893279179192,"kgco2e/kg"
"556","primary_concrete","PAS",2080,"image_ssp2_base",0.67453668911707,"kgco2e/kg"
"557","primary_concrete","PAS",2080,"image_ssp2_rcp19",0.451073993000562,"kgco2e/kg"
"558","primary_concrete","PAS",2090,"image_ssp2_base",0.668619515507331,"kgco2e/kg"
"559","primary_concrete","PAS",2090,"image_ssp2_rcp19",0.466474384836693,"kgco2e/kg"
"560","primary_concrete","PAS",2100,"image_ssp2_base",0.664333779969531,"kgco2e/kg"
"561","primary_concrete","PAS",2100,"image_ssp2_rcp19",0.469513325229835,"kgco2e/kg"
"562","primary_concrete","RCPA",2020,"image_ssp2_base",0.825349510201989,"kgco2e/kg"
"563","primary_concrete","RCPA",2030,"image_ssp2_base",0.79802661435771,"kgco2e/kg"
"564","primary_concrete","RCPA",2030,"image_ssp2_rcp19",0.609719640022001,"kgco2e/kg"
"565","primary_concrete","RCPA",2040,"image_ssp2_base",0.740798042870699,"kgco2e/kg"
"566","primary_concrete","RCPA",2040,"image_ssp2_rcp19",0.504022750024063,"kgco2e/kg"
"567","primary_concrete","RCPA",2050,"image_ssp2_base",0.710818580398354,"kgco2e/kg"
"568","primary_concrete","RCPA",2050,"image_ssp2_rcp19",0.451483976012305,"kgco2e/kg"
"569","primary_concrete","RCPA",2060,"image_ssp2_base",0.689925322815031,"kgco2e/kg"
"570","primary_concrete","RCPA",2060,"image_ssp2_rcp19",0.415725573320816,"kgco2e/kg"
"571","primary_concrete","RCPA",2070,"image_ssp2_base",0.680203461352861,"kgco2e/kg"
"572","primary_concrete","RCPA",2070,"image_ssp2_rcp19",0.423893279179192,"kgco2e/kg"
"573","primary_concrete","RCPA",2080,"image_ssp2_base",0.67453668911707,"kgco2e/kg"
"574","primary_concrete","RCPA",2080,"image_ssp2_rcp19",0.451073993000562,"kgco2e/kg"
"575","primary_concrete","RCPA",2090,"image_ssp2_base",0.668619515507331,"kgco2e/kg"
"576","primary_concrete","RCPA",2090,"image_ssp2_rcp19",0.466474384836693,"kgco2e/kg"
"577","primary_concrete","RCPA",2100,"image_ssp2_base",0.664333779969531,"kgco2e/kg"
"578","primary_concrete","RCPA",2100,"image_ssp2_rcp19",0.469513325229835,"kgco2e/kg"
"579","primary_concrete","SAS",2020,"image_ssp2_base",1.13769123238616,"kgco2e/kg"
"580","primary_concrete","SAS",2030,"image_ssp2_base",0.936427184106884,"kgco2e/kg"
"581","primary_concrete","SAS",2030,"image_ssp2_rcp19",0.732647079826279,"kgco2e/kg"
"582","primary_concrete","SAS",2040,"image_ssp2_base",0.176465422337794,"kgco2e/kg"
"583","primary_concrete","SAS",2040,"image_ssp2_rcp19",0.0795339517778382,"kgco2e/kg"
"584","primary_concrete","SAS",2050,"image_ssp2_base",0.91130500793542,"kgco2e/kg"
"585","primary_concrete","SAS",2050,"image_ssp2_rcp19",0.562089823059273,"kgco2e/kg"
"586","primary_concrete","SAS",2060,"image_ssp2_base",0.880829036018101,"kgco2e/kg"
"587","primary_concrete","SAS",2060,"image_ssp2_rcp19",0.54982402157837,"kgco2e/kg"
"588","primary_concrete","SAS",2070,"image_ssp2_base",0.166122705336942,"kgco2e/kg"
"589","primary_concrete","SAS",2070,"image_ssp2_rcp19",0.696582394412498,"kgco2e/kg"
"590","primary_concrete","SAS",2080,"image_ssp2_base",0.85567310309034,"kgco2e/kg"
"591","primary_concrete","SAS",2080,"image_ssp2_rcp19",0.0519426709625148,"kgco2e/kg"
"592","primary_concrete","SAS",2090,"image_ssp2_base",0.165084737319726,"kgco2e/kg"
"593","primary_concrete","SAS",2090,"image_ssp2_rcp19",0.691437546962718,"kgco2e/kg"
"594","primary_concrete","SAS",2100,"image_ssp2_base",0.847269048374461,"kgco2e/kg"
"595","primary_concrete","SAS",2100,"image_ssp2_rcp19",0.690916871938863,"kgco2e/kg"
"596","primary_concrete","WEU",2020,"image_ssp2_base",0.825349510201989,"kgco2e/kg"
"597","primary_concrete","WEU",2030,"image_ssp2_base",0.79802661435771,"kgco2e/kg"
"598","primary_concrete","WEU",2030,"image_ssp2_rcp19",0.609719640022001,"kgco2e/kg"
"599","primary_concrete","WEU",2040,"image_ssp2_base",0.740798042870699,"kgco2e/kg"
"600","primary_concrete","WEU",2040,"image_ssp2_rcp19",0.504022750024063,"kgco2e/kg"
"601","primary_concrete","WEU",2050,"image_ssp2_base",0.710818580398354,"kgco2e/kg"
"602","primary_concrete","WEU",2050,"image_ssp2_rcp19",0.451483976012305,"kgco2e/kg"
"603","primary_concrete","WEU",2060,"image_ssp2_base",0.689925322815031,"kgco2e/kg"
"604","primary_concrete","WEU",2060,"image_ssp2_rcp19",0.415725573320816,"kgco2e/kg"
"605","primary_concrete","WEU",2070,"image_ssp2_base",0.680203461352861,"kgco2e/kg"
"606","primary_concrete","WEU",2070,"image_ssp2_rcp19",0.423893279179192,"kgco2e/kg"
"607","primary_concrete","WEU",2080,"image_ssp2_base",0.67453668911707,"kgco2e/kg"
"608","primary_concrete","WEU",2080,"image_ssp2_rcp19",0.451073993000562,"kgco2e/kg"
"609","primary_concrete","WEU",2090,"image_ssp2_base",0.668619515507331,"kgco2e/kg"
"610","primary_concrete","WEU",2090,"image_ssp2_rcp19",0.466474384836693,"kgco2e/kg"
"611","primary_concrete","WEU",2100,"image_ssp2_base",0.664333779969531,"kgco2e/kg"
"612","primary_concrete","WEU",2100,"image_ssp2_rcp19",0.469513325229835,"kgco2e/kg"
"613","primary_copper","AFR",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"614","primary_copper","AFR",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"615","primary_copper","AFR",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"616","primary_copper","AFR",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"617","primary_copper","AFR",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"618","primary_copper","AFR",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"619","primary_copper","AFR",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"620","primary_copper","AFR",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"621","primary_copper","AFR",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"622","primary_copper","AFR",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"623","primary_copper","AFR",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"624","primary_copper","AFR",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"625","primary_copper","AFR",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"626","primary_copper","AFR",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"627","primary_copper","AFR",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"628","primary_copper","AFR",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"629","primary_copper","AFR",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"630","primary_copper","CHN",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"631","primary_copper","CHN",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"632","primary_copper","CHN",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"633","primary_copper","CHN",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"634","primary_copper","CHN",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"635","primary_copper","CHN",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"636","primary_copper","CHN",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"637","primary_copper","CHN",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"638","primary_copper","CHN",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"639","primary_copper","CHN",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"640","primary_copper","CHN",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"641","primary_copper","CHN",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"642","primary_copper","CHN",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"643","primary_copper","CHN",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"644","primary_copper","CHN",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"645","primary_copper","CHN",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"646","primary_copper","CHN",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"647","primary_copper","EEU",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"648","primary_copper","EEU",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"649","primary_copper","EEU",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"650","primary_copper","EEU",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"651","primary_copper","EEU",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"652","primary_copper","EEU",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"653","primary_copper","EEU",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"654","primary_copper","EEU",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"655","primary_copper","EEU",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"656","primary_copper","EEU",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"657","primary_copper","EEU",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"658","primary_copper","EEU",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"659","primary_copper","EEU",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"660","primary_copper","EEU",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"661","primary_copper","EEU",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"662","primary_copper","EEU",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"663","primary_copper","EEU",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"664","primary_copper","FSU",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"665","primary_copper","FSU",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"666","primary_copper","FSU",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"667","primary_copper","FSU",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"668","primary_copper","FSU",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"669","primary_copper","FSU",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"670","primary_copper","FSU",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"671","primary_copper","FSU",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"672","primary_copper","FSU",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"673","primary_copper","FSU",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"674","primary_copper","FSU",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"675","primary_copper","FSU",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"676","primary_copper","FSU",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"677","primary_copper","FSU",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"678","primary_copper","FSU",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"679","primary_copper","FSU",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"680","primary_copper","FSU",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"681","primary_copper","LAM",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"682","primary_copper","LAM",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"683","primary_copper","LAM",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"684","primary_copper","LAM",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"685","primary_copper","LAM",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"686","primary_copper","LAM",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"687","primary_copper","LAM",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"688","primary_copper","LAM",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"689","primary_copper","LAM",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"690","primary_copper","LAM",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"691","primary_copper","LAM",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"692","primary_copper","LAM",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"693","primary_copper","LAM",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"694","primary_copper","LAM",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"695","primary_copper","LAM",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"696","primary_copper","LAM",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"697","primary_copper","LAM",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"698","primary_copper","MEA",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"699","primary_copper","MEA",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"700","primary_copper","MEA",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"701","primary_copper","MEA",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"702","primary_copper","MEA",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"703","primary_copper","MEA",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"704","primary_copper","MEA",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"705","primary_copper","MEA",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"706","primary_copper","MEA",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"707","primary_copper","MEA",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"708","primary_copper","MEA",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"709","primary_copper","MEA",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"710","primary_copper","MEA",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"711","primary_copper","MEA",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"712","primary_copper","MEA",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"713","primary_copper","MEA",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"714","primary_copper","MEA",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"715","primary_copper","NAM",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"716","primary_copper","NAM",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"717","primary_copper","NAM",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"718","primary_copper","NAM",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"719","primary_copper","NAM",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"720","primary_copper","NAM",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"721","primary_copper","NAM",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"722","primary_copper","NAM",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"723","primary_copper","NAM",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"724","primary_copper","NAM",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"725","primary_copper","NAM",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"726","primary_copper","NAM",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"727","primary_copper","NAM",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"728","primary_copper","NAM",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"729","primary_copper","NAM",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"730","primary_copper","NAM",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"731","primary_copper","NAM",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"732","primary_copper","PAO",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"733","primary_copper","PAO",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"734","primary_copper","PAO",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"735","primary_copper","PAO",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"736","primary_copper","PAO",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"737","primary_copper","PAO",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"738","primary_copper","PAO",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"739","primary_copper","PAO",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"740","primary_copper","PAO",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"741","primary_copper","PAO",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"742","primary_copper","PAO",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"743","primary_copper","PAO",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"744","primary_copper","PAO",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"745","primary_copper","PAO",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"746","primary_copper","PAO",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"747","primary_copper","PAO",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"748","primary_copper","PAO",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"749","primary_copper","PAS",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"750","primary_copper","PAS",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"751","primary_copper","PAS",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"752","primary_copper","PAS",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"753","primary_copper","PAS",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"754","primary_copper","PAS",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"755","primary_copper","PAS",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"756","primary_copper","PAS",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"757","primary_copper","PAS",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"758","primary_copper","PAS",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"759","primary_copper","PAS",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"760","primary_copper","PAS",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"761","primary_copper","PAS",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"762","primary_copper","PAS",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"763","primary_copper","PAS",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"764","primary_copper","PAS",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"765","primary_copper","PAS",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"766","primary_copper","RCPA",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"767","primary_copper","RCPA",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"768","primary_copper","RCPA",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"769","primary_copper","RCPA",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"770","primary_copper","RCPA",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"771","primary_copper","RCPA",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"772","primary_copper","RCPA",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"773","primary_copper","RCPA",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"774","primary_copper","RCPA",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"775","primary_copper","RCPA",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"776","primary_copper","RCPA",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"777","primary_copper","RCPA",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"778","primary_copper","RCPA",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"779","primary_copper","RCPA",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"780","primary_copper","RCPA",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"781","primary_copper","RCPA",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"782","primary_copper","RCPA",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"783","primary_copper","SAS",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"784","primary_copper","SAS",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"785","primary_copper","SAS",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"786","primary_copper","SAS",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"787","primary_copper","SAS",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"788","primary_copper","SAS",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"789","primary_copper","SAS",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"790","primary_copper","SAS",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"791","primary_copper","SAS",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"792","primary_copper","SAS",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"793","primary_copper","SAS",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"794","primary_copper","SAS",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"795","primary_copper","SAS",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"796","primary_copper","SAS",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"797","primary_copper","SAS",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"798","primary_copper","SAS",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"799","primary_copper","SAS",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"800","primary_copper","WEU",2020,"image_ssp2_base",5.67166444082771,"kgco2e/kg"
"801","primary_copper","WEU",2030,"image_ssp2_base",5.47573566435761,"kgco2e/kg"
"802","primary_copper","WEU",2030,"image_ssp2_rcp19",3.53717229871037,"kgco2e/kg"
"803","primary_copper","WEU",2040,"image_ssp2_base",5.3823136803621,"kgco2e/kg"
"804","primary_copper","WEU",2040,"image_ssp2_rcp19",2.7642532454563,"kgco2e/kg"
"805","primary_copper","WEU",2050,"image_ssp2_base",5.26754024419668,"kgco2e/kg"
"806","primary_copper","WEU",2050,"image_ssp2_rcp19",2.56806335262317,"kgco2e/kg"
"807","primary_copper","WEU",2060,"image_ssp2_base",4.75059903307488,"kgco2e/kg"
"808","primary_copper","WEU",2060,"image_ssp2_rcp19",2.48823013280029,"kgco2e/kg"
"809","primary_copper","WEU",2070,"image_ssp2_base",4.5332657836101,"kgco2e/kg"
"810","primary_copper","WEU",2070,"image_ssp2_rcp19",2.41965494307396,"kgco2e/kg"
"811","primary_copper","WEU",2080,"image_ssp2_base",4.38949323163255,"kgco2e/kg"
"812","primary_copper","WEU",2080,"image_ssp2_rcp19",2.40293007818234,"kgco2e/kg"
"813","primary_copper","WEU",2090,"image_ssp2_base",4.22391605761607,"kgco2e/kg"
"814","primary_copper","WEU",2090,"image_ssp2_rcp19",2.37115007212501,"kgco2e/kg"
"815","primary_copper","WEU",2100,"image_ssp2_base",4.11636329938511,"kgco2e/kg"
"816","primary_copper","WEU",2100,"image_ssp2_rcp19",2.36828893988263,"kgco2e/kg"
"817","primary_glass","AFR",2020,"image_ssp2_base",1.12804238296091,"kgco2e/kg"
"818","primary_glass","AFR",2030,"image_ssp2_base",1.0991971437951,"kgco2e/kg"
"819","primary_glass","AFR",2030,"image_ssp2_rcp19",0.895308392202015,"kgco2e/kg"
"820","primary_glass","AFR",2040,"image_ssp2_base",1.04173136056578,"kgco2e/kg"
"821","primary_glass","AFR",2040,"image_ssp2_rcp19",0.795093691143157,"kgco2e/kg"
"822","primary_glass","AFR",2050,"image_ssp2_base",1.00997904439863,"kgco2e/kg"
"823","primary_glass","AFR",2050,"image_ssp2_rcp19",0.747515566491712,"kgco2e/kg"
"824","primary_glass","AFR",2060,"image_ssp2_base",0.982933418822496,"kgco2e/kg"
"825","primary_glass","AFR",2060,"image_ssp2_rcp19",0.721132650412135,"kgco2e/kg"
"826","primary_glass","AFR",2070,"image_ssp2_base",0.970526350755339,"kgco2e/kg"
"827","primary_glass","AFR",2070,"image_ssp2_rcp19",0.728788001669464,"kgco2e/kg"
"828","primary_glass","AFR",2080,"image_ssp2_base",0.963779188400643,"kgco2e/kg"
"829","primary_glass","AFR",2080,"image_ssp2_rcp19",0.755912337826981,"kgco2e/kg"
"830","primary_glass","AFR",2090,"image_ssp2_base",0.955943364650483,"kgco2e/kg"
"831","primary_glass","AFR",2090,"image_ssp2_rcp19",0.770691698127639,"kgco2e/kg"
"832","primary_glass","AFR",2100,"image_ssp2_base",0.949564751334641,"kgco2e/kg"
"833","primary_glass","AFR",2100,"image_ssp2_rcp19",0.773585956638413,"kgco2e/kg"
"834","primary_glass","CHN",2020,"image_ssp2_base",1.12804238296091,"kgco2e/kg"
"835","primary_glass","CHN",2030,"image_ssp2_base",1.0991971437951,"kgco2e/kg"
"836","primary_glass","CHN",2030,"image_ssp2_rcp19",0.895308392202015,"kgco2e/kg"
"837","primary_glass","CHN",2040,"image_ssp2_base",1.04173136056578,"kgco2e/kg"
"838","primary_glass","CHN",2040,"image_ssp2_rcp19",0.795093691143157,"kgco2e/kg"
"839","primary_glass","CHN",2050,"image_ssp2_base",1.00997904439863,"kgco2e/kg"
"840","primary_glass","CHN",2050,"image_ssp2_rcp19",0.747515566491712,"kgco2e/kg"
"841","primary_glass","CHN",2060,"image_ssp2_base",0.982933418822496,"kgco2e/kg"
"842","primary_glass","CHN",2060,"image_ssp2_rcp19",0.721132650412135,"kgco2e/kg"
"843","primary_glass","CHN",2070,"image_ssp2_base",0.970526350755339,"kgco2e/kg"
"844","primary_glass","CHN",2070,"image_ssp2_rcp19",0.728788001669464,"kgco2e/kg"
"845","primary_glass","CHN",2080,"image_ssp2_base",0.963779188400643,"kgco2e/kg"
"846","primary_glass","CHN",2080,"image_ssp2_rcp19",0.755912337826981,"kgco2e/kg"
"847","primary_glass","CHN",2090,"image_ssp2_base",0.955943364650483,"kgco2e/kg"
"848","primary_glass","CHN",2090,"image_ssp2_rcp19",0.770691698127639,"kgco2e/kg"
"849","primary_glass","CHN",2100,"image_ssp2_base",0.949564751334641,"kgco2e/kg"
"850","primary_glass","CHN",2100,"image_ssp2_rcp19",0.773585956638413,"kgco2e/kg"
