"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"1376","NPi","PAS","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1377","1p5C","PAS","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1378","NPi","RCPA","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1379","NPi","RCPA","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1380","1p5C","RCPA","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1381","NPi","RCPA","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1382","1p5C","RCPA","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1383","NPi","RCPA","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1384","1p5C","RCPA","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1385","NPi","RCPA","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1386","1p5C","RCPA","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1387","NPi","RCPA","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1388","1p5C","RCPA","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1389","NPi","RCPA","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1390","1p5C","RCPA","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1391","NPi","RCPA","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1392","1p5C","RCPA","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1393","NPi","RCPA","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1394","1p5C","RCPA","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1395","NPi","SAS","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1396","NPi","SAS","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1397","1p5C","SAS","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1398","NPi","SAS","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1399","1p5C","SAS","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1400","NPi","SAS","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1401","1p5C","SAS","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1402","NPi","SAS","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1403","1p5C","SAS","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1404","NPi","SAS","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1405","1p5C","SAS","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1406","NPi","SAS","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1407","1p5C","SAS","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1408","NPi","SAS","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1409","1p5C","SAS","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1410","NPi","SAS","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1411","1p5C","SAS","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1412","NPi","WEU","plaster","primary",2020,0.907684029470872,"kgco2e/kg"
"1413","NPi","WEU","plaster","primary",2030,0.885176815467904,"kgco2e/kg"
"1414","1p5C","WEU","plaster","primary",2030,0.721269119044406,"kgco2e/kg"
"1415","NPi","WEU","plaster","primary",2040,0.841361850987335,"kgco2e/kg"
"1416","1p5C","WEU","plaster","primary",2040,0.628473151711557,"kgco2e/kg"
"1417","NPi","WEU","plaster","primary",2050,0.816687669613535,"kgco2e/kg"
"1418","1p5C","WEU","plaster","primary",2050,0.583241173218075,"kgco2e/kg"
"1419","NPi","WEU","plaster","primary",2060,0.794590192956287,"kgco2e/kg"
"1420","1p5C","WEU","plaster","primary",2060,0.54982831038232,"kgco2e/kg"
"1421","NPi","WEU","plaster","primary",2070,0.784393741324948,"kgco2e/kg"
"1422","1p5C","WEU","plaster","primary",2070,0.555299728543744,"kgco2e/kg"
"1423","NPi","WEU","plaster","primary",2080,0.778910404544169,"kgco2e/kg"
"1424","1p5C","WEU","plaster","primary",2080,0.575536345058171,"kgco2e/kg"
"1425","NPi","WEU","plaster","primary",2090,0.772450747271682,"kgco2e/kg"
"1426","1p5C","WEU","plaster","primary",2090,0.586518466380024,"kgco2e/kg"
"1427","NPi","WEU","plaster","primary",2100,0.767100043368631,"kgco2e/kg"
"1428","1p5C","WEU","plaster","primary",2100,0.588678312871928,"kgco2e/kg"
"1429","NPi","AFR","steel","primary",2020,2.09699007278983,"kgco2e/kg"
"1430","NPi","AFR","steel","primary",2030,1.97220849869586,"kgco2e/kg"
"1431","1p5C","AFR","steel","primary",2030,1.5385131126954,"kgco2e/kg"
"1432","NPi","AFR","steel","primary",2040,1.84903028304284,"kgco2e/kg"
"1433","1p5C","AFR","steel","primary",2040,1.36654538865196,"kgco2e/kg"
"1434","NPi","AFR","steel","primary",2050,1.77127533271761,"kgco2e/kg"
"1435","1p5C","AFR","steel","primary",2050,1.32965803133044,"kgco2e/kg"
"1436","NPi","AFR","steel","primary",2060,1.72881677948535,"kgco2e/kg"
"1437","1p5C","AFR","steel","primary",2060,1.31183820353783,"kgco2e/kg"
"1438","NPi","AFR","steel","primary",2070,1.68429139637891,"kgco2e/kg"
"1439","1p5C","AFR","steel","primary",2070,1.31079472565903,"kgco2e/kg"
"1440","NPi","AFR","steel","primary",2080,1.66802461516975,"kgco2e/kg"
"1441","1p5C","AFR","steel","primary",2080,1.33535689808163,"kgco2e/kg"
"1442","NPi","AFR","steel","primary",2090,1.6807980562674,"kgco2e/kg"
"1443","1p5C","AFR","steel","primary",2090,1.4119552494941,"kgco2e/kg"
"1444","NPi","AFR","steel","primary",2100,1.64161007995297,"kgco2e/kg"
"1445","1p5C","AFR","steel","primary",2100,1.45475527921588,"kgco2e/kg"
"1446","NPi","CHN","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1447","NPi","CHN","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1448","1p5C","CHN","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1449","NPi","CHN","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1450","1p5C","CHN","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1451","NPi","CHN","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1452","1p5C","CHN","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1453","NPi","CHN","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1454","1p5C","CHN","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1455","NPi","CHN","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1456","1p5C","CHN","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1457","NPi","CHN","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1458","1p5C","CHN","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1459","NPi","CHN","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1460","1p5C","CHN","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1461","NPi","CHN","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1462","1p5C","CHN","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1463","NPi","EEU","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1464","NPi","EEU","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1465","1p5C","EEU","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1466","NPi","EEU","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1467","1p5C","EEU","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1468","NPi","EEU","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1469","1p5C","EEU","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1470","NPi","EEU","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1471","1p5C","EEU","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1472","NPi","EEU","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1473","1p5C","EEU","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1474","NPi","EEU","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1475","1p5C","EEU","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1476","NPi","EEU","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1477","1p5C","EEU","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1478","NPi","EEU","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1479","1p5C","EEU","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1480","NPi","FSU","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1481","NPi","FSU","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1482","1p5C","FSU","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1483","NPi","FSU","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1484","1p5C","FSU","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1485","NPi","FSU","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1486","1p5C","FSU","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1487","NPi","FSU","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1488","1p5C","FSU","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1489","NPi","FSU","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1490","1p5C","FSU","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1491","NPi","FSU","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1492","1p5C","FSU","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1493","NPi","FSU","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1494","1p5C","FSU","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1495","NPi","FSU","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1496","1p5C","FSU","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1497","NPi","LAM","steel","primary",2020,1.86375032989122,"kgco2e/kg"
"1498","NPi","LAM","steel","primary",2030,1.77071295180958,"kgco2e/kg"
"1499","1p5C","LAM","steel","primary",2030,1.39702199965006,"kgco2e/kg"
"1500","NPi","LAM","steel","primary",2040,1.63829780187687,"kgco2e/kg"
"1501","1p5C","LAM","steel","primary",2040,1.17162780752382,"kgco2e/kg"
"1502","NPi","LAM","steel","primary",2050,1.62767286917616,"kgco2e/kg"
"1503","1p5C","LAM","steel","primary",2050,1.08934061786139,"kgco2e/kg"
"1504","NPi","LAM","steel","primary",2060,1.58160932937796,"kgco2e/kg"
"1505","1p5C","LAM","steel","primary",2060,1.08463907226402,"kgco2e/kg"
"1506","NPi","LAM","steel","primary",2070,1.55094341878166,"kgco2e/kg"
"1507","1p5C","LAM","steel","primary",2070,1.07321084115597,"kgco2e/kg"
"1508","NPi","LAM","steel","primary",2080,1.50432739516328,"kgco2e/kg"
"1509","1p5C","LAM","steel","primary",2080,1.14689640331688,"kgco2e/kg"
"1510","NPi","LAM","steel","primary",2090,1.49983518877185,"kgco2e/kg"
"1511","1p5C","LAM","steel","primary",2090,1.17404469994768,"kgco2e/kg"
"1512","NPi","LAM","steel","primary",2100,1.47596377007597,"kgco2e/kg"
"1513","1p5C","LAM","steel","primary",2100,1.17064726750944,"kgco2e/kg"
"1514","NPi","MEA","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1515","NPi","MEA","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1516","1p5C","MEA","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1517","NPi","MEA","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1518","1p5C","MEA","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1519","NPi","MEA","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1520","1p5C","MEA","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1521","NPi","MEA","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1522","1p5C","MEA","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1523","NPi","MEA","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1524","1p5C","MEA","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1525","NPi","MEA","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1526","1p5C","MEA","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1527","NPi","MEA","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1528","1p5C","MEA","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1529","NPi","MEA","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1530","1p5C","MEA","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1531","NPi","NAM","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1532","NPi","NAM","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1533","1p5C","NAM","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1534","NPi","NAM","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1535","1p5C","NAM","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1536","NPi","NAM","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1537","1p5C","NAM","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1538","NPi","NAM","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1539","1p5C","NAM","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1540","NPi","NAM","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1541","1p5C","NAM","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1542","NPi","NAM","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1543","1p5C","NAM","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1544","NPi","NAM","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1545","1p5C","NAM","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1546","NPi","NAM","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1547","1p5C","NAM","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1548","NPi","PAO","steel","primary",2020,2.09211815387603,"kgco2e/kg"
"1549","NPi","PAO","steel","primary",2030,1.93847332071492,"kgco2e/kg"
"1550","1p5C","PAO","steel","primary",2030,1.59120121402806,"kgco2e/kg"
"1551","NPi","PAO","steel","primary",2040,1.92017506769575,"kgco2e/kg"
"1552","1p5C","PAO","steel","primary",2040,1.28223634252349,"kgco2e/kg"
"1553","NPi","PAO","steel","primary",2050,1.90269051969069,"kgco2e/kg"
"1554","1p5C","PAO","steel","primary",2050,1.19398633880214,"kgco2e/kg"
"1555","NPi","PAO","steel","primary",2060,2.01251709525737,"kgco2e/kg"
"1556","1p5C","PAO","steel","primary",2060,1.16504790650338,"kgco2e/kg"
"1557","NPi","PAO","steel","primary",2070,1.99779820838943,"kgco2e/kg"
"1558","1p5C","PAO","steel","primary",2070,1.16735618392273,"kgco2e/kg"
"1559","NPi","PAO","steel","primary",2080,1.83188972295981,"kgco2e/kg"
"1560","1p5C","PAO","steel","primary",2080,1.19405856838015,"kgco2e/kg"
"1561","NPi","PAO","steel","primary",2090,1.81956965028902,"kgco2e/kg"
"1562","1p5C","PAO","steel","primary",2090,1.23684285116721,"kgco2e/kg"
"1563","NPi","PAO","steel","primary",2100,1.80607257071012,"kgco2e/kg"
"1564","1p5C","PAO","steel","primary",2100,1.32752283168181,"kgco2e/kg"
"1565","NPi","PAS","steel","primary",2020,2.11399385758945,"kgco2e/kg"
"1566","NPi","PAS","steel","primary",2030,2.09411627185258,"kgco2e/kg"
"1567","1p5C","PAS","steel","primary",2030,1.65427375575677,"kgco2e/kg"
"1568","NPi","PAS","steel","primary",2040,2.08276184511456,"kgco2e/kg"
"1569","1p5C","PAS","steel","primary",2040,1.36352121690829,"kgco2e/kg"
"1570","NPi","PAS","steel","primary",2050,2.06678001474293,"kgco2e/kg"
"1571","1p5C","PAS","steel","primary",2050,1.20660016504371,"kgco2e/kg"
"1572","NPi","PAS","steel","primary",2060,2.01745723042704,"kgco2e/kg"
"1573","1p5C","PAS","steel","primary",2060,1.18938540559606,"kgco2e/kg"
"1574","NPi","PAS","steel","primary",2070,1.96435778929114,"kgco2e/kg"
"1575","1p5C","PAS","steel","primary",2070,1.19992677574293,"kgco2e/kg"
"1576","NPi","PAS","steel","primary",2080,1.98743684714524,"kgco2e/kg"
"1577","1p5C","PAS","steel","primary",2080,1.27734117445729,"kgco2e/kg"
"1578","NPi","PAS","steel","primary",2090,1.84564751787911,"kgco2e/kg"
"1579","1p5C","PAS","steel","primary",2090,1.42241818368921,"kgco2e/kg"
"1580","NPi","PAS","steel","primary",2100,1.79376125910926,"kgco2e/kg"
"1581","1p5C","PAS","steel","primary",2100,1.48743786714811,"kgco2e/kg"
"1582","NPi","RCPA","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1583","NPi","RCPA","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1584","1p5C","RCPA","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1585","NPi","RCPA","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1586","1p5C","RCPA","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1587","NPi","RCPA","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1588","1p5C","RCPA","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1589","NPi","RCPA","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1590","1p5C","RCPA","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1591","NPi","RCPA","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1592","1p5C","RCPA","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1593","NPi","RCPA","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1594","1p5C","RCPA","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1595","NPi","RCPA","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1596","1p5C","RCPA","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1597","NPi","RCPA","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1598","1p5C","RCPA","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1599","NPi","SAS","steel","primary",2020,1.82117056168143,"kgco2e/kg"
"1600","NPi","SAS","steel","primary",2030,1.65005091356395,"kgco2e/kg"
"1601","1p5C","SAS","steel","primary",2030,1.33356820658569,"kgco2e/kg"
"1602","NPi","SAS","steel","primary",2040,1.58381073272418,"kgco2e/kg"
"1603","1p5C","SAS","steel","primary",2040,1.12816896653926,"kgco2e/kg"
"1604","NPi","SAS","steel","primary",2050,1.55898810901677,"kgco2e/kg"
"1605","1p5C","SAS","steel","primary",2050,1.04034548218005,"kgco2e/kg"
"1606","NPi","SAS","steel","primary",2060,1.51538838232933,"kgco2e/kg"
"1607","1p5C","SAS","steel","primary",2060,1.04522950667096,"kgco2e/kg"
"1608","NPi","SAS","steel","primary",2070,1.47136361523342,"kgco2e/kg"
"1609","1p5C","SAS","steel","primary",2070,1.09012583333979,"kgco2e/kg"
"1610","NPi","SAS","steel","primary",2080,1.39681754089135,"kgco2e/kg"
"1611","1p5C","SAS","steel","primary",2080,1.08104826225269,"kgco2e/kg"
"1612","NPi","SAS","steel","primary",2090,1.41670025701233,"kgco2e/kg"
"1613","1p5C","SAS","steel","primary",2090,1.17398850771094,"kgco2e/kg"
"1614","NPi","SAS","steel","primary",2100,1.39048719911361,"kgco2e/kg"
"1615","1p5C","SAS","steel","primary",2100,1.13622835801923,"kgco2e/kg"
"1616","NPi","WEU","steel","primary",2020,0.880637011769495,"kgco2e/kg"
"1617","NPi","WEU","steel","primary",2030,0.858519884815397,"kgco2e/kg"
"1618","1p5C","WEU","steel","primary",2030,0.699907135813842,"kgco2e/kg"
"1619","NPi","WEU","steel","primary",2040,0.814925974206866,"kgco2e/kg"
"1620","1p5C","WEU","steel","primary",2040,0.614488723880677,"kgco2e/kg"
"1621","NPi","WEU","steel","primary",2050,0.790561411586921,"kgco2e/kg"
"1622","1p5C","WEU","steel","primary",2050,0.573039967710902,"kgco2e/kg"
"1623","NPi","WEU","steel","primary",2060,0.769424212774861,"kgco2e/kg"
"1624","1p5C","WEU","steel","primary",2060,0.544990807018803,"kgco2e/kg"
"1625","NPi","WEU","steel","primary",2070,0.759651179498065,"kgco2e/kg"
"1626","1p5C","WEU","steel","primary",2070,0.550432355759344,"kgco2e/kg"
"1627","NPi","WEU","steel","primary",2080,0.754380233819922,"kgco2e/kg"
"1628","1p5C","WEU","steel","primary",2080,0.570650828256989,"kgco2e/kg"
"1629","NPi","WEU","steel","primary",2090,0.748247745643613,"kgco2e/kg"
"1630","1p5C","WEU","steel","primary",2090,0.581706624940323,"kgco2e/kg"
"1631","NPi","WEU","steel","primary",2100,0.743160103423421,"kgco2e/kg"
"1632","1p5C","WEU","steel","primary",2100,0.583892178275934,"kgco2e/kg"
"1633","NPi","AFR","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1634","NPi","AFR","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1635","1p5C","AFR","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1636","NPi","AFR","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1637","1p5C","AFR","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1638","NPi","AFR","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1639","1p5C","AFR","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1640","NPi","AFR","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1641","1p5C","AFR","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1642","NPi","AFR","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1643","1p5C","AFR","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1644","NPi","AFR","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1645","1p5C","AFR","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1646","NPi","AFR","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1647","1p5C","AFR","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1648","NPi","AFR","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1649","1p5C","AFR","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1650","NPi","CHN","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1651","NPi","CHN","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1652","1p5C","CHN","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1653","NPi","CHN","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1654","1p5C","CHN","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1655","NPi","CHN","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1656","1p5C","CHN","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1657","NPi","CHN","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1658","1p5C","CHN","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1659","NPi","CHN","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1660","1p5C","CHN","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1661","NPi","CHN","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1662","1p5C","CHN","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1663","NPi","CHN","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1664","1p5C","CHN","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1665","NPi","CHN","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1666","1p5C","CHN","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1667","NPi","EEU","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1668","NPi","EEU","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1669","1p5C","EEU","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1670","NPi","EEU","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1671","1p5C","EEU","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1672","NPi","EEU","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1673","1p5C","EEU","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1674","NPi","EEU","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1675","1p5C","EEU","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1676","NPi","EEU","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1677","1p5C","EEU","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1678","NPi","EEU","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1679","1p5C","EEU","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1680","NPi","EEU","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1681","1p5C","EEU","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1682","NPi","EEU","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1683","1p5C","EEU","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1684","NPi","FSU","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1685","NPi","FSU","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1686","1p5C","FSU","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1687","NPi","FSU","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1688","1p5C","FSU","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1689","NPi","FSU","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1690","1p5C","FSU","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1691","NPi","FSU","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1692","1p5C","FSU","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1693","NPi","FSU","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1694","1p5C","FSU","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1695","NPi","FSU","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1696","1p5C","FSU","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1697","NPi","FSU","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1698","1p5C","FSU","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1699","NPi","FSU","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1700","1p5C","FSU","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1701","NPi","LAM","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1702","NPi","LAM","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1703","1p5C","LAM","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1704","NPi","LAM","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1705","1p5C","LAM","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1706","NPi","LAM","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1707","1p5C","LAM","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1708","NPi","LAM","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1709","1p5C","LAM","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1710","NPi","LAM","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1711","1p5C","LAM","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1712","NPi","LAM","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1713","1p5C","LAM","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1714","NPi","LAM","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1715","1p5C","LAM","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1716","NPi","LAM","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1717","1p5C","LAM","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
